NOM_BATIMENT,USAGE,ADRESSE,SUPERFICIE,DATE_CREATION,LONGITUDE,LATITUDE 
,Résidentiel et commercial,833 Rue Bougainville,211.7,2013-01-01,-73.4494091184612,45.76377139734943
,Résidentiel et commercial,835 Rue Bougainville,159.69,2013-01-01,-73.44929280857039,45.763900037996244
,Résidentiel et commercial,837 Rue Bougainville,177.21,2013-01-01,-73.44918511270103,45.76404398617187
,Résidentiel et commercial,839 Rue Bougainville,171.86,2013-01-01,-73.4490545289844,45.76417685497128
,Résidentiel et commercial,841 Rue Bougainville,143.13,2013-01-01,-73.4489355027844,45.7643059530818
,Résidentiel et commercial,843 Rue Bougainville,176.97,2013-01-01,-73.44883334986427,45.76443628301793
,Résidentiel et commercial,256 Rue de Bellechasse,185.85,2013-01-01,-73.44920181060394,45.76459663614006
,Résidentiel et commercial,260 Rue de Bellechasse,129.35,2013-01-01,-73.44931985228122,45.76447150443226
,Résidentiel et commercial,264 Rue de Bellechasse,149.66,2013-01-01,-73.44943823426287,45.76433378537736
,Résidentiel et commercial,268 Rue de Bellechasse,131.97,2013-01-01,-73.44956689934493,45.76419477028089
,Résidentiel et commercial,272 Rue de Bellechasse,227.64,2013-01-01,-73.44975337849787,45.764065415004666
,Résidentiel et commercial,276 Rue de Bellechasse,177.65,2013-01-01,-73.45002077655198,45.76410389879682
,Résidentiel et commercial,280 Rue de Bellechasse,211.8,2013-01-01,-73.45020858937066,45.76418448465452
,Résidentiel et commercial,284 Rue de Bellechasse,172.59,2013-01-01,-73.45037754437568,45.76426551891401
,Résidentiel et commercial,288 Rue de Bellechasse,150.63,2013-01-01,-73.45056419757599,45.764334697306595
,Résidentiel et commercial,292 Rue de Bellechasse,157.55,2013-01-01,-73.45073297357168,45.76441276900029
,Résidentiel et commercial,296 Rue de Bellechasse,154.37,2013-01-01,-73.45090032282828,45.76449541849802
,Résidentiel et commercial,300 Rue de Bellechasse,200.54,2013-01-01,-73.4510921312816,45.764567458594726
,Résidentiel et commercial,301 Rue de Bellechasse,192.71,2013-01-01,-73.45080982697044,45.764907206303924
,Résidentiel et commercial,297 Rue de Bellechasse,151.19,2013-01-01,-73.45062955579085,45.764825226749934
,Résidentiel et commercial,293 Rue de Bellechasse,176.94,2013-01-01,-73.45044896569834,45.764753222455376
,Résidentiel et commercial,289 Rue de Bellechasse,202.83,2013-01-01,-73.4502518510245,45.76468283982157
,Résidentiel et commercial,281 Rue de Bellechasse,288.12,2013-01-01,-73.44993803901642,45.764540638207784
,Résidentiel et commercial,280 Rue de Bruxelles,184.79,2013-01-01,-73.44967900773462,45.76475991455472
,Résidentiel et commercial,284 Rue de Bruxelles,180.89,2013-01-01,-73.4498591818137,45.76484882384128
,Résidentiel et commercial,288 Rue de Bruxelles,175.79,2013-01-01,-73.45004298515427,45.76493094220257
,Résidentiel et commercial,292 Rue de Bruxelles,151.2,2013-01-01,-73.45023070879616,45.76501610172379
,Résidentiel et commercial,296 Rue de Bruxelles,135.36,2013-01-01,-73.45040594951733,45.765085986821404
,Résidentiel et commercial,300 Rue de Bruxelles,173.81,2013-01-01,-73.45058979944831,45.765163030243606
,Résidentiel et commercial,837 Rue de Bordeaux,165.05,2013-01-01,-73.45110627190586,45.765250435403935
,Résidentiel et commercial,839 Rue de Bordeaux,147.41,2013-01-01,-73.45097946245642,45.76539190313074
,Résidentiel et commercial,841 Rue de Bordeaux,190.93,2013-01-01,-73.4507980705086,45.765542740398736
,Résidentiel et commercial,843 Rue de Bordeaux,184.64,2013-01-01,-73.45050620693533,45.76556888327897
,Résidentiel et commercial,289 Rue de Bruxelles,122.04,2013-01-01,-73.45029407912251,45.765482908024104
,Résidentiel et commercial,285 Rue de Bruxelles,181.03,2013-01-01,-73.45008594562852,45.765398830288824
,Résidentiel et commercial,277 Rue de Bruxelles,248.16,2013-01-01,-73.44971005857973,45.765248165962625
,Résidentiel et commercial,273 Rue de Bruxelles,169.23,2013-01-01,-73.44944145954949,45.76512067507749
,Résidentiel et commercial,269 Rue de Bruxelles,122.19,2013-01-01,-73.44922318773709,45.765016008548784
,Résidentiel et commercial,265 Rue de Bruxelles,172.91,2013-01-01,-73.44898525664506,45.76493236285711
,Résidentiel et commercial,261 Rue de Bruxelles,137.53,2013-01-01,-73.44879628476748,45.76483530648366
,Résidentiel et commercial,257 Rue de Bruxelles,153.07,2013-01-01,-73.44856662423432,45.76474699123428
,Résidentiel et commercial,253 Rue de Bruxelles,139.47,2013-01-01,-73.44837580080154,45.76464565318206
,Résidentiel et commercial,844 Rue Bougainville,221.47,2013-01-01,-73.44823001832535,45.76446035472226
,Résidentiel et commercial,842 Rue Bougainville,186.94,2013-01-01,-73.44830168315733,45.7642742800349
,Résidentiel et commercial,840 Rue Bougainville,142.86,2013-01-01,-73.44843384713754,45.76415992785563
,Résidentiel et commercial,836 Rue Bougainville,247.66,2013-01-01,-73.44856599481632,45.76396823640959
,Résidentiel et commercial,841 Boulevard Basile-Routhier,147.35,2013-01-01,-73.448254486235,45.763763693140106
,Résidentiel et commercial,843 Boulevard Basile-Routhier,123.84,2013-01-01,-73.44814340592596,45.763888279370306
,Résidentiel et commercial,845 Boulevard Basile-Routhier,122.92,2013-01-01,-73.44804976679521,45.76399505317707
,Résidentiel et commercial,847 Boulevard Basile-Routhier,134.55,2013-01-01,-73.44795009389803,45.76411710331931
,Résidentiel et commercial,849 Boulevard Basile-Routhier,134.47,2013-01-01,-73.44785810625368,45.764235281235656
,Résidentiel et commercial,851 Boulevard Basile-Routhier,135.58,2013-01-01,-73.447735253845,45.76434881932168
,Résidentiel et commercial,853 Boulevard Basile-Routhier,170.71,2013-01-01,-73.44768818011273,45.76453700531593
,Résidentiel et commercial,252 Rue de Boisbriand,129.85,2013-01-01,-73.44805648075297,45.76487794105383
,Résidentiel et commercial,256 Rue de Boisbriand,142.95,2013-01-01,-73.4482142622626,45.76495286228655
,Résidentiel et commercial,260 Rue de Boisbriand,128.4,2013-01-01,-73.4483820065302,45.765025799026176
,Résidentiel et commercial,264 Rue de Boisbriand,188.71,2013-01-01,-73.44859335776943,45.765115629867594
,Résidentiel et commercial,272 Rue de Boisbriand,213.23,2013-01-01,-73.44883416724767,45.765209568695354
,Résidentiel et commercial,276 Rue de Boisbriand,137.48,2013-01-01,-73.44905145525729,45.765316889508966
,Résidentiel et commercial,280 Rue de Boisbriand,181.26,2013-01-01,-73.44923111009359,45.76537934088793
,Résidentiel et commercial,284 Rue de Boisbriand,218.5,2013-01-01,-73.44943462231531,45.765479543767
,Résidentiel et commercial,292 Rue de Boisbriand,161.63,2013-01-01,-73.44971459187671,45.765599370949005
,Résidentiel et commercial,300 Rue de Boisbriand,122.22,2013-01-01,-73.45010180487613,45.765770176281926
,Résidentiel et commercial,308 Rue de Boisbriand,197.89,2013-01-01,-73.4505740041344,45.76596780711649
,Résidentiel et commercial,833 Boulevard de L'Assomption,126.98,2013-01-01,-73.4521452756843,45.765354957755825
,Résidentiel et commercial,835 Boulevard de L'Assomption,191.67,2013-01-01,-73.45208528449629,45.76549031510701
,Résidentiel et commercial,839 Boulevard de L'Assomption,177.23,2013-01-01,-73.45192842503013,45.76562923111907
,Résidentiel et commercial,841 Boulevard de L'Assomption,172.27,2013-01-01,-73.45179281121561,45.76579692881415
,Résidentiel et commercial,843 Boulevard de L'Assomption,167.03,2013-01-01,-73.45167431608135,45.765922656127756
,Résidentiel et commercial,845 Boulevard de L'Assomption,170.08,2013-01-01,-73.45156514839319,45.76607050655227
,Résidentiel et commercial,847 Boulevard de L'Assomption,150.4,2013-01-01,-73.45144873518781,45.766197687691765
,Résidentiel et commercial,300 Rue Valmont,1159.85,2013-01-01,-73.44573616752763,45.767306184413854
,Résidentiel et commercial,266 Rue Bachand,220.56,2013-01-01,-73.44597652361415,45.76696341786987
,Résidentiel et commercial,251 Rue des Bois-Francs,132.57,2013-01-01,-73.44574371364072,45.76695345205764
,Résidentiel et commercial,247 Rue des Bois-Francs,136.61,2013-01-01,-73.44553180889477,45.76688683926675
,Résidentiel et commercial,235 Rue des Bois-Francs,103.3,2013-01-01,-73.44504603194524,45.766673113783064
,Résidentiel et commercial,231 Rue des Bois-Francs,113.08,2013-01-01,-73.444829794227,45.76659488734201
,Résidentiel et commercial,227 Rue des Bois-Francs,222.12,2013-01-01,-73.44465294550383,45.76649162559828
,Résidentiel et commercial,902 Rue de Bayonne,167.77,2013-01-01,-73.4446584232391,45.76581644710417
,Résidentiel et commercial,900 Rue de Bayonne,133.35,2013-01-01,-73.44448912965302,45.765732801827106
,Résidentiel et commercial,898 Rue de Bayonne,150.79,2013-01-01,-73.44432488918343,45.765658909752254
,Résidentiel et commercial,896 Rue de Bayonne,167.03,2013-01-01,-73.44414891702276,45.765579216603925
,Résidentiel et commercial,894 Rue de Bayonne,109.32,2013-01-01,-73.4440282122934,45.765504944801805
,Résidentiel et commercial,892 Rue de Bayonne,109.52,2013-01-01,-73.44387131025056,45.765419875685616
,Résidentiel et commercial,890 Rue de Bayonne,146.32,2013-01-01,-73.44367590973715,45.76532671297284
,Résidentiel et commercial,888 Rue de Bayonne,145.46,2013-01-01,-73.44361214131979,45.76517523461757
,Résidentiel et commercial,184 Rue des Bois-Francs,145.3,2013-01-01,-73.44565303594078,45.76484784363693
,Résidentiel et commercial,180 Rue des Bois-Francs,160.05,2013-01-01,-73.4454855406011,45.76473033809413
,Résidentiel et commercial,176 Rue des Bois-Francs,157.49,2013-01-01,-73.44528510034716,45.764661639326484
,Résidentiel et commercial,172 Rue des Bois-Francs,124.73,2013-01-01,-73.44511568538323,45.76459905408708
,Résidentiel et commercial,168 Rue des Bois-Francs,144.77,2013-01-01,-73.44495361713876,45.76451356493494
,Résidentiel et commercial,164 Rue des Bois-Francs,161.25,2013-01-01,-73.44475749433235,45.76443433170871
,Résidentiel et commercial,163 Rue des Bois-Francs,104.63,2013-01-01,-73.44449152425216,45.76474790993936
,Résidentiel et commercial,167 Rue des Bois-Francs,143.97,2013-01-01,-73.44464133172907,45.7648304217331
,Résidentiel et commercial,171 Rue des Bois-Francs,104.39,2013-01-01,-73.44481158380329,45.76489891310121
,Résidentiel et commercial,175 Rue des Bois-Francs,133.15,2013-01-01,-73.44500448262818,45.76496531909813
,Résidentiel et commercial,891 Rue de Bayonne,232.64,2013-01-01,-73.44471979035758,45.76535801303734
,Résidentiel et commercial,889 Rue de Bayonne,202.77,2013-01-01,-73.4444985779804,45.76524781009753
,Résidentiel et commercial,887 Rue de Bayonne,216.36,2013-01-01,-73.44434710045381,45.76516470691805
,Résidentiel et commercial,885 Rue de Bayonne,162.82,2013-01-01,-73.44416722571125,45.76509223671508
,Résidentiel et commercial,881 Boulevard Basile-Routhier,179.75,2013-01-01,-73.44759489342539,45.766476145139066
,Résidentiel et commercial,864 Rue Bruchési,127.12,2013-01-01,-73.44910357542649,45.766856632765254
,Résidentiel et commercial,866 Rue Bruchési,223.47,2013-01-01,-73.44895143747699,45.76698251335298
,Résidentiel et commercial,868 Rue Bruchési,156.28,2013-01-01,-73.44886944287796,45.76713433639587
,Résidentiel et commercial,278 Rue Bombardier,171.08,2013-01-01,-73.44840910201738,45.76695531046474
,Résidentiel et commercial,274 Rue Bombardier,203.5,2013-01-01,-73.44850612190378,45.76680633884654
,Résidentiel et commercial,270 Rue Bombardier,180.65,2013-01-01,-73.44863322525954,45.76666086638334
,Résidentiel et commercial,875 Rue Bruchési,139.84,2013-01-01,-73.44894499676415,45.76777221157496
,Résidentiel et commercial,877 Rue Bruchési,140.62,2013-01-01,-73.44883404698595,45.76788605321412
,Résidentiel et commercial,879 Rue Bruchési,128.39,2013-01-01,-73.44873696269768,45.76801268508372
,Résidentiel et commercial,881 Rue Bruchési,162.41,2013-01-01,-73.44855235342492,45.76809661500539
,Résidentiel et commercial,883 Rue Bruchési,135.28,2013-01-01,-73.4483393815877,45.76809303776683
,Résidentiel et commercial,303 Rue Brodeur,178.72,2013-01-01,-73.44812730299542,45.76804323866531
,Résidentiel et commercial,299 Rue Brodeur,110.23,2013-01-01,-73.44796075834897,45.76795439421301
,Résidentiel et commercial,295 Rue Brodeur,186.33,2013-01-01,-73.44778791017578,45.767909082494306
,Résidentiel et commercial,291 Rue Brodeur,114.02,2013-01-01,-73.44763986284084,45.767811542827424
,Résidentiel et commercial,287 Rue Brodeur,112.66,2013-01-01,-73.447465494245,45.767733506745344
,Résidentiel et commercial,283 Rue Brodeur,178.61,2013-01-01,-73.44729020846567,45.7676817394855
,Résidentiel et commercial,279 Rue Brodeur,172.93,2013-01-01,-73.44713188166149,45.76760927240377
,Résidentiel et commercial,275 Rue Brodeur,141.57,2013-01-01,-73.44695119079655,45.767516204649915
,Résidentiel et commercial,308 Rue Valmont,161.27,2013-01-01,-73.44669650237681,45.767818367753954
,Résidentiel et commercial,310 Rue Valmont,132.33,2013-01-01,-73.44688713558259,45.76790538150909
,Résidentiel et commercial,312 Rue Valmont,176.81,2013-01-01,-73.44709447960817,45.767975529044925
,Résidentiel et commercial,314 Rue Valmont,110.36,2013-01-01,-73.4472700270117,45.76807539885291
,Résidentiel et commercial,316 Rue Valmont,161,2013-01-01,-73.44750010981535,45.76815966890783
,Résidentiel et commercial,318 Rue Valmont,127.02,2013-01-01,-73.44766446054331,45.76824825044371
,Résidentiel et commercial,320 Rue Valmont,153.84,2013-01-01,-73.44787032844108,45.76830868138524
,Résidentiel et commercial,322 Rue Valmont,116.18,2013-01-01,-73.44801688859035,45.76839058241727
,Résidentiel et commercial,324 Rue Valmont,115.49,2013-01-01,-73.4482219121986,45.76844392821978
,Résidentiel et commercial,326 Rue Valmont,168.01,2013-01-01,-73.44842245571206,45.76848650940171
,Résidentiel et commercial,328 Rue Valmont,113.02,2013-01-01,-73.44860594896396,45.768527257597825
,Résidentiel et commercial,900 Boulevard de L'Assomption,76.12,2013-01-01,-73.44889244970527,45.768577408159764
,Résidentiel et commercial,886 Boulevard de L'Assomption,115.23,2013-01-01,-73.44896040611819,45.76842188893923
,Résidentiel et commercial,884 Boulevard de L'Assomption,115.87,2013-01-01,-73.44904191567622,45.76828961911429
,Résidentiel et commercial,882 Boulevard de L'Assomption,120.87,2013-01-01,-73.44912890505076,45.7681589526094
,Résidentiel et commercial,880 Boulevard de L'Assomption,113.9,2013-01-01,-73.44922990455309,45.768039532281136
,Résidentiel et commercial,876 Boulevard de L'Assomption,107.98,2013-01-01,-73.44944960621704,45.76780588955545
,Résidentiel et commercial,872 Boulevard de L'Assomption,132.3,2013-01-01,-73.44953621100231,45.76767201189272
,Résidentiel et commercial,870 Boulevard de L'Assomption,140.84,2013-01-01,-73.44964077972985,45.767548165166495
,Résidentiel et commercial,851 Boulevard de L'Assomption,140.9,2013-01-01,-73.45122726337814,45.76644854099989
,Résidentiel et commercial,859 Boulevard de L'Assomption,182.3,2013-01-01,-73.45078181488645,45.76700520962113
,Résidentiel et commercial,863 Boulevard de L'Assomption,143.55,2013-01-01,-73.45065239576446,45.767185540613994
,Résidentiel et commercial,865 Boulevard de L'Assomption,175.9,2013-01-01,-73.45047759930921,45.76732526395546
,Résidentiel et commercial,867 Boulevard de L'Assomption,114.89,2013-01-01,-73.45029963316253,45.76754932509919
,Résidentiel et commercial,871 Boulevard de L'Assomption,186.05,2013-01-01,-73.45019258956168,45.76771716538609
,Résidentiel et commercial,873 Boulevard de L'Assomption,150.94,2013-01-01,-73.45021249721556,45.76791109171131
,Résidentiel et commercial,877 Boulevard de L'Assomption,223.29,2013-01-01,-73.44991488717018,45.76811354671417
,Résidentiel et commercial,881 Boulevard de L'Assomption,203.65,2013-01-01,-73.44975241965437,45.768237904146154
,Résidentiel et commercial,889 Boulevard de L'Assomption,363.78,2013-01-01,-73.44957667652724,45.768778359915075
,Résidentiel et commercial,903 Boulevard de L'Assomption,199.15,2013-01-01,-73.44942956424072,45.76892757377377
,Résidentiel et commercial,905 Boulevard de L'Assomption,210.78,2013-01-01,-73.4493657133226,45.76911189672548
,Résidentiel et commercial,911 Boulevard de L'Assomption,145.4,2013-01-01,-73.44953032756105,45.769469010306594
,Résidentiel et commercial,   ,90.98,2013-01-01,-73.4491912641999,45.76956898606127
,Résidentiel et commercial,295 Rue Valmont,417.53,2013-01-01,-73.44535811816226,45.767972013671525
,Résidentiel et commercial,343 Rue Valmont,774.51,2013-01-01,-73.44828981076995,45.76898615756188
,Résidentiel et commercial,904 Boulevard de L'Assomption,738.95,2013-01-01,-73.44860283138131,45.76929901262099
,Résidentiel et commercial,908 Boulevard de L'Assomption,533.97,2013-01-01,-73.44809170602794,45.76937433907018
