record,SEXE,AGE,LANGU,Q0QC,Q0QCP,Q1Ar1,Q1Ar2,Q1Ar3,Q1Ar4,Q1Ar5,Q1Ar6,Q1Ar7,Q1Ar8,Q1Ar9,Q1Ar96,Q1C,Q1B,Q2,Q3,Q4r1,Q4r2,Q5,Q6,Q7,Q8r1,Q8r2,Q8r3,Q8r4,Q9r1,Q9r2,Q9r3,Q9r4,Q9r5,Q9r6,Q10,N_BARRIERES,pond
3709,2,2,1,6,14,0,0,1,0,0,0,0,0,0,0,98,1,5,1,5,4,6,4,2,1,3,3,3,1,2,1,1,1,1,1,4,0.7034
3710,1,11,1,6,14,0,0,0,0,0,0,0,0,1,0,2,1,5,1,5,5,7,4,3,2,4,4,4,2,2,2,2,1,1,1,8,0.51389
3711,1,10,2,6,5,0,0,0,0,1,0,0,0,0,0,3,2,6,1,4,5,7,5,3,2,2,4,3,1,2,1,1,2,1,1,7,1.51366
3719,1,5,1,6,32,0,0,0,0,0,0,0,1,0,0,2,98,4,1,5,4,7,7,1,4,4,4,4,1,2,2,1,2,1,2,3,1.24685
3729,2,8,2,6,5,0,0,0,0,1,0,0,0,0,0,3,98,2,3,3,5,2,2,3,2,4,4,3,2,2,1,2,2,1,1,12,2.01647
3735,1,7,1,6,14,0,0,0,0,0,1,0,0,0,0,3,2,6,3,5,4,5,8,3,4,4,4,5,1,1,1,1,1,1,1,3,1.15168
3737,1,12,2,6,5,0,0,0,0,0,0,0,0,1,0,1,,5,1,4,5,7,4,1,4,3,3,4,1,1,1,1,1,1,1,2,1.10381
3748,2,2,1,6,24,1,0,0,1,0,0,0,0,0,0,2,1,3,1,5,4,6,7,2,4,3,4,2,2,1,1,1,2,1,1,4,0.54079
3753,1,9,5,6,2,0,0,0,1,0,0,0,0,0,0,3,1,5,1,5,5,7,7,1,4,3,5,3,1,1,1,2,1,1,2,1,1.1766
3767,1,7,4,6,32,0,0,1,0,0,0,0,0,0,0,1,,3,1,1,4,5,5,2,3,2,4,2,2,2,2,2,1,1,2,8,1.92289
3791,1,10,5,6,30,0,0,1,0,0,0,0,0,0,0,2,98,5,2,4,4,4,4,3,3,3,3,4,2,2,2,2,2,1,1,8,1.1766
3795,2,3,5,6,17,1,0,0,0,0,1,0,0,0,0,2,1,2,1,5,4,6,9,2,4,4,4,4,1,2,1,2,2,1,2,4,1.41986
3796,1,3,2,6,18,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,4,3,6,2,5,5,4,4,1,1,1,1,1,1,1,2,3.26386
3798,1,10,1,6,1,0,0,0,0,1,0,0,0,0,0,3,2,5,1,4,2,7,8,2,4,4,3,2,1,1,1,2,2,1,1,4,0.7047
3802,1,11,2,6,21,0,0,0,0,0,0,0,0,1,0,1,,4,1,4,5,7,5,1,2,3,3,4,1,2,2,2,1,2,1,7,0.85801
3808,1,3,1,6,30,0,0,1,0,0,0,0,0,0,0,3,1,5,2,5,5,3,11,1,3,3,5,3,1,2,1,2,2,1,2,4,1.95482
3809,1,8,1,6,2,0,0,1,0,0,0,0,0,0,0,2,98,2,1,4,3,7,9,1,2,1,3,1,2,2,2,2,2,1,1,10,1.15168
3810,2,6,1,6,16,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,2,7,8,2,3,1,4,4,1,1,1,2,2,1,1,4,0.62223
3815,1,4,6,6,12,0,0,1,0,1,0,0,0,0,0,3,2,3,1,5,5,7,2,2,4,4,4,4,1,1,1,2,2,1,1,4,3.26386
3822,1,8,2,6,16,0,0,1,0,0,0,0,0,0,0,3,1,5,2,4,5,6,7,1,3,3,4,3,1,1,1,2,2,1,2,2,1.45442
3824,2,2,1,6,18,0,0,0,0,1,0,0,0,0,0,1,,3,1,5,2,6,5,3,4,4,4,4,1,1,1,2,2,1,2,4,0.7034
3831,2,3,4,6,7,0,1,0,0,0,0,0,0,0,0,2,2,3,1,5,5,6,6,1,4,3,5,3,1,1,1,1,1,2,2,1,1.41986
3840,2,2,1,6,24,0,0,0,1,0,0,0,0,0,0,3,1,4,1,4,4,6,2,2,4,4,4,3,2,1,1,1,1,1,2,2,0.54079
3850,2,10,1,6,23,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,4,7,4,2,3,1,2,1,2,2,2,2,2,2,1,11,0.57891
3858,1,9,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,4,7,6,1,5,4,5,4,1,1,1,1,2,1,1,2,0.7047
3866,1,3,1,6,23,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,5,6,8,2,4,4,4,3,2,2,2,2,2,1,1,6,1.95482
3870,1,5,1,6,24,0,0,1,0,1,1,0,0,0,0,1,,6,1,5,4,7,11,1,4,3,4,4,1,2,1,2,2,1,1,4,0.95861
3871,1,5,4,6,16,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,5,5,6,1,3,4,3,3,1,2,1,2,1,2,1,4,1.57462
3876,2,3,1,6,16,0,1,1,0,0,0,0,0,0,0,1,,5,1,5,5,6,7,1,5,3,5,4,1,1,1,1,2,1,1,2,0.53204
3879,1,8,6,6,22,0,0,1,0,0,0,0,0,0,0,1,,7,1,4,5,7,1,3,3,2,5,3,2,2,2,1,1,1,2,6,1.92289
3881,2,3,1,6,15,0,0,1,0,0,0,0,0,0,0,2,2,3,1,5,3,6,5,2,3,3,3,3,2,1,1,1,1,1,1,3,0.7034
3882,2,4,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,3,1,5,4,7,3,2,3,4,4,3,1,2,1,2,2,1,1,5,0.54079
3885,2,8,1,6,5,0,0,0,0,0,0,0,0,0,1,1,,6,1,3,3,6,4,2,3,3,3,3,1,1,2,2,2,2,2,6,0.99897
3895,1,5,1,6,16,0,0,1,0,0,0,0,0,0,0,2,1,6,2,5,3,3,4,1,2,3,4,2,2,2,1,1,2,1,1,8,0.94309
3902,1,6,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,3,1,4,3,7,8,3,2,2,4,3,1,2,1,1,2,1,1,6,1.60404
3908,1,10,5,6,21,0,0,1,0,0,0,0,0,0,0,1,,5,2,5,5,7,10,1,1,3,4,3,1,2,2,2,2,1,1,6,1.1766
3909,2,2,1,6,26,0,0,1,0,0,0,0,0,0,0,2,2,3,1,5,3,3,6,1,4,1,5,1,1,2,2,1,1,1,1,6,0.7034
3910,2,7,6,6,27,0,1,0,0,0,0,0,0,0,0,1,,4,1,5,5,7,9,1,3,2,4,2,1,2,1,2,1,1,1,5,1.56745
3914,2,3,4,6,18,0,0,1,1,0,0,0,0,0,0,1,,3,1,4,5,7,2,3,3,2,4,2,2,2,2,2,1,2,1,10,1.41986
3916,1,11,2,6,15,0,0,0,0,1,0,0,0,1,0,3,2,5,1,4,5,7,3,1,3,3,2,3,1,2,1,2,2,1,1,6,0.85801
3920,2,11,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,6,2,1,2,5,2,2,2,2,2,2,1,1,9,0.77268
3931,2,3,1,6,1,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,4,6,11,1,2,3,4,4,2,2,1,2,2,1,2,5,0.7034
3932,2,6,5,6,2,0,0,0,0,1,0,0,0,0,0,3,1,5,1,5,5,7,8,2,4,4,3,3,2,1,1,2,1,1,1,3,1.66058
3933,2,1,4,6,2,0,0,0,1,0,0,0,0,0,0,3,1,3,1,5,3,6,7,3,4,4,3,5,1,1,1,1,1,1,2,1,1.41986
3934,2,1,1,6,1,1,0,0,0,0,0,0,0,0,0,3,1,3,1,5,4,5,11,2,1,2,4,2,1,2,2,2,2,1,1,8,0.7034
3936,1,3,1,6,30,0,0,1,0,0,0,0,0,0,0,1,,3,1,5,3,6,9,2,2,4,4,4,1,2,1,1,1,1,2,2,1.95482
3942,1,8,5,6,12,0,0,0,0,1,0,0,0,0,0,3,98,6,1,5,3,5,4,3,3,1,3,2,2,2,2,1,2,1,1,9,1.92289
3949,2,2,4,6,29,0,1,0,0,0,0,0,0,0,0,2,2,5,1,5,5,7,3,2,1,2,5,1,2,2,2,1,2,1,1,9,1.03422
3953,2,8,7,6,29,0,1,0,1,0,0,0,0,0,0,1,,5,1,5,4,4,6,3,3,5,5,3,1,2,2,1,1,1,1,4,1.14172
3963,2,2,1,6,16,0,0,0,1,0,0,0,0,0,0,1,,3,1,5,3,6,2,2,1,1,2,1,1,2,2,2,2,1,1,10,0.53204
3969,2,9,6,6,27,0,0,1,0,0,0,0,0,0,0,2,98,3,3,5,5,7,7,1,1,3,3,3,2,1,2,2,2,2,1,8,1.16856
3978,1,5,1,6,24,0,1,0,1,0,0,0,0,0,0,3,1,3,2,5,2,5,6,2,2,3,3,2,1,2,1,1,2,1,2,4,0.95861
3995,1,7,7,6,32,0,0,0,0,0,0,0,1,0,0,2,1,5,2,5,5,4,7,1,2,3,4,2,2,2,2,2,1,2,1,8,1.92289
3996,2,3,1,6,24,0,1,0,1,0,0,0,0,0,1,2,2,3,1,5,3,6,1,2,2,4,4,3,1,2,1,2,2,1,2,5,0.54079
3997,1,6,1,6,24,0,0,1,0,1,0,0,0,0,0,1,,6,2,5,4,5,7,1,4,2,4,3,1,1,1,1,2,1,1,3,0.95861
4003,1,5,1,6,24,0,0,1,0,0,0,0,0,0,0,2,2,3,1,5,1,7,7,1,3,5,1,4,1,2,1,1,2,2,1,5,0.95861
4014,1,5,1,6,2,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,3,7,6,1,3,3,5,3,1,2,1,1,2,1,1,3,1.24685
4017,1,10,7,6,10,0,0,0,0,1,0,0,0,0,0,3,2,7,1,5,5,7,10,1,2,2,4,5,1,2,1,1,2,1,1,5,1.1766
4019,2,10,1,6,1,0,0,0,0,0,0,0,0,1,0,3,1,2,1,5,1,7,1,4,1,1,3,1,2,2,2,2,2,2,2,12,0.57891
4020,2,3,4,6,23,1,0,0,0,0,0,0,0,0,0,2,1,5,1,3,5,6,7,2,4,3,4,2,2,2,1,2,2,1,2,6,1.41986
4021,2,1,2,6,23,1,0,0,1,0,0,0,0,0,0,1,,3,1,4,5,5,7,2,1,1,3,1,1,2,1,1,2,1,2,5,1.41986
4022,1,3,2,6,27,0,0,1,0,0,0,0,0,0,0,1,,5,1,3,5,6,11,2,2,4,3,4,1,1,1,1,1,1,2,2,3.26386
4031,2,4,2,6,12,0,0,0,0,0,0,0,1,0,0,1,,3,1,5,5,5,3,3,1,1,5,4,1,1,1,2,1,1,1,6,1.41986
4036,1,10,1,6,23,0,0,1,0,0,0,0,0,0,0,2,1,2,2,5,3,6,9,2,2,4,2,4,2,2,1,2,2,2,1,9,0.7047
4037,1,11,7,6,7,0,0,0,0,1,0,0,0,0,0,3,2,3,1,4,5,7,11,1,3,1,3,1,2,2,2,2,2,2,1,9,0.85801
4044,2,7,1,6,26,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,4,7,3,1,2,4,2,1,1,2,1,2,2,1,1,8,0.77652
4058,1,12,1,6,16,0,0,0,0,0,0,0,0,1,0,3,1,5,1,5,4,7,4,1,3,4,3,3,1,2,2,1,1,2,1,5,0.38869
4076,1,5,5,6,32,0,0,0,0,1,0,0,0,0,0,3,2,4,2,4,1,4,2,2,5,2,3,1,2,2,2,2,2,1,1,9,2.0818
4086,1,5,4,6,18,0,0,1,0,0,0,0,0,0,0,1,,6,1,4,4,5,8,2,4,4,4,4,1,1,1,1,1,1,1,1,2.0818
4091,1,3,4,6,33,1,0,1,0,0,0,0,0,0,0,2,2,3,1,5,5,6,3,2,3,4,4,3,1,1,1,1,1,1,2,1,3.26386
4094,2,8,4,6,33,0,0,0,0,0,0,0,1,0,0,3,1,5,1,5,5,7,8,2,4,4,4,3,2,2,2,2,2,1,2,5,1.56745
4102,1,9,2,6,22,0,0,1,0,0,0,0,0,0,0,1,,5,1,4,5,7,8,1,4,4,4,4,1,1,1,1,1,1,1,1,1.1766
4107,1,11,2,6,21,0,0,0,0,1,0,0,0,0,0,3,2,5,2,4,5,6,7,1,4,4,5,4,1,1,1,2,2,1,1,3,0.85801
4110,2,7,1,6,32,0,0,0,0,1,0,0,0,0,0,1,,4,1,5,3,7,4,2,4,3,3,3,1,2,1,2,2,1,2,4,0.77652
4111,2,9,2,6,6,0,0,0,0,1,0,0,0,0,0,3,2,6,1,4,5,7,10,1,5,4,4,5,1,1,1,1,1,1,1,1,1.16856
4115,2,9,2,6,16,0,0,0,0,0,0,0,1,0,0,1,,3,1,4,5,7,6,1,3,2,3,2,1,2,1,1,1,1,1,4,0.88387
4129,2,10,5,6,1,0,0,0,0,0,0,0,0,1,0,2,98,5,2,5,3,6,3,2,4,3,4,2,2,2,1,1,1,2,2,5,1.16856
4138,1,5,1,6,18,1,0,0,0,0,0,0,0,0,0,1,,5,1,4,4,4,6,2,4,4,3,4,1,2,1,1,1,1,1,2,1.24685
4146,1,11,1,6,22,0,0,0,0,1,0,0,0,0,0,3,2,2,1,5,5,7,9,1,3,4,2,4,1,2,1,1,1,1,1,4,0.51389
4147,2,7,4,6,23,0,0,0,1,0,0,0,0,0,0,1,,3,1,5,5,7,8,2,3,4,4,3,1,2,2,1,1,2,1,4,1.56745
4149,1,8,1,6,30,0,0,0,0,0,0,0,1,0,0,2,98,3,1,5,4,7,6,1,3,3,4,4,1,2,1,1,1,1,2,1,1.15168
4150,2,9,1,6,15,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,5,7,2,1,3,4,3,3,1,2,1,2,2,1,1,5,0.57891
4161,2,2,7,6,30,1,0,0,1,0,0,0,0,0,0,3,1,5,1,4,5,2,2,4,3,5,4,4,1,1,2,2,1,1,1,6,1.41986
4163,2,4,1,6,18,0,0,0,0,0,0,0,1,0,0,1,,2,1,5,5,6,1,3,5,4,4,4,2,2,2,2,2,2,1,10,0.7034
4170,2,6,5,6,16,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,3,5,7,2,3,3,3,3,1,2,2,1,2,2,2,4,1.25602
4186,1,8,2,6,21,0,0,1,0,1,0,0,0,0,0,3,2,2,1,3,5,7,7,1,5,4,4,5,1,2,1,1,1,1,1,4,1.92289
4211,1,13,1,6,15,0,0,0,0,0,0,0,0,1,0,1,,1,1,5,5,7,1,1,5,5,5,5,2,2,2,2,2,2,1,9,0.51389
4218,1,4,4,6,32,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,4,7,3,2,4,2,4,2,1,2,2,2,1,1,2,6,3.26386
4219,1,9,4,6,7,0,0,1,0,0,0,0,0,0,0,3,1,6,2,5,5,6,10,1,4,4,4,4,1,2,1,2,1,1,1,3,1.1766
4227,1,6,2,6,26,0,0,1,0,0,0,0,0,0,0,1,,7,2,5,5,4,8,1,4,4,3,4,1,1,1,1,1,1,1,1,2.0818
4240,2,3,5,6,16,0,0,1,0,1,0,0,0,0,0,1,,3,1,5,3,6,8,2,1,3,1,3,1,2,1,2,2,1,1,6,1.07394
4246,2,6,4,6,15,0,0,1,0,0,0,0,0,0,0,3,1,6,1,4,5,7,11,1,4,4,5,4,1,1,2,2,2,1,1,4,1.66058
4247,2,2,5,6,27,0,1,0,0,0,0,0,0,0,0,1,,3,1,5,4,6,3,2,2,3,4,4,1,2,2,2,2,1,2,6,1.41986
4249,1,7,1,6,2,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,5,7,6,2,3,4,4,4,2,1,1,1,1,1,2,2,1.15168
4292,2,3,7,6,24,0,0,0,1,1,0,0,0,0,0,3,98,5,1,5,5,6,9,2,3,4,4,4,1,2,1,2,2,1,1,4,1.09162
4332,1,8,1,6,1,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,7,7,2,4,4,5,4,1,1,1,1,1,1,1,1,1.15168
4334,2,7,1,6,16,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,4,7,3,2,1,5,2,5,1,2,1,1,1,2,1,6,0.58734
4335,1,10,1,6,24,0,0,0,0,1,0,0,0,0,0,3,98,6,1,5,4,7,11,1,5,5,3,5,1,1,1,1,1,1,1,1,0.54179
4337,2,5,1,6,24,0,0,1,0,1,0,0,0,0,0,1,,6,1,5,5,7,10,1,3,3,4,4,1,2,1,1,1,1,1,2,0.63248
4344,2,7,1,6,16,0,0,0,1,0,0,0,0,0,0,3,1,3,1,5,4,7,9,2,3,4,4,3,1,2,1,1,1,1,2,1,0.58734
4345,2,8,1,6,30,0,0,1,0,0,0,0,0,0,0,2,98,5,1,5,4,7,10,1,3,3,3,4,1,2,1,2,2,1,2,3,0.77652
4349,1,10,2,6,16,0,0,0,0,1,0,0,0,0,0,3,2,2,1,5,5,7,6,1,2,3,4,3,1,2,1,2,2,1,1,6,0.88995
4359,1,10,2,6,6,0,0,1,0,0,0,0,0,0,0,1,,3,1,4,5,7,11,1,3,4,4,4,1,2,1,2,2,1,2,3,1.1766
4364,2,11,1,6,12,0,0,0,0,0,0,0,0,1,0,1,,7,1,5,4,7,10,1,5,3,4,4,1,2,1,2,2,1,2,3,0.77268
4369,2,11,1,6,17,0,0,0,0,0,0,0,0,1,0,1,,5,1,5,2,7,11,1,4,4,4,4,1,1,1,1,1,1,2,0,0.77268
4370,2,3,7,6,24,0,0,1,0,0,0,0,0,0,0,3,1,4,1,5,4,6,9,1,3,3,2,1,1,2,1,2,2,1,2,5,1.09162
4376,1,10,1,6,21,0,0,0,0,0,0,0,0,1,0,2,98,3,1,5,4,7,2,4,3,3,4,3,1,2,2,2,2,1,1,7,0.7047
4380,2,11,2,6,13,0,0,0,0,0,0,0,0,1,0,1,,3,1,5,5,7,6,3,3,2,3,2,1,2,2,2,2,1,1,8,1.55969
4390,1,11,1,6,31,0,0,0,0,1,0,0,0,0,0,3,2,6,2,5,4,7,9,1,4,5,4,5,1,1,1,2,2,1,1,3,0.51389
4402,2,3,1,6,23,0,0,0,1,0,0,0,0,0,0,3,1,3,1,5,4,6,3,2,1,2,4,3,2,2,2,2,2,1,2,8,0.7034
4419,1,12,1,6,16,0,0,0,0,0,0,0,0,1,0,3,1,6,1,5,5,7,8,1,3,4,2,4,1,1,1,1,1,2,2,2,0.38869
4428,2,4,1,6,14,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,5,7,8,2,4,5,4,5,1,2,1,1,1,1,1,2,0.7034
4449,1,9,2,6,13,0,0,0,1,0,0,0,0,0,0,3,1,5,1,2,5,7,7,3,3,4,5,4,1,2,1,2,2,1,2,5,1.1766
4451,2,2,4,6,8,1,0,0,0,0,0,0,0,0,0,2,2,3,1,4,4,5,2,2,4,2,4,3,1,2,2,2,1,1,1,6,1.41986
4459,1,5,2,6,7,0,0,1,0,0,0,0,0,0,0,2,1,5,2,2,4,5,8,2,1,1,5,3,1,2,1,2,2,2,1,8,2.0818
4463,2,8,4,6,23,0,0,0,1,0,0,0,0,0,0,2,1,5,1,5,5,7,9,1,2,4,4,3,1,2,1,2,2,1,2,4,1.56745
4464,2,8,2,6,1,0,0,1,0,0,0,0,0,0,0,1,,2,1,1,5,7,4,2,2,2,4,4,1,2,1,1,1,1,1,7,1.56745
4466,1,7,1,6,16,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,7,11,1,4,3,5,4,1,2,2,1,1,2,1,4,0.8711
4470,1,8,5,6,30,0,0,0,0,1,0,0,0,0,0,2,1,6,2,5,5,5,8,1,4,5,3,5,1,1,1,2,1,1,1,2,1.92289
4472,1,11,1,6,29,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,4,7,7,2,4,3,3,3,1,1,1,2,2,1,1,3,0.37432
4474,2,2,1,6,15,1,0,0,0,1,0,0,0,0,0,3,2,3,1,5,4,6,4,1,3,3,3,2,1,1,2,2,2,1,1,6,0.7034
4489,1,5,1,6,23,0,0,1,0,0,1,0,0,0,0,1,,6,1,5,3,7,10,1,3,4,3,3,1,2,2,2,2,1,2,4,1.24685
4500,2,6,5,6,16,0,0,1,0,0,0,0,0,0,0,2,1,6,2,5,3,4,7,1,3,4,4,4,1,2,1,1,1,1,1,2,1.25602
4507,2,2,1,6,24,1,0,0,1,0,0,0,0,0,0,3,1,3,1,5,4,6,4,2,4,4,5,4,1,2,1,1,1,1,2,2,0.54079
4513,1,13,1,6,1,0,0,0,0,0,1,0,0,1,0,3,2,3,1,4,3,7,10,1,3,3,3,2,1,2,1,1,1,1,1,3,0.51389
4514,1,8,1,6,27,0,0,1,0,0,1,0,0,0,0,3,98,5,1,5,4,7,11,1,3,1,4,3,1,2,2,2,2,1,2,5,1.15168
4518,2,4,1,6,12,0,0,1,0,0,0,0,0,0,0,1,,4,1,5,5,7,8,2,5,3,4,2,2,2,2,2,2,2,2,7,0.7034
4521,2,5,1,6,24,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,3,7,4,2,4,3,2,4,1,2,2,2,2,1,1,7,0.63248
4523,2,2,1,6,20,1,0,0,0,0,0,0,0,0,0,1,,5,1,5,5,5,9,3,2,3,2,2,1,2,2,1,2,1,2,7,0.7034
4528,1,6,1,6,27,0,0,0,1,0,0,0,0,0,0,1,,3,2,4,2,4,2,1,3,3,3,3,1,1,1,1,1,1,1,2,1.24685
4542,2,5,7,6,33,0,0,1,0,0,0,0,0,0,0,1,,5,2,5,5,4,9,1,3,3,5,3,1,1,1,1,1,1,2,0,1.66058
4547,1,7,1,6,1,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,7,7,1,2,2,4,2,1,2,2,2,2,1,2,7,1.15168
4577,1,2,4,6,33,1,0,0,0,0,0,0,0,0,0,1,,4,1,1,5,2,1,1,3,4,4,4,1,1,1,1,2,1,1,5,3.26386
4655,2,2,1,6,32,1,0,0,1,0,0,0,0,0,0,1,,3,1,5,5,4,7,1,3,4,3,4,1,2,2,1,1,1,1,3,0.7034
4659,1,5,1,6,16,0,0,0,1,0,0,0,0,0,0,3,1,5,1,5,4,7,9,2,4,3,2,3,1,1,1,2,2,1,2,3,0.94309
4668,2,3,1,6,13,1,0,0,1,0,0,0,0,0,1,2,1,5,1,5,4,6,4,3,1,4,2,3,1,2,2,2,2,1,1,9,0.7034
4669,2,9,1,6,30,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,4,7,10,2,3,5,4,4,1,2,1,1,1,1,1,2,0.57891
4676,2,2,1,6,5,1,0,0,0,0,0,0,0,0,0,3,1,5,1,5,4,6,3,2,4,2,3,4,1,1,1,2,2,1,2,4,0.90491
4680,2,7,1,6,18,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,3,7,11,3,3,2,4,2,1,2,2,2,2,1,2,7,0.77652
4690,1,11,1,6,16,0,0,0,0,0,0,0,0,1,0,1,,5,1,5,5,7,7,1,4,3,4,4,2,1,2,1,1,1,1,3,0.38869
4697,2,3,1,6,24,0,0,1,0,0,1,0,0,0,0,1,,6,1,5,5,7,9,2,2,3,2,3,1,2,1,1,1,1,2,3,0.54079
4702,2,12,2,6,19,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,5,7,9,1,1,4,2,2,1,1,1,2,2,1,1,6,1.55969
4720,2,7,1,6,32,0,0,0,0,0,0,0,1,0,0,3,1,4,1,5,4,7,2,3,3,2,4,2,1,2,2,2,2,1,1,9,0.77652
4730,2,5,1,6,23,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,3,7,9,2,1,1,4,3,2,2,1,1,1,1,2,4,0.82266
4748,2,4,1,6,24,0,0,1,0,1,0,1,0,0,0,1,,4,1,5,3,7,1,4,2,3,3,3,2,2,2,2,2,1,1,9,0.54079
4749,1,4,7,6,14,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,4,5,10,1,3,4,4,3,1,2,1,1,2,1,2,2,3.26386
4760,2,2,5,6,24,1,0,0,1,0,0,0,0,0,0,1,,3,1,5,5,6,3,1,2,2,4,2,1,2,1,2,2,1,2,7,1.09162
4852,1,5,1,6,1,0,0,1,0,0,0,0,0,0,0,2,1,5,1,4,4,5,8,2,4,3,4,2,1,2,1,1,1,2,2,3,1.24685
4868,2,5,1,6,15,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,8,2,3,3,4,2,1,2,2,2,2,1,2,5,0.82266
4872,2,5,1,6,29,0,0,0,1,1,0,0,0,0,0,1,,5,2,5,4,7,7,1,3,4,2,3,1,2,2,2,2,1,2,5,0.59922
4878,1,6,1,6,30,0,0,1,1,0,0,0,0,0,0,1,,6,1,5,5,7,10,1,2,2,5,3,1,1,1,2,2,1,1,5,1.24685
4887,1,10,1,6,23,0,0,0,0,1,0,0,0,1,0,3,2,3,1,4,1,7,6,1,4,3,4,4,1,2,1,2,2,1,1,4,0.7047
4889,2,6,6,6,5,0,0,1,0,0,0,0,0,0,0,3,1,5,3,4,5,4,5,2,3,4,5,3,1,2,2,2,2,1,1,7,2.13629
4900,1,5,1,6,6,0,0,0,0,1,0,0,0,0,0,3,1,6,2,5,5,7,11,1,4,4,4,4,1,2,1,1,1,1,1,2,1.24685
4903,2,3,1,6,20,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,3,6,9,1,2,5,4,5,1,2,1,1,1,1,1,3,0.7034
4910,1,5,1,6,29,0,0,0,0,0,0,0,1,0,0,2,1,2,1,5,3,7,4,2,1,2,5,2,1,2,2,2,2,1,2,9,0.90821
4913,2,7,2,6,21,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,5,7,3,3,2,2,4,1,2,2,2,2,2,1,1,11,1.56745
4921,1,5,4,6,2,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,4,4,4,4,3,3,3,3,1,2,1,2,1,2,1,6,2.0818
4926,1,4,1,6,32,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,9,2,1,2,3,3,1,2,1,2,2,1,2,5,1.95482
4932,1,12,1,6,16,0,0,0,0,1,0,0,0,0,0,3,2,2,1,5,3,7,4,2,3,4,4,3,1,2,2,2,2,2,1,8,0.38869
4935,2,6,1,6,14,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,8,2,1,1,2,2,2,2,1,1,1,1,2,6,0.82266
4939,2,11,1,6,5,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,8,1,1,1,1,1,1,2,1,2,2,1,1,8,0.99403
4966,1,7,7,6,29,0,0,1,0,0,0,0,0,0,0,3,1,6,2,3,3,4,5,2,3,3,5,5,2,2,2,2,2,2,1,9,1.40063
4972,1,5,1,6,5,1,0,1,0,0,0,0,0,0,0,1,,4,1,4,4,7,6,3,2,4,3,3,1,1,1,1,1,1,1,3,1.60404
5017,1,5,7,6,15,0,0,1,0,0,0,0,0,0,0,1,,7,1,4,4,4,8,2,3,2,3,3,1,2,2,1,1,1,1,4,2.0818
5071,2,6,2,6,1,0,0,0,0,1,0,0,0,0,0,1,,2,1,4,5,7,4,3,3,5,5,5,1,2,1,2,2,1,1,7,1.66058
5073,1,13,2,6,6,0,0,0,0,1,0,0,0,1,0,3,2,2,1,4,5,7,9,1,5,2,3,2,2,2,2,2,2,1,1,9,0.85801
5076,1,7,1,6,16,0,0,1,0,0,0,0,0,0,0,1,,2,1,3,1,6,5,3,3,3,2,2,2,2,2,2,2,2,1,13,0.8711
5078,1,5,1,6,5,0,0,1,0,0,0,0,0,0,0,2,1,5,2,5,3,3,7,1,5,4,3,3,1,1,1,1,1,1,2,1,1.60404
5079,2,4,1,6,29,0,0,0,0,1,0,0,0,0,0,1,,5,1,5,5,7,7,2,2,4,5,4,2,2,2,1,1,1,1,5,0.51236
5080,2,2,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,3,1,5,3,6,4,1,3,2,3,2,1,1,1,2,2,1,1,6,0.90491
5083,2,8,5,6,2,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,5,7,5,1,4,4,3,3,1,1,1,2,1,1,1,3,1.56745
5084,2,8,7,6,16,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,7,3,4,3,5,5,1,2,1,2,2,1,1,5,1.18557
