TYPE_RES,STAT_RES,WKT 
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287982.09814328 5050417.99739536, 287966.89649129 5050415.29713466, 287946.09423068 5050408.69649741, 287916.99416110 5050397.69543533, 287903.69787081 5050395.19519394, 287888.29825917 5050395.69524222, 287875.89278733 5050399.09557050, 287863.49556382 5050405.49618844, 287825.80074581 5050432.89883400, 287800.10723200 5050452.30070714, 287770.60299480 5050476.10300510, 287739.49858370 5050504.79577522, 287713.20294260 5050529.49816008, 287702.39764466 5050535.69875872, 287693.20076893 5050538.79905803)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284217.89526654 5047383.30441405, 284226.80345110 5047394.99554276, 284244.29813579 5047419.69792763, 284256.10148033 5047438.39973318)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284204.20305694 5047547.90030479, 284208.79737064 5047552.80077791, 284209.97688026 5047558.62133985)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284172.35629712 5047526.64825304, 284204.20305694 5047547.90030479)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284217.89526654 5047383.30441405, 284235.20023988 5047393.29537862, 284245.60137019 5047397.60579477, 284257.30573491 5047399.29595795, 284267.30269759 5047398.40587201, 284279.99686059 5047393.09535931, 284290.60419887 5047384.70454923, 284302.39929510 5047374.49356342, 284307.99990372 5047371.59328342)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284113.40556095 5047647.79994950, 284109.80104553 5047660.70119504, 284102.69924283 5047674.70254679, 284094.20347423 5047692.80429440, 284090.10405966 5047705.00547235, 284088.69359711 5047720.69698727, 284090.89589829 5047733.69824247, 284094.40143388 5047744.89932386, 284103.49932978 5047757.80056940, 284111.90436689 5047766.40139976, 284124.09538243 5047774.99222915, 284138.90111510 5047780.29274089, 284154.70489438 5047781.89289537, 284166.90415824 5047781.00280943, 284179.10342210 5047775.70229770, 284192.70490019 5047767.09146638, 284201.80279609 5047757.80056940, 284210.00162522 5047744.99933351, 284214.70316707 5047731.99807833, 284216.10538131 5047721.90710410, 284215.40427419 5047711.40609029, 284212.30290623 5047698.00479648, 284210.39754453 5047692.80429440, 284204.69795607 5047682.19326997, 284198.00032102 5047673.89246858, 284188.59723731 5047664.40155229, 284172.60374669 5047650.81024013, 284154.10276709 5047637.89899363)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284442.48049734 5047845.99908444, 284424.69712149 5047839.29843753, 284408.89334221 5047829.20746330, 284384.99796195 5047812.30583156, 284372.40277878 5047804.40506878, 284359.29619983 5047797.70442187, 284348.40017038 5047792.80394877, 284336.29163803 5047788.40352393, 284323.29228722 5047784.89318503, 284311.10127168 5047782.40294462, 284296.10582767 5047780.20273219, 284278.99881398 5047779.99271192, 284259.80497558 5047781.20282875, 284221.70598994 5047787.20340807, 284195.09691272 5047791.30380393, 284176.69491294 5047794.39410228, 284159.00226860 5047796.10426739, 284142.50563052 5047794.89415056, 284125.00269752 5047789.59363883, 284114.29637941 5047784.09310778, 284095.89437963 5047772.60199839)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 283819.72416156 5047381.58424799, 283829.00352048 5047381.10420164, 283843.39683720 5047384.69454826, 283885.49625758 5047398.90592028, 283904.59936447 5047404.99650830, 283921.30221053 5047409.49694279, 283937.19672131 5047412.59724210, 283953.60262788 5047414.49742556, 283969.10121936 5047415.20749410, 283987.10729982 5047414.49742556, 284001.89653586 5047412.60724306, 284020.19955580 5047407.30673133, 284034.19695322 5047403.29634415, 284106.89763723 5047369.80311059, 284119.09690109 5047364.30257954, 284135.79974714 5047360.30219333, 284152.09842557 5047358.40200987, 284171.40774044 5047360.50221264, 284183.59875597 5047363.60251195, 284196.49912695 5047368.90302369, 284208.00553201 5047375.79368895, 284217.89526654 5047383.30441405)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 284195.69904000 5047517.69738888, 284197.09300592 5047509.49659715, 284199.40253525 5047504.29609507, 284204.49999642 5047496.49534195, 284213.19372469 5047480.70381738, 284220.99663450 5047462.39204949, 284223.99902263 5047451.89103568, 284224.99706923 5047440.29991663, 284225.00531755 5047429.99892213, 284221.20284247 5047416.80764860, 284214.00205995 5047404.19643105, 284207.30442489 5047395.99563932, 284196.30116729 5047387.00477130, 284186.19697647 5047381.89427792, 284172.00161941 5047377.99390136, 284160.39623452 5047377.20382508, 284147.49586354 5047378.80397957, 284135.79974714 5047383.10439475, 284126.00074412 5047389.10497407, 284117.39774737 5047396.30566925, 284109.00095859 5047404.89649864, 284103.00443064 5047416.39760901, 284099.20195557 5047427.79870971, 284098.30288879 5047437.89968490, 284099.00399591 5047450.60091113, 284102.60026301 5047464.40224356, 284109.60308587 5047478.00355669, 284120.49911533 5047489.59467575, 284137.20196138 5047502.99596955, 284162.10363656 5047519.79759165)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288193.29635228 5046646.90331897, 288185.70789877 5046657.90438106)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286485.30043219 5049332.90263600, 286400.80465195 5049434.34242941)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288182.49930266 5046639.30258517, 288174.90260083 5046650.30364725)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288185.70789877 5046657.90438106, 288139.50081551 5046729.40128365)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287718.90253106 5047345.40075468, 287695.40307012 5047378.80397957, 287680.39937778 5047401.70619063, 287668.00215427 5047424.20836308, 287661.50247886 5047437.69966559, 287654.69761566 5047455.60139389, 287648.19794025 5047472.60303530, 287642.59733163 5047491.50486016, 287637.49987046 5047512.30686847, 287634.49748233 5047527.89837373, 287632.79832861 5047539.49949375)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288174.90260083 5046650.30364725, 288127.90367894 5046721.30050157)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287632.79832861 5047539.49949375, 287631.60232235 5047552.10071032, 287630.00214845 5047566.80212965, 287629.00410185 5047581.90358761, 287625.59754609 5047660.80120469)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287608.30082106 5047660.70119504, 287603.00540024 5047828.89743337)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287625.59754609 5047660.80120469, 287620.99498406 5047829.99753958)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287603.00540024 5047828.89743337, 287599.90403228 5047853.09976997, 287596.50572483 5047868.60126654, 287592.29908213 5047884.70282105, 287586.00561470 5047901.60445280, 287577.49334945 5047921.59638290, 287569.79766779 5047936.79785051, 287563.70216002 5047947.29886431)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287563.70216002 5047947.29886431, 287552.90511040 5047964.00047676, 287541.70389314 5047979.60198299)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285219.70310377 5050934.69727961, 285212.43633469 5050947.31849812)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287581.09786487 5047951.69928915, 287572.59384794 5047964.60053469, 287554.59601580 5047989.60294853)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287554.59601580 5047989.60294853, 287545.89403921 5048000.90403957)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287541.70389314 5047979.60198299, 287533.70302367 5047991.60314163)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287533.70302367 5047991.60314163, 287512.89251474 5048018.00569063)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287830.09812003 5047156.50251770, 287743.30105878 5047277.29417941)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288127.90367894 5046721.30050157, 288040.80142988 5046846.90262770)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287843.09747083 5047165.89342433, 287758.60169059 5047287.49516425)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288139.50081551 5046729.40128365, 288053.89976052 5046855.90349668)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287743.30105878 5047277.29417941, 287700.97068547 5047339.80021399)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287758.60169059 5047287.49516425, 287718.90253106 5047345.40075468)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286194.87711882 5049713.36936777, 286112.20421709 5049819.39960436)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285696.07652156 5050317.86772844, 285605.19654239 5050436.69920091)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286653.10423473 5049151.70514248, 286549.27439466 5049279.09744143)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286549.27439466 5049279.09744143, 286487.40375355 5049355.10477949)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285951.74966682 5050016.17860218, 285762.59921461 5050262.40237360)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286251.93074161 5049643.19259263, 286194.87711882 5049713.36936777)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285511.19869861 5050586.10362500, 285309.19736534 5050848.69897700)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285497.49824069 5050575.20257257, 285295.19996793 5050837.19786664)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285605.19654239 5050436.69920091, 285497.49824069 5050575.20257257)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286746.10403189 5049004.70095011, 286638.79340119 5049139.10392591)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286761.69335488 5049018.09224296, 286653.10423473 5049151.70514248)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287838.60213695 5047143.90130113, 287830.09812003 5047156.50251770)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286881.30222926 5048838.70492419, 286746.10403189 5049004.70095011)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285309.19736534 5050848.69897700, 285232.97464910 5050947.22848943)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286638.79340119 5049139.10392591, 286540.69614286 5049261.99579038)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287953.60020100 5046975.00499521, 287838.60213695 5047143.90130113)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285938.70082610 5050005.09753237, 285748.49458906 5050251.30130186)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285762.59921461 5050262.40237360, 285715.83949398 5050322.98822279)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287851.99740708 5047152.90217011, 287843.09747083 5047165.89342433)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286540.69614286 5049261.99579038, 286485.30043219 5049332.90263600)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286487.40375355 5049355.10477949, 286319.50097118 5049560.49460864)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287700.97068547 5047339.80021399, 287678.40328458 5047372.20334231, 287667.90317444 5047387.59482827, 287657.00714499 5047405.69657589, 287644.89861264 5047429.19884488, 287637.30191080 5047447.70063112, 287629.20206151 5047469.20270702, 287623.60145288 5047488.10453187, 287618.70195137 5047509.09655853, 287615.39437544 5047528.29841235, 287612.89513477 5047547.10022755, 287611.49292053 5047568.39228317, 287610.69283358 5047582.70366485, 287608.30082106 5047660.70119504)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286112.20421709 5049819.39960436, 285951.74966682 5050016.17860218)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287620.99498406 5047829.99753958, 287618.00084425 5047854.49990514, 287614.59428849 5047870.30143068, 287609.80201513 5047887.99313871, 287603.10438007 5047906.49492495, 287593.70129636 5047928.29702981, 287581.09786487 5047951.69928915)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287966.19538417 5046984.50591247, 287870.09421905 5047125.89956317, 287863.19862433 5047135.90052870)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286099.19661796 5049807.39844571, 285938.70082610 5050005.09753237)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287863.19862433 5047135.90052870, 287851.99740708 5047152.90217011)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287314.39671706 5048333.70616961, 287306.09890810 5048345.80733791, 287297.00101220 5048357.89850524, 287251.80022387 5048413.49387263, 287082.80041507 5048623.10410924)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287297.29795169 5048322.69510656, 287288.20005579 5048336.60644962, 287276.90810702 5048350.09775212, 287236.20265256 5048400.10257978, 287066.49348833 5048610.40288301)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286193.09548191 5049689.39705339, 286099.19661796 5049807.39844571)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286249.90165513 5049621.60050804, 286193.09548191 5049689.39705339)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287417.59968488 5048138.90736296, 287344.09891392 5048233.39648532, 287334.90203819 5048245.59766327, 287328.19615481 5048254.99857087, 287320.19528534 5048268.99992261, 287315.30403215 5048281.30111022, 287310.99840961 5048293.90232679, 287307.20418285 5048303.39324308, 287302.89856031 5048311.89406378, 287297.29795169 5048322.69510656)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287512.89251474 5048018.00569063, 287417.59968488 5048138.90736296)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287527.39305961 5048024.39630761, 287476.99583028 5048089.49259227, 287434.90465822 5048152.99872340)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287434.90465822 5048152.99872340, 287360.49657217 5048245.50765458, 287352.29774304 5048255.29859983, 287345.30316850 5048265.09954606, 287338.20136581 5048277.50074332, 287333.10390464 5048289.20187299, 287330.00253668 5048299.80289646, 287324.59988771 5048314.89435345, 287320.40149332 5048324.30526201, 287314.39671706 5048333.70616961)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288040.80142988 5046846.90262770, 287953.60020100 5046975.00499521)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 285232.97464910 5050947.22848943, 285225.02326955 5050958.41956986)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 288053.89976052 5046855.90349668, 287966.19538417 5046984.50591247)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 286896.50388125 5048851.20613112, 286761.69335488 5049018.09224296)"
Réseau artériel métropolitain principal,Actuel,"LINESTRING  ( 287066.49348833 5048610.40288301, 286881.30222926 5048838.70492419)"
