IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT 
DI9999XCQDM300;1;2022-05-24;;ANC;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XCTZM300;2;2022-09-29;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XCU9N300;1;2022-11-17;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XCWLM300;2;2022-07-13;;ANC;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XCX7N300;6;2022-11-08;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XD1GN300;1;2022-12-14;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XD1GN300;2;2022-12-14;;ANC;c.C-24.2;519.25;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XD2UL300;1;2022-02-04;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XD2UL300;3;2022-02-04;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XD2UL300;4;2022-02-04;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XD6QM300;1;2022-08-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XDD8N300;2;2022-11-09;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XDL4M300;4;2022-04-05;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XDMEN300;2;2022-12-07;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XDMEN300;3;2022-12-07;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XDMEN300;4;2022-12-07;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XDNSL300;2;2022-01-27;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XDOQM300;3;2022-08-14;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XDOQM300;4;2022-08-14;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XDROM300;1;2022-08-01;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999XDXKM300;1;2022-07-07;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XDY6N300;1;2022-11-03;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XE0VL300;1;2022-02-10;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999XE23N300;3;2022-10-17;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XE43M300;1;2022-03-16;;ANC;c.C-24.2;379;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XE43M300;2;2022-03-16;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XE5DN300;3;2022-12-01;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XE5DN300;4;2022-12-01;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI9999XEAZM300;1;2022-09-28;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XEAZM300;2;2022-09-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XEG7M300;2;2022-04-21;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XEGJM300;1;2022-06-29;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XEH5N300;2;2022-10-27;;ANC;c.C-24.2;262;PR;VA;Véhicule automobile;Équipement;;
DI9999XEH5N300;3;2022-10-27;;ANC;c.C-24.2;463;PR;HN;Véhicule hors normes;Dimension;4,15;4,52
DI9999XEH5N300;4;2022-10-27;;ANC;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;
DI9999XEIVL300;1;2022-02-14;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999XEKFN300;1;2022-12-12;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XEKFN300;2;2022-12-12;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XENDN300;1;2022-12-03;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XEVXM300;2;2022-09-22;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XEVXM300;3;2022-09-22;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XEW7N300;2;2022-11-08;;ANC;c.C-24.2;293.1;CO;VR;Véhicule routier;Signalisation routière;;
DI9999XEZHN300;1;2022-12-28;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XEZHN300;2;2022-12-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XEZHN300;3;2022-12-28;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XEZHN300;4;2022-12-28;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XEZHN300;5;2022-12-28;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XEZHN300;6;2022-12-28;;ANC;c.C-24.2;519.20;EX;VL;Véhicule lourd;Autres;;
DI9999XF04N300;2;2022-10-20;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XF0GN300;1;2022-12-14;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XF5QM300;2;2022-08-10;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XF60N300;4;2022-10-03;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XF8OM300;1;2022-07-27;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XF8OM300;2;2022-07-27;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XF8OM300;3;2022-07-27;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XF8OM300;4;2022-07-27;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XF9AN300;1;2022-11-18;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFBAM300;2;2022-05-11;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFBAM300;3;2022-05-11;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFBAM300;4;2022-05-11;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XFBAM300;5;2022-05-11;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XFHUM300;1;2022-09-06;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XFHUM300;2;2022-09-06;;ANC;c.P-30.3;48;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999XFHUM300;3;2022-09-06;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFHUM300;4;2022-09-06;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFHUM300;5;2022-09-06;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFHUM300;6;2022-09-06;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFHUM300;7;2022-09-06;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999XFHUM300;8;2022-09-06;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI9999XFIGN300;1;2022-12-15;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999XFMSL300;2;2022-01-27;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XFO0N300;2;2022-10-05;;ANC;c.C-24.2;292;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XFW8M300;1;2022-03-18;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XFZUM300;5;2022-09-08;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI9999XFZUM300;6;2022-09-08;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI9999XFZUM300;7;2022-09-08;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XFZUM300;8;2022-09-08;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XG0TM300;4;2022-08-26;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;19;21,49
DI9999XG4DN300;1;2022-12-01;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XG5RL300;1;2022-01-19;;ANC;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XG6PM300;1;2022-08-03;;ANC;c.C-24.2;406.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XGG5N300;1;2022-10-27;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XGG5N300;2;2022-10-27;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XGGHN300;1;2022-12-21;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XGL3M300;1;2022-03-22;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XGM1N300;2;2022-10-11;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XGM1N300;3;2022-10-11;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XGMDN300;2;2022-12-02;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XGMDN300;3;2022-12-02;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XGMDN300;4;2022-12-02;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XGNRL300;3;2022-01-21;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XGNRL300;4;2022-01-21;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XGUXM300;6;2022-09-22;;ANC;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;
DI9999XGUXM300;7;2022-09-22;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XGUXM300;8;2022-09-22;;ANC;c.C-24.2;265;EX;VL;Véhicule lourd;Équipement;;
DI9999XGXVM300;1;2022-09-13;;ANC;c.C-24.2;228.1;AU;VR;Véhicule routier;Équipement;;
DI9999XH3SL300;1;2022-01-25;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XH70M300;1;2022-03-02;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999XHAMM300;1;2022-07-15;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XHE6N300;1;2022-11-01;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XHE6N300;2;2022-11-01;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XHH4N300;2;2022-10-22;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XHH4N300;3;2022-10-22;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XHH4N300;4;2022-10-22;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XHJGM300;1;2022-06-14;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XHKEN300;2;2022-12-07;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XHKEN300;3;2022-12-07;;ANC;c.C-24.2;272;PR;VR;Véhicule routier;Équipement;;
DI9999XHN0N300;2;2022-10-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XHN0N300;3;2022-10-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XHROL300;2;2022-01-06;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999XHT8N300;3;2022-11-11;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XHW6N300;1;2022-11-02;;ANC;c.C-24.2;228.1;AU;VR;Véhicule routier;Équipement;;
DI9999XHZ4N300;1;2022-10-25;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999XHZGN300;1;2022-12-19;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XI51M300;1;2022-03-14;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XI99N300;1;2022-11-15;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XIB9M300;1;2022-04-28;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI9999XIBXM300;4;2022-09-20;;ANC;c.C-24.2;513;AU;EN;Ensemble de véhicules routiers;Permis spécial;;
DI9999XIEVM300;1;2022-09-09;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XIFHN300;2;2022-12-21;;ANC;c.C-24.2;28;AU;VR;Véhicule routier;Immatriculation;;
DI9999XII3N300;2;2022-10-19;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XIIFN300;1;2022-12-12;;ANC;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999XIIFN300;2;2022-12-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XIIFN300;3;2022-12-12;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XIJTL300;1;2022-02-02;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XILDN300;1;2022-12-02;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XINPM300;3;2022-08-08;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XIOBN300;1;2022-11-24;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XIOBN300;2;2022-11-24;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999XIOBN300;3;2022-11-24;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XIQNM300;5;2022-07-25;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XIQNM300;6;2022-07-25;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XIQZM300;2;2022-09-29;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XIQZM300;3;2022-09-29;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XISZL300;1;2022-02-28;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI9999XITXM300;1;2022-09-22;;ANC;c.C-24.2;386;AU;VR;Véhicule routier;Règles de circulation;;
DI9999XIWVM300;1;2022-09-13;;ANC;c.C-24.2;361;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XIX5N300;2;2022-10-28;;ANC;c.C-24.2;225;EX;VL;Véhicule lourd;Équipement;;
DI9999XIX5N300;3;2022-10-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJ12N300;3;2022-10-12;;ANC;c.C-24.2;519.6;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJ12N300;4;2022-10-12;;ANC;c.C-24.2;519.5;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJ12N300;5;2022-10-12;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJ12N300;6;2022-10-12;;ANC;c.C-24.2;519.17;PR;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJ12N300;7;2022-10-12;;ANC;c.C-24.2;519.40;PR;VL;Véhicule lourd;Immatriculation;;
DI9999XJ3QM300;1;2022-08-10;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJ9YM300;4;2022-09-26;;ANC;c.C-24.2;210;PR;VR;Véhicule routier;Équipement;;
DI9999XJ9YM300;5;2022-09-26;;ANC;c.C-24.2;210;PR;VR;Véhicule routier;Équipement;;
DI9999XJD6N300;1;2022-11-01;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJD6N300;2;2022-11-01;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI9999XJIGM300;1;2022-06-14;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XJLQM300;4;2022-08-12;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJLQM300;5;2022-08-12;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XJQOL300;4;2022-01-06;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XJQOL300;5;2022-01-06;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XJQOL300;6;2022-01-06;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XJRMM300;1;2022-07-19;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XJRMM300;2;2022-07-19;;ANC;c.C-24.2;310;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XJS8N300;1;2022-11-10;;ANC;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;
DI9999XJTYL300;1;2022-02-22;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI9999XJV6N300;1;2022-11-02;;ANC;c.C-24.2;379;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XJV6N300;2;2022-11-02;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XJXIM300;4;2022-06-27;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI9999XK0TL300;1;2022-01-30;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XK4DM300;1;2022-05-27;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XK4DM300;2;2022-05-27;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XK4DM300;3;2022-05-27;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XK4PM300;1;2022-08-03;;ANC;c.C-24.2;274;PR;VR;Véhicule routier;Équipement;;
DI9999XK5BN300;2;2022-11-23;;ANC;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XKGTM300;1;2022-08-30;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999XKNBN300;2;2022-11-24;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XKNBN300;3;2022-11-24;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XKNBN300;4;2022-11-24;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XKPBM300;1;2022-05-18;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XKQ9N300;2;2022-11-16;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI9999XKQ9N300;3;2022-11-16;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999XKSLM300;1;2022-07-13;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI9999XKSXM300;2;2022-09-22;;ANC;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;
DI9999XKVVM300;2;2022-09-13;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI9999XKVVM300;3;2022-09-13;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XKYTM300;1;2022-09-01;;ANC;c.P-30.3;48;AU;VL;Véhicule lourd;Règlement sur les PEVL;;
DI9999XL2EM300;2;2022-06-01;;ANC;c.C-24.2;240.1;PR;VR;Véhicule routier;Équipement;;
DI9999XL2EM300;3;2022-06-01;;ANC;c.C-24.2;441;CO;VR;Véhicule routier;Équipement;;
DI9999XL2EM300;4;2022-06-01;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XL6AN300;1;2022-11-18;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI9999XL6AN300;2;2022-11-18;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XL8MM300;2;2022-07-15;;ANC;c.C-24.2;379;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XL8MM300;3;2022-07-15;;ANC;c.C-24.2;421.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XLBWM300;2;2022-09-15;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XLHSM300;1;2022-05-03;;ANC;c.C-24.2;6;PR;VR;Véhicule routier;Immatriculation;;
DI9999XLHSM300;2;2022-05-03;;ANC;c.C-24.2;240.1;PR;VR;Véhicule routier;Équipement;;
DI9999XLJSL300;2;2022-01-26;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI9999XLJSL300;3;2022-01-26;;ANC;c.C-24.2;213;PR;VR;Véhicule routier;Équipement;;
DI9999XLKQM300;3;2022-08-12;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XLQMM300;1;2022-07-19;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XLTKM300;1;2022-07-06;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999XLZ4M300;1;2022-04-07;;ANC;c.C-24.2;413;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XM0FM300;1;2022-06-07;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XM0RM300;1;2022-08-16;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XM79N300;1;2022-11-14;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI9999XMCVM300;2;2022-09-09;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999XMCVM300;3;2022-09-09;;ANC;c.T-11.2;68;CI;AI;Automobile inscrite;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI9999XMD5N300;1;2022-10-26;;ANC;c.C-24.2;32;PR;VR;Véhicule routier;Immatriculation;;
DI9999XMJ1N300;3;2022-10-11;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XMKRL300;4;2022-01-21;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XMMBN300;1;2022-11-24;;ANC;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;
DI9999XMNPL300;1;2022-01-12;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI9999XMNPL300;2;2022-01-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XMOBM300;1;2022-05-18;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI9999XMOZM300;1;2022-09-29;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XMRLM300;1;2022-07-13;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XMRLM300;2;2022-07-13;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XMRLM300;3;2022-07-13;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XMU7M300;1;2022-04-06;;ANC;c.C-24.2;326.1;CO;VR;Véhicule routier;Règles de circulation;;
DI9999XMU7M300;2;2022-04-06;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI9999XMUJM300;1;2022-07-01;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XMY3N300;1;2022-10-20;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI9999XMYFN300;2;2022-12-13;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI9999XN1QM300;1;2022-08-09;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI9999XN1QM300;2;2022-08-09;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;2,6;2,63
DI9999XN4OM300;4;2022-07-27;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI9999XNB6N300;2;2022-10-31;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XNM0M300;2;2022-03-04;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI9999XNM0M300;3;2022-03-04;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI9999XNM0M300;4;2022-03-04;;ANC;c.C-24.2;272;EX;VL;Véhicule lourd;Équipement;;
DI9999XNPMM300;3;2022-07-19;;ANC;c.C-24.2;257.1;PR;VL;Véhicule lourd;Équipement;;
DI9999XNSWM300;2;2022-09-19;;ANC;c.C-24.2;270;EX;VL;Véhicule lourd;Équipement;;
DI9999XNSWM300;3;2022-09-19;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
