IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT;NO_ARTCL_L_R;CODE_LOI_REGLEMENT;DESCR_TYPE_VEH_INFRA;DESCN_CAT_INFRA 
DI99997NGMK300;8;2021-05-20;;ANC;EX;VL;;;519.25;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997NGYK300;1;2021-07-29;;ANC;CO;VR;;;470.1;c.C-24.2;Véhicule routier;Règles de circulation
DI99997NIYJ300;1;2021-01-29;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99997NLWJ300;1;2021-01-21;;ANC;CO;VR;;;54;c.C-24.2;Véhicule routier;Immatriculation
DI99997NMUK300;1;2021-07-06;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997NN4L300;1;2021-09-08;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997NNGL300;2;2021-11-10;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997NQ2L300;2;2021-08-26;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997NTCL300;1;2021-10-21;;ANC;AU;VA;;;172;c.T-11.2;Véhicule automobile;Loi concernant le transpt. rémunéré de pers. par automobile
DI99997NVOK300;1;2021-06-03;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997NWML300;1;2021-12-15;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997NWML300;2;2021-12-15;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997NYAK300;2;2021-03-26;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997NYAK300;3;2021-03-26;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997NYYK300;1;2021-08-03;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99997O3HL300;3;2021-11-11;;ANC;EX;VL;;;272;c.C-24.2;Véhicule lourd;Équipement
DI99997O3HL300;4;2021-11-11;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997O3HL300;5;2021-11-11;;ANC;CD;VL;;;519.6;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997O4VJ300;1;2021-01-15;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99997O83K300;1;2021-02-23;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997O8FK300;2;2021-04-16;;ANC;CO;VR;;;361;c.C-24.2;Véhicule routier;Règles de circulation
DI99997OCBL300;1;2021-10-13;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997OHXK300;1;2021-07-22;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997OI7L300;2;2021-09-23;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997OIJL300;1;2021-11-25;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997OKJK300;3;2021-05-06;;ANC;CO;VR;;;65;c.C-24.2;Véhicule routier;Permis de conduire
DI99997ON5K300;1;2021-03-05;;ANC;CO;VR;;;368;c.C-24.2;Véhicule routier;Règles de circulation
DI99997OO3L300;1;2021-09-01;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997OQ3K300;1;2021-02-24;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997ORDL300;1;2021-10-26;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997OTDK300;2;2021-04-12;;ANC;CO;VR;;;361;c.C-24.2;Véhicule routier;Règles de circulation
DI99997OTDK300;3;2021-04-12;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99997OTPK300;1;2021-06-08;;ANC;CO;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial train routier
DI99997OYZJ300;1;2021-02-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997P4GL300;1;2021-11-08;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI99997P4GL300;2;2021-11-08;;ANC;AU;VR;;;27;c.C-24.2;Véhicule routier;Immatriculation
DI99997P6GK300;1;2021-04-21;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997P6SK300;1;2021-06-21;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99997P92K300;1;2021-02-17;;ANC;PR;VL;;;257.1;c.C-24.2;Véhicule lourd;Équipement
DI99997PA0L300;1;2021-08-11;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997PDAL300;1;2021-10-07;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997PFAK300;1;2021-03-25;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997PFAK300;2;2021-03-25;;ANC;EX;VL;;;262;c.C-24.2;Véhicule lourd;Équipement
DI99997PFMK300;1;2021-05-20;;ANC;CO;EN;;;473.1;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI99997PFMK300;2;2021-05-20;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997PFMK300;3;2021-05-20;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997PIKK300;2;2021-05-11;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997PIWK300;2;2021-07-16;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI99997PIWK300;4;2021-07-16;;ANC;PR;VR;;;210.1;c.C-24.2;Véhicule routier;Équipement
DI99997PIWK300;5;2021-07-16;;ANC;CD;VL;;;519.5;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997PL6K300;1;2021-03-10;;ANC;CO;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997PSCL300;1;2021-10-21;;ANC;EX;VL;18000;18300;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI99997PUCK300;1;2021-04-06;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99997Q17K300;1;2021-03-11;;ANC;EX;VL;18000;20130;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI99997Q2HL300;1;2021-11-11;;ANC;PR;VR;;;54;c.C-24.2;Véhicule routier;Immatriculation
DI99997Q73K300;1;2021-02-23;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997Q73K300;2;2021-02-23;;ANC;EX;VL;;;519.15.1;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QAPK300;2;2021-06-04;;ANC;CD;VL;;;519.5;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QAPK300;3;2021-06-04;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997QE9L300;1;2021-10-04;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99997QGLK300;1;2021-05-17;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QIXJ300;3;2021-01-26;;ANC;PR;VR;;;210.1;c.C-24.2;Véhicule routier;Équipement
DI99997QIXJ300;4;2021-01-26;;ANC;PR;RM;;;220;c.C-24.2;Remorque;Équipement
DI99997QJJK300;3;2021-05-06;;ANC;CD;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI99997QJVK300;1;2021-07-12;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997QJVK300;2;2021-07-12;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QJVK300;3;2021-07-12;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99997QM5K300;1;2021-03-05;;ANC;CO;VR;;;474;c.C-24.2;Véhicule routier;Dimension
DI99997QMHK300;3;2021-04-28;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QMHK300;4;2021-04-28;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997QN3L300;2;2021-09-01;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QNFL300;3;2021-11-04;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997QP3K300;1;2021-02-24;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997QQDL300;1;2021-10-26;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997QQDL300;2;2021-10-26;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QS1K300;1;2021-02-16;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997QSDK300;2;2021-04-12;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QW9L300;1;2021-10-05;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QW9L300;2;2021-10-05;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997QY9K300;1;2021-03-23;;ANC;;;;;50.0.8;c.T-1;;Permis IFTA
DI99997QZ7L300;1;2021-09-27;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997QZ7L300;2;2021-09-27;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QZ7L300;3;2021-09-27;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997QZ7L300;4;2021-09-27;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997R1WJ300;2;2021-01-19;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997R3GL300;2;2021-11-07;;ANC;PR;VL;;;523;c.C-24.2;Véhicule lourd;Vérification mécanique (fréquence)
DI99997R3GL300;3;2021-11-07;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997R3GL300;4;2021-11-07;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997R4UJ300;1;2021-01-11;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997R90L300;1;2021-08-11;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI99997RBCK300;3;2021-04-01;;ANC;AU;VR;;;37;c.C-24.2;Véhicule routier;Immatriculation
DI99997RCAL300;2;2021-10-07;;ANC;CD;VL;;;519.5;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997RF8L300;1;2021-09-28;;ANC;CQ;AQ;;;53;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI99997RF8L300;2;2021-09-28;;ANC;CQ;AQ;;;55;c.T-11.2;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile
DI99997RF8L300;3;2021-09-28;;ANC;AU;TA;;;144;c.T-11.2;Taxi;Loi concernant le transpt. rémunéré de pers. par automobile
DI99997RF8L300;4;2021-09-28;;ANC;AU;VA;;;172;c.T-11.2;Véhicule automobile;Loi concernant le transpt. rémunéré de pers. par automobile
DI99997RGYJ300;1;2021-01-29;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI99997RH8K300;1;2021-03-18;;ANC;AU;VR;;;386;c.C-24.2;Véhicule routier;Règles de circulation
DI99997RHKK300;1;2021-05-11;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997RK6K300;2;2021-03-10;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997RO2L300;2;2021-08-26;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997ROEL300;1;2021-11-01;;ANC;CO;VR;;;423;c.C-24.2;Véhicule routier;Règles de circulation
DI99997RQ2K300;1;2021-02-19;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997RQ2K300;2;2021-02-19;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997RXKL300;1;2021-12-03;;ANC;PR;VR;;;239;c.C-24.2;Véhicule routier;Équipement
DI99997RXKL300;2;2021-12-03;;ANC;CO;VR;;;423;c.C-24.2;Véhicule routier;Règles de circulation
DI99997RXKL300;3;2021-12-03;;ANC;AU;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99997RZWK300;1;2021-07-20;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997S0VK300;3;2021-07-08;;ANC;CO;VR;;;423;c.C-24.2;Véhicule routier;Règles de circulation
DI99997S15L300;1;2021-09-09;;ANC;EX;VL;18000;19270;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI99997S6FK300;2;2021-04-16;;ANC;;;;;50.0.8;c.T-1;;Permis IFTA
DI99997S6RK300;3;2021-06-15;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997S91K300;1;2021-02-11;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997S91K300;2;2021-02-11;;ANC;CO;VR;;;421.1;c.C-24.2;Véhicule routier;Règles de circulation
DI99997S9PK300;2;2021-06-04;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997SABL300;1;2021-10-13;;ANC;EX;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99997SCBK300;3;2021-03-29;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI99997SD9L300;3;2021-10-04;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99997SD9L300;4;2021-10-04;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997SDLL300;2;2021-12-07;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997SDLL300;3;2021-12-07;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI99997SEZJ300;1;2021-02-03;;ANC;CO;VR;;;361;c.C-24.2;Véhicule routier;Règles de circulation
DI99997SI7K300;1;2021-03-15;;ANC;EX;VL;;;4;c.T-12;Véhicule lourd;Documents d'expédition
DI99997SIVK300;1;2021-07-12;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99997SL5K300;1;2021-03-05;;ANC;;;;;50.0.8;c.T-1;;Vignette IFTA
DI99997SMFL300;2;2021-11-04;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997SMFL300;3;2021-11-04;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99997SNTJ300;2;2021-01-07;;ANC;PR;VL;;;531;c.C-24.2;Véhicule lourd;Vérification mécanique
DI99997SOFK300;1;2021-04-20;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997SOFK300;2;2021-04-20;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997SOFK300;3;2021-04-20;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997SORK300;4;2021-06-17;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997SRDK300;3;2021-04-11;;ANC;CO;VR;;;310;c.C-24.2;Véhicule routier;Signalisation routière
DI99997SXLK300;1;2021-05-18;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997SXLK300;2;2021-05-18;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997SYJL300;1;2021-11-29;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997T16K300;2;2021-03-08;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997T16K300;3;2021-03-08;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997T16K300;4;2021-03-08;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997T16K300;5;2021-03-08;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997T1IK300;2;2021-04-30;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997T1UK300;2;2021-07-02;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997T24L300;1;2021-09-02;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99997T24L300;2;2021-09-02;;ANC;TR;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99997T44K300;3;2021-02-26;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99997T44K300;4;2021-02-26;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI99997T44K300;5;2021-02-26;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997T44K300;6;2021-02-26;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997T4GK300;1;2021-04-21;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997T80L300;2;2021-08-11;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997TA0K300;1;2021-02-08;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997TDAK300;1;2021-03-25;;ANC;CO;VR;;;36;c.C-24.2;Véhicule routier;Immatriculation
DI99997TDAK300;2;2021-03-25;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997TDAK300;3;2021-03-25;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997TFYJ300;1;2021-01-29;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997TGWK300;3;2021-07-16;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997TGWK300;4;2021-07-16;;ANC;EX;VL;;;106;c.C-24.2;Véhicule lourd;Permis de conduire
DI99997TJUK300;3;2021-07-06;;ANC;CD;VL;;;519.2;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997TJUK300;4;2021-07-06;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997TJUK300;5;2021-07-06;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997TK4L300;1;2021-09-08;;ANC;CO;HN;;;464;c.C-24.2;Véhicule hors normes;Permis spécial
DI99997TM4K300;1;2021-03-02;;ANC;CO;VR;;;423;c.C-24.2;Véhicule routier;Règles de circulation
DI99997TM4K300;2;2021-03-02;;ANC;PR;VR;;;54;c.C-24.2;Véhicule routier;Immatriculation
DI99997TP2K300;1;2021-02-19;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI99997TPEK300;1;2021-04-14;;ANC;AU;EN;;;513;c.C-24.2;Ensemble de véhicules routiers;Permis spécial
DI99997TQCL300;1;2021-10-20;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI99997TQCL300;2;2021-10-20;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997TQCL300;3;2021-10-20;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997TTAL300;1;2021-10-11;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997TZ6L300;1;2021-09-21;;ANC;EX;VL;2,6;2,72;463;c.C-24.2;Véhicule lourd;Dimension
DI99997TZIL300;1;2021-11-23;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997TZIL300;2;2021-11-23;;ANC;PR;VR;;;30;c.C-24.2;Véhicule routier;Immatriculation
DI99997U5FK300;1;2021-04-16;;ANC;EX;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99997UBBK300;1;2021-03-29;;ANC;CO;VA;;;498.1;c.C-24.2;Véhicule automobile;Autres
DI99997UC9L300;1;2021-10-03;;ANC;CD;VL;;;519.8.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997UC9L300;2;2021-10-03;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997UC9L300;3;2021-10-03;;ANC;CO;VR;;;379;c.C-24.2;Véhicule routier;Règles de circulation
DI99997UELK300;1;2021-05-15;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997UELK300;2;2021-05-15;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997UELK300;3;2021-05-15;;ANC;PR;VL;;;225;c.C-24.2;Véhicule lourd;Équipement
DI99997UELK300;4;2021-05-15;;ANC;PR;VL;;;272;c.C-24.2;Véhicule lourd;Équipement
DI99997UELK300;5;2021-05-15;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997UGXJ300;1;2021-01-26;;ANC;PR;VL;;;265;c.C-24.2;Véhicule lourd;Équipement
DI99997UGXJ300;2;2021-01-26;;ANC;EX;VL;18000;19950;463;c.C-24.2;Véhicule lourd;Surcharge axiale
DI99997UGXJ300;4;2021-01-26;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997UGXJ300;5;2021-01-26;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997UKHK300;3;2021-04-28;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997UKTK300;1;2021-06-29;;ANC;EX;VL;4,15;4,18;463;c.C-24.2;Véhicule lourd;Dimension
DI99997UKTK300;2;2021-06-29;;ANC;EX;VL;;;519.25;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997UKTK300;3;2021-06-29;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997ULFL300;1;2021-11-04;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997UMTJ300;2;2021-01-07;;ANC;PR;VL;;;523;c.C-24.2;Véhicule lourd;Vérification mécanique (fréquence)
DI99997UMTJ300;3;2021-01-07;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997UMTJ300;4;2021-01-07;;ANC;CD;VL;;;519.4;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997UNFK300;1;2021-04-20;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997UO1L300;2;2021-08-19;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997UO1L300;3;2021-08-19;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997UODL300;3;2021-10-26;;ANC;AU;VR;;;513;c.C-24.2;Véhicule routier;Permis spécial
DI99997URBL300;1;2021-10-15;;ANC;PR;VR;;;32;c.C-24.2;Véhicule routier;Immatriculation
DI99997URNL300;1;2021-12-21;;ANC;CO;VR;;;361;c.C-24.2;Véhicule routier;Règles de circulation
DI99997UTZK300;1;2021-08-09;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997UVZJ300;1;2021-02-05;;ANC;EX;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997UWLK300;1;2021-05-18;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997UYXJ300;2;2021-01-27;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI99997V0UK300;3;2021-07-02;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997V0UK300;4;2021-07-02;;ANC;CO;VR;;;35;c.C-24.2;Véhicule routier;Immatriculation
DI99997V0UK300;5;2021-07-02;;ANC;CD;VL;;;471;c.C-24.2;Véhicule lourd;Arrimage
DI99997V0UK300;6;2021-07-02;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997V0UK300;7;2021-07-02;;ANC;EX;VL;;;519.16;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997V0UK300;8;2021-07-02;;ANC;PR;VR;;;518;c.C-24.2;Véhicule routier;Immatriculation
DI99997V34K300;1;2021-02-26;;ANC;PR;VL;;;5;c.P-30.3;Véhicule lourd;Règlement sur les PEVL
DI99997V3SK300;1;2021-06-21;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997V3SK300;2;2021-06-21;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997V42L300;1;2021-08-24;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99997V7CL300;1;2021-10-19;;ANC;CO;VR;;;471;c.C-24.2;Véhicule routier;Arrimage
DI99997V7CL300;2;2021-10-19;;ANC;CD;VL;;;646;c.C-24.2;Véhicule lourd;Matières dangereuses
DI99997V7CL300;3;2021-10-19;;ANC;CO;VR;;;97;c.C-24.2;Véhicule routier;Permis de conduire
DI99997VCMK300;1;2021-05-20;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997VCMK300;2;2021-05-20;;ANC;EX;VL;;;519.21.1;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997VCYK300;1;2021-07-28;;ANC;AU;VR;;;396;c.C-24.2;Véhicule routier;Règles de circulation
DI99997VLSK300;2;2021-06-22;;ANC;CD;VL;;;291;c.C-24.2;Véhicule lourd;Signalisation routière
DI99997VO2K300;3;2021-02-19;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997VOEK300;1;2021-04-14;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997VWYJ300;1;2021-02-02;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI99997VZWJ300;1;2021-01-23;;ANC;EX;VL;19;22;463;c.C-24.2;Véhicule lourd;Dimension
DI99997W15K300;2;2021-03-03;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997W4FK300;1;2021-04-16;;ANC;AU;VR;;;28;c.C-24.2;Véhicule routier;Immatriculation
DI99997W5DL300;1;2021-10-22;;ANC;CD;VL;;;519.3;c.C-24.2;Véhicule lourd;Ronde de sécurité
DI99997W5DL300;2;2021-10-22;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
DI99997W71K300;4;2021-02-11;;ANC;CO;VR;;;98;c.C-24.2;Véhicule routier;Permis de conduire
DI99997W71K300;5;2021-02-11;;ANC;CD;VL;;;519.10;c.C-24.2;Véhicule lourd;Heures de conduite
