cod_geo_n,an_profil,an_donnee,RFU3000,RFU3001,RFU0700,RFU0702,PRR0202,PRR0203,RFU0400,RFU0401,RFU0500,RFU0501,RFU0600,RFU0601,PRC1400,PRC1401,PRC1500,PRC1501,PRC1600,PRC1601,PRC2200,PRC2201,PRC2300,PRC2000,RAT0130,RAT0131,RAT0200,RAT0201,PRC3300,PRC3302,PRC3301,PRC3400,PRC3402,PRC3401,IND0102,IND0200,IND0400,nom_mun,classe_population,designation,cod_mrc,nom_mrc,cod_ra,nom_ra,population 
31015,2015,2015,156360322.71,0,140323037,0,115924568,0,21333321,0,192102,0,2873046,0,0.8261,0,0.152,0,0.0014,0,0.0205,0,113192,90361,136918,0,1.5816,0,1790,0,0,1429,0,0,75,154,155,Disraeli,2 000 @ 9 999,V,AR310,Les Appalaches,12,Chaudiere-Appalaches,2360
31020,2015,2015,142517200,0,142362600,0,108447900,0,10111500,0,19179500,0,4623700,0,0.7618,0,0.071,0,0.1347,0,0.0325,0,163535,148799,132698,0,0.6995,0,1144,0,0,1041,0,0,110,65,66,Disraeli,1 @ 1 999,P,AR310,Les Appalaches,12,Chaudiere-Appalaches,1101
31025,2015,2015,32341660.68,0,32339265,0,13408395,0,7601265,0,10656135,0,673470,0,0.4146,0,0.235,0,0.3295,0,0.0208,0,144756,126793,138805,0,0.8461,0,1224,0,0,1073,0,0,115,78,75,Saint-Jacques-le-Majeur-de-Wolfestown,1 @ 1 999,P,AR310,Les Appalaches,12,Chaudiere-Appalaches,204
31030,2015,2015,37083261,0,37083261,0,9231400,0,5733366,0,21980226,0,138269,0,0.2489,0,0.1546,0,0.5927,0,0.0037,0,94808,89748,140467,0,0.9953,0,944,0,0,893,0,0,117,92,95,Saint-Fortunat,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,256
31035,2015,2015,46271295,0,46271295,0,16312485,0,5458110,0,23968350,0,532350,0,0.3525,0,0.118,0,0.518,0,0.0115,0,125598,113367,133347,0,0.9952,0,1251,0,0,1129,0,0,111,92,88,Saint-Julien,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,396
31040,2015,2015,89398068,0,89398068,0,39336735,0,10308348,0,39135270,0,617715,0,0.44,0,0.1153,0,0.4378,0,0.0069,0,128107,115446,136070,0,0.8009,0,1026,0,0,925,0,0,113,74,74,Irlande,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,962
31045,2015,2015,185377122.7,0,184001100,0,152585500,0,21810900,0,5424600,0,4180100,0,0.8293,0,0.1185,0,0.0295,0,0.0227,0,139681,123606,127935,0,1.152,0,1626,0,0,1439,0,0,106,106,107,Saint-Joseph-de-Coleraine,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,1832
31050,2015,2015,95205601.4,0,92208480,0,58731712,0,11778416,0,15643888,0,6054464,0,0.6369,0,0.1277,0,0.1697,0,0.0657,0,236261,202403,175656,0,0.5485,0,1296,0,0,1110,0,0,146,51,54,Sainte-Praxede,1 @ 1 999,P,AR310,Les Appalaches,12,Chaudiere-Appalaches,409
31056,2015,2015,361994544.2,0,357824820,0,250621703,0,38803291,0,61231957,0,7167869,0,0.7004,0,0.1084,0,0.1711,0,0.02,0,167555,140706,131587,0,0.9927,0,1674,0,0,1406,0,0,72,97,97,Adstock,2 000 @ 9 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,2722
31060,2015,2015,66127925.108,0,65486764,0,24647298,0,13106923,0,27457536,0,275007,0,0.3764,0,0.2001,0,0.4193,0,0.0042,0,124631,105803,154866,0,1.2607,0,1580,0,0,1341,0,0,129,117,106,Sainte-Clotilde-de-Beauce,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,650
31084,2015,2015,1802631499.4,0,1648985520,0,1257131925,0,329852985,0,41222265,0,20778345,0,0.7624,0,0.2,0,0.025,0,0.0126,0,129592,97812,157669,0,1.7534,0,2281,0,0,1721,0,0,53,166,145,Thetford Mines,25 000 @ 99 999,V,AR310,Les Appalaches,12,Chaudiere-Appalaches,25621
31095,2015,2015,39328799.952,0,39326872,0,14337128,0,3232216,0,21622536,0,134992,0,0.3646,0,0.0822,0,0.5498,0,0.0034,0,104919,98613,119540,0,1.2448,0,1310,0,0,1232,0,0,99,115,126,Saint-Adrien-d'Irlande,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,382
31100,2015,2015,46432764,0,46432764,0,12519360,0,1773684,0,32090580,0,49140,0,0.2696,0,0.0382,0,0.6911,0,0.0011,0,111619,105652,160667,0,1.0185,0,1137,0,0,1076,0,0,134,94,160,Saint-Jean-de-Brebeuf,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,369
31105,2015,2015,51336705,0,51336705,0,15794310,0,5242860,0,29942010,0,357525,0,0.3077,0,0.1021,0,0.5832,0,0.007,0,115178,105008,124907,0,1.2496,0,1439,0,0,1312,0,0,104,116,111,Kinnear's Mills,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,366
31122,2015,2015,95234847.528,0,93768208,0,80689070,0,10007218,0,1819846,0,1252074,0,0.8605,0,0.1067,0,0.0194,0,0.0134,0,89256,75992,93185,0,2.4565,0,2193,0,0,1867,0,0,51,239,200,East Broughton,2 000 @ 9 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,2201
31130,2015,2015,59822705.424,0,59719062,0,16794912,0,8114406,0,34449990,0,359754,0,0.2812,0,0.1359,0,0.5769,0,0.006,0,102587,90826,107983,0,0.9849,0,1028,0,0,910,0,0,90,91,118,Sacre-Coeur-de-Jesus,1 @ 1 999,P,AR310,Les Appalaches,12,Chaudiere-Appalaches,557
31135,2015,2015,113860271.74,0,112601856,0,41357056,0,13828096,0,56283008,0,1133696,0,0.3673,0,0.1228,0,0.4998,0,0.0101,0,118862,105817,135387,0,0.8765,0,1042,0,0,927,0,0,113,81,91,Saint-Pierre-de-Broughton,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,881
31140,2015,2015,72106936.824,0,71463392,0,29084120,0,7738120,0,34430344,0,210808,0,0.407,0,0.1083,0,0.4818,0,0.0029,0,118632,99782,146262,0,1.2399,0,1471,0,0,1237,0,0,122,115,107,Saint-Jacques-de-Leeds,1 @ 1 999,M,AR310,Les Appalaches,12,Chaudiere-Appalaches,717
32013,2015,2015,266407403.87,0,259040484,0,183885552,0,22036320,0,40066704,0,13051908,0,0.7099,0,0.0851,0,0.1547,0,0.0504,0,170007,139083,161851,0,1.096,0,1863,0,0,1524,0,0,88,107,105,Saint-Ferdinand,2 000 @ 9 999,M,AR320,L'Erable,17,Centre-du-Quebec,2062
32023,2015,2015,78275914.962,0,77467810,0,30242660,0,1909474,0,40635763,0,4679913,0,0.3904,0,0.0246,0,0.5246,0,0.0604,0,149685,135061,176695,0,0.6798,0,1018,0,0,918,0,0,147,63,86,Sainte-Sophie-d'Halifax,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,676
32033,2015,2015,458060704.78,0,451641684,0,280174989,0,95262642,0,64837653,0,11366400,0,0.6203,0,0.2109,0,0.1436,0,0.0252,0,136795,106467,169026,0,1.255,0,1729,0,0,1346,0,0,92,122,146,Princeville,2 000 @ 9 999,V,AR320,L'Erable,17,Centre-du-Quebec,5893
32040,2015,2015,434914947,0,411875700,0,315687600,0,94149800,0,63200,0,1975100,0,0.7665,0,0.2286,0,0.0002,0,0.0048,0,132607,92282,181290,0,1.6653,0,2208,0,0,1537,0,0,99,162,177,Plessisville,2 000 @ 9 999,V,AR320,L'Erable,17,Centre-du-Quebec,6719
32045,2015,2015,235015497.88,0,233407746,0,145480698,0,31824342,0,46793340,0,9309366,0,0.6233,0,0.1363,0,0.2005,0,0.0399,0,149804,140239,155228,0,1.0066,0,1508,0,0,1412,0,0,85,98,82,Plessisville,2 000 @ 9 999,P,AR320,L'Erable,17,Centre-du-Quebec,2680
32050,2015,2015,83362623.12,0,82864320,0,37370928,0,5030704,0,37165744,0,3296944,0,0.451,0,0.0607,0,0.4485,0,0.0398,0,145605,124327,155238,0,0.8704,0,1266,0,0,1081,0,0,129,80,96,Saint-Pierre-Baptiste,1 @ 1 999,P,AR320,L'Erable,17,Centre-du-Quebec,535
32058,2015,2015,148618933.8,0,147765240,0,71768280,0,5834640,0,60685680,0,9476640,0,0.4857,0,0.0395,0,0.4107,0,0.0641,0,154833,141292,160843,0,0.9555,0,1479,0,0,1350,0,0,134,88,90,Inverness,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,831
32065,2015,2015,143947505.73,0,141553020,0,73031805,0,20799030,0,41140785,0,6581400,0,0.5159,0,0.1469,0,0.2906,0,0.0465,0,106697,93424,136314,0,1.1108,0,1185,0,0,1038,0,0,113,103,103,Lyster,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,1658
32072,2015,2015,126325571,0,125504200,0,63903200,0,16443100,0,39676500,0,5481400,0,0.5092,0,0.131,0,0.3161,0,0.0437,0,118623,106981,150567,0,0.8319,0,987,0,0,891,0,0,125,77,89,Laurierville,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,1407
32080,2015,2015,80071414.078,0,79530632,0,43838747,0,14317356,0,19917503,0,1457026,0,0.5512,0,0.18,0,0.2504,0,0.0183,0,132578,122990,160464,0,0.9214,0,1220,0,0,1132,0,0,133,85,106,Notre-Dame-de-Lourdes,1 @ 1 999,P,AR320,L'Erable,17,Centre-du-Quebec,709
32085,2015,2015,60997899.536,0,60667694,0,28218048,0,18590428,0,12004730,0,1854488,0,0.4651,0,0.3064,0,0.1979,0,0.0306,0,128884,120369,168038,0,0.8566,0,1104,0,0,1031,0,0,140,79,87,Villeroy,1 @ 1 999,M,AR320,L'Erable,17,Centre-du-Quebec,454
33007,2015,2015,135554992.7,0,133124900,0,46053400,0,10175300,0,69544700,0,7351500,0,0.3459,0,0.0764,0,0.5224,0,0.0552,0,130331,117764,152997,0,1.0107,0,1317,0,0,1190,0,0,127,93,76,Saint-Sylvestre,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1039
33017,2015,2015,174608280.99,0,173651010,0,63629150,0,11136320,0,90982450,0,7903090,0,0.3664,0,0.0641,0,0.5239,0,0.0455,0,150568,136027,219910,0,0.7865,0,1184,0,0,1070,0,0,183,73,56,Sainte-Agathe-de-Lotbiniere,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1171
33025,2015,2015,139766036.52,0,138505840,0,53980410,0,12838760,0,66912120,0,4774550,0,0.3897,0,0.0927,0,0.4831,0,0.0345,0,138617,126719,187858,0,1.2051,0,1675,0,0,1532,0,0,156,111,97,Saint-Patrice-de-Beaurivage,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1044
33030,2015,2015,149597961.2,0,148992900,0,64831200,0,15301500,0,67493800,0,1366400,0,0.4351,0,0.1027,0,0.453,0,0.0092,0,180807,166342,247269,0,1.0597,0,1927,0,0,1773,0,0,206,98,79,Saint-Narcisse-de-Beaurivage,1 @ 1 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,1130
33035,2015,2015,264139031.1,0,262175056,0,174055336,0,35567480,0,40099696,0,12452544,0,0.6639,0,0.1357,0,0.153,0,0.0475,0,181458,165335,189347,0,1.0215,0,1855,0,0,1690,0,0,103,100,100,Saint-Gilles,2 000 @ 9 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,2350
33040,2015,2015,98531284.4,0,98014500,0,53293700,0,18722700,0,21044900,0,4953200,0,0.5437,0,0.191,0,0.2147,0,0.0505,0,145482,131760,167856,0,0.8803,0,1288,0,0,1166,0,0,140,81,52,Dosquet,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,912
33045,2015,2015,371676449.66,0,361967338,0,267286854,0,40294424,0,46419422,0,7966638,0,0.7384,0,0.1113,0,0.1282,0,0.022,0,174819,153791,175154,0,1.2638,0,2209,0,0,1944,0,0,96,123,118,Saint-Agapit,2 000 @ 9 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,4137
33052,2015,2015,162632700.2,0,160053500,0,93097900,0,16285200,0,47121000,0,3549400,0,0.5817,0,0.1017,0,0.2944,0,0.0222,0,175258,147349,199549,0,0.8125,0,1429,0,0,1201,0,0,166,75,68,Saint-Flavien,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1623
33060,2015,2015,253571733.88,0,244527762,0,181227990,0,51343230,0,6976596,0,4979946,0,0.7411,0,0.21,0,0.0285,0,0.0204,0,201578,160260,244054,0,1.0686,0,2154,0,0,1713,0,0,133,104,121,Laurier-Station,2 000 @ 9 999,VL,AR330,Lotbiniere,12,Chaudiere-Appalaches,2676
33065,2015,2015,101202083.57,0,100603955,0,57219285,0,4007175,0,36284455,0,3093040,0,0.5688,0,0.0398,0,0.3607,0,0.0307,0,148730,133567,161150,0,1.0685,0,1589,0,0,1427,0,0,134,99,97,Saint-Janvier-de-Joly,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,984
33070,2015,2015,97730572.08,0,96805433,0,65790825,0,14132235,0,11142484,0,5739889,0,0.6796,0,0.146,0,0.1151,0,0.0593,0,158914,148596,143510,0,0.8366,0,1329,0,0,1243,0,0,119,77,84,Val-Alain,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,963
33080,2015,2015,149680943.28,0,148938960,0,64779000,0,23803200,0,56185560,0,4171200,0,0.4349,0,0.1598,0,0.3772,0,0.028,0,146269,125908,172443,0,1.1121,0,1651,0,0,1421,0,0,143,103,91,Saint-Edouard-de-Lotbiniere,1 @ 1 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,1252
33085,2015,2015,107634527,0,107634527,0,51294386,0,1648075,0,47716669,0,6975397,0,0.4766,0,0.0153,0,0.4433,0,0.0648,0,192489,180514,167394,0,0.6587,0,1295,0,0,1214,0,0,139,61,58,Notre-Dame-du-Sacre-Coeur-d'Issoudun,1 @ 1 999,P,AR330,Lotbiniere,12,Chaudiere-Appalaches,875
33090,2015,2015,635459256.2,0,630988700,0,450209700,0,91539200,0,35218900,0,54020900,0,0.7135,0,0.1451,0,0.0558,0,0.0856,0,221948,193012,185427,0,0.875,0,1942,0,0,1689,0,0,101,85,86,Saint-Apollinaire,2 000 @ 9 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,5665
33095,2015,2015,283148261.13,0,281842680,0,209145195,0,17248245,0,45123750,0,10325490,0,0.7421,0,0.0612,0,0.1601,0,0.0366,0,301989,266380,255549,0,0.6586,0,2003,0,0,1767,0,0,213,61,50,Saint-Antoine-de-Tilly,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,1638
33102,2015,2015,314097111.35,0,295909009,0,191741710,0,44297313,0,53092998,0,6776988,0,0.648,0,0.1497,0,0.1794,0,0.0229,0,188999,155119,225644,0,0.9688,0,1831,0,0,1503,0,0,123,94,88,Sainte-Croix,2 000 @ 9 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,2481
33115,2015,2015,144864201.13,0,144463824,0,85886142,0,6298296,0,46966308,0,5313078,0,0.5945,0,0.0436,0,0.3251,0,0.0368,0,195394,163503,176020,0,0.8126,0,1588,0,0,1329,0,0,146,75,59,Lotbiniere,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,835
33123,2015,2015,62945380.32,0,62626920,0,25467360,0,3420000,0,32518560,0,1221000,0,0.4067,0,0.0546,0,0.5192,0,0.0195,0,111924,106352,147413,0,1.161,0,1314,0,0,1248,0,0,123,107,101,Leclercville,1 @ 1 999,M,AR330,Lotbiniere,12,Chaudiere-Appalaches,494
34007,2015,2015,519773864.5,0,515760800,0,438730000,0,24687200,0,30668900,0,21674700,0,0.8506,0,0.0479,0,0.0595,0,0.042,0,271901,239225,227472,0,0.771,0,2096,0,0,1844,0,0,124,75,75,Neuville,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,4267
34017,2015,2015,820226596.21,0,801536524,0,671864262,0,61389030,0,41609734,0,26673498,0,0.8382,0,0.0766,0,0.0519,0,0.0333,0,202481,179011,189604,0,1.1209,0,2353,0,0,2080,0,0,104,109,119,Pont-Rouge,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,9068
34025,2015,2015,699942665.56,0,588506256,0,464854356,0,99770940,0,8559432,0,15321528,0,0.7899,0,0.1695,0,0.0145,0,0.026,0,196302,150887,253878,0,1.1433,0,2347,0,0,1804,0,0,139,111,125,Donnacona,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,6960
34030,2015,2015,321083517.4,0,317083800,0,268695000,0,18551900,0,18270100,0,11566800,0,0.8474,0,0.0585,0,0.0576,0,0.0365,0,202512,182775,172255,0,1.0259,0,2078,0,0,1875,0,0,94,100,103,Cap-Sante,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,3361
34038,2015,2015,260223841.07,0,258632339,0,169331526,0,11994486,0,70145740,0,7160587,0,0.6547,0,0.0464,0,0.2712,0,0.0277,0,161221,141986,154436,0,0.996,0,1607,0,0,1415,0,0,84,97,119,Saint-Basile,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,2624
34048,2015,2015,287405408.02,0,285343317,0,218440446,0,29802598,0,14388290,0,22711983,0,0.7655,0,0.1044,0,0.0504,0,0.0796,0,159411,135053,143559,0,1.2827,0,2065,0,0,1750,0,0,78,125,135,Portneuf,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,3222
34058,2015,2015,410094737,0,405540000,0,165474000,0,195794300,0,32272000,0,11999700,0,0.408,0,0.4828,0,0.0796,0,0.0296,0,181454,150028,239821,0,1.0138,0,1840,0,0,1521,0,0,131,99,96,Deschambault-Grondines,2 000 @ 9 999,M,AR340,Portneuf,03,Capitale-Nationale,2214
34060,2015,2015,23935788,0,23935788,0,12051320,0,1859006,0,8364517,0,1660945,0,0.5035,0,0.0777,0,0.3495,0,0.0694,0,118005,107794,102729,0,1.2919,0,1408,0,0,1287,0,0,85,119,150,Saint-Gilbert,1 @ 1 999,P,AR340,Portneuf,03,Capitale-Nationale,298
34065,2015,2015,208412280.18,0,194220093,0,153728995,0,32063156,0,5602429,0,2825513,0,0.7915,0,0.1651,0,0.0288,0,0.0145,0,143780,115362,156701,0,1.5003,0,2157,0,0,1731,0,0,86,146,161,Saint-Marc-des-Carrieres,2 000 @ 9 999,V,AR340,Portneuf,03,Capitale-Nationale,2901
34078,2015,2015,113419018.94,0,107080182,0,68808960,0,10201257,0,24939585,0,3130380,0,0.6426,0,0.0953,0,0.2329,0,0.0292,0,109999,92666,118391,0,1.3263,0,1457,0,0,1228,0,0,98,123,94,Saint-Casimir,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1491
34085,2015,2015,31085112,0,31040130,0,13165344,0,267342,0,15082638,0,2524806,0,0.4241,0,0.0086,0,0.4859,0,0.0813,0,91375,88495,84241,0,1.3479,0,1246,0,0,1207,0,0,70,125,147,Saint-Thuribe,1 @ 1 999,P,AR340,Portneuf,03,Capitale-Nationale,285
34090,2015,2015,192552929.2,0,191659000,0,136223200,0,9032300,0,35256800,0,11146700,0,0.7108,0,0.0471,0,0.184,0,0.0582,0,118430,104580,124068,0,1.2546,0,1486,0,0,1312,0,0,103,116,80,Saint-Ubalde,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1381
34097,2015,2015,140528460.6,0,140037975,0,98534205,0,4872087,0,23693769,0,12937914,0,0.7036,0,0.0348,0,0.1692,0,0.0924,0,126054,112485,110132,0,0.9955,0,1255,0,0,1120,0,0,92,92,89,Saint-Alban,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1274
34105,2015,2015,124677264,0,124673320,0,88558112,0,2286360,0,8963320,0,24865528,0,0.7103,0,0.0183,0,0.0719,0,0.1994,0,145277,132504,111418,0,0.7891,0,1163,0,0,1061,0,0,93,73,61,Sainte-Christine-d'Auvergne,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,503
34115,2015,2015,121300240.6,0,120690300,0,93122000,0,2942100,0,15552600,0,9073600,0,0.7716,0,0.0244,0,0.1289,0,0.0752,0,147792,132779,120457,0,0.8152,0,1205,0,0,1082,0,0,100,75,78,Saint-Leonard-de-Portneuf,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,1090
34120,2015,2015,118864816,0,118864816,0,113407952,0,300496,0,0,0,5156368,0,0.9541,0,0.0025,0,0,0,0.0434,0,305882,293678,224697,0,0.6054,0,1898,0,0,1822,0,0,187,56,57,Lac-Sergent,1 @ 1 999,V,AR340,Portneuf,03,Capitale-Nationale,507
34128,2015,2015,1119524409.8,0,1087376500,0,922902000,0,83902700,0,27640200,0,52931600,0,0.8487,0,0.0772,0,0.0254,0,0.0487,0,173676,147205,152399,0,1.0637,0,1847,0,0,1566,0,0,60,97,96,Saint-Raymond,10 000 @ 24 999,V,AR340,Portneuf,03,Capitale-Nationale,10167
34135,2015,2015,125126531.56,0,123564828,0,103549164,0,5948748,0,2358660,0,11708256,0,0.838,0,0.0481,0,0.0191,0,0.0948,0,140881,126781,127680,0,0.8309,0,1171,0,0,1053,0,0,106,77,77,Riviere-a-Pierre,1 @ 1 999,M,AR340,Portneuf,03,Capitale-Nationale,658
35005,2015,2015,118516181.4,0,117263500,0,83202100,0,8762900,0,4949000,0,20349500,0,0.7095,0,0.0747,0,0.0422,0,0.1735,0,95603,85590,87855,0,1.3562,0,1297,0,0,1161,0,0,73,125,111,Notre-Dame-de-Montauban,1 @ 1 999,M,AR350,Mekinac,04,Mauricie,805
35010,2015,2015,213421882.2,0,211607200,0,158675200,0,15557300,0,11560500,0,25814200,0,0.7499,0,0.0735,0,0.0546,0,0.122,0,130373,111218,110125,0,0,0,0,0,0,0,0,0,92,0,0,Lac-aux-Sables,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,1319
35015,2015,2015,104203924.03,0,102861720,0,56037592,0,13437528,0,25082512,0,8304088,0,0.5448,0,0.1306,0,0.2438,0,0.0807,0,111961,97995,108433,0,1.0025,0,1133,0,0,991,0,0,90,93,86,Saint-Adelphe,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,917
35020,2015,2015,64754489.6,0,64069000,0,35078100,0,7858100,0,19568000,0,1564800,0,0.5475,0,0.1227,0,0.3054,0,0.0244,0,101343,92861,118381,0,1.423,0,1442,0,0,1321,0,0,98,132,103,Saint-Severin,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,856
35027,2015,2015,346948757.65,0,322725040,0,239036050,0,47167450,0,29186740,0,7334800,0,0.7407,0,0.1462,0,0.0904,0,0.0227,0,136761,105988,142018,0,1.269,0,1735,0,0,1345,0,0,78,124,111,Saint-Tite,2 000 @ 9 999,V,AR350,Mekinac,04,Mauricie,3833
35035,2015,2015,107714861.15,0,106643550,0,83654740,0,5287620,0,15542800,0,2158390,0,0.7844,0,0.0496,0,0.1457,0,0.0202,0,130857,123762,122962,0,1.1683,0,1529,0,0,1446,0,0,102,108,112,Herouxville,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,1296
35040,2015,2015,88479776,0,85257984,0,57359008,0,16052400,0,639184,0,11207392,0,0.6728,0,0.1883,0,0.0075,0,0.1315,0,191013,160233,178028,0,0.8046,0,1560,0,0,1309,0,0,148,74,85,Grandes-Piles,1 @ 1 999,VL,AR350,Mekinac,04,Mauricie,382
35045,2015,2015,60966497.702,0,55584786,0,38475262,0,8342604,0,37088,0,8729832,0,0.6922,0,0.1501,0,0.0007,0,0.1571,0,111578,104457,112692,0,0.9493,0,1061,0,0,993,0,0,94,88,120,Saint-Roch-de-Mekinac,1 @ 1 999,P,AR350,Mekinac,04,Mauricie,376
35050,2015,2015,216267464.72,0,211382961,0,166516872,0,11782650,0,22537773,0,10545666,0,0.7877,0,0.0557,0,0.1066,0,0.0499,0,128475,104565,111191,0,0.9761,0,1254,0,0,1021,0,0,61,95,90,Sainte-Thecle,2 000 @ 9 999,M,AR350,Mekinac,04,Mauricie,2487
35055,2015,2015,146128392,0,145826634,0,116358204,0,12844722,0,1459428,0,15164280,0,0.7979,0,0.0881,0,0.01,0,0.104,0,134532,120759,134557,0,0.5458,0,737,0,0,662,0,0,112,50,52,Trois-Rives,1 @ 1 999,M,AR350,Mekinac,04,Mauricie,466
36033,2015,2015,3495585169.7,0,3224981813,0,2583370223,0,526881852,0,27609966,0,87119772,0,0.801,0,0.1634,0,0.0086,0,0.027,0,142497,91863,160946,0,1.7635,0,2513,0,0,1620,0,0,54,167,150,Shawinigan,25 000 @ 99 999,V,AR361,Hors MRC - Shawinigan,04,Mauricie,49585
37067,2015,2015,10850848001,0,10000093622,0,7893016740,0,1856895160.1,0,52007235,0,198174487.35,0,0.7893,0,0.1857,0,0.0052,0,0.0198,0,171951,114685,227476,0,1.7494,0,3051,0,0,2035,0,0,69,154,129,Trois-Rivieres,100 000 et plus,V,AR371,Hors MRC - Trois-Rivieres,04,Mauricie,134802
37205,2015,2015,194541521.54,0,189512226,0,123403884,0,14052438,0,43918752,0,8137152,0,0.6512,0,0.0742,0,0.2317,0,0.0429,0,132818,108469,120385,0,1.4453,0,1924,0,0,1572,0,0,66,141,128,Sainte-Anne-de-la-Perade,2 000 @ 9 999,M,AR372,Les Chenaux,04,Mauricie,2068
37210,2015,2015,112686419,0,111961100,0,82268700,0,4620700,0,20454200,0,4617500,0,0.7348,0,0.0413,0,0.1827,0,0.0412,0,179415,158454,131183,0,1.0436,0,1872,0,0,1654,0,0,109,96,70,Batiscan,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,965
37215,2015,2015,127980006.67,0,119849296,0,67007472,0,7601328,0,39637584,0,5602912,0,0.5591,0,0.0634,0,0.3307,0,0.0467,0,146074,130103,131938,0,1.2033,0,1769,0,0,1575,0,0,110,111,109,Sainte-Genevieve-de-Batiscan,1 @ 1 999,P,AR372,Les Chenaux,04,Mauricie,1029
37220,2015,2015,203939574.54,0,202750573,0,157768017,0,10550655,0,29105616,0,5326285,0,0.7781,0,0.052,0,0.1436,0,0.0263,0,204459,177615,162891,0,0.8628,0,1776,0,0,1543,0,0,136,80,62,Champlain,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,1749
37225,2015,2015,52324720,0,52202640,0,27878368,0,2678256,0,19763184,0,1882832,0,0.534,0,0.0513,0,0.3786,0,0.0361,0,129399,113213,109010,0,0.9232,0,1196,0,0,1047,0,0,91,85,110,Saint-Luc-de-Vincennes,1 @ 1 999,M,AR372,Les Chenaux,04,Mauricie,616
37230,2015,2015,241177284.8,0,239148800,0,172961100,0,12364200,0,47896500,0,5927000,0,0.7232,0,0.0517,0,0.2003,0,0.0248,0,152199,134306,137345,0,0.9322,0,1428,0,0,1260,0,0,75,91,74,Saint-Maurice,2 000 @ 9 999,P,AR372,Les Chenaux,04,Mauricie,3080
37235,2015,2015,385765693.2,0,383163100,0,327131600,0,20855200,0,17410800,0,17765500,0,0.8538,0,0.0544,0,0.0454,0,0.0464,0,144893,131895,107545,0,1.2042,0,1745,0,0,1588,0,0,59,117,96,Notre-Dame-du-Mont-Carmel,2 000 @ 9 999,P,AR372,Les Chenaux,04,Mauricie,5684
37240,2015,2015,155516364.13,0,151560969,0,95636067,0,15127647,0,33980349,0,6816906,0,0.631,0,0.0998,0,0.2242,0,0.045,0,136991,115427,124413,0,0.9908,0,1357,0,0,1144,0,0,103,92,106,Saint-Narcisse,1 @ 1 999,P,AR372,Les Chenaux,04,Mauricie,1827
