NUMÉRO,DATE D'APPROBATION,NOM DU FOURNISSEUR,SERVICE,DESCRIPTION,NUMÉRO ENTENTE-CADRE,MONTANT 
1558698,2022-10-21,Coffres-forts C.B. 2000 inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Déménagement du coffre-fort du BAM,N/A,"3 087,68"
1558709,2022-10-21,Christian R. Roy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services professionnels en mécanique et électricité pour le réaménagement du BAM,N/A,"7 874,06"
1558819,2022-10-21,Location Gamma inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Arceaux de sécurité (protecteurs d'arbres),N/A,"1 049,87"
1558853,2022-10-21,Groupe Le Corre et associés inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Atelier: Gestion stratégique des lésions professionnelles,N/A,"624,68"
1558990,2022-10-21,G & B Cotton inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Plan d'étaiement de la dalle du 5160 Décarie_déménagement du coffre-fort du BAM,N/A,"2 898,49"
1511460,2022-10-24,Peintures M.F. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_peinture et accessoires_graffitis,N/A,"1 574,81"
1533170,2022-10-24,Wolters Kluwer Canada ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Abonnement annuel,N/A,"4 155,41"
1548930,2022-10-24,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Vêtements et casque protecteur,N/A,"352,16"
1549793,2022-10-24,Novafor équipement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pelle,N/A,"2 204,88"
1558735,2022-10-24,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chargeur et station d'accueil pour portable,1526425,"466,14"
1558817,2022-10-24,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Clés à cliquet, insecticide et goupille",N/A,"364,22"
1558828,2022-10-24,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Détergent neutre et nettoyant pour toilettes,N/A,"119,69"
1558935,2022-10-24,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'entretien et d'hygiène personnelle,N/A,"1 207,91"
1559014,2022-10-24,Sécurité Landry inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bottes de travail,N/A,"442,32"
1559093,2022-10-24,Securmax,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Clés intelligentes,N/A,"997,38"
1559200,2022-10-24,Lifeworks (Canada) ltd,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Kiosque de nutrition - Santé du coeur,N/A,"965,88"
1559223,2022-10-24,Vincent ergonomie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Offre de service en ergonomie_séances de rappel sur l'ergonomie au travail,N/A,"1 374,16"
1559233,2022-10-24,Vincent ergonomie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Offre de service-conseil en ergonomie_séances d'échauffements,N/A,"1 223,78"
1559244,2022-10-24,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chargeurs multi universels pour portable,N/A,"188,95"
1559249,2022-10-24,Sélections Le maître de Chai inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bouteilles de vin pour activité Centraide 2022,N/A,"288,10"
1512328,2022-10-25,Magasin René Veilleux inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_outils et autre en urgence,N/A,"1 049,87"
1559381,2022-10-25,Location Gamma inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Carburant pré-mélangé,N/A,"151,14"
1559501,2022-10-25,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chemises à archives,N/A,"511,15"
1552462,2022-10-26,Location Guay,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location d'une 2e rétrocaveuse avec opérateur pour les arrondissements de CDN-NDG et Outremont,N/A,"5 677,72"
1559018,2022-10-26,Mouvement santé mentale Québec,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Table d'informations: 7 astuces pour se recharger,N/A,"200,00"
1559260,2022-10-26,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits d'hygiène et de ménage,N/A,"912,80"
1559611,2022-10-26,Lifeworks (Canada) ltd,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Kiosque de nutrition_Pleine conscience,N/A,"965,88"
1559715,2022-10-26,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Sacs refermables et gants,N/A,"1 352,79"
1553306,2022-10-27,Édifice 5160 Décarie inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation de 4 abreuvoirs_bureaux du 5160 boul. Décarie,N/A,"1 200,00"
1559888,2022-10-27,Aquam spécialiste aquatique inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Maillots, shorts et impression sur vêtements",N/A,"3 904,75"
1559898,2022-10-27,Site intégration plus inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Relocaliser la caméra de sécurité_déménagement du coffre-fort,N/A,"734,91"
1559980,2022-10-27,APSAM Ass. Paritaire Santé & Sécurité Affaires municipales,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Formation: Creusement, excavation et tranchée",N/A,"365,00"
1533175,2022-10-28,Sanivac,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Location de toilette chimique,N/A,"874,40"
1552009,2022-10-28,Cyclone santé inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_expertises médicales,N/A,"2 624,69"
1560241,2022-10-28,G & B Cotton inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Étaiement de la dalle de garage_déplacement du coffre-fort du BAM,N/A,"5 710,52"
1560265,2022-10-28,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portatif Latitude 5430,1526425,"999,48"
1513820,2022-10-31,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC annuel pour la réparation de machines,N/A,"5 774,31"
1514564,2022-10-31,Biblio RPL ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC 2022_fournitures pour la bibliothèque Benny,N/A,"3 884,54"
1551361,2022-10-31,Tabasko communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accroche-porte Interruption d'eau,N/A,"15,75"
1554837,2022-10-31,Les équipements JPB inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Sécurisation des zones et remplacement du système de ligne de vie_ Maison de la culture CDN,N/A,"44 824,41"
1559998,2022-10-31,Manorex inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux de réparation de drain d'égout au 22-3145 rue Fendall,N/A,"20 745,53"
1560179,2022-10-31,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Papier hygiénique et sacs à ordures,1545293 et 1545368,"720,11"
1560288,2022-10-31,Coopérative de l'université Laval,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tablettes Samsung et étuis,N/A,"544,83"
1560457,2022-10-31,Syndicat de copropriété des terrains Benny Farm,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Terrain Benny Farm_frais de copropriété,N/A,"1 864,00"
1560463,2022-10-31,Magasins Best Buy ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires pour la console Nintendo switch pour la BIC,N/A,"240,27"
1560466,2022-10-31,Jean Guglia & fils enr.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Souffleur avec batterie et chargeur,N/A,"2 387,10"
1560475,2022-10-31,Batteries Natech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Batterie de remplacement pour récurreuse à planchers,N/A,"1 700,80"
1560476,2022-10-31,Équipemetns Stinson (Québec) inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Peinture pour terrain de sport,N/A,"3 036,24"
1560477,2022-10-31,Aquam spécialiste aquatique inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Câble antivague et moulinet de tension,N/A,"911,59"
1560480,2022-10-31,Aquam spécialiste aquatique inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Sifflets, cordons, marches et œillets pour piscine",N/A,"2 520,41"
1560491,2022-10-31,Vortex structures aquatiques internationales inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Matériel pour jeu d'eau à hiverner et réparation d'un module de jeu_parc Kent,N/A,"1 903,41"
1516721,2022-11-01,Telus communications inc..,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Services cellulaires 2022_Permis et inspection,1408829,"1 574,81"
1524405,2022-11-01,La compagnie de location d'autos Enterprise Canada,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_location de deux voitures sous-compactes,N/A,"3 775,35"
1560535,2022-11-01,Intervention prévention inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Caractérisation du vide sanitaire du chalet des parcs Jean-Brillant, Mankenzie-King, Somerled et Van Horne",N/A,"3 265,12"
1559399,2022-11-07,Acier Lachine inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tige filetée galvanisée,N/A,"162,73"
1560458,2022-11-07,Entreprise Ziani inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat de déneigement du stationnement au 5290 Ch. de la Côte-des-Neiges,N/A,"3 805,80"
1560691,2022-11-01,Les entreprises Cloutier & Gagnon (1998) ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparations de dormants de toiture et travaux connexes_Centre sportif NDG_GDD 2228282004,N/A,"98 503,37"
1560712,2022-11-01,De Grâce technologie,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation de caméras de surveillance au Centre culturel NDG,N/A,"3 023,64"
1560710,2022-11-01,XYZ technologie culturelle inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ampoule,N/A,"1 826,45"
1560898,2022-11-02,Bruce Lochhead,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Joueur de clairon lors de la cérémonie du Jour du Souvenir,N/A,"220,00"
1560997,2022-11-02,PGVMedia,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_Service d'impression,N/A,"2 099,75"
1561219,2022-11-03,Brault et Martineau,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cuisinière_Clos Madison,N/A,"908,14"
1561211,2022-11-03,Site intégraiton plus inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BAM: déménagement du coffre fort,N/A,"3 144,38"
1561034,2022-11-03,Les services EXP inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Carottage de rues dans le cadre du PRR-2023_CDN-NDG-22-GG-TP-036_GDD 2225153001,N/A,"45 438,58"
1561600,2022-11-04,Jean Guglia & fils enr.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Batteries pour souffleur,N/A,"2 321,15"
1561599,2022-11-04,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Papier à main,N/A,"168,74"
1561233,2022-11-04,Bouty inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chaise ergonomique,1437088,"535,75"
1561743,2022-11-07,Northern Micro,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Écrans d'ordinateur Acer,N/A,"601,86"
1559399,2022-11-07,Acier Lachine inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Frais de livraison sur commande de tiges filetées,N/A,"83,99"
1561646,2022-11-07,Addison électronique Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chargeurs pour téléphones mobiles,N/A,"251,50"
1549161,2022-11-07,Solutions supérieures S.E.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Papier à main, détergent, papier hygiénique",N/A,"778,38"
1561474,2022-11-07,Santinel inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation en extinction incendie (théorique),N/A,"1 438,33"
1541700,2022-11-07,Santinel inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Secourisme en milieu de travail,N/A,"281,36"
1561742,2022-11-07,Machines à coudre Pénélope,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accessoires de couture pour le Fablab_BIC,N/A,"298,09"
1561701,2022-11-07,Clôture Secur,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Remplacement d'un segment de clôture et 3 barrières d'accès véhiculaire_clos Darlington_GDD 2228970011,N/A,"73 961,59"
1538586,2022-11-07,Construction DJL inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022 _asphalte,1534794,"8 399,00"
1511813,2022-11-07,Matériaux paysagers Savaria ltée,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC Ouvert 2022_mélange de terre de culture et compost bovin,N/A,"5 511,84"
1513065,2022-11-07,Telus communications inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_Frais d'utilisation cellulaire,1408829,"3 149,62"
1561674,2022-11-07,Novafor équipement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Mousse de rechange pour coquilles et gants,N/A,"1 507,57"
1560458,2022-11-07,Entreprise Ziani inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Déneigement du stationnement au 5290 Ch. de La Cote-des-Neiges_novembre 2022 à mars 2023,N/A,"2 078,75"
1561652,2022-11-07,Emco corporation,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Garniture pour vanne guillotine,N/A,"377,95"
1345119,2022-11-08,Meta + Forme paysages inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service professionnel d'architecture paysager_Bibliothèque et Maison de la culture CDN,N/A,"1 700,80"
1561863,2022-11-08,Location Battlefield QM,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ensemble de pattes pour caisson d'étançonnement,N/A,"1 816,28"
1561929,2022-11-08,Solotech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Projet d'insonorisation: contrôle serré sur l'utilisation du système audio de la salle prinicipale_Centre Monkland,N/A,"3 244,16"
1562052,2022-11-08,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Produits nettoyants,N/A,"7 186,18"
1561266,2022-11-08,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Essuie-main pour les installations,1545293,"243,68"
1561405,2022-11-08,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Papier hygiéniques, racloirs et de lames de remplacements",1547977,"493,86"
1562112,2022-11-08,BF-Tech inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Vannes guillotines, silencieux de regard et garniture",N/A,"2 407,00"
1562087,2022-11-08,Lafarge Canada inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pierre,N/A,"1 080,95"
1511593,2022-11-09,Regard Sécurité,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_lunettes de sécurité avec prescription,1255847,"170,00"
1562073,2022-11-09,Entreprise Ziani inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Déneigement du 6400, Monkland_novembre 2022 à mars 2023",N/A,"22 441,08"
1562353,2022-11-09,B.G. transplantation inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Relocalisation de 5 arbres au parc Coffee,N/A,"5 144,39"
1562467,2022-11-10,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pointeau centreur,N/A,"90,71"
1562499,2022-11-10,Quincaillerrie A.C.L. inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Portes en acier,N/A,"1 543,32"
1562472,2022-11-10,Construction Piravic inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Réparation du sentier entre les rues Decelles et Gatineau_Place du 6 décembre,N/A,"19 580,16"
1562417,2022-11-10,Novafor équipement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Jambières de protection et visière grillagée,N/A,"366,41"
1562613,2022-11-10,Ferronnerie Bronx,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Poteaux en T,N/A,"548,56"
1562300,2022-11-10,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Vadrouille, recharges vadrouilles, essuie-main et papier hygiénique",1547977,"411,53"
1562610,2022-11-10,Voxel factory inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Résine pour l'imprimante_BIC,N/A,"414,70"
1562220,2022-11-10,Gestion BC-A inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Cartes-cadeaux pour les retraités,N/A,"2 362,22"
1562603,2022-11-10,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation de roche pour placette,N/A,"1 312,34"
1562450,2022-11-10,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Batterie, coude, bride à pierre, adhésif, tuyau, apprêt",N/A,"2 044,15"
1562503,2022-11-10,Société internationale d'arboriculture Québec inc. (S.I.A.Q.),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formations Rendez-vous  arboricole 2022,N/A,"948,04"
1541655,2022-11-10,Mauricio Meza,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_décoration de salles pour les conseils et événements publics,N/A,"2 200,00"
1563016,2022-11-14,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Adapteur pour ordinateur,N/A,"72,97"
1562976,2022-11-14,Interzone photographie,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service de photographie dans le cadre de la consultation publique du Plan local de déplacement,N/A,"167,98"
1562944,2022-11-14,Productions Nantel inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tournage et vidéo pour consultation publique_planification stratégique,N/A,"1 325,47"
1562753,2022-11-14,3289419 Canada (Collins),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Bottes de travail,N/A,"144,84"
1563037,2022-11-14,Les industries Iverco inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Abris, ancrages et protecteurs de pavé",N/A,"1 809,46"
1562858,2022-11-14,Solutions supérieures S.E.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Nettoyant et distributeur de papier à main,N/A,"119,81"
1562848,2022-11-14,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Déshumidificateurs réfrigérant_piscine NDG,N/A,"7 974,85"
1542446,2022-11-14,SPI santé sécurité inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Consultation - analyse de risque du vide sanitaire_Le Manoir,N/A,"165,88"
1562429,2022-11-14,Jean Guglia & fils enr.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Batteries et chargeurs pour outils,N/A,"7 845,21"
1563118,2022-11-14,Tech Vac environnement inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Service d'hydro-excavation pour projet de stationnement et clôtures de Darlington,N/A,"3 149,62"
1563099,2022-11-14,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Désodorisants et filtres à particules,N/A,"277,39"
1562555,2022-11-14,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Aspirateur sec/humide et accessoires de plomberie,N/A,"3 515,23"
1562804,2022-11-14,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Adaptateur pour ordinateur,N/A,"72,44"
1563080,2022-11-14,Service Gagnon électrique inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Installation d'un luminaire extérieur_bibliothèque Benny,N/A,"839,90"
1563072,2022-11-15,Pro-Dépôt inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Couvert rouille,N/A,"74,70"
1562539,2022-11-15,C.P.U. Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Licence Antidote,N/A,"46,29"
1563140,2022-11-15,Remorquage Centre-Ville,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Remorquage lors d'une conférence de presse à l'aréna Doug Harvey,N/A,"457,96"
1563335,2022-11-15,Acklands-Grainger inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation protection respiratoire et Fit test,N/A,"701,32"
1563316,2022-11-15,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat du logiciel Antidote,N/A,"42,79"
1563327,2022-11-15,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Achat du logiciel Antidote,N/A,"42,79"
1562863,2022-11-15,BMR Detail S.E.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chaudières,N/A,"241,63"
1562836,2022-11-15,Dufresne standard & special inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Goupilles,N/A,"278,74"
1562737,2022-11-15,Soupapes universelle valves,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Arrêts de corporation,N/A,"880,84"
1562840,2022-11-15,St-Germain égouts et aqueducs inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Rouleaux de butyle,N/A,"181,42"
1562862,2022-11-15,Tenaquip limited,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Douilles de clés à choc,N/A,"113,41"
1563523,2022-11-16,Électricité plus,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Dégel des conduites d'eau métalliques à l'électricité : risques et précautions,N/A,"3 940,18"
1563081,2022-11-16,Ferronnerie Bronx,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Pruche de l'est,N/A,"1 137,02"
1563513,2022-11-16,Ceriu,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Le génie municipal,N/A,"661,42"
1563516,2022-11-16,Ceriu,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Gestion de la mise en oeuvre des travaux d'infrastructures municipales,N/A,"1 207,36"
1563547,2022-11-17,Centre patronal santé et sécurité du travail du Québec (C P S S T Q ),Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Troubles de la personnalité: particularités et enjeux de gestion,N/A,"524,94"
1561020,2022-11-17,Summum arpentage,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Contrat d'arpentage de 8 intersections_ Saillies-2023_GDD 2225153001,N/A,"13 858,35"
1562607,2022-11-17,Solutions de contrôle et de sécurité CS inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Logiciel de réservation et impression Smartguard (softguard) Support annuel 2022 pour les 4 bibliothèques,N/A,"9 842,58"
1559501,2022-11-17,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chemises pour archives,N/A,"3,25"
1514570,2022-11-17,Uline Canada corp,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_fournitures d'entreposage à la bibliothèque Benny,N/A,"5 012,81"
1563958,2022-11-18,Vélo Québec association,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Entretenir un réseau cyclable en hiver,N/A,"241,47"
1564054,2022-11-18,Simon Guay,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Illuminations et décors hivernaux_centres comm. CDN, Walkley et Westhaven",N/A,"21 393,83"
1563933,2022-11-18,BOO! Design inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Conception graphique et impression dépliants et carton-famille Hiver-printemps 2023 pour MC NDG,N/A,"4 347,80"
1526006,2022-11-18,Les couvre-planchers Solathèque inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Tapis d'hiver_pose, entretien, enlèvement, entreposage",N/A,"929,14"
1563984,2022-11-20,APSAM Ass. Paritaire santé & sécurité affaires municipales,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation: Cadenassage réseaux d'aqueduc,N/A,"375,00"
1564080,2022-11-21,APSAM Ass. Partitaire santé & sécurité affaires municipales,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Formation:  Signalisation des travaux routiers,N/A,"915,00"
1564083,2022-11-21,Demix agregat,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert pour la saison hivernale 2022-2023_abrasifs,N/A,"21 370,73"
1561044,2022-11-21,Les services EXP inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Carottage de la chaussée dans le cadre des travaux de réaménagements géométriques_Saillies-2023_GDD 2225153001,N/A,"7 427,87"
1519753,2022-11-21,Margaret Sankey,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_Service de traduction,N/A,"1 049,87"
1563750,2022-11-21,Compugen inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Ordinateur portable et station d'accueil,1526425,"2 581,20"
1564169,2022-11-21,"Le Groupe Gesfor, Poirier, Pinchin inc.",Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Expertise des façades et rédaction d'un rapport selon la loi 122 et la RBQ_Centre le 6767 et Bibliothèque interculturelle,N/A,"8 923,94"
1564222,2022-11-21,Les constructions Argozy inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Travaux d'asphaltage au clos Darlington,N/A,"8 267,77"
1564112,2022-11-21,Solutions supérieures S.E.C,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Chargeur de batteries,N/A,"832,47"
1564056,2022-11-21,Faronics corporation,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Licence Deep Freeze,N/A,"83,78"
1564079,2022-11-21,Association Skateparks Montréal,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Accompagnement dans le processus de réalisation du Skateparc_parc Benny,N/A,"22 572,31"
1525474,2022-11-21,Hainault Gravel huissiers de justice inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,BC ouvert 2022_service de huissier,N/A,"4 829,42"
1564175,2022-11-21,Tessier Récréo-Parc inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Tables de ping-pong pour l'extérieur,N/A,"20 181,75"
1564114,2022-11-21,Location d'outils Simplex S.E.C.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Entretient annuel des nacelles élévatrices à MC NDG,N/A,"468,87"
1564113,2022-11-21,XYZ technologie culturelle inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,"Stations de charge, batteries rechargeables, ampoules",N/A,"4 287,80"
1564059,2022-11-21,Montreal Stencil inc.,Arrondissement Côte-des-Neiges–Notre-Dame-de-Grâce,Étampes,N/A,"90,09"
