IDE_STRCT,No structure,Nom route,Nom obstacle,Groupe,Centre de services,Type structure,Année de construction,Superficie du tablier,Superficie du mur,Charg conception,Affichage sur place,Statut,Responsablilté de gestion,Role VM Inspection,ICG,Catégorie ICG,Date Insp Générale Fermee,X,Y,latitude,longitude
6036833,81-05475,Stationnement au Nord du bassin d'anjou,Ruisseau De Montigny,,09 - Arrondissement Anjou,Ponceau voûté en béton armé,2001,,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"297148,143581377","5052398,82766468","45,6114489184685","-73,5981058571638"
202206,81-05476,Rue Bombardier,Autoroute 25,,09 - Arrondissement Anjou,Pont à dalle pleine en béton précont.,1999,1803,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,"99,9",4,2016-04-19,"298459,739053962","5052354,27803926","45,6110612532653","-73,5812890903373"
6034641,81-05478,Avenue Einstein,Au Sud-Est du lac des Cygnes,,20 - Arrondissement Ville-Marie,Pont à poutres en béton armé,1991,44,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-11-08,"302219,984233418","5041067,39690558","45,5095222120329","-73,5330190989837"
6034644,81-05479,Passage au Nord de l'avenue Einstein,Cours d'eau à l'Est du lac des Cygnes,,20 - Arrondissement Ville-Marie,Pont à poutres en bois,1991,38,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,94",4,2016-11-08,"302037,803903722","5041060,79690731","45,50946212475","-73,5353506092733"
6034647,81-05480,Passage au Sud de l'avenue Einstein,Cours d'eau au Nord-l'Est du lac des Cygnes,,20 - Arrondissement Ville-Marie,Pont à poutres en bois,1991,38,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,24",4,2016-11-08,"301996,357042685","5041037,56360467","45,5092528963868","-73,5358809136185"
6056230,81-05481,Voie non nommé vers l'Avenue Einstein,Ruisseau des cygnes,,20 - Arrondissement Ville-Marie,"Pont à tablier supérieur, en acier",1991,114,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301977,589377254","5041210,96848106","45,5108131901476","-73,5361220995123"
6030335,81-05485,Boulevard Hymus,Boulevard Alfred-Nobel,,15 - Arrondissement Saint-Laurent,Pont à dalle évidée en béton précont.,1999,675,,17-QS660,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"284208,013392475","5038824,9212447","45,4890444306146","-73,7634412035823"
6015901,81-05488,Accès à l'Île Lapierre,Rivière-des-Prairies,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Pont à poutres en acier,1981,209,,14-H25-S20,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"296131,555749444","5055057,72665991","45,6353623477192","-73,6111869779269"
6036939,81-05489,Aut. 10 Est sortie île des Soeurs,Piste multifonctionnelle,,12 - Arrondissement Verdun,Ponceau voûté en béton armé,2008,,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-02-23,"301403,859186381","5037003,35642184","45,4729486651587","-73,5434357636052"
6035469,81-05490A,Sortie aut.15 Sud vers chemin de la Pointe-Nord,Bretelle aut. 10 Est vers le pont Champlain,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,Pont à poutres en acier,2008,621,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301329,637245082","5036617,62001161","45,4694772596797","-73,5443823183982"
6035570,81-05490B,Sortie aut.15 Sud vers chemin de la Pointe-Nord,,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,Mur,2008,,181,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301290,414539475","5036606,34840459","45,4693756363416","-73,5448838552197"
6035572,81-05490C,Sortie aut.15 Sud vers chemin de la Pointe-Nord,,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,Mur,2008,,165,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301257,602295457","5036616,96406998","45,4694709955432","-73,5453035652218"
6042203,81-05491A,Entrée aut. 15 Nord et aut. 10 Ouest,,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,Mur,2008,,129,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301701,555477088","5036767,7266738","45,4708297405404","-73,5396268200134"
6036861,81-05491B,Entrée aut. 15 Nord et aut. 10 Ouest,Aut. 15 Nord sortie Chemin de la Pointe-Nord,"Échangeur de la Pointe-Nord, Île-des-soeurs",12 - Arrondissement Verdun,Pont à poutres en acier,2008,733,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301568,952018514","5036791,20867224","45,4710404418921","-73,5413228744139"
5017813,81-05492,Rue Tellier,Autoroute 25,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont à poutres en acier,2008,1626,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016-04-19,"303192,920355314","5049823,94890171","45,588319714303","-73,5205961991748"
6036864,81-05493,"Boul.  Louis-H.-La Fontaine, dir. Sud",Accès Galeries d'Anjou,,09 - Arrondissement Anjou,Pont à poutres en acier,2009,222,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"299794,956740603","5051434,00542293","45,6027912992776","-73,5641607081324"
202242,81-05494,Rue Hochelaga,Autoroute 25,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont à poutres en acier,2008,3613,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-28,"302769,378269487","5050015,92889742","45,5900460989706","-73,5260250771702"
6036867,81-05495,Boul. Gouin Ouest,"Ruisseau Bertrand, à l'Est de l'aut. 13",,24 - Arrondissement Ahuntsic-Cartierville,Ponceau voûté en béton armé,2009,,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"284627,938744254","5041008,87701719","45,5087086823027","-73,7581587820764"
5070483,81-05497B,Boulevard Gouin Est,Autoroute 19,P.S. Gouin / Aut. 19 - Prolongement de Papineau,24 - Arrondissement Ahuntsic-Cartierville,Pont à poutres en acier,2009,451,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"292289,502442521","5047906,17441222","45,5709523974448","-73,660284078432"
5150344,81-05499,Place Curatteau,Autoroute 25,,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont à poutres en acier,2011,709,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-23,"301651,069196234","5050445,97697469","45,5939116308843","-73,5403604433208"
5273613,81-05500,Boulevard Saint-Jean-Baptiste,Autoroute 40 Est,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,"Pont à pout. béton précont., préfabr.",2010,2371,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-09-28,"302595,359497261","5056485,20972024","45,6482577459124","-73,5282846086601"
6057322,81-05501,Piste cyclable du parc de la Pointe-aux-Prairies,Aut. 40 Dir. Est,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Pont à poutres en acier,2011,480,,98-Autre,Tonnage réduit,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"303299,412292132","5059146,86057457","45,6722096414293","-73,5192601184005"
6069705,81-05503A, Hochelaga,,P.S. Hochelaga / Aut. 25,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Mur,2010,,180,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"302761,454391872","5049771,8820673","45,5878500708079","-73,5261256132424"
6036870,81-05503B,Piste cyclable rue Hochelaga vers Souligny Est,Bretelle autoroute 25  Sud vers Souligny Ouest,P.S. Hochelaga / Aut. 25,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Pont à poutres en acier,2010,150,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302780,895771395","5049805,12579319","45,5881492643667","-73,525876593689"
6017360,81-05505,"Sentier pédestre, Parc environnemental St-Michel",Rue Michel Jurdant,,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,"Pont à tablier supérieur, en acier",2005,236,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-07-12,"295215,470364402","5046406,97878985","45,5575086135159","-73,6227673878218"
6023440,81-05507,Canadien National,Parc-nature du Bois-de-Liesse,,13 - Arrondissement Pierrefonds-Roxboro,Pont à poutres en acier,1991,123,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"95,4",4,2016-09-15,"284328,931197595","5040532,28641667","45,5044114504307","-73,7619654997187"
6064389,81-05508A,"Aut. 15, côté Ouest, Entre rue de la Paix et rue Dudemaine",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,Mur,1995,,874,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"289575,776636964","5043529,36973734","45,5315145144264","-73,694915876318"
6064390,81-05508B,"Aut. 15, côté Ouest,Entre la rue Dudemaine et pl. Jean Massé",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,Mur,1995,,2104,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"289230,307578369","5043831,92919937","45,5342294112381","-73,6993485116066"
6064391,81-05508C,"Aut. 15, côté O, Entre Salaberry et Médéric Martin",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,Mur,1995,,2233,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"288646,660006681","5044182,95590767","45,5373747766532","-73,7068328475806"
6064392,81-05508D,"Aut. 15, côté Est / Entre Pt. Médéric Martin et De Salaberry",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,Mur,1995,,2584,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"288703,332972584","5044217,90946992","45,5376906114765","-73,706108341487"
6064393,81-05508E," Aut. 15, côté Est / Entre ter. Louisbourg et rue Dudemaine",,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,Mur,1995,,1616,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"289311,419825919","5043836,41552845","45,5342715883026","-73,6983101289313"
6064397,81-05508F,Autoroute Laurentides,,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",24 - Arrondissement Ahuntsic-Cartierville,Mur,1995,,4006,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,,,,"289643,150404669","5043548,1177491","45,5316846838536","-73,6940538744787"
6036873,81-05509,Boulevard Gouin Est,Bassin à l'Ouest de Trefflé-Berthiaume,,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Ponceau voûté en béton armé,2011,,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"302039,944958932","5059623,59607432","45,6764955136978","-73,5354281489919"
6041986,81-05511,Accès au Chemin de la Pointe-Nord Côté Sud,,,12 - Arrondissement Verdun,Mur,2008,,143,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"301388,982276629","5036956,61933815","45,472528030142","-73,5436257109064"
6036913,81-05512A,"Ch. de la Côte-de-Liesse, dir. Est",Montée de Liesse,P.I. Montée de Liesse / Aut. 520,15 - Arrondissement Saint-Laurent,Portique en béton armé,2013,226,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"288940,625607473","5037481,10999069","45,4770758600982","-73,702852114031"
6036919,81-05512B,"Ch. de la Côte-de-Liesse, dir. Ouest",Montée de Liesse,P.I. Montée de Liesse / Aut. 520,15 - Arrondissement Saint-Laurent,Portique en béton armé,2013,226,,18-CL625,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"288915,036262018","5037503,59544428","45,4772776118217","-73,7031801441305"
6075162,81-05513,Est de la rue Barr,Aut. 520 direction Est,,15 - Arrondissement Saint-Laurent,"Pont de type Pony-Warren, en acier",2016,176,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"99,86",4,2016-12-16,"289689,593514848","5038295,75278801","45,4844229638903","-73,6932974293499"
6075161,81-05515,Est de la rue Isabey,Autoroute 520 direction Est,,15 - Arrondissement Saint-Laurent,"Pont de type Pony-Warren, en acier",2016,174,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville Montréal - Municipalité,Inspections annuelle et générale par la Ville Montréal,"99,92",4,2016-11-04,"290622,96676069","5039075,26498784","45,4914569141423","-73,6813799761829"
6070741,81-05516,Prolongement de la rue Lapierre,Canal de l'aqueduc,,18 - Arrondissement LaSalle,Pont à poutres en acier,2016,400,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,100,4,2016-07-20,"296794,074078027","5032707,21037341","45,4342521859651","-73,6023237224452"
6036933,81-05517,Entre Rue des Andes et Rue des Outardes,Lac E,,15 - Arrondissement Saint-Laurent,"Pont de type Pony-Warren, en acier",2013,98,,98-Autre,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,,,,"287938,528851231","5041298,16282692","45,5113996723529","-73,7158006642909"
6039414,81-05524,boulevard Saint-Joseph,,,17 - Arrondissement Lachine,Mur,1951,,139,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"58,83",3,2015-07-30,"290037,835872353","5032593,93485652","45,4331228839497","-73,6886714290502"
6039415,81-05525,rue Richmond,,,17 - Arrondissement Lachine,Mur,1987,,2263,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2015-11-26,"293660,035404662","5033985,85443975","45,4457151617309","-73,6424086987931"
6039416,81-05526,Chemin du pavillon des activités nautiques,Lac de l'île Notre-Dame,,20 - Arrondissement Ville-Marie,Pont acier-bois,1970,20,,99-Inconnu,Aucun affichage,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,75,4,2015-04-29,"302770,911928072","5040036,78780679","45,5002501723538","-73,5259640514722"
6039430,81-05527A,boulevard Marcel-Laurin,,"P.I. Marcel-Laurin / CN, au Nord de l'aut. 40",15 - Arrondissement Saint-Laurent,Mur,1966,,330,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"90,53",4,2015-10-28,"291485,540782704","5040375,61014311","45,503174929217","-73,6703795990097"
6039428,81-05527B,boulevard Marcel-Laurin,,"P.I. Marcel-Laurin / CN, au Nord de l'aut. 40",15 - Arrondissement Saint-Laurent,Mur,1966,,279,,,Actif Ville de Montréal,Ville de Montréal,Inspections annuelle et générale par la Ville Montréal,"98,57",4,2015-10-28,"291425,933294603","5040397,7306909","45,5033728382798","-73,6711429709378"
6082732,81-05532A,Bretelle sortie 58 autoroute du Souvenir,,,17 - Arrondissement Lachine,Mur,2007,,601,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-26,"287475,532872391","5034272,61077068","45,4481695991235","-73,7214784300084"
6082734,81-05532B,Autoroute du Souvenir,,,17 - Arrondissement Lachine,Mur,2007,,1500,,,Actif Ville de Montréal,Ville de Montréal - MTQ,Inspections annuelle et générale par la Ville Montréal,100,4,2016-09-26,"288556,628539411","5034247,56299123","45,4479701693757","-73,7076568179579"
