quest,q2b,q2c,q33,q4,q4a,q4c,q4d,q4e,q4f,q4g,q5a,q5b,q5c,q5d,q5e,q5f,q5g,q6a,q6b,q6c,q6d,q6e,q6f,q6g,q6h,q7a,q7b,q7c,q7d,q7e,q7f,q8a,q8b,q8c,q8d,q8e,q9a,q9b,q9c,q9d,q9e,q9f,q9g,q9h,q9i,q9j,q10,q11,q12a,q12b,q12c,q12d,q12e,q12f,q12g,q12h,q13a,q13b,q13c,q13d,q14,q15,q16,q17b,q17a,q18,q19a,q19b,q19c,q19d,q19e,q19f,q20,q21_m1,q21_m2,q21_m3,q21_m4,q21_m5,q21_m6,q21_m7,q21_m8,q21_m9,q21_m10,q22,q24,q25_m1,q25_m2,q25_m3,q25_m4,q25_m5,q26,q27_m1,q27_m2,q27_m3,q28,q29a,q29b,q29c,q29d,q29e,q29f,q29g,q29h,q30,q31,q34,q35,q36,q36b,q36c,q37,pondm 
7091,H4L,"5,00","6,00","1,00","2,00","2,00","3,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","2,00","3,00","3,00","3,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","98,00","2,00","2,00","3,00","2,00","2,00","2,00","1,00","2,00","2,00","3,00","2,00","9,00","2,00","1,00","2,00","99,00","99,00","9,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","2,00","1,00","5,00","2,00","2,00","0,50"
7106,H2L,"15,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","1,00","3,00","4,00","1,00","1,00","1,00","1,00","1,00","4,00","4,00","1,00","3,00","1,00","1,00","1,00","1,00","1,00","3,00","9,00","2,00","1,00","1,00","2,00","1,00","1,00","9,00","2,00","1,00","1,00","1,00","2,00","97,00","1,00","1,00","2,00","2,00","9,00","2,00","2,00","1,00","2,00","3,00","1,00","3,00","3,00","2,00","2,00","23,00","97,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","2,00","4,00","1,00","97,00","2,00","0,73"
7120,H3W,"18,00","5,00","1,00","4,00","2,00","2,00","2,00","4,00","3,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","3,00","3,00","3,00","3,00","3,00","2,00","3,00","2,00","2,00","3,00","3,00","3,00","3,00","2,00","2,00","3,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","4,00","2,00","4,00","9,00","3,00","3,00","3,00","2,00","2,00","3,00","3,00","3,00","3,00","3,00","3,00","3,00","99,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","1,00","12,00",,,,"1,00","1,00",,,"4,00","3,00","3,00","3,00","3,00","2,00","2,00","3,00","2,00","3,00","3,00","4,00","1,00","4,00","7,00","1,00","1,00","0,74"
7123,H3E,"3,00","6,00","1,00","1,00","1,00","1,00","1,00","3,00","2,00","4,00","3,00","4,00","4,00","4,00","4,00","9,00","4,00","4,00","3,00","1,00","9,00","9,00","3,00","9,00","9,00","9,00","1,00","9,00","9,00","4,00","2,00","4,00","4,00","2,00","2,00","2,00","3,00","4,00","2,00","1,00","4,00","9,00","2,00","9,00","9,00","2,00","3,00","2,00","3,00","2,00","2,00","1,00","3,00","3,00","2,00","4,00","3,00","9,00","3,00","2,00","2,00","9,00","9,00","36,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","4,00","3,00","2,00","2,00","1,34"
7131,H1S,"17,00","6,00","1,00","2,00","3,00","2,00","2,00","3,00","2,00","1,00","1,00","1,00","3,00","2,00","2,00","2,00","3,00","3,00","3,00","2,00","3,00","3,00","2,00","2,00","2,00","1,00","2,00","3,00","2,00","3,00","1,00","3,00","4,00","4,00","2,00","2,00","2,00","3,00","2,00","1,00","2,00","1,00","2,00","2,00","3,00","2,00","12,00","2,00","3,00","3,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","4,00","2,00","2,00","2,00","97,00","97,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","2,00","4,00","3,00","1,00","1,00","0,58"
7144,H8Z,"16,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","3,00","3,00","4,00","3,00","3,00","4,00","4,00","4,00","1,00","2,00","2,00","2,00","1,00","3,00","1,00","2,00","3,00","9,00","3,00","1,00","1,00","1,00","3,00","9,00","1,00","3,00","9,00","9,00","2,00","3,00","4,00","9,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","9,00","9,00","2,00","2,00","2,00","3,00","2,00","3,00","3,00","2,00","2,00","8,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","2,00","4,00","1,00","9,00","1,00","1,06"
7145,H1K,"12,00","6,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","9,00","9,00","9,00","9,00","9,00","9,00","9,00","3,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","1,00","1,00","1,00","2,00","98,00","9,00","2,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","20,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","10,00",,,,,"10,00","1,00",,,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","3,00","3,00","1,00","2,00","0,86"
7146,H1T,"2,00","4,00","1,00","1,00","1,00","3,00","3,00","1,00","1,00","9,00","9,00","9,00","9,00","9,00","9,00","9,00","1,00","1,00","1,00","1,00","1,00","3,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","1,00","1,00","9,00","1,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","98,00","9,00","2,00","2,00","2,00","9,00","9,00","2,00","1,00","1,00","1,00","9,00","9,00","2,00","2,00","2,00","23,00","32,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","2,00","4,00","2,00","97,00","2,00","0,39"
7157,A9A,"8,00","3,00","1,00","4,00","3,00","1,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","4,00","4,00","1,00","4,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","3,00","2,00","3,00","2,00","3,00","2,00","2,00","1,00","1,00","3,00","1,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","4,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","3,00","3,00","2,00","2,00","2,00","1,00","5,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","1,00",,,,,"1,00","1,00",,,"2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","2,00","1,00","1,00","1,00","0,61"
7163,H1Y,"4,00","5,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","98,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","99,00","34,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","1,00","4,00","1,00","2,00","1,00","0,47"
7166,H1K,"14,00","4,00","1,00","2,00","3,00","2,00","4,00","4,00","2,00","2,00","2,00","2,00","3,00","3,00","4,00","1,00","4,00","4,00","4,00","3,00","2,00","4,00","2,00","3,00","2,00","2,00","1,00","3,00","1,00","1,00","1,00","2,00","2,00","4,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","98,00","1,00","4,00","3,00","1,00","2,00","3,00","1,00","2,00","2,00","3,00","3,00","4,00","3,00","2,00","2,00","14,00","13,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","2,00",,,,,"2,00","1,00",,,"4,00","4,00","2,00","9,00","9,00","2,00","4,00","2,00","2,00","4,00","4,00","2,00","1,00","4,00","1,00","1,00","1,00","1,64"
7179,H2R,"2,00","6,00","1,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","1,00","2,00","2,00","1,00","3,00","3,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","9,00","3,00","2,00","9,00","9,00","2,00","2,00","99,00","2,00","2,00","2,00","2,00","2,00","9,00","9,00","2,00","2,00","2,00","1,00","4,00","2,00","1,00","2,00","99,00","1,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","7,00",,,,,"7,00","1,00",,,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","2,00","1,00","1,00","1,00","3,00","3,00","1,00","1,00","0,55"
7180,H1K,"19,00","5,00","1,00","3,00","3,00","2,00","2,00","3,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","3,00","2,00","3,00","3,00","1,00","1,00","3,00","1,00","1,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","1,00","97,00","1,00","1,00","2,00","1,00","2,00","2,00","2,00","1,00","9,00","2,00","2,00","2,00","2,00","2,00","2,00","31,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","38,00","1,00",,,,"38,00","1,00",,,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","4,00","2,00","4,00","10,00","1,00","1,00","1,38"
7182,H1P,"2,00","3,00","1,00","2,00","2,00","1,00","2,00","1,00","3,00","2,00","1,00","2,00","2,00","1,00","1,00","2,00","3,00","4,00","3,00","2,00","3,00","3,00","2,00","2,00","1,00","2,00","1,00","3,00","9,00","2,00","1,00","2,00","2,00","2,00","4,00","1,00","2,00","2,00","2,00","1,00","3,00","1,00","2,00","2,00","2,00","2,00","6,00","2,00","3,00","3,00","2,00","4,00","2,00","1,00","2,00","2,00","3,00","3,00","4,00","3,00","2,00","2,00","10,00","97,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","2,00","3,00","1,00","97,00","2,00","1,28"
7183,H4G,"16,00","6,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","2,00","3,00","1,00","1,00","3,00","1,00","4,00","4,00","3,00","1,00","2,00","2,00","1,00","2,00","2,00","1,00","2,00","3,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","1,00","3,00","2,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","2,00","11,00","1,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","49,00","3,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","2,00","1,00","10,00",,,"10,00","1,00",,,"1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","2,00","2,00","1,00","1,00","4,00","3,00","1,00","2,00","0,43"
7187,H1S,"17,00","5,00","1,00","1,00","3,00","1,00","1,00","1,00","4,00","3,00","2,00","2,00","1,00","2,00","2,00","3,00","4,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","4,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","3,00","2,00","21,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","1,00","1,00","1,00","9,00","2,00","3,00","3,00","1,00","22,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","38,00",,,,,"38,00","1,00",,,"9,00","4,00","2,00","9,00","9,00","2,00","9,00","9,00","9,00","9,00","9,00","4,00","2,00","1,00","3,00","1,00","2,00","0,53"
7193,H4N,"16,00","6,00","1,00","2,00","1,00","3,00","3,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","3,00","2,00","2,00","2,00","2,00","1,00","2,00","2,00","2,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","21,00","2,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","23,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","1,00","3,00","1,00","2,00","0,43"
7199,H1X,"15,00","4,00","1,00","1,00","1,00","1,00","2,00","3,00","1,00","1,00","1,00","2,00","4,00","2,00","4,00","1,00","4,00","4,00","4,00","4,00","4,00","4,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","4,00","1,00","4,00","1,00","4,00","4,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","98,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","2,00","1,00","1,00","1,00","4,00","4,00","1,00","1,00","99,00","99,00","9,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","1,00","1,00","5,00","9,00","2,00","0,73"
7201,H2L,"14,00","6,00","1,00","2,00","3,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","2,00","2,00","1,00","4,00","3,00","3,00","3,00","3,00","3,00","4,00","4,00","1,00","1,00","2,00","3,00","2,00","2,00","3,00","2,00","3,00","2,00","3,00","3,00","3,00","2,00","2,00","2,00","2,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","3,00","3,00","2,00","2,00","9,00","11,00","1,00","1,00","3,00","2,00","3,00","2,00","3,00","2,00",,,,,,,,,,,,"1,00","99,00",,,,,"99,00","1,00",,,"4,00","2,00","3,00","3,00","2,00","2,00","3,00","3,00","2,00","2,00","4,00","1,00","1,00","2,00","3,00","1,00","2,00","0,85"
7202,H8N,"18,00","4,00","1,00","3,00","3,00","3,00","2,00","4,00","4,00","1,00","1,00","2,00","2,00","2,00","2,00","9,00","4,00","2,00","4,00","2,00","4,00","4,00","2,00","4,00","9,00","9,00","9,00","9,00","9,00","9,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","4,00","9,00","2,00","9,00","9,00","1,00","27,00","9,00","4,00","4,00","9,00","1,00","9,00","9,00","1,00","3,00","3,00","3,00","4,00","2,00","9,00","4,00","38,00","14,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","1,00","4,00","1,00","1,00","1,00","0,74"
7204,H4H,"5,00","4,00","1,00","1,00","2,00","3,00","2,00","3,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","3,00","2,00","2,00","2,00","3,00","2,00","1,00","1,00","1,00","2,00","4,00","1,00","2,00","2,00","2,00","2,00","3,00","3,00","1,00","1,00","1,00","1,00","2,00","1,00","2,00","1,00","1,00","1,00","2,00","6,00","1,00","2,00","2,00","1,00","1,00","3,00","1,00","1,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","5,00","14,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"3,00","2,00","3,00","1,00","1,00","1,00","1,10"
7219,H1H,"17,00","4,00","1,00","2,00","3,00","1,00","1,00","1,00","4,00","1,00","1,00","1,00","2,00","2,00","2,00","1,00","2,00","2,00","2,00","2,00","3,00","3,00","2,00","4,00","1,00","1,00","2,00","4,00","2,00","1,00","2,00","2,00","3,00","3,00","2,00","2,00","3,00","2,00","1,00","1,00","1,00","1,00","3,00","3,00","1,00","2,00","11,00","1,00","4,00","4,00","1,00","2,00","1,00","2,00","2,00","2,00","2,00","3,00","4,00","2,00","2,00","2,00","1,00","3,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","1,00","2,00",,,,"1,00","1,00",,,"1,00","1,00","2,00","2,00","2,00","1,00","2,00","2,00","1,00","2,00","1,00","2,00","1,00","3,00","5,00","1,00","2,00","0,53"
7222,H1R,"10,00","5,00","1,00","3,00","3,00","2,00","4,00","4,00","1,00","1,00","1,00","4,00","1,00","4,00","4,00","1,00","4,00","4,00","4,00","1,00","4,00","4,00","1,00","4,00","1,00","1,00","4,00","4,00","1,00","1,00","2,00","1,00","1,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","3,00","1,00","2,00","3,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","23,00","67,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","1,00",,,,,"1,00","1,00",,,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","1,00","4,00","1,00","1,00","2,00","0,64"
7230,A9A,"10,00","4,00","1,00","1,00","1,00","3,00","1,00","1,00","3,00","4,00","3,00","3,00","4,00","2,00","2,00","3,00","4,00","4,00","3,00","2,00","3,00","3,00","1,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","3,00","3,00","3,00","2,00","2,00","1,00","1,00","2,00","9,00","3,00","9,00","80,00","4,00","3,00","4,00","2,00","2,00","2,00","2,00","3,00","3,00","9,00","9,00","3,00","3,00","3,00","2,00","23,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","1,00","4,00","1,00","7,00","1,00","1,24"
7233,H2L,"5,00","2,00","1,00","2,00","2,00","4,00","1,00","3,00","1,00","4,00","1,00","4,00","4,00","2,00","4,00","3,00","2,00","1,00","1,00","4,00","1,00","1,00","1,00","3,00","1,00","3,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","3,00","1,00","3,00","3,00","9,00","1,00","1,00","3,00","1,00","1,00","4,00","1,00","1,00","98,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","1,00","1,00","1,00","4,00","1,00","2,00","2,00","2,00","13,00","97,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","3,00","4,00","97,00","1,00","1,40"
7242,H1K,"18,00","5,00","1,00","2,00","2,00","3,00","3,00","3,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","3,00","2,00","3,00","3,00","3,00","4,00","2,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","1,00","2,00","3,00","3,00","3,00","2,00","2,00","1,00","3,00","3,00","3,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","3,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","8,00","3,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","10,00",,,,,"10,00","5,00",,,"3,00","2,00","3,00","2,00","2,00","2,00","3,00","3,00","2,00","3,00","4,00","1,00","1,00","4,00","1,00","1,00","1,00","0,74"
7249,H2L,"2,00","6,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","2,00","2,00","3,00","2,00","2,00","3,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","99,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","3,00","2,00","1,00","1,00","23,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","1,00","4,00","3,00","1,00","2,00","0,30"
7253,H4N,"18,00","4,00","1,00","3,00","3,00","2,00","2,00","3,00","3,00","2,00","2,00","3,00","3,00","3,00","3,00","2,00","3,00","3,00","3,00","3,00","3,00","3,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","3,00","3,00","3,00","2,00","3,00","3,00","2,00","2,00","3,00","2,00","2,00","4,00","6,00","3,00","3,00","3,00","2,00","2,00","3,00","2,00","3,00","3,00","3,00","2,00","3,00","4,00","4,00","4,00","5,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","4,00",,,,,"4,00","1,00",,,"5,00","2,00","3,00","2,00","2,00","2,00","4,00","9,00","2,00","2,00","4,00","4,00","1,00","4,00","1,00","1,00","2,00","0,98"
7256,H1H,"15,00","6,00","1,00","1,00","3,00","3,00","4,00","1,00","9,00","1,00","1,00","1,00","3,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","1,00","9,00","9,00","1,00","1,00","1,00","1,00","1,00","9,00","9,00","3,00","9,00","1,00","1,00","1,00","1,00","1,00","9,00","9,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","2,00","2,00","3,00","1,00","1,00","0,82"
7257,H1V,"10,00","4,00","1,00","2,00","1,00","1,00","1,00","2,00","2,00","2,00","3,00","4,00","3,00","3,00","3,00","2,00","4,00","4,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","4,00","3,00","4,00","1,00","4,00","1,00","1,00","1,00","1,00","1,00","1,00","3,00","1,00","1,00","2,00","2,00","2,00","2,00","3,00","11,00","2,00","2,00","3,00","2,00","3,00","2,00","2,00","3,00","4,00","2,00","2,00","4,00","3,00","2,00","2,00","10,00","39,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"2,00","1,00","2,00","2,00","1,00","2,00","0,64"
7266,H8S,"9,00","4,00","1,00","1,00","1,00","3,00","1,00","4,00","2,00","4,00","1,00","3,00","1,00","4,00","4,00","1,00","2,00","2,00","4,00","3,00","2,00","4,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","9,00","3,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","16,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","21,00",,,,,"21,00","1,00",,,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","4,00","1,00","4,00","1,00","1,00","2,00","0,93"
7274,H1R,"4,00","6,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","9,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","2,00","9,00","9,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","99,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","23,00","20,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"1,00","2,00","3,00","3,00","1,00","1,00","0,44"
7276,H4R,"16,00","5,00","1,00","1,00","1,00","3,00","3,00","3,00","2,00","1,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","3,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","2,00","2,00","4,00","1,00","4,00","3,00","4,00","2,00","1,00","1,00","2,00","2,00","3,00","2,00","3,00","2,00","3,00","2,00","2,00","14,00","2,00","3,00","2,00","3,00","2,00","3,00","2,00","3,00","3,00","3,00","3,00","3,00","3,00","2,00","2,00","10,00","3,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","12,00","20,00","35,00",,,"35,00","1,00",,,"5,00","1,00","1,00","1,00","1,00","1,00","2,00","3,00","1,00","2,00","2,00","1,00","1,00","4,00","1,00","1,00","2,00","0,74"
7281,H3V,"15,00","5,00","1,00","2,00","1,00","2,00","1,00","3,00","9,00","3,00","2,00","3,00","3,00","3,00","3,00","1,00","3,00","3,00","2,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","9,00","2,00","2,00","9,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","9,00","2,00","3,00","3,00","3,00","2,00","3,00","2,00","3,00","3,00","1,00","17,00","2,00",,,,,,,,,,,,,,,,,,,"1,00","3,00",,,,,"3,00","1,00",,,"1,00","2,00","2,00","9,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","2,00","3,00","7,00","2,00","0,73"
7304,H2X,"3,00","2,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","3,00","1,00","1,00","1,00","1,00","3,00","3,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","2,00","1,00","2,00","2,00","1,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","1,00","3,00","1,00","2,00","1,00","1,00","1,00","9,00","1,00","1,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","13,00","8,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","1,00","4,00","4,00","1,00","1,00","3,49"
7310,H8P,"18,00","5,00","1,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00","1,00","2,00","2,00","1,00","2,00","1,00","9,00","9,00","2,00","1,00","1,00","2,00","2,00","1,00","1,00","1,00","2,00","2,00","1,00","2,00","1,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","1,00","2,00","9,00","9,00","2,00","2,00","1,00","2,00","6,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","2,00","3,00","72,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"3,00","1,00","4,00","1,00","1,00","2,00","0,98"
7317,H1R,"5,00","6,00","1,00","1,00","2,00","2,00","2,00","2,00","1,00","3,00","4,00","4,00","4,00","4,00","4,00","3,00","4,00","4,00","4,00","2,00","2,00","3,00","3,00","3,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","2,00","3,00","2,00","2,00","2,00","2,00","1,00","1,00","1,00","2,00","2,00","1,00","1,00","2,00","98,00","4,00","2,00","2,00","2,00","2,00","2,00","1,00","1,00","2,00","2,00","2,00","2,00","9,00","3,00","2,00","9,00","99,00","2,00",,,,,,,,,,,,,,,,,,,"2,00",,,,,,,,,,,,,,,,,,,,,"4,00","2,00","1,00","3,00","1,00","2,00","0,50"
