responseid,survc,lang,qa,qx,postal6,sexe,age,q9,q9_99_other,cible,q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q2_7,q3,q10_1,q10_2,q10_3,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q5,q5_7_other,q6,q7,q8,q8_7_other,POND,,
478,MW12000_112D,FR,7, ,g8a1s5,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,5,6,5,2,2,2,2,3,3,1, ,1,4,1, ,.662930071353912,,
479,MW12000_112D,FR,2, ,G1M3R4,1,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,7,7,7,1,3,3,3,3,9,4, ,2,3,2, ,1.7866575717926,,
480,MW12000_112D,FR,8, ,G6J1V6,2,3,1, ,1,2,2,2,2,3,4,3,3,2,2,2,8,3,5,4,4,4,4,4,4,2, ,1,4,1, ,.564269065856934,,
481,MW12000_112D,EN,2, ,G1H2P2,1,2,1, ,1,1,3,2,2,1,1,3,2,1,1,1,1,1,10,1,1,1,4,1,4,1, ,2,3,4, ,1.41344463825226,,
482,MW12000_112D,FR,7, ,G7X1T4,2,2,1, ,1,2,2,2,2,2,2,3,2,1,2,2,6,1,1,2,2,2,2,2,2,2, ,2,3,5, ,.382513821125031,,
483,MW12000_112D,FR,1,5,H8P1Z5,2,6,1, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,4,2,4,4,99, ,2,3,3, ,1.31018269062042,,
484,MW12000_112D,FR,5, ,J4K1V1,2,3,1, ,1,4,2,3,2,2,3,4,3,2,2,2,98,1,1,1,1,1,1,1,1,2, ,1,3,1, ,.770027279853821,,
485,MW12000_112D,FR,8, ,g6w0l3,2,2,1, ,1,2,3,3,2,2,3,2,2,1,1,2,5,98,6,2,2,2,2,2,3,4, ,2,3,1, ,.253619134426117,,
486,MW12000_112D,FR,4, ,J9h6x7,2,2,1, ,1,2,2,2,2,1,2,2,2,1,1,1,8,1,10,2,2,2,2,8,8,2, ,1,3,1, ,.781999945640564,,
487,MW12000_112D,FR,7, ,G7s3t4,2,6,1, ,1,1,2,2,2,2,3,3,2,1,1,2,7,98,7,2,2,2,2,2,2,7,Veuve,1,2,3, ,1.08833110332489,,
488,MW12000_112D,FR,2, ,99,2,4,1, ,1,2,2,3,2,2,2,2,2,2,2,2,5,1,3,2,2,2,2,2,2,4, ,2,3,1, ,.995234429836273,,
490,MW12000_112D,FR,1,5,h8p3g9,1,6,1, ,1,2,2,2,2,2,3,3,2,2,2,2,7,7,7,2,2,4,3,4,4,2, ,1,3,3, ,1.45497477054596,,
491,MW12000_112D,FR,6, ,j1n3s8,1,2,1, ,1,2,3,2,2,2,2,2,2,2,2,2,8,7,7,2,2,2,2,2,2,4, ,99,2,1, ,.500995397567749,,
492,MW12000_112D,FR,6, ,J1N0R1,1,2,1, ,1,1,3,2,2,2,2,2,2,2,2,2,8,8,8,2,2,2,4,2,4,2, ,2,3,2, ,.500995397567749,,
494,MW12000_112D,FR,1,16,h4c3e2,2,4,1, ,1,2,2,3,2,2,2,2,2,2,2,2,7,7,6,2,2,2,2,4,4,3, ,2,2,6, ,1.33144581317902,,
495,MW12000_112D,FR,3, ,H7R4Z1,2,5,1, ,1,2,2,2,2,2,2,2,2,1,1,2,9,10,9,2,2,2,2,2,2,1, ,1,2,1, ,.788402616977692,,
496,MW12000_112D,FR,1,8,H1G1P2,2,5,1, ,1,1,3,4,2,2,2,3,2,2,3,2,4,4,4,8,8,4,8,8,4,1, ,2,2,1, ,2.45168232917786,,
497,MW12000_112D,FR,3, ,h7s1y1,2,5,1, ,1,4,3,3,2,2,2,2,2,2,1,2,5,1,1,3,3,3,3,3,3,1, ,1,2,2, ,.788402616977692,,
498,MW12000_112D,FR,3, ,H7K0B7,1,5,1, ,1,2,1,1,1,1,1,1,1,1,1,1,10,10,10,2,2,2,2,2,3,1, ,1,4,1, ,.594921886920929,,
499,MW12000_112D,EN,1,18,H3C6N1,1,1,2, ,2,2,3,3,3,3,3,2,2,1,1,2,8,9,6,1,1,1,2,2,2,3, ,2,3,4, ,2.0784695148468,,
500,MW12000_112D,FR,1,16,H4E2Y4,2,3,2, ,2,2,2,2,2,2,2,2,3,2,2,2,6,5,4,2,2,4,2,4,4,1, ,1,2,2, ,3.47016358375549,,
501,MW12000_112D,FR,9, ,G8y5y6,1,2,1, ,1,2,1,1,1,1,1,2,1,1,1,1,10,7,9,1,1,1,1,1,1,2, ,1,3,1, ,.370421916246414,,
502,MW12000_112D,FR,1,8,H1G6L9,1,6,1, ,1,2,2,3,3,3,3,3,2,2,2,2,8,8,4,3,2,3,3,4,4,4, ,1,2,3, ,1.92673909664154,,
503,MW12000_112D,FR,9, ,G8Z3N8,2,6,1, ,1,2,2,2,1,2,2,2,2,1,1,2,7,5,7,2,2,2,2,2,3,4, ,2,4,3, ,.507809340953827,,
506,MW12000_112D,FR,9, ,G8T6L1,1,4,1, ,1,1,2,1,2,1,2,1,2,1,1,1,10,5,10,1,1,1,1,2,4,1, ,2,3,1, ,.316120088100433,,
508,MW12000_112D,FR,6, ,J1G3Z3,1,6,1, ,1,2,2,2,2,2,2,3,2,2,2,2,5,98,3,2,2,2,2,3,4,1, ,1,3,3, ,.235627964138985,,
509,MW12000_112D,FR,5, ,J4N1T4,2,6,1, ,1,2,2,1,2,2,1,2,1,1,1,2,10,10,10,1,1,1,1,1,1,4, ,1,2,3, ,.497556060552597,,
510,MW12000_112D,FR,3, ,H7a2n6,2,3,1, ,1,3,3,2,3,3,3,3,2,2,2,2,10,7,7,2,3,3,4,3,4,4, ,1,4,2, ,1.40095984935761,,
511,MW12000_112D,FR,5, ,j4j5c4,1,3,1, ,1,4,3,3,3,2,3,4,3,2,2,3,1,1,5,2,2,2,4,2,4,5, ,2,4,2, ,.591231763362885,,
512,MW12000_112D,FR,6, ,J1K1L7,2,1,1, ,1,2,2,2,1,1,1,1,1,1,1,2,10,10,9,2,2,3,2,2,4,4, ,2,3,1, ,.382609486579895,,
513,MW12000_112D,FR,1,7,H1V3J6,1,3,1, ,1,2,3,3,3,3,2,2,3,2,2,2,8,4,7,2,2,2,2,2,2,2, ,2,4,1, ,1.69761300086975,,
514,MW12000_112D,FR,6, ,J1L1B9,1,6,1, ,1,2,3,3,2,2,2,3,2,2,1,2,9,6,2,3,3,3,3,3,3,4, ,2,4,3, ,.235627964138985,,
515,MW12000_112D,EN,1,15,H1P2N4,1,4,2, ,2,2,2,2,3,2,2,3,2,2,2,2,8,8,9,3,2,3,2,3,4,5, ,1,3,1, ,1.78613042831421,,
516,MW12000_112D,FR,4, ,J8t1b3,1,6,1, ,1,1,4,2,2,2,3,2,2,2,2,2,10,10,10,8,8,8,8,8,8,1, ,1,3,3, ,.320790022611618,,
517,MW12000_112D,FR,8, ,g6z3j9,1,1,1, ,1,2,3,2,2,2,2,2,2,3,1,2,9,2,6,1,1,1,1,1,2,2, ,1,4,4, ,.731335639953613,,
518,MW12000_112D,FR,7, ,g7g5c3,2,2,1, ,1,1,1,2,2,2,2,2,2,1,2,1,7,7,1,2,2,3,2,4,4,4, ,2,3,2, ,.382513821125031,,
519,MW12000_112D,FR,7, ,g7x5k4,1,4,1, ,1,3,4,3,4,4,4,4,4,1,4,4,10,1,6,4,4,4,4,4,4,3, ,2,2,3, ,.322396665811539,,
520,MW12000_112D,FR,2, ,G1g6l6,1,2,1, ,1,2,3,2,2,2,3,2,3,2,2,3,1,1,4,3,3,3,3,3,4,1, ,2,4,1, ,1.41344463825226,,
521,MW12000_112D,FR,5, ,j3y0k5,1,6,1, ,1,2,3,2,2,2,2,2,2,2,2,2,3,1,8,2,2,2,2,3,3,4, ,1,4,3, ,.425261616706848,,
522,MW12000_112D,FR,2, ,G3K2H9,2,4,1, ,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,4,4,4,4,4,4,4, ,1,2,1, ,.995234429836273,,
523,MW12000_112D,FR,6, ,J1G3N3,2,3,1, ,1,2,3,3,4,4,4,4,4,4,3,3,1,10,1,3,2,1,2,3,4,2, ,1,2,5, ,.477792084217072,,
524,MW12000_112D,FR,7, ,g7x3z1,2,3,1, ,1,4,3,2,3,3,2,3,2,2,1,3,8,3,6,2,2,2,2,2,2,2, ,1,4,1, ,.471347510814667,,
525,MW12000_112D,FR,4, ,J8P0B9,1,5,1, ,1,2,3,4,3,3,3,3,3,2,2,3,7,8,4,3,3,3,3,3,3,1, ,1,2,3, ,.527850091457367,,
526,MW12000_112D,FR,7, ,G7H0B7,1,6,1, ,1,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,2,3,3,2,3,1, ,1,3,3, ,.399696797132492,,
527,MW12000_112D,FR,8, ,G6V6Y9,2,5,1, ,1,1,2,2,2,2,2,2,1,2,1,2,2,2,7,2,2,2,2,2,2,4, ,2,3,1, ,.546345055103302,,
528,MW12000_112D,FR,1,1,H2M1B5,1,4,1, ,1,2,3,4,3,3,3,4,3,2,2,3,8,1,10,1,1,2,2,2,2,4, ,1,4,7,Travailleur autonome,1.33944952487946,,
529,MW12000_112D,FR,1,2,h1k4r7,1,5,1, ,1,2,2,2,2,2,2,2,2,2,2,2,10,6,1,2,2,2,2,2,2,1, ,1,4,3, ,.914348542690277,,
530,MW12000_112D,FR,4, ,J8R2Y6,1,2,1, ,1,2,3,2,2,2,2,3,2,2,2,2,3,9,8,1,1,2,1,3,3,1, ,1,4,1, ,1.69064998626709,,
531,MW12000_112D,FR,7, ,G8a1c4,1,2,1, ,1,3,3,3,3,3,3,3,3,2,3,3,5,1,7,2,2,2,3,2,2,4, ,1,4,2, ,.337093740701675,,
532,MW12000_112D,FR,8, ,G6v6b5,2,3,1, ,1,3,3,3,3,3,2,3,2,2,1,2,10,98,10,2,2,2,2,2,2,2, ,1,2,5, ,.564269065856934,,
533,MW12000_112D,FR,7, ,G7H3G1,2,2,1, ,1,2,3,2,2,2,3,2,2,2,2,2,5,2,7,1,1,1,1,2,3,2, ,1,4,1, ,.382513821125031,,
534,MW12000_112D,FR,6, ,J1N1x9,2,4,1, ,1,3,3,2,3,2,3,3,3,2,2,3,8,1,10,2,2,2,2,2,2,7,Couple avec 3 jeunes adultes,1,2,6, ,.387236773967743,,
535,MW12000_112D,FR,4, ,j9h7j5,2,6,1, ,1,2,2,4,2,2,4,4,2,2,1,2,10,1,1,1,1,4,1,4,4,4, ,1,4,3, ,1.09650003910065,,
536,MW12000_112D,FR,8, ,G6W6R2,1,5,1, ,1,1,1,1,2,2,1,1,2,2,1,1,5,1,5,1,1,2,2,4,4,1, ,1,3,3, ,.517014980316162,,
537,MW12000_112D,FR,2, ,g1y1g7,1,6,1, ,1,3,3,2,3,3,3,3,3,2,2,3,5,2,3,1,1,2,1,1,4,4, ,1,4,3, ,1.99651908874512,,
538,MW12000_112D,FR,3, ,H7N1E7,1,3,1, ,1,2,2,2,2,2,2,2,2,1,1,2,98,98,98,1,1,1,1,1,1,2, ,2,2,1, ,.503046870231628,,
540,MW12000_112D,FR,1,7,h1n1p1,1,4,1, ,1,1,4,4,4,2,3,3,3,3,2,3,8,5,9,2,2,3,2,4,4,3, ,2,3,6, ,.846377789974213,,
541,MW12000_112D,FR,1,3,H3W1R3,1,1,1, ,1,3,2,2,2,3,2,3,2,2,2,2,7,1,5,1,1,1,2,1,2,2, ,2,3,4, ,1.30744457244873,,
542,MW12000_112D,FR,7, ,99,1,1,1, ,1,2,2,2,2,2,2,2,2,1,1,2,6,7,8,1,1,2,2,2,2,2, ,2,2,4, ,.60523647069931,,
544,MW12000_112D,FR,3, ,h7a2p8,1,3,1, ,1,3,3,4,2,3,2,2,3,2,2,2,10,5,8,1,1,2,2,4,4,2, ,1,3,1, ,.503046870231628,,
545,MW12000_112D,FR,4, ,J8R2V5,2,1,1, ,1,3,3,2,3,3,4,2,2,2,2,3,4,3,7,2,2,8,2,3,3,1, ,2,3,1, ,.68740713596344,,
546,MW12000_112D,FR,9, ,g9a4a2,1,3,1, ,1,2,2,2,2,2,2,2,2,2,2,2,8,1,7,2,2,2,2,2,4,3, ,2,4,1, ,.215202271938324,,
547,MW12000_112D,FR,1,13,H1T2M9,1,3,1, ,1,2,3,3,3,3,2,2,2,2,3,2,8,5,8,2,2,2,2,2,2,2, ,1,4,1, ,2.10038900375366,,
548,MW12000_112D,FR,2, ,G1X4V7,1,5,1, ,1,2,3,4,3,3,2,3,2,2,2,2,1,1,5,3,3,4,4,4,4,1, ,1,3,3, ,1.44697201251984,,
549,MW12000_112D,FR,1,7,H1l1h8,2,3,1, ,1,2,3,2,2,2,2,3,2,3,2,2,5,8,7,2,2,2,2,2,3,2, ,1,4,1, ,1.67558407783508,,
550,MW12000_112D,FR,1,19,H2r1w7,2,3,2, ,2,2,2,1,2,2,2,2,2,1,1,2,4,2,2,3,3,4,3,4,3,1, ,1,4,1, ,7.43001794815063,,
551,MW12000_112D,FR,2, ,G1r2h2,2,4,1, ,1,2,2,1,2,2,2,1,1,1,1,2,8,4,8,2,2,2,2,2,2,1, ,2,4,1, ,.995234429836273,,
552,MW12000_112D,FR,1,17,H4G2Y1,1,5,1, ,1,2,2,3,2,2,2,2,2,2,1,2,5,1,2,2,2,2,2,2,3,1, ,1,4,1, ,1.43017554283142,,
553,MW12000_112D,FR,9, ,g8y4x2,1,3,1, ,1,1,3,1,2,2,2,2,2,2,2,1,1,1,1,1,1,4,1,4,4,1, ,1,2,1, ,.215202271938324,,
554,MW12000_112D,FR,9, ,G9a2z6,2,3,1, ,1,2,3,3,3,3,3,3,4,4,3,3,98,1,9,4,3,4,4,4,4,1, ,1,3,1, ,.518891394138336,,
555,MW12000_112D,FR,7, ,g7x4a5,2,4,1, ,1,3,4,2,3,3,3,4,3,4,3,3,98,4,10,3,3,3,2,2,1,2, ,1,4,1, ,.662930071353912,,
556,MW12000_112D,FR,2, ,G1K2V1,1,2,1, ,1,3,2,4,2,2,2,2,1,1,1,2,9,10,9,1,1,1,1,1,1,1, ,1,3,4, ,1.41344463825226,,
557,MW12000_112D,FR,1,11,h2x2k6,1,2,1, ,1,2,2,3,3,2,3,3,3,2,2,2,4,1,3,3,3,4,4,3,3,4, ,2,2,1, ,.852733314037323,,
559,MW12000_112D,FR,1,18,H2L0A1,1,4,1, ,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4, ,1,3,1, ,.652058303356171,,
560,MW12000_112D,FR,5, ,99,2,6,1, ,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,2,2,2,2,2,2,7,veuve vivant seule,1,4,3, ,.497556060552597,,
561,MW12000_112D,FR,6, ,J1N0H7,1,5,1, ,1,2,4,2,3,2,2,2,2,1,1,2,8,9,8,2,2,2,2,2,2,1, ,1,4,1, ,.359161078929901,,
563,MW12000_112D,FR,1,19,H1Z1G3,2,1,1, ,1,2,2,2,2,2,2,2,2,2,1,2,98,1,4,3,3,3,3,8,1,2, ,2,1,5, ,1.85989880561829,,
564,MW12000_112D,FR,6, ,J1N2H8,2,5,1, ,1,2,2,2,2,2,2,3,2,1,1,2,6,6,7,2,2,2,2,2,2,7,veuve,1,2,3, ,.569298148155212,,
565,MW12000_112D,FR,7, ,g7g4j6,1,5,1, ,1,1,4,2,2,3,3,3,2,1,3,3,9,1,8,2,2,4,2,4,4,7,Divorcé,1,3,3, ,.419397115707397,,
566,MW12000_112D,FR,3, ,h7x3h7,2,1,1, ,1,2,2,2,2,1,2,2,2,1,1,2,4,1,6,1,1,1,1,3,4,7,Mère et fille adulte (vos choix sont vraiment mal définis...,1,3,4, ,.515024483203888,,
567,MW12000_112D,FR,1,15,H1S2E6,1,4,1, ,1,2,2,4,2,2,2,2,2,2,2,2,7,7,7,2,2,2,2,2,2,2, ,2,4,1, ,.634315192699432,,
568,MW12000_112D,FR,9, ,G8W2M8,2,4,1, ,1,2,2,2,2,3,2,3,2,2,2,2,98,98,8,8,8,8,8,4,4,2, ,1,3,1, ,.308151513338089,,
569,MW12000_112D,FR,4, ,J9J3V1,1,3,1, ,1,2,2,2,2,2,2,2,2,1,1,2,10,8,10,1,1,4,1,4,4,2, ,1,4,1, ,.602959096431732,,
570,MW12000_112D,FR,1,11,H2J2K3,2,6,1, ,1,3,4,4,4,4,4,4,4,3,3,4,3,1,3,2,2,3,2,3,2,1, ,1,4,3, ,.927065849304199,,
571,MW12000_112D,FR,7, ,G7g5h6,1,1,1, ,1,2,2,3,2,2,2,3,3,1,3,2,10,1,7,2,2,2,2,2,3,4, ,1,3,1, ,.60523647069931,,
572,MW12000_112D,FR,9, ,G8Z4E9,2,6,1, ,1,1,2,2,2,1,2,1,2,1,1,1,9,3,8,2,2,2,2,2,2,4, ,2,4,3, ,.507809340953827,,
573,MW12000_112D,FR,3, ,H7S2P2,2,6,1, ,1,2,3,3,2,2,2,2,2,2,2,2,5,2,3,2,2,3,3,3,3,1, ,2,2,3, ,1.03825962543488,,
574,MW12000_112D,EN,3, ,h7n1c5,2,4,3, ,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,3,2, ,2,4,1, ,2.05500626564026,,
575,MW12000_112D,FR,6, ,j1g4e8,1,5,1, ,1,2,3,2,3,3,3,3,3,3,3,3,9,9,9,2,2,2,2,3,3,1, ,1,4,3, ,.359161078929901,,
576,MW12000_112D,FR,7, ,G7h5t3,2,6,1, ,1,2,3,2,3,3,3,3,3,3,3,3,10,5,10,8,8,8,8,8,8,1, ,1,4,3, ,1.08833110332489,,
577,MW12000_112D,FR,1,12,H1A0A2,2,6,1, ,1,2,3,3,2,3,2,3,2,2,2,2,8,8,8,2,2,8,2,8,4,5, ,1,4,3, ,1.72723770141602,,
578,MW12000_112D,FR,1,13,H1y2t7,2,3,1, ,1,2,3,3,2,2,3,2,2,2,2,2,8,98,5,2,2,2,2,2,2,2, ,1,4,1, ,2.07312440872192,,
579,MW12000_112D,FR,7, ,99,2,1,1, ,1,2,1,1,2,2,2,1,1,1,1,2,3,98,10,1,1,1,1,1,2,1, ,2,2,1, ,.253914773464203,,
581,MW12000_112D,FR,1,7,h1m1c2,2,1,1, ,1,2,3,2,2,2,2,2,2,2,2,2,9,3,8,1,1,1,1,2,4,99, ,1,4,4, ,.787787616252899,,
582,MW12000_112D,FR,6, ,J1K2L3,2,6,2, ,2,2,4,2,2,2,2,3,2,1,2,2,10,10,10,4,4,4,4,4,4,1, ,1,4,3, ,.682291626930237,,
583,MW12000_112D,FR,8, ,g6w8j2,1,6,1, ,1,2,2,2,2,2,2,2,2,2,1,1,3,4,6,2,2,3,2,3,3,3, ,1,3,3, ,.302330136299133,,
584,MW12000_112D,FR,5, ,j3y9b6,1,4,1, ,1,2,2,2,2,2,2,2,2,2,2,1,10,5,10,1,1,1,2,8,8,1, ,1,3,3, ,.987214386463165,,
585,MW12000_112D,FR,4, ,J9J2R8,1,4,1, ,1,3,3,3,3,3,3,3,2,2,3,3,3,3,6,2,2,3,2,2,3,3, ,1,3,1, ,.652162432670593,,
586,MW12000_112D,FR,4, ,J9A1S8,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,3, ,1,3,1, ,1.6738201379776,,
587,MW12000_112D,FR,8, ,99,2,2,1, ,1,2,3,3,2,2,2,2,2,1,1,2,10,98,10,4,4,4,8,4,4,1, ,1,4,1, ,.253619134426117,,
588,MW12000_112D,EN,1,9,H3S2T5,2,2,3, ,2,2,2,1,2,2,2,2,2,2,2,2,1,1,5,1,1,1,1,1,3,5, ,2,2,4, ,4.26828575134277,,
589,MW12000_112D,FR,2, ,99,1,2,1, ,1,3,2,4,2,2,2,3,3,3,3,3,10,98,8,2,3,3,2,3,4,2, ,1,4,1, ,1.41344463825226,,
590,MW12000_112D,FR,9, ,G8Y5K1,2,4,1, ,1,2,2,2,2,2,2,2,2,2,1,2,8,5,9,2,2,8,2,8,8,3, ,1,4,1, ,.308151513338089,,
591,MW12000_112D,FR,1,2,H1K2X8,2,2,1, ,1,1,2,1,1,1,2,1,2,1,1,1,4,10,8,1,2,2,2,3,3,3, ,2,3,1, ,1.62551486492157,,
592,MW12000_112D,FR,1,2,H1K2X9,2,4,1, ,1,3,4,4,3,2,3,2,3,4,3,3,1,1,1,2,2,3,3,3,4,3, ,2,3,2, ,1.14075267314911,,
593,MW12000_112D,FR,1,9,99,1,1,1, ,1,2,2,2,2,3,2,2,2,2,2,2,4,5,2,2,2,2,2,3,3,1, ,2,3,4, ,1.26544165611267,,
594,MW12000_112D,FR,6, ,J1L3A2,2,3,1, ,1,2,2,2,1,2,2,1,1,1,2,1,8,4,10,2,2,2,2,2,3,4, ,1,3,1, ,.477792084217072,,
595,MW12000_112D,FR,6, ,j1g2v1,1,6,1, ,1,3,3,3,2,2,3,2,3,2,3,3,7,4,7,2,2,2,2,2,2,1, ,1,3,3, ,.235627964138985,,
596,MW12000_112D,FR,6, ,j1n0n5,2,4,1, ,1,3,2,2,3,3,2,4,3,3,3,3,7,7,7,2,2,4,2,3,4,2, ,1,4,1, ,.387236773967743,,
597,MW12000_112D,FR,3, ,H7S1B8,1,6,1, ,1,1,1,2,2,2,2,2,2,1,1,2,9,8,9,2,2,2,2,2,2,1, ,1,3,3, ,.8204625248909,,
598,MW12000_112D,FR,2, ,G2A1A7,1,6,1, ,1,1,2,2,2,2,2,2,2,1,2,2,7,1,7,2,3,2,3,2,2,4, ,1,4,3, ,1.99651908874512,,
599,MW12000_112D,FR,9, ,G9A5H7,2,4,1, ,1,2,2,2,2,2,2,2,2,2,2,2,9,98,9,2,2,2,2,2,4,3, ,1,4,2, ,.308151513338089,,
600,MW12000_112D,FR,5, ,J4v3m6,2,5,1, ,1,2,3,2,2,2,2,2,2,2,2,2,5,5,4,2,2,3,2,3,3,1, ,2,2,2, ,.63576602935791,,
601,MW12000_112D,FR,7, ,g7h3a1,1,3,1, ,1,3,3,3,2,2,2,4,3,2,3,2,10,1,9,4,4,4,4,4,4,2, ,1,4,1, ,.407764583826065,,
602,MW12000_112D,FR,7, ,g7h1y8,1,2,1, ,1,2,2,2,2,2,2,1,2,2,2,2,3,1,5,2,2,2,3,3,4,4, ,2,4,1, ,.337093740701675,,
603,MW12000_112D,FR,6, ,j1n3v1,1,6,1, ,1,2,2,3,2,2,2,2,2,2,2,2,7,1,5,2,2,2,2,2,2,1, ,1,2,3, ,.235627964138985,,
604,MW12000_112D,EN,1,1,H2B2J8,1,1,1, ,1,2,3,4,2,2,2,2,2,2,2,2,7,7,5,2,2,2,4,2,4,1, ,2,4,2, ,1.51626527309418,,
605,MW12000_112D,FR,1,12,H1c2j5,2,4,1, ,1,3,3,4,2,2,2,3,2,2,2,2,3,9,8,2,2,2,2,3,4,2, ,1,4,1, ,1.76744449138641,,
606,MW12000_112D,FR,6, ,99,1,6,1, ,1,3,3,2,3,2,3,3,3,2,2,3,8,9,7,2,2,2,2,2,2,1, ,1,4,3, ,.235627964138985,,
607,MW12000_112D,FR,1,19,H3N1Y6,1,1,1, ,1,2,2,3,3,3,3,3,3,2,2,2,6,4,10,2,2,2,2,2,3,4, ,2,2,1, ,2.26200222969055,,
608,MW12000_112D,FR,6, ,J1N0T1,1,4,1, ,1,2,1,1,3,2,3,3,3,2,2,2,9,5,10,2,2,2,2,2,2,2, ,1,3,1, ,.502139210700989,,
609,MW12000_112D,FR,6, ,J1L2M9,1,4,1, ,1,3,3,3,3,2,3,4,3,3,3,3,1,1,1,4,4,4,4,4,4,3, ,2,2,1, ,.502139210700989,,
610,MW12000_112D,FR,8, ,G6X1L9,2,5,1, ,1,2,2,2,2,2,2,2,2,1,3,2,9,1,6,8,2,8,2,4,4,1, ,1,2,1, ,.546345055103302,,
611,MW12000_112D,FR,1,12,H1a5n1,1,3,1, ,1,1,2,4,2,3,3,2,2,2,2,2,10,1,10,1,1,1,1,1,4,4, ,1,4,1, ,2.48486113548279,,
612,MW12000_112D,FR,4, ,J8L0B3,1,6,1, ,1,1,1,2,2,3,2,2,2,1,2,1,6,6,6,1,2,1,2,1,1,1, ,1,3,3, ,.320790022611618,,
613,MW12000_112D,FR,5, ,J3y8g7,1,3,1, ,1,2,2,2,2,2,2,2,2,2,2,2,6,6,7,2,2,2,2,2,2,2, ,1,4,1, ,.591231763362885,,
614,MW12000_112D,FR,7, ,G6A2J1,1,5,1, ,1,2,3,2,3,2,2,2,2,2,2,2,4,1,7,1,1,2,1,3,2,1, ,1,3,1, ,.419397115707397,,
615,MW12000_112D,FR,1,12,H1a5r4,1,3,1, ,1,2,3,3,3,2,3,3,2,2,4,3,2,3,2,3,3,3,3,3,3,1, ,1,3,1, ,2.48486113548279,,
616,MW12000_112D,EN,5, ,J4V3E5,1,1,1, ,1,4,3,3,4,2,4,3,3,1,1,3,4,98,1,1,3,1,4,1,1,4, ,2,4,1, ,.582456529140472,,
617,MW12000_112D,FR,1,12,h1b5s5,2,2,1, ,1,2,3,4,2,2,2,2,2,3,3,2,8,1,8,2,2,3,2,3,4,4, ,1,4,1, ,2.51851987838745,,
618,MW12000_112D,FR,7, ,G7X9T3,2,2,1, ,1,2,2,1,2,2,2,2,2,1,1,2,6,7,7,1,2,2,1,2,3,2, ,1,3,1, ,.382513821125031,,
619,MW12000_112D,FR,1,11,H2K 3Z,2,3,1, ,1,3,4,4,3,3,3,4,3,3,3,4,10,10,10,4,4,4,3,4,4,2, ,1,99,5, ,1.31639957427979,,
620,MW12000_112D,FR,3, ,h7e4p2,1,6,1, ,1,2,2,2,2,2,2,2,2,2,2,2,98,98,99,2,2,9,2,9,9,1, ,1,4,3, ,.8204625248909,,
621,MW12000_112D,FR,6, ,J1E1S3,1,1,1, ,1,2,1,3,2,2,2,1,1,1,1,2,10,6,5,1,1,1,1,1,1,4, ,2,2,1, ,1.0263923406601,,
622,MW12000_112D,FR,2, ,G3K2E8,1,3,1, ,1,3,2,2,2,2,2,3,2,2,1,2,9,1,7,1,1,3,1,4,4,2, ,1,3,1, ,1.25286614894867,,
623,MW12000_112D,FR,4, ,j8y2c7,1,3,1, ,1,1,2,2,2,1,1,2,1,2,1,1,3,8,8,2,2,2,2,2,2,4, ,1,4,1, ,.602959096431732,,
624,MW12000_112D,FR,3, ,h7e1z4,1,6,1, ,1,2,2,2,2,2,2,2,2,1,2,2,8,3,5,2,2,2,2,3,3,4, ,1,3,3, ,.8204625248909,,
627,MW12000_112D,FR,2, ,g1j4h1,1,4,1, ,1,4,3,3,3,3,3,4,2,2,2,3,10,5,9,2,2,3,2,2,4,3, ,2,99,1, ,1.7866575717926,,
628,MW12000_112D,FR,9, ,g8t2z2,2,3,1, ,1,2,2,2,2,2,2,2,2,2,2,2,7,1,7,2,2,2,2,2,2,2, ,1,4,1, ,.518891394138336,,
629,MW12000_112D,FR,8, ,g7a4g8,1,5,1, ,1,3,2,4,2,2,2,2,2,1,2,2,10,10,10,2,2,2,2,2,2,1, ,1,3,3, ,.517014980316162,,
630,MW12000_112D,FR,3, ,H7R4L2,1,4,1, ,1,3,2,2,3,3,3,3,3,3,3,3,7,8,8,3,3,4,3,4,4,1, ,1,3,99, ,.784232974052429,,
631,MW12000_112D,FR,5, ,j4m1r6,1,2,1, ,1,2,2,2,2,2,2,3,2,2,2,2,6,5,5,1,1,2,2,3,3,2, ,1,4,1, ,1.11950123310089,,
632,MW12000_112D,FR,3, ,H7Y2A4,1,3,1, ,1,3,2,4,3,3,3,3,3,2,2,3,10,1,1,2,2,4,3,4,4,99, ,1,4,1, ,.503046870231628,,
633,MW12000_112D,FR,1,2,H1K2X9,2,3,1, ,1,2,4,2,3,3,3,3,3,3,4,3,10,8,7,2,2,2,8,8,4,4, ,2,3,99, ,1.58298254013062,,
