caseid,mode,q1a,q1b,q2,age5,q3a,q3b,classc,q4,q4t,q4a,q5,qquot_m1,qquot_m2,qquot_m3,q6,q7,q7t_m1,q7t_m2,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,nbq10,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,nbq11,q12,q13,q14a,q14b,q14c,q14d,q14e,q14f,q14g,q14h,q14i,nbq14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,nbq15,q16,q17,q18,q19,q20,q21,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q22h,q22i,q22j,q22k,q22k_o,nbq22,q23a,q23b,q23c,q25a,q25b,q25c,q25d,q25e,q25f,q26a,q26b,q26c,q26d,q26e,q26f,q26g,q27a,q27b,q27c,q27d,q27e,q27f,nbq27,q28a,q28b,q28c,q28d,q28e,q28f,nbq28,q29,q30,q31,q32,q3132_m1,q3132_m2,q3132_m3,q33,q34,q35,poids
88964,2,1,5,5,4,2,3,3,1,2,,4,2,6,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,3,4,4,4,3,2,3,1,3,2,3,3,2,1,2,1,1,2,3,,2,,2,2,,0,2,4,1,1,1,2,3,2,2,5,"1,05883324146271"
88965,1,1,9,2,1,2,3,3,2,3,,3,2,3,5,3,5,6,11,3,2,2,2,2,2,2,2,0,2,2,2,2,1,1,2,1,2,3,1,1,2,1,2,2,1,2,1,2,1,4,1,1,1,1,1,2,2,2,2,4,3,1,2,2,99,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,4,3,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,1,1,1,2,3,2,2,4,"0,437513142824173"
88966,1,1,14,6,5,2,3,3,1,2,,4,2,6,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,3,3,3,2,2,2,2,2,2,2,2,1,1,9,,2,3,3,3,3,2,5,5,5,2,3,3,3,2,3,3,2,1,2,2,1,2,2,2,1,,,2,,,1,2,2,,2,4,,,2,2,1,"1,40887928009033"
88967,2,1,17,2,1,2,2,3,1,2,,4,2,6,,3,1,2,11,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,3,2,2,1,9,1,1,1,1,1,2,3,1,3,3,1,99,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,4,4,4,4,5,4,3,9,2,2,9,9,3,2,2,2,2,2,2,0,,,,,,,0,1,3,1,1,1,2,3,2,2,2,"1,088751912117"
88970,2,1,1,4,3,2,3,3,1,2,,4,2,6,,4,2,3,10,3,2,9,2,2,2,1,9,1,2,2,9,1,1,9,1,2,2,3,1,1,2,2,9,9,2,9,9,2,2,0,1,1,9,9,2,9,9,1,1,1,3,4,3,2,3,3,9,9,9,2,9,2,2,2,2,9,2,,0,4,3,3,3,3,3,2,3,4,2,9,3,3,3,3,3,1,1,1,1,9,2,4,2,2,2,2,,,0,1,4,99,1,1,3,,2,2,4,"1,01189756393433"
88971,2,1,12,3,2,2,3,3,1,2,,4,2,6,,5,2,3,10,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,3,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,,,,,,,0,1,4,20,2,4,,,2,2,4,"0,684931457042694"
88972,1,1,4,2,1,2,3,3,1,2,,4,2,6,,1,,1,11,0,2,1,2,2,1,9,2,2,2,2,2,2,2,2,2,2,1,1,4,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,9,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,9,9,9,4,4,3,4,4,3,9,9,9,9,9,9,9,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,3,1,2,1,2,,2,2,3,"0,724472463130951"
88973,2,1,15,1,1,2,3,3,1,2,,2,2,6,,4,4,5,10,4,2,2,9,2,2,2,2,0,2,2,2,2,1,1,2,2,2,2,6,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,9,9,9,1,9,0,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,3,3,4,3,5,3,3,1,3,1,3,3,3,2,2,1,1,1,1,1,5,,2,2,2,2,2,0,2,3,1,2,1,2,,1,2,3,"0,461611568927765"
88974,2,1,10,3,2,2,3,3,1,2,,4,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,1,,,,2,,,0,1,4,1,2,1,2,,2,2,4,"0,950925588607788"
88976,1,1,18,3,2,2,3,3,2,3,,4,2,6,,4,2,3,10,2,2,1,2,2,2,1,1,3,2,2,1,1,1,1,2,2,2,4,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,,1,2,4,4,5,5,2,4,5,4,1,2,1,2,1,1,2,1,1,1,1,1,2,5,2,1,1,1,1,,4,1,4,1,1,1,2,3,2,2,2,"0,668143093585968"
88977,1,1,17,3,2,2,3,3,1,2,,2,2,6,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,1,2,6,2,2,2,2,2,2,2,2,2,9,1,4,3,1,1,3,1,1,1,1,2,2,1,2,1,1,2,,7,2,3,3,4,3,5,4,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,1,1,1,2,3,1,2,5,"0,661549210548401"
88979,2,1,18,5,4,2,3,3,1,2,,2,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,1,4,2,2,2,3,9,1,1,9,1,9,1,9,1,1,1,99,6,1,4,9,4,5,4,5,5,4,2,3,1,1,3,3,1,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,4,4,2,4,,,1,2,7,"0,602100491523743"
88981,2,1,3,3,2,2,3,3,99,5,,1,2,3,4,2,3,4,10,2,2,1,1,2,2,1,2,3,1,2,1,1,1,1,1,1,2,7,1,1,1,2,2,1,1,1,1,2,1,6,1,1,1,1,1,1,1,1,1,0,3,1,2,3,4,3,1,1,1,2,2,2,2,2,1,1,2,,5,4,3,1,3,5,4,5,5,4,2,2,2,3,3,3,3,1,2,1,2,2,1,3,2,,1,,,2,1,2,4,17,2,4,,,1,1,2,"0,756288290023804"
88982,2,1,18,2,1,2,3,3,3,4,4,2,2,7,8,2,1,2,11,2,2,2,2,2,1,1,1,3,2,2,2,2,1,1,1,2,1,4,1,2,,,,,,,,,,,,,,,,,,,,,3,3,4,4,3,4,1,1,1,1,1,1,2,2,1,1,2,,8,1,1,1,1,1,1,1,1,1,3,3,3,2,3,3,1,2,2,2,2,2,2,0,,,,,,,0,1,4,1,2,1,2,,2,1,7,"1,20118713378906"
88983,1,1,17,5,4,2,3,3,2,3,,3,2,3,5,1,,1,11,3,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,9,1,9,1,1,0,3,2,2,3,3,99,2,2,1,2,2,2,2,2,2,2,2,,1,4,4,4,3,3,9,3,3,3,3,3,2,2,3,3,3,1,1,2,1,1,1,5,1,2,,2,2,1,2,2,3,1,1,1,2,3,1,2,3,"0,545739471912384"
88984,2,1,15,1,1,1,3,2,,1,,,1,,,2,1,2,11,3,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,6,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,0,1,4,2,1,1,3,2,1,1,1,1,2,2,2,1,2,2,,5,4,4,3,5,5,5,5,5,5,1,1,1,2,1,3,3,1,2,1,1,1,1,5,1,,2,1,1,1,4,2,3,,,,,,2,2,4,"1,93485152721405"
88985,2,1,6,2,1,2,3,3,3,4,4,1,2,7,8,1,,1,11,0,2,2,2,2,2,2,2,0,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,4,3,3,4,3,3,3,3,2,3,3,3,3,3,9,9,9,9,9,9,0,,,,,,,0,2,4,4,2,4,,,2,2,3,"0,387753188610077"
88986,2,1,6,5,4,2,3,3,1,2,,4,2,6,,1,,1,11,0,2,2,2,2,2,2,2,0,2,2,2,1,1,2,1,1,2,4,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,99,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,3,4,4,4,4,5,3,3,3,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,1,2,,1,1,3,,2,1,3,"3,09816288948059"
88987,2,1,1,4,3,2,3,3,1,2,,4,2,6,,2,97,8,,99,2,2,2,2,2,1,2,1,9,9,9,9,9,9,9,9,9,0,99,9,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,,0,5,5,5,4,4,4,4,4,4,2,2,1,2,1,2,2,1,2,1,1,1,9,4,2,,2,2,2,,0,1,3,4,2,4,,,2,1,3,"1,48687815666199"
88988,1,1,17,5,4,2,3,3,1,2,,2,2,6,,1,,1,11,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,4,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,9,,0,4,5,9,3,4,5,5,3,5,2,1,1,2,3,3,3,2,1,1,2,2,2,2,,2,2,,,,0,2,4,4,1,1,3,,2,2,3,"0,553039908409119"
88992,1,1,1,3,2,2,3,3,2,3,,4,2,6,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,2,3,3,99,2,2,1,2,2,2,2,2,2,2,2,1,2,,2,5,5,5,4,4,4,4,3,3,3,3,2,3,3,3,3,1,1,2,2,1,2,3,2,2,,,2,,0,2,4,1,1,1,2,3,2,2,2,"1,00688183307648"
88994,1,1,9,4,3,2,3,3,1,2,,2,2,6,,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,9,1,1,1,2,9,1,3,4,2,2,2,2,2,1,1,9,1,2,2,2,1,1,2,,5,3,4,4,5,5,5,4,5,4,2,1,1,2,2,3,2,1,1,1,1,2,2,4,2,2,2,2,,,0,1,4,4,2,4,,,1,2,5,"0,564247310161591"
88995,2,1,10,3,2,2,3,3,1,2,,2,2,6,,4,2,3,10,2,2,2,2,2,2,2,1,1,2,2,1,1,1,9,2,9,2,3,2,1,2,1,1,2,9,9,9,9,9,2,2,2,1,1,2,1,1,1,1,3,2,4,3,2,3,2,2,2,1,9,9,2,2,2,2,9,9,,1,4,4,9,3,5,3,5,5,4,2,2,2,1,3,3,3,2,2,2,2,2,1,1,,,,,,2,0,2,3,1,1,1,2,3,2,2,4,"0,456211298704147"
88996,2,1,2,1,1,2,3,3,2,3,,2,2,6,,7,4,5,10,4,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,3,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,5,5,5,5,5,5,2,1,1,2,2,1,1,9,9,2,9,9,9,0,,,,,,,0,2,2,,1,1,3,,1,2,1,"1,63027381896973"
89000,2,1,17,2,1,2,3,3,3,4,4,1,2,7,8,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,9,0,1,1,1,1,1,1,1,1,1,0,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,3,3,5,4,5,4,3,3,2,2,3,3,3,2,1,2,2,2,1,2,,2,,,,2,0,1,4,4,2,4,,,2,2,4,"1,10331559181213"
89001,1,1,13,2,1,2,3,3,2,3,,3,2,3,5,1,,1,11,3,2,1,1,2,1,2,2,3,1,2,2,1,1,1,1,2,1,6,1,1,2,1,2,2,2,2,2,2,1,2,2,9,1,1,9,1,1,2,9,2,1,2,3,99,2,2,2,9,1,2,2,2,2,1,1,2,9,,3,9,9,9,5,5,5,5,5,5,2,3,1,3,3,3,3,1,1,1,1,1,2,5,2,1,2,1,2,,2,2,4,17,1,1,3,,1,2,2,"0,592316627502441"
89002,1,1,12,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,,2,4,4,9,4,4,4,4,5,4,2,3,3,2,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,3,4,2,4,,,2,2,2,"0,363539963960648"
89003,1,1,7,4,3,2,3,3,1,2,,4,2,6,,3,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,4,3,5,5,3,5,1,2,1,2,3,3,3,2,2,2,1,2,1,2,,,,2,,2,0,2,4,18,2,4,,,2,2,6,"0,40513151884079"
89004,1,1,9,2,1,2,3,3,1,2,,3,2,3,5,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,9,1,1,0,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,4,3,4,4,4,2,3,2,3,1,3,3,1,1,1,1,2,2,4,2,2,2,2,,,0,2,4,1,1,1,2,3,2,2,7,"0,437513142824173"
89005,2,1,5,4,3,2,3,3,1,2,,4,2,6,,3,6,7,10,4,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,3,2,2,1,1,1,2,1,2,2,2,1,1,2,,6,3,4,3,5,5,5,5,5,5,2,3,3,3,3,2,2,1,1,2,2,2,2,2,2,2,,,,,0,2,4,1,1,1,2,3,1,2,6,"1,0582709312439"
89012,2,1,3,2,1,2,3,3,1,2,,2,2,6,,1,,1,11,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,9,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,3,4,3,3,4,2,2,2,3,3,2,3,2,1,1,1,2,2,3,,2,2,2,,,0,1,4,1,1,1,2,3,1,2,7,"1,87815284729004"
89013,1,1,3,2,1,2,3,3,2,3,,1,2,3,4,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,3,5,3,4,4,5,3,4,4,3,2,2,1,1,2,2,2,2,1,1,1,2,3,,,1,1,1,,3,1,4,1,1,1,2,3,1,2,2,"1,87815284729004"
89014,2,1,2,2,1,2,9,3,2,3,,3,2,3,5,5,6,7,10,3,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,7,4,1,1,9,2,2,2,1,2,2,1,3,1,1,1,9,9,9,9,9,9,0,3,1,3,99,99,99,9,9,9,9,9,9,9,9,9,9,9,,0,4,4,4,3,4,4,4,3,4,1,3,2,3,2,3,3,2,2,2,2,2,2,0,,,,,,,0,1,4,99,2,4,,,2,2,3,"0,836627840995789"
89017,1,1,12,2,1,2,3,3,1,2,,3,2,3,5,4,2,3,10,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,5,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,5,2,2,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,,1,3,4,5,1,3,4,2,4,5,2,3,2,3,3,3,3,2,2,1,1,2,2,2,,,1,2,,,1,2,4,11,1,1,3,,2,2,3,"0,386387348175049"
89018,2,1,18,1,1,2,3,3,1,2,,4,2,6,,4,4,5,10,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,6,2,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,4,4,9,4,3,5,2,3,4,1,2,1,3,1,3,3,2,1,1,1,2,2,3,,2,2,2,,,0,2,4,1,1,1,2,3,1,2,6,"0,376919031143188"
89019,2,1,9,2,1,2,3,3,3,4,4,1,2,7,8,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,1,2,4,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,1,2,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,9,4,9,3,5,5,4,3,3,1,3,3,3,3,2,1,2,2,2,1,2,,2,,,,2,0,2,3,4,1,1,3,,2,2,3,"0,431735426187515"
89021,2,1,15,2,1,1,3,2,,1,,,1,,,4,2,3,10,2,2,2,2,2,2,2,2,0,2,2,2,2,1,1,1,1,2,4,4,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,9,4,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,3,3,5,4,5,5,5,3,3,1,3,3,3,3,2,2,2,1,2,1,2,,,,2,,2,0,2,4,,,,,,1,2,4,"1,2066216468811"
89022,2,1,18,3,2,2,3,3,3,4,3,1,2,7,9,3,2,3,10,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,1,2,2,2,7,2,,,,,,,,,,,,,,,,,,,,,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,3,5,5,5,4,5,4,2,3,3,3,3,3,2,2,1,1,1,2,2,3,,1,1,1,,,3,2,4,1,1,1,2,3,1,2,99,"0,483691215515137"
89023,1,1,4,2,1,2,3,3,1,2,,3,2,3,5,4,2,3,10,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,3,4,5,4,4,5,3,4,2,2,2,2,3,3,2,1,1,2,1,2,1,4,2,2,,2,,2,0,2,4,4,2,4,,,2,2,7,"0,493041038513184"
89024,1,1,1,3,2,2,3,3,2,3,,1,2,3,4,4,2,3,10,1,2,2,2,2,2,2,1,1,9,2,2,2,1,1,1,2,2,3,6,1,1,1,9,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0,3,99,3,2,4,2,9,2,1,1,2,2,2,2,2,9,2,,2,5,4,4,5,3,5,3,5,4,3,3,2,3,3,2,3,1,1,2,1,1,1,5,2,2,,1,2,2,1,2,2,,1,1,3,,1,98,3,"4,19913673400879"
89025,2,1,13,2,1,2,3,3,2,3,,1,2,3,4,4,2,3,10,2,1,,,,,,,,,,,,,,,,,,7,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,9,2,8,3,1,1,3,2,3,2,2,2,2,1,2,2,2,1,2,2,,2,3,9,9,9,4,9,3,9,9,2,2,3,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,12,2,4,,,1,2,5,"0,397783935070038"
89026,2,1,14,4,3,2,3,3,1,2,,4,2,6,,2,3,4,10,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,2,4,2,1,3,2,1,9,9,2,2,2,1,2,2,1,2,,3,4,2,3,3,5,5,5,5,5,3,3,2,2,2,3,1,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,4,1,1,1,2,3,2,2,6,"0,255132615566254"
89033,2,1,6,2,1,2,3,3,3,4,4,1,2,7,8,1,,1,11,0,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,0,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,9,2,2,2,0,,,,,,,0,2,4,1,2,1,2,,1,2,4,"0,387753188610077"
89037,2,1,18,3,2,2,3,3,2,3,,1,2,3,4,2,1,2,11,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,4,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,3,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,,4,4,4,3,4,3,3,5,4,3,1,1,1,3,3,3,3,2,2,2,2,2,2,0,,,,,,,0,2,4,4,1,1,3,,2,2,4,"0,720239520072937"
89038,2,1,3,1,1,1,1,1,,1,,,1,,,2,1,2,11,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,4,6,1,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,1,1,2,1,5,1,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,,3,1,3,3,4,5,5,5,5,3,1,3,2,3,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,3,,,,,,2,1,2,"1,47265315055847"
89039,1,1,6,2,1,2,3,3,2,3,,1,2,3,4,2,1,2,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,4,4,3,2,3,3,3,3,2,1,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,1,4,4,2,4,,,2,1,3,"0,829868853092194"
89052,2,1,1,3,2,2,3,3,2,3,,3,2,3,5,2,1,2,11,1,1,,,,,,,,,,,,,,,,,,3,1,1,2,2,2,2,2,2,2,2,1,1,1,9,9,9,9,1,1,1,0,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,1,3,4,3,4,3,3,4,2,3,2,1,2,3,2,2,1,1,2,2,1,3,,2,1,,,2,1,2,1,,2,4,,,1,2,5,"6,25273418426514"
89054,2,1,18,3,2,2,3,3,2,3,,3,2,3,5,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,4,5,2,2,5,4,5,5,5,1,2,1,3,2,3,1,2,1,1,2,1,2,3,,2,2,,2,,0,2,4,4,2,4,,,2,2,6,"0,483691215515137"
89055,1,1,2,1,1,1,3,2,,1,,,1,,,5,4,5,10,3,2,1,2,2,1,1,1,4,2,2,1,1,1,1,1,1,1,7,6,1,2,2,2,1,1,1,1,1,1,6,2,2,2,2,2,2,1,1,1,6,3,2,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,,6,2,3,3,2,3,3,3,3,3,1,2,1,1,2,3,2,2,2,1,2,1,2,2,,,1,,2,,1,1,2,,,,,,1,2,1,"3,05280208587646"
89059,2,1,15,2,1,2,3,3,3,4,4,99,2,7,8,4,2,3,10,2,99,,,,,,,,,,,,,,,,,,4,1,1,1,2,1,1,1,1,2,2,6,2,2,2,2,2,2,2,2,2,9,3,99,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,,0,9,2,9,5,5,5,5,5,5,1,1,3,2,2,3,3,1,1,1,1,1,1,6,1,1,1,1,1,1,6,2,4,2,2,4,,,2,2,1,"0,467786937952042"
89065,2,1,12,2,1,2,3,3,2,3,,1,2,3,4,3,2,3,10,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,6,1,1,2,2,2,2,1,1,2,2,3,1,1,1,1,2,1,1,1,1,1,2,1,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,2,5,3,2,5,4,2,3,2,3,3,3,3,2,1,1,1,2,2,3,,2,1,1,,,2,1,4,11,1,1,3,,2,2,3,"0,826944828033447"
89113,1,1,19,6,5,1,1,1,,1,,,1,,,2,3,4,10,2,2,2,2,2,2,2,2,0,9,9,9,9,9,9,9,9,9,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,,0,5,5,5,5,5,5,5,5,5,2,3,3,2,2,3,3,1,1,1,2,2,1,4,2,2,2,,,2,0,1,3,,,,,,2,2,4,"0,26325711607933"
89204,1,1,12,7,5,2,3,3,1,2,,4,2,6,,2,1,2,11,1,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,5,4,9,9,5,1,1,1,3,1,3,3,1,2,1,2,2,2,2,2,,2,,,,0,1,4,1,1,1,2,3,2,2,2,"0,392505198717117"
89226,1,1,1,7,5,1,1,1,,1,,,1,,,1,,1,11,1,2,9,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,3,1,2,2,2,2,2,2,2,2,9,2,9,2,,0,4,5,1,5,5,5,5,5,5,3,3,3,3,3,3,3,1,1,2,2,2,2,2,2,2,,,,,0,97,4,,,,,,9,2,2,"0,230107858777046"
89318,1,1,10,6,5,2,3,3,1,2,,4,2,6,,1,,1,11,1,2,1,9,9,2,2,2,1,2,2,2,2,1,2,2,2,2,1,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,3,3,2,1,1,1,2,2,2,2,2,1,2,,4,3,4,3,3,9,4,2,2,5,2,2,3,2,2,3,2,1,1,1,1,2,1,5,2,1,1,2,,2,2,2,2,,1,1,3,,1,2,4,"2,1330931186676"
89514,1,1,18,2,1,2,3,3,1,2,,4,2,6,,2,1,2,11,1,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,9,2,2,2,,0,3,5,5,3,1,2,5,5,4,2,3,2,3,3,3,3,2,2,1,1,2,2,2,,,2,2,,,0,2,4,1,1,1,2,3,1,2,7,"0,561248600482941"
89531,1,1,10,6,5,2,3,3,2,3,,4,2,6,,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,3,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,1,4,9,5,5,5,9,5,5,1,2,1,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,3,7,2,4,,,2,2,4,"0,227634817361832"
89546,1,1,19,7,5,2,3,3,1,2,,4,2,6,,4,97,8,,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,3,5,2,4,4,1,1,2,1,1,3,3,1,2,1,1,1,1,5,2,,2,2,2,2,0,0,4,1,2,1,2,,1,2,5,"0,563173055648804"
