ï»¿OBJECTID,MUNICIPALITE,NO_CIVIQUE,ORIENTATION,NOM_VOIE,LIEN_VOIE,TYPE_VOIE,ADRESSE_COMPLETE 
14357,86042,1405,EST,PERREAULT,,RUE,1405 rue Perreault Est
14358,86042,496,,LORIMIER,DE,RUE,496 rue de Lorimier
14359,86042,495,,LORIMIER,DE,RUE,495 rue de Lorimier
14360,86042,502,,LORIMIER,DE,RUE,502 rue de Lorimier
14361,86042,500,,SOURIRE,DU,MONTEE,500 montÃ©e du Sourire
14362,86042,1427,,PARADIS,,RUE,1427 rue Paradis
14363,86042,554,,SOURIRE,DU,MONTEE,554 montÃ©e du Sourire
14364,86042,538,,SOURIRE,DU,MONTEE,538 montÃ©e du Sourire
14365,86042,1411,,VEZINA,,RUE,1411 rue VÃ©zina
14366,86042,532,,SOURIRE,DU,MONTEE,532 montÃ©e du Sourire
14367,86042,1431,,VEZINA,,RUE,1431 rue VÃ©zina
14368,86042,1422,,VEZINA,,RUE,1422 rue VÃ©zina
14369,86042,566,,SOURIRE,DU,MONTEE,566 montÃ©e du Sourire
14370,86042,1416,EST,PERREAULT,,RUE,1416 rue Perreault Est
14371,86042,1437,,VEZINA,,RUE,1437 rue VÃ©zina
14372,86042,1422,EST,PERREAULT,,RUE,1422 rue Perreault Est
14373,86042,1443,,VEZINA,,RUE,1443 rue VÃ©zina
14374,86042,1380,,GOLF,DU,CHEMIN,1380 chemin du Golf
14375,86042,6593,,AIGUEBELLE,D',ROUTE,6593 route d'Aiguebelle
14376,86042,6613,,AIGUEBELLE,D',ROUTE,6613 route d'Aiguebelle
14377,86042,6516,,AIGUEBELLE,D',ROUTE,6516 route d'Aiguebelle
14378,86042,6552,,AIGUEBELLE,D',ROUTE,6552 route d'Aiguebelle
14379,86042,6480,,AIGUEBELLE,D',ROUTE,6480 route d'Aiguebelle
14380,86042,6561,,AIGUEBELLE,D',ROUTE,6561 route d'Aiguebelle
14381,86042,6014,,GELINOTTES,DES,CHEMIN,6014 chemin des GÃ©linottes
14382,86042,6010,,GELINOTTES,DES,CHEMIN,6010 chemin des GÃ©linottes
14383,86042,6006,,GELINOTTES,DES,CHEMIN,6006 chemin des GÃ©linottes
14384,86042,6564,,L'ESKER,DE,CHEMIN,6564 chemin de l'Esker
14385,86042,6572,,L'ESKER,DE,CHEMIN,6572 chemin de l'Esker
14386,86042,6610,,L'ESKER,DE,CHEMIN,6610 chemin de l'Esker
14387,86042,6620,,L'ESKER,DE,CHEMIN,6620 chemin de l'Esker
14388,86042,6632,,L'ESKER,DE,CHEMIN,6632 chemin de l'Esker
14389,86042,6712,,L'ESKER,DE,CHEMIN,6712 chemin de l'Esker
14390,86042,5903,,BISSON,,RANG,5903 rang Bisson
14391,86042,5925,,BISSON,,RANG,5925 rang Bisson
14392,86042,777,,PIONNIERS,DES,ROUTE,777 route des Pionniers
14393,86042,5904,,BISSON,,RANG,5904 rang Bisson
14394,86042,5955,,BISSON,,RANG,5955 rang Bisson
14395,86042,669,,PIONNIERS,DES,ROUTE,669 route des Pionniers
14396,86042,5977,,BISSON,,RANG,5977 rang Bisson
14397,86042,5983,,BISSON,,RANG,5983 rang Bisson
14398,86042,5978,,BISSON,,RANG,5978 rang Bisson
14399,86042,697,,PIONNIERS,DES,ROUTE,697 route des Pionniers
14400,86042,683,,PIONNIERS,DES,ROUTE,683 route des Pionniers
14401,86042,731,,PIONNIERS,DES,ROUTE,731 route des Pionniers
14402,86042,639,,PIONNIERS,DES,ROUTE,639 route des Pionniers
14403,86042,633,,PIONNIERS,DES,ROUTE,633 route des Pionniers
14404,86042,571,,PIONNIERS,DES,ROUTE,571 route des Pionniers
14405,86042,5951,,LAVIGNE,,RANG,5951 rang Lavigne
14406,86042,5957,,LAVIGNE,,RANG,5957 rang Lavigne
14407,86042,611,,PIONNIERS,DES,ROUTE,611 route des Pionniers
14408,86042,605,,PIONNIERS,DES,ROUTE,605 route des Pionniers
14409,86042,599,,PIONNIERS,DES,ROUTE,599 route des Pionniers
14410,86042,593,,PIONNIERS,DES,ROUTE,593 route des Pionniers
14411,86042,583,,PIONNIERS,DES,ROUTE,583 route des Pionniers
14412,86042,573,,PIONNIERS,DES,ROUTE,573 route des Pionniers
14413,86042,559,,PIONNIERS,DES,ROUTE,559 route des Pionniers
14414,86042,5965,,LAVIGNE,,RANG,5965 rang Lavigne
14415,86042,5800,,LAVIGNE,,RANG,5800 rang Lavigne
14416,86042,5826,,LAVIGNE,,RANG,5826 rang Lavigne
14417,86042,5874,,LAVIGNE,,RANG,5874 rang Lavigne
14418,86042,5904,,LAVIGNE,,RANG,5904 rang Lavigne
14419,86042,5936,,LAVIGNE,,RANG,5936 rang Lavigne
14420,86042,5946,,LAVIGNE,,RANG,5946 rang Lavigne
14421,86042,5962,,LAVIGNE,,RANG,5962 rang Lavigne
14422,86042,483,,PIONNIERS,DES,ROUTE,483 route des Pionniers
14423,86042,412,,PIONNIERS,DES,ROUTE,412 route des Pionniers
14424,86042,444,,PIONNIERS,DES,ROUTE,444 route des Pionniers
14425,86042,404,,PIONNIERS,DES,ROUTE,404 route des Pionniers
14426,86042,400,,PIONNIERS,DES,ROUTE,400 route des Pionniers
14427,86042,402,,PIONNIERS,DES,ROUTE,402 route des Pionniers
14428,86042,392,,PIONNIERS,DES,ROUTE,392 route des Pionniers
14429,86042,378,,PIONNIERS,DES,ROUTE,378 route des Pionniers
14430,86042,386,,PIONNIERS,DES,ROUTE,386 route des Pionniers
14431,86042,366,,PIONNIERS,DES,ROUTE,366 route des Pionniers
14432,86042,372,,PIONNIERS,DES,ROUTE,372 route des Pionniers
14433,86042,5839,,DUCHARME,,RANG,5839 rang Ducharme
14434,86042,339,,PIONNIERS,DES,ROUTE,339 route des Pionniers
14435,86042,317,,PIONNIERS,DES,ROUTE,317 route des Pionniers
14436,86042,315,,PIONNIERS,DES,ROUTE,315 route des Pionniers
14437,86042,295,,PIONNIERS,DES,ROUTE,295 route des Pionniers
14438,86042,267,,PIONNIERS,DES,ROUTE,267 route des Pionniers
14439,86042,263,,PIONNIERS,DES,ROUTE,263 route des Pionniers
14440,86042,346,,PIONNIERS,DES,ROUTE,346 route des Pionniers
14441,86042,340,,PIONNIERS,DES,ROUTE,340 route des Pionniers
14442,86042,326,,PIONNIERS,DES,ROUTE,326 route des Pionniers
14443,86042,2224,,COTEAUX,DES,RUE,2224 rue des Coteaux
14444,86042,2228,,COTEAUX,DES,RUE,2228 rue des Coteaux
14445,86042,2225,,COTEAUX,DES,RUE,2225 rue des Coteaux
14446,86042,2238,,COTEAUX,DES,RUE,2238 rue des Coteaux
14447,86042,2240,,COTEAUX,DES,RUE,2240 rue des Coteaux
14448,86042,2239,,COTEAUX,DES,RUE,2239 rue des Coteaux
14449,86042,129,,PIONNIERS,DES,ROUTE,129 route des Pionniers
14450,86042,131,,PIONNIERS,DES,ROUTE,131 route des Pionniers
14451,86042,125,,PIONNIERS,DES,ROUTE,125 route des Pionniers
14452,86042,127,,PIONNIERS,DES,ROUTE,127 route des Pionniers
14453,86042,123,,PIONNIERS,DES,ROUTE,123 route des Pionniers
14454,86042,121,,PIONNIERS,DES,ROUTE,121 route des Pionniers
14455,86042,119,,PIONNIERS,DES,ROUTE,119 route des Pionniers
14456,86042,2242,,COTEAUX,DES,RUE,2242 rue des Coteaux
14457,86042,2247,,COTEAUX,DES,RUE,2247 rue des Coteaux
14458,86042,133,,PIONNIERS,DES,ROUTE,133 route des Pionniers
14459,86042,135,,PIONNIERS,DES,ROUTE,135 route des Pionniers
14460,86042,130,,PIONNIERS,DES,ROUTE,130 route des Pionniers
14461,86042,132,,PIONNIERS,DES,ROUTE,132 route des Pionniers
14462,86042,126,,PIONNIERS,DES,ROUTE,126 route des Pionniers
14463,86042,121,,BEAUMONT,,RUE,121 rue Beaumont
14464,86042,105,,BEAUMONT,,RUE,105 rue Beaumont
14465,86042,115,,BEAUMONT,,RUE,115 rue Beaumont
14466,86042,141,,BEAUMONT,,RUE,141 rue Beaumont
14467,86042,2342,,COTEAUX,DES,RUE,2342 rue des Coteaux
14468,86042,2233,,COTEAUX,DES,RUE,2233 rue des Coteaux
14469,86042,2261,,COTEAUX,DES,RUE,2261 rue des Coteaux
14470,86042,2263,,COTEAUX,DES,RUE,2263 rue des Coteaux
14471,86042,2277,,COTEAUX,DES,RUE,2277 rue des Coteaux
14472,86042,2275,,COTEAUX,DES,RUE,2275 rue des Coteaux
14473,86042,2281,,COTEAUX,DES,RUE,2281 rue des Coteaux
14474,86042,2287,,COTEAUX,DES,RUE,2287 rue des Coteaux
14475,86042,2289,,COTEAUX,DES,RUE,2289 rue des Coteaux
14476,86042,2303,,COTEAUX,DES,RUE,2303 rue des Coteaux
14477,86042,1582,,LARIVIERE,,AVENUE,1582 avenue LariviÃ¨re
14478,86042,1588,,LARIVIERE,,AVENUE,1588 avenue LariviÃ¨re
14479,86042,1600,,LARIVIERE,,AVENUE,1600 avenue LariviÃ¨re
14480,86042,2311,,COTEAUX,DES,RUE,2311 rue des Coteaux
14481,86042,2315,,COTEAUX,DES,RUE,2315 rue des Coteaux
14482,86042,2321,,COTEAUX,DES,RUE,2321 rue des Coteaux
14483,86042,434,,TREPANIER,,AVENUE,434 avenue TrÃ©panier
14484,86042,444,,TREMBLAY,,AVENUE,444 avenue Tremblay
14485,86042,456,,TREMBLAY,,AVENUE,456 avenue Tremblay
14486,86042,1664,,PARADIS,,RUE,1664 rue Paradis
14487,86042,1657,,PARADIS,,RUE,1657 rue Paradis
14488,86042,480,,TREMBLAY,,AVENUE,480 avenue Tremblay
14489,86042,1658,,PARADIS,,RUE,1658 rue Paradis
14490,86042,1653,,PARADIS,,RUE,1653 rue Paradis
14491,86042,992,,SAINTE-BERNADETTE,,AVENUE,992 avenue Sainte-Bernadette
14492,86042,374,,LAJOIE,,AVENUE,374 avenue Lajoie
14493,86042,380,,LAJOIE,,AVENUE,380 avenue Lajoie
14494,86042,386,,LAJOIE,,AVENUE,386 avenue Lajoie
14495,86042,390,,LAJOIE,,AVENUE,390 avenue Lajoie
14496,86042,404,,TREPANIER,,AVENUE,404 avenue TrÃ©panier
14497,86042,398,,TREPANIER,,AVENUE,398 avenue TrÃ©panier
14498,86042,405,,LAJOIE,,AVENUE,405 avenue Lajoie
14499,86042,411,,LAJOIE,,AVENUE,411 avenue Lajoie
14500,86042,418,,LAJOIE,,AVENUE,418 avenue Lajoie
14501,86042,492,,TREMBLAY,,AVENUE,492 avenue Tremblay
14502,86042,1647,,PARADIS,,RUE,1647 rue Paradis
14503,86042,494,,TREMBLAY,,AVENUE,494 avenue Tremblay
14504,86042,496,,TREMBLAY,,AVENUE,496 avenue Tremblay
14505,86042,406,,NAULT,,AVENUE,406 avenue Nault
14506,86042,459,,LAJOIE,,AVENUE,459 avenue Lajoie
14507,86042,452,,LAJOIE,,AVENUE,452 avenue Lajoie
14508,86042,456,,LAJOIE,,AVENUE,456 avenue Lajoie
14509,86042,464,,LAJOIE,,AVENUE,464 avenue Lajoie
14510,86042,423,,NAULT,,AVENUE,423 avenue Nault
14511,86042,427,,NAULT,,AVENUE,427 avenue Nault
14512,86042,412,,NAULT,,AVENUE,412 avenue Nault
14513,86042,416,,NAULT,,AVENUE,416 avenue Nault
14514,86042,422,,NAULT,,AVENUE,422 avenue Nault
14515,86042,428,,NAULT,,AVENUE,428 avenue Nault
14516,86042,457,,TREMBLAY,,AVENUE,457 avenue Tremblay
14517,86042,469,,GARON,,PLACE,469 place Garon
14518,86042,465,,GARON,,PLACE,465 place Garon
14519,86042,481,,TREMBLAY,,AVENUE,481 avenue Tremblay
14520,86042,487,,TREMBLAY,,AVENUE,487 avenue Tremblay
14521,86042,476,,SOURIRE,DU,MONTEE,476 montÃ©e du Sourire
14522,86042,501,,GARON,,PLACE,501 place Garon
14523,86042,475,,GARON,,PLACE,475 place Garon
14524,86042,495,,GARON,,PLACE,495 place Garon
14525,86042,494,,GARON,,PLACE,494 place Garon
14526,86042,474,,GARON,,PLACE,474 place Garon
14527,86042,486,,GARON,,PLACE,486 place Garon
14528,86042,1487,,VEZINA,,RUE,1487 rue VÃ©zina
14529,86042,1455,EST,PERREAULT,,RUE,1455 rue Perreault Est
14530,86042,441,,GARON,,PLACE,441 place Garon
14531,86042,421,,GARON,,PLACE,421 place Garon
14532,86042,515,,TREMBLAY,,AVENUE,515 avenue Tremblay
14533,86042,521,,TREMBLAY,,AVENUE,521 avenue Tremblay
14534,86042,512,,TREMBLAY,,AVENUE,512 avenue Tremblay
14535,86042,516,,TREMBLAY,,AVENUE,516 avenue Tremblay
14536,86042,420,,GARON,,PLACE,420 place Garon
14537,86042,270,,GARON,,PLACE,270 place Garon
14538,86042,390,,GARON,,PLACE,390 place Garon
14539,86042,330,,GARON,,PLACE,330 place Garon
14540,86042,300,,GARON,,PLACE,300 place Garon
14541,86042,360,,GARON,,PLACE,360 place Garon
14542,86042,391,,GARON,,PLACE,391 place Garon
14543,86042,365,,GARON,,PLACE,365 place Garon
14544,86042,335,,GARON,,PLACE,335 place Garon
14545,86042,345,,GARON,,PLACE,345 place Garon
14546,86042,527,,TREMBLAY,,AVENUE,527 avenue Tremblay
14547,86042,1526,,PARADIS,,RUE,1526 rue Paradis
14548,86042,1466,,PARADIS,,RUE,1466 rue Paradis
14549,86042,275,,GARON,,PLACE,275 place Garon
14550,86042,1476,,PARADIS,,RUE,1476 rue Paradis
14551,86042,1531,,PARADIS,,RUE,1531 rue Paradis
14552,86042,1537,,PARADIS,,RUE,1537 rue Paradis
14553,86042,1543,,PARADIS,,RUE,1543 rue Paradis
14554,86042,1549,,PARADIS,,RUE,1549 rue Paradis
14555,86042,1555,,PARADIS,,RUE,1555 rue Paradis
14556,86042,505,,LAJOIE,,AVENUE,505 avenue Lajoie
14557,86042,499,,LAJOIE,,AVENUE,499 avenue Lajoie
14558,86042,495,,LAJOIE,,AVENUE,495 avenue Lajoie
14559,86042,491,,LAJOIE,,AVENUE,491 avenue Lajoie
14560,86042,1505,,PARADIS,,RUE,1505 rue Paradis
14561,86042,1515,,PARADIS,,RUE,1515 rue Paradis
14562,86042,17,,BURKE,,PLACE,17 place Burke
14563,86042,1525,,PARADIS,,RUE,1525 rue Paradis
14564,86042,16,,LAFOND,,RUE,16 rue Lafond
14565,86042,23,,BURKE,,PLACE,23 place Burke
14566,86042,17,,LAFOND,,RUE,17 rue Lafond
14567,86042,22,,LAFOND,,RUE,22 rue Lafond
14568,86042,16,,BURKE,,PLACE,16 place Burke
14569,86042,28,,BURKE,,PLACE,28 place Burke
14570,86042,483,,LAJOIE,,AVENUE,483 avenue Lajoie
14571,86042,467,,LAJOIE,,AVENUE,467 avenue Lajoie
14572,86042,471,,LAJOIE,,AVENUE,471 avenue Lajoie
14573,86042,479,,LAJOIE,,AVENUE,479 avenue Lajoie
14574,86042,505,,NAULT,,AVENUE,505 avenue Nault
14575,86042,518,,NAULT,,AVENUE,518 avenue Nault
14576,86042,29,,BURKE,,PLACE,29 place Burke
14577,86042,549,,NAULT,,AVENUE,549 avenue Nault
14578,86042,543,,NAULT,,AVENUE,543 avenue Nault
14579,86042,531,,NAULT,,AVENUE,531 avenue Nault
14580,86042,536,,NAULT,,AVENUE,536 avenue Nault
14581,86042,530,,NAULT,,AVENUE,530 avenue Nault
14582,86042,524,,NAULT,,AVENUE,524 avenue Nault
14583,86042,440,,NAULT,,AVENUE,440 avenue Nault
14584,86042,446,,NAULT,,AVENUE,446 avenue Nault
14585,86042,452,,NAULT,,AVENUE,452 avenue Nault
14586,86042,464,,NAULT,,AVENUE,464 avenue Nault
14587,86042,458,,NAULT,,AVENUE,458 avenue Nault
14588,86042,494,,NAULT,,AVENUE,494 avenue Nault
14589,86042,488,,NAULT,,AVENUE,488 avenue Nault
14590,86042,480,,NAULT,,AVENUE,480 avenue Nault
14591,86042,476,,NAULT,,AVENUE,476 avenue Nault
14592,86042,470,,NAULT,,AVENUE,470 avenue Nault
14593,86042,512,,NAULT,,AVENUE,512 avenue Nault
14594,86042,506,,NAULT,,AVENUE,506 avenue Nault
14595,86042,500,,NAULT,,AVENUE,500 avenue Nault
14596,86042,6677,,AIGUEBELLE,D',ROUTE,6677 route d'Aiguebelle
14597,86042,6942,,PARC,DU,RANG,6942 rang du Parc
14598,86042,6800,,PARC,DU,RANG,6800 rang du Parc
14599,86042,6061,,BISSON,,RANG,6061 rang Bisson
14600,86042,6205,,BISSON,,RANG,6205 rang Bisson
14601,86042,6049,,BISSON,,RANG,6049 rang Bisson
14602,86042,6100,,BISSON,,RANG,6100 rang Bisson
14603,86042,6140,,BISSON,,RANG,6140 rang Bisson
14604,86042,6152,,BISSON,,RANG,6152 rang Bisson
14605,86042,6173,,BISSON,,RANG,6173 rang Bisson
14606,86042,6176,,BISSON,,RANG,6176 rang Bisson
14607,86042,628,,PIONNIERS,DES,ROUTE,628 route des Pionniers
14608,86042,602,,PIONNIERS,DES,ROUTE,602 route des Pionniers
14609,86042,596,,PIONNIERS,DES,ROUTE,596 route des Pionniers
14610,86042,588,,PIONNIERS,DES,ROUTE,588 route des Pionniers
14611,86042,586,,PIONNIERS,DES,ROUTE,586 route des Pionniers
14612,86042,570,,PIONNIERS,DES,ROUTE,570 route des Pionniers
14613,86042,580,,PIONNIERS,DES,ROUTE,580 route des Pionniers
14614,86042,556,,PIONNIERS,DES,ROUTE,556 route des Pionniers
14615,86042,6007,,LAVIGNE,,RANG,6007 rang Lavigne
14616,86042,576,,PIONNIERS,DES,ROUTE,576 route des Pionniers
14617,86042,584,,PIONNIERS,DES,ROUTE,584 route des Pionniers
14618,86042,6092,,LAC-BRUYERE,DU,RANG,6092 rang du Lac-BruyÃ¨re
14619,86042,6084,,LAC-BRUYERE,DU,RANG,6084 rang du Lac-BruyÃ¨re
14620,86042,6105,,LAC-BRUYERE,DU,RANG,6105 rang du Lac-BruyÃ¨re
14621,86042,6104,,LAC-BRUYERE,DU,RANG,6104 rang du Lac-BruyÃ¨re
14622,86042,6145,,LAC-BRUYERE,DU,RANG,6145 rang du Lac-BruyÃ¨re
14623,86042,6169,,LAC-BRUYERE,DU,RANG,6169 rang du Lac-BruyÃ¨re
14624,86042,6176,,LAC-BRUYERE,DU,RANG,6176 rang du Lac-BruyÃ¨re
14625,86042,6072,,LAC-BRUYERE,DU,RANG,6072 rang du Lac-BruyÃ¨re
14626,86042,6081,,DUCHARME,,RANG,6081 rang Ducharme
14627,86042,6083,,DUCHARME,,RANG,6083 rang Ducharme
14628,86042,6109,,DUCHARME,,RANG,6109 rang Ducharme
14629,86042,6111,,DUCHARME,,RANG,6111 rang Ducharme
14630,86042,6125,,DUCHARME,,RANG,6125 rang Ducharme
14631,86042,6206,,DUCHARME,,RANG,6206 rang Ducharme
14632,86042,6137,,DUCHARME,,RANG,6137 rang Ducharme
14633,86042,6153,,DUCHARME,,RANG,6153 rang Ducharme
14634,86042,6161,,DUCHARME,,RANG,6161 rang Ducharme
14635,86042,6177,,DUCHARME,,RANG,6177 rang Ducharme
14636,86042,6199,,DUCHARME,,RANG,6199 rang Ducharme
14637,86042,2350,,COTEAUX,DES,RUE,2350 rue des Coteaux
14638,86042,2397,,COTEAUX,DES,RUE,2397 rue des Coteaux
14639,86042,2401,,COTEAUX,DES,RUE,2401 rue des Coteaux
14640,86042,2409,,COTEAUX,DES,RUE,2409 rue des Coteaux
14641,86042,2415,,COTEAUX,DES,RUE,2415 rue des Coteaux
14642,86042,2048,,LARIVIERE,,AVENUE,2048 avenue LariviÃ¨re
14643,86042,2421,,COTEAUX,DES,RUE,2421 rue des Coteaux
14644,86042,2433,,COTEAUX,DES,RUE,2433 rue des Coteaux
14645,86042,2060,,LARIVIERE,,AVENUE,2060 avenue LariviÃ¨re
14646,86042,2049,,LARIVIERE,,AVENUE,2049 avenue LariviÃ¨re
14647,86042,2436,,COTEAUX,DES,RUE,2436 rue des Coteaux
14648,86042,2435,,COTEAUX,DES,RUE,2435 rue des Coteaux
14649,86042,2439,,COTEAUX,DES,RUE,2439 rue des Coteaux
14650,86042,2443,,COTEAUX,DES,RUE,2443 rue des Coteaux
14651,86042,2108,,LARIVIERE,,AVENUE,2108 avenue LariviÃ¨re
14652,86042,2075,,LARIVIERE,,AVENUE,2075 avenue LariviÃ¨re
14653,86042,2440,,COTEAUX,DES,RUE,2440 rue des Coteaux
14654,86042,2445,,COTEAUX,DES,RUE,2445 rue des Coteaux
14655,86042,2450,,COTEAUX,DES,RUE,2450 rue des Coteaux
14656,86042,2449,,COTEAUX,DES,RUE,2449 rue des Coteaux
14657,86042,2453,,COTEAUX,DES,RUE,2453 rue des Coteaux
14658,86042,1850,EST,PERREAULT,,RUE,1850 rue Perreault Est
14659,86042,6913,,AIGUEBELLE,D',ROUTE,6913 route d'Aiguebelle
14660,86042,6969,,AIGUEBELLE,D',ROUTE,6969 route d'Aiguebelle
14661,86042,6872,,AIGUEBELLE,D',ROUTE,6872 route d'Aiguebelle
14662,86042,6952,,AIGUEBELLE,D',ROUTE,6952 route d'Aiguebelle
14663,86042,6974,,AIGUEBELLE,D',ROUTE,6974 route d'Aiguebelle
14664,86042,6988,,AIGUEBELLE,D',ROUTE,6988 route d'Aiguebelle
14665,86042,6020,,FORTIER,,CHEMIN,6020 chemin Fortier
14666,86042,7245,,DEFRICHEURS,DES,RANG,7245 rang des DÃ©fricheurs
14667,86042,6028,,FORTIER,,CHEMIN,6028 chemin Fortier
14668,86042,6030,,FORTIER,,CHEMIN,6030 chemin Fortier
14669,86042,6090,,FORTIER,,CHEMIN,6090 chemin Fortier
14670,86042,6082,,FORTIER,,CHEMIN,6082 chemin Fortier
14671,86042,6110,,FORTIER,,CHEMIN,6110 chemin Fortier
14672,86042,6102,,FORTIER,,CHEMIN,6102 chemin Fortier
14673,86042,6032,,FORTIER,,CHEMIN,6032 chemin Fortier
14674,86042,6038,,FORTIER,,CHEMIN,6038 chemin Fortier
14675,86042,6044,,FORTIER,,CHEMIN,6044 chemin Fortier
14676,86042,6054,,FORTIER,,CHEMIN,6054 chemin Fortier
14677,86042,6046,,FORTIER,,CHEMIN,6046 chemin Fortier
14678,86042,6074,,FORTIER,,CHEMIN,6074 chemin Fortier
14679,86042,6283,,BISSON,,RANG,6283 rang Bisson
14680,86042,6274,,BISSON,,RANG,6274 rang Bisson
14681,86042,6288,,BISSON,,RANG,6288 rang Bisson
14682,86042,6292,,BISSON,,RANG,6292 rang Bisson
14683,86042,6296,,BISSON,,RANG,6296 rang Bisson
14684,86042,6298,,BISSON,,RANG,6298 rang Bisson
14685,86042,6300,,BISSON,,RANG,6300 rang Bisson
14686,86042,6304,,BISSON,,RANG,6304 rang Bisson
14687,86042,6312,,BISSON,,RANG,6312 rang Bisson
14688,86042,6320,,BISSON,,RANG,6320 rang Bisson
14689,86042,6328,,BISSON,,RANG,6328 rang Bisson
14690,86042,6330,,BISSON,,RANG,6330 rang Bisson
14691,86042,6336,,BISSON,,RANG,6336 rang Bisson
14692,86042,6344,,BISSON,,RANG,6344 rang Bisson
14693,86042,6348,,BISSON,,RANG,6348 rang Bisson
14694,86042,6356,,BISSON,,RANG,6356 rang Bisson
14695,86042,6364,,BISSON,,RANG,6364 rang Bisson
14696,86042,6191,,LAC-BRUYERE,DU,RANG,6191 rang du Lac-BruyÃ¨re
14697,86042,6195,,LAC-BRUYERE,DU,RANG,6195 rang du Lac-BruyÃ¨re
14698,86042,6249,,LAC-BRUYERE,DU,RANG,6249 rang du Lac-BruyÃ¨re
14699,86042,6263,,LAC-BRUYERE,DU,RANG,6263 rang du Lac-BruyÃ¨re
14700,86042,6275,,LAC-BRUYERE,DU,RANG,6275 rang du Lac-BruyÃ¨re
14701,86042,181,,GRANDS-ESPACES,DES,RUE,181 rue des Grands-Espaces
14702,86042,220,,PEPIN,,RUE,220 rue PÃ©pin
14703,86042,210,,PEPIN,,RUE,210 rue PÃ©pin
14704,86042,2500,,COTEAUX,DES,RUE,2500 rue des Coteaux
14705,86042,2508,,COTEAUX,DES,RUE,2508 rue des Coteaux
14706,86042,120,,GRANDS-ESPACES,DES,RUE,120 rue des Grands-Espaces
14707,86042,2503,,COTEAUX,DES,RUE,2503 rue des Coteaux
14708,86042,2505,,COTEAUX,DES,RUE,2505 rue des Coteaux
14709,86042,2509,,COTEAUX,DES,RUE,2509 rue des Coteaux
14710,86042,2513,,COTEAUX,DES,RUE,2513 rue des Coteaux
14711,86042,2515,,COTEAUX,DES,RUE,2515 rue des Coteaux
14712,86042,2309,,LARIVIERE,,AVENUE,2309 avenue LariviÃ¨re
14713,86042,200,,PEPIN,,RUE,200 rue PÃ©pin
14714,86042,130,,GRANDS-ESPACES,DES,RUE,130 rue des Grands-Espaces
14715,86042,2516,,COTEAUX,DES,RUE,2516 rue des Coteaux
14716,86042,2520,,COTEAUX,DES,RUE,2520 rue des Coteaux
14717,86042,131,,GRANDS-ESPACES,DES,RUE,131 rue des Grands-Espaces
14718,86042,2519,,COTEAUX,DES,RUE,2519 rue des Coteaux
14719,86042,2521,,COTEAUX,DES,RUE,2521 rue des Coteaux
14720,86042,2525,,COTEAUX,DES,RUE,2525 rue des Coteaux
14721,86042,2582,,COTEAUX,DES,RUE,2582 rue des Coteaux
14722,86042,2588,,COTEAUX,DES,RUE,2588 rue des Coteaux
14723,86042,2581,,COTEAUX,DES,RUE,2581 rue des Coteaux
14724,86042,2579,,LARIVIERE,,AVENUE,2579 avenue LariviÃ¨re
14725,86042,2577,,LARIVIERE,,AVENUE,2577 avenue LariviÃ¨re
14726,86042,2594,,COTEAUX,DES,RUE,2594 rue des Coteaux
14727,86042,2598,,COTEAUX,DES,RUE,2598 rue des Coteaux
14728,86042,2602,,COTEAUX,DES,RUE,2602 rue des Coteaux
14729,86042,2643,,LARIVIERE,,AVENUE,2643 avenue LariviÃ¨re
14730,86042,2647,,LARIVIERE,,AVENUE,2647 avenue LariviÃ¨re
14731,86042,2610,,COTEAUX,DES,RUE,2610 rue des Coteaux
14732,86042,2674,,LARIVIERE,,AVENUE,2674 avenue LariviÃ¨re
14733,86042,2645,,LARIVIERE,,AVENUE,2645 avenue LariviÃ¨re
14734,86042,7101,,AIGUEBELLE,D',ROUTE,7101 route d'Aiguebelle
14735,86042,7010,,AIGUEBELLE,D',ROUTE,7010 route d'Aiguebelle
14736,86042,7040,,AIGUEBELLE,D',ROUTE,7040 route d'Aiguebelle
14737,86042,7045,,AIGUEBELLE,D',ROUTE,7045 route d'Aiguebelle
14738,86042,7064,,AIGUEBELLE,D',ROUTE,7064 route d'Aiguebelle
14739,86042,7079,,AIGUEBELLE,D',ROUTE,7079 route d'Aiguebelle
14740,86042,7076,,AIGUEBELLE,D',ROUTE,7076 route d'Aiguebelle
14741,86042,7330,,PARC,DU,RANG,7330 rang du Parc
14742,86042,7390,,PARC,DU,RANG,7390 rang du Parc
14743,86042,7427,,PARC,DU,RANG,7427 rang du Parc
14744,86042,7437,,PARC,DU,RANG,7437 rang du Parc
14745,86042,7420,,PARC,DU,RANG,7420 rang du Parc
14746,86042,7504,,PARC,DU,RANG,7504 rang du Parc
14747,86042,7511,,PARC,DU,RANG,7511 rang du Parc
14748,86042,6228,,CHARETTE,,CHEMIN,6228 chemin Charette
14749,86042,6148,,CHARETTE,,CHEMIN,6148 chemin Charette
14750,86042,6146,,CHARETTE,,CHEMIN,6146 chemin Charette
14751,86042,6224,,CHARETTE,,CHEMIN,6224 chemin Charette
14752,86042,6218,,CHARETTE,,CHEMIN,6218 chemin Charette
14753,86042,6208,,CHARETTE,,CHEMIN,6208 chemin Charette
14754,86042,6246,,CHARETTE,,CHEMIN,6246 chemin Charette
14755,86042,6056,,HECTOR,,CHEMIN,6056 chemin Hector
