TSPID,SCIAN,SCIAL,Q1_1,Q2,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7A,Q2_7B,Q2_7C,Q2_7D,Q3A,Q3B,Q3C,Q3D,Q4,Q5,Q6,Q8,Q9,Q10AM1,Q10AM2,Q10AM3,Q10AM4,Q10AM5,Q11,Q12AM1,Q12AM2,Q12AM3,Q13,Q14,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q16,Q17,Q18,Q19,Q20M1,Q20M2,Q20M3,Q20M4,Q20M5,Q20M6,QENT1,Q21,Q24,Q25,Q26,Q23,Poids
11000,522111,Activités bancaires aux particuliers et aux entreprises,3,3,2,2,3,3,2,3,,,,90,2,3,3,3,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,3,1,2,,0.950170924751477
11020,522111,Activités bancaires aux particuliers et aux entreprises,1,3,2,1,2,3,3,1,,90,,,2,2,2,9,2,3,2,3,1,7,,,,,7,1,,,1,2,2,2,2,1,2,2,1,2,2,2,2,90,9,,,,,,1,2,4,1,1,,0.950170924751477
11070,561490,Autres services de soutien aux entreprises,3,2,2,2,2,2,2,3,,,90,,1,2,2,3,2,2,2,3,1,90,,,,,90,1,,,2,2,2,2,2,2,2,2,2,2,2,2,2,90,1,2,3,4,5,,1,2,90,2,1,,1.098721672518350
11121,531210,Bureaux d'agents et de courtiers immobiliers,1,2,2,2,2,2,2,2,,,90,,2,2,2,3,2,3,2,1,1,8,12,,,,8,1,,,1,1,1,1,1,1,1,1,1,1,2,2,2,90,1,2,3,5,6,,1,1,4,2,2,,1.098721672518350
11191,541320,Services d'architecture paysagère,1,2,3,2,2,1,1,1,,,,90,2,4,3,4,3,2,2,1,1,2,,,,,2,4,,,4,5,3,3,5,4,3,3,3,4,4,3,3,90,9,,,,,,1,2,90,1,1,,0.950170924751477
11210,523930,Services de conseils en placement,2,2,4,1,1,9,2,2,,,99,,3,3,4,9,3,3,3,2,1,2,,,,,2,1,,,1,4,2,4,4,1,1,4,4,4,4,4,4,90,9,,,,,,1,1,4,1,2,,0.950170924751477
11216,541330,Services de génie,4,3,2,1,3,1,1,1,,,,90,2,2,3,4,3,2,2,3,1,1,,,,,1,1,,,1,3,1,2,1,1,2,2,2,3,2,2,2,90,9,,,,,,1,2,1,1,2,,0.950170924751477
11242,531111,"Bailleurs d'immeubles résidentiels et de logements, sauf les ensembles de logeme",1,2,2,2,3,4,2,2,,,90,,2,3,3,3,3,3,3,2,1,5,90,,,,90,1,,,1,2,3,2,2,2,1,3,3,3,3,3,3,90,6,,,,,,1,1,1,1,2,,0.950170924751477
11244,541720,"Recherche et développement, en sciences humaines et en sciences sociales",3,2,2,4,3,2,2,2,90,,,,1,1,3,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
11249,541212,Cabinets de comptables,2,1,2,1,4,1,1,1,,90,,,2,2,3,2,2,2,2,2,1,12,,,,,12,2,,,2,1,1,1,1,1,1,1,1,1,1,2,1,90,1,2,3,6,,,1,1,1,1,2,,0.950170924751477
11265,561590,Autres services de préparation de voyages et de réservation,2,2,2,9,2,2,2,2,90,,,,2,2,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
11288,561510,Agences de voyage,3,1,2,1,1,1,1,1,,,,90,1,1,1,1,1,2,1,1,1,2,,,,,2,1,,,3,2,1,1,1,1,2,1,1,1,1,2,1,90,1,2,3,4,5,,1,2,3,1,1,,0.950170924751477
11292,522111,Activités bancaires aux particuliers et aux entreprises,4,2,2,2,3,1,1,1,90,,,,2,2,2,2,4,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,6,,,,1,2,4,1,2,,0.950170924751477
11300,523920,Gestion de portefeuille,2,1,2,1,4,2,1,2,,,,90,1,1,1,2,2,2,2,1,1,90,,,,,90,1,,,1,1,1,2,2,1,1,1,1,1,1,1,1,90,9,,,,,,1,2,3,1,2,,0.950170924751477
11322,541430,Services de design graphique,1,2,2,9,1,2,2,4,,,,90,2,2,2,4,4,2,2,2,1,5,,,,,5,1,,,1,2,4,4,2,1,2,2,2,1,2,2,2,90,5,,,,,,1,2,4,1,1,,0.950170924751477
11340,562920,Installations de récupération de matériaux,2,1,2,9,2,2,2,2,90,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,1,1,2,,0.950170924751477
11350,541620,Services de conseils en environnement,1,4,2,2,2,3,3,4,,,,90,2,2,2,2,2,9,9,2,3,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,1,,0.950170924751477
11360,561110,Services administratifs de bureau,2,2,3,2,4,2,2,2,90,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,2,2,1,1,2,,0.950170924751477
11361,541611,Services de conseils en gestion administrative et générale,1,1,3,1,9,1,2,1,,90,,,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.950170924751477
11416,561611,Services d'enquêtes,3,3,2,2,2,2,2,2,,,90,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,2,2,3,1,2,,0.950170924751477
11420,541612,Services de conseils en ressources humaines et en recherche de cadres,9,9,2,2,4,9,2,2,,,,90,2,3,3,9,3,9,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,4,1,2,,0.950170924751477
11431,522111,Activités bancaires aux particuliers et aux entreprises,2,3,2,1,2,9,2,1,,,90,,1,1,1,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,4,1,9,,0.950170924751477
11432,541213,Services de préparation des déclarations de revenus,2,2,2,1,2,4,1,2,,,90,,2,2,2,2,2,2,2,3,1,90,,,,,90,1,,,1,2,1,1,1,1,1,1,2,1,2,2,2,90,9,,,,,,1,2,3,1,2,,0.950170924751477
11434,531310,Gestionnaires de biens immobiliers,2,2,2,2,2,2,2,4,,99,,,2,2,2,2,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,4,1,1,,0.950170924751477
11441,531310,Gestionnaires de biens immobiliers,3,3,3,3,3,3,1,3,90,,,,4,4,4,9,2,2,2,3,1,2,,,,,2,1,,,1,2,2,2,2,2,3,3,3,2,2,2,2,99,9,,,,,,1,2,99,1,2,,0.950170924751477
11446,561730,Services d'aménagement paysager,1,1,1,1,1,1,1,1,,90,,,2,2,2,9,2,2,2,2,1,99,,,,,,,,,,,,,,,,,,,,,,99,9,,,,,,1,1,1,1,2,,0.950170924751477
11450,531120,"Bailleurs d'immeubles non résidentiels, sauf les mini-entrepôts",1,2,9,9,9,2,9,1,90,,,,1,1,9,9,2,9,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,90,1,2,,0.950170924751477
11457,541370,"Services d'arpentage et de cartographie, sauf les levés géophysiques",2,2,2,1,2,1,1,1,,90,,,2,2,3,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,1,1,2,,0.950170924751477
11461,532210,Location d'appareils électroniques domestiques et d'appareils ménagers,2,1,1,9,4,1,1,1,,,,90,1,3,3,9,1,2,1,1,1,5,,,,,5,1,,,1,1,1,1,1,1,1,1,1,1,1,2,1,99,9,,,,,,1,2,3,1,2,,0.950170924751477
11542,524210,Agences et courtiers d'assurance,2,1,1,9,1,2,2,1,,90,,,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,2,2,,1.098721672518350
11564,524210,Agences et courtiers d'assurance,3,4,4,2,4,2,2,2,90,,,,3,3,3,4,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,2,2,,1.098721672518350
11603,561722,"Services de conciergerie, sauf le nettoyage de vitres",3,1,4,9,4,4,2,3,,,90,,4,4,4,3,3,3,3,2,1,4,2,90,,,90,1,,,1,5,2,3,3,2,2,2,4,5,4,4,4,90,9,,,,,,1,1,1,1,2,,0.950170924751477
11625,541212,Cabinets de comptables,3,3,2,9,2,2,2,2,90,,,,2,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,3,1,2,,0.950170924751477
11628,524210,Agences et courtiers d'assurance,2,2,3,3,3,1,1,1,,90,,,3,2,2,4,3,3,2,1,1,1,2,8,90,,99,1,,,1,2,2,2,2,1,3,1,2,2,3,2,2,90,4,6,,,,,1,1,1,1,1,,0.950170924751477
11638,561722,"Services de conciergerie, sauf le nettoyage de vitres",3,9,2,9,3,2,9,2,,,,99,2,9,9,3,2,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,1,,0.950170924751477
11641,541212,Cabinets de comptables,3,2,4,1,2,2,2,2,90,,,,2,3,3,2,2,2,2,3,1,12,,,,,12,2,,,2,2,1,2,1,1,2,1,1,2,1,2,2,99,3,4,,,,,1,1,1,1,2,,0.950170924751477
11650,541710,"Recherche et développement en sciences physiques, en génie et en sciences de la",2,9,9,3,2,2,2,2,99,,,,2,2,2,2,2,2,2,2,1,90,,,,,90,1,4,,1,1,1,2,2,1,3,1,2,2,2,2,2,90,6,,,,,,1,2,90,1,9,,0.950170924751477
11659,561722,"Services de conciergerie, sauf le nettoyage de vitres",2,2,3,9,2,3,2,3,,90,,,3,2,2,4,3,3,3,3,1,7,,,,,7,1,,,1,4,5,4,5,1,4,4,4,4,4,3,4,90,9,,,,,,1,1,1,1,1,,0.950170924751477
11677,561510,Agences de voyage,2,3,3,2,2,3,2,3,90,,,,2,3,3,3,3,3,3,2,1,90,,,,,90,1,,,2,4,4,4,4,4,4,4,4,4,4,4,4,90,3,5,,,,,1,1,1,1,9,,0.950170924751477
11704,561310,Agences de placement,4,4,3,4,2,2,2,2,,90,,,3,2,2,4,2,3,2,4,1,90,,,,,90,1,,,1,4,2,4,5,2,1,1,1,2,2,3,2,90,4,,,,,,2,2,90,1,1,,0.950170924751477
11715,541910,Études de marché et sondages d'opinion,4,3,3,2,4,3,2,3,,90,,,3,4,3,3,3,3,3,2,1,90,,,,,90,4,1,,4,3,3,2,3,2,3,3,3,2,4,3,3,90,5,,,,,,1,1,1,1,9,,0.950170924751477
11735,561310,Agences de placement,2,2,3,2,3,2,1,2,,,,90,2,2,2,2,2,2,2,3,1,90,,,,,90,1,,,1,1,2,2,2,2,2,2,2,2,3,2,2,90,1,,,,,,1,1,1,2,2,,1.098721672518350
11744,524291,Experts en sinistres,9,9,9,9,9,2,2,2,90,,,,2,2,2,2,2,2,2,2,1,5,,,,,5,1,,,1,1,2,2,2,1,2,1,1,1,2,2,2,90,9,,,,,,1,2,3,2,1,,1.098721672518350
11786,523110,Services bancaires d'investissement et commerce des valeurs mobilières,1,1,1,1,1,9,1,1,,,,90,1,1,2,1,1,2,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,4,5,,,1,2,3,9,2,,1.345456683521760
11798,541110,Études d'avocats,9,4,2,2,2,2,2,2,,,,90,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.950170924751477
11810,541212,Cabinets de comptables,3,1,4,1,2,1,1,1,,,,90,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,2,,0.950170924751477
11833,531210,Bureaux d'agents et de courtiers immobiliers,2,2,2,2,1,2,1,1,,,,90,2,2,2,2,2,2,2,2,1,7,,,,,7,4,,,4,2,2,2,2,2,2,2,2,1,2,2,2,90,2,3,4,5,,,2,1,3,1,2,,0.950170924751477
11834,541212,Cabinets de comptables,2,2,4,1,3,1,1,2,,,,90,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,2,1,1,1,,0.950170924751477
11838,522111,Activités bancaires aux particuliers et aux entreprises,2,2,2,2,3,2,1,2,,,90,,2,3,3,2,2,2,2,2,1,12,,,,,12,1,,,1,2,2,2,2,1,2,2,1,1,2,1,2,90,9,,,,,,2,2,4,1,2,,0.950170924751477
11842,531111,"Bailleurs d'immeubles résidentiels et de logements, sauf les ensembles de logeme",1,4,4,2,3,3,2,2,,90,,,4,4,4,4,4,4,3,3,1,5,90,1,,,5,1,,,1,2,2,2,2,2,2,2,3,3,3,3,3,90,9,,,,,,1,1,3,1,1,,0.950170924751477
11865,531310,Gestionnaires de biens immobiliers,1,1,2,9,2,1,1,4,,,,90,1,1,1,1,2,2,1,1,1,90,,,,,90,1,4,,1,1,1,1,1,1,2,1,1,2,1,1,1,90,1,2,,,,,1,1,1,1,2,,0.950170924751477
11910,524210,Agences et courtiers d'assurance,2,2,3,2,2,3,1,2,,90,,,2,2,3,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,90,1,2,,0.950170924751477
11913,523120,Courtage de valeurs mobilières,1,2,2,1,3,2,1,1,,,,90,2,2,2,2,2,2,2,3,1,7,,,,,7,1,,,1,1,1,1,1,1,2,1,1,1,2,2,2,99,5,,,,,,1,99,99,9,9,,1.345456683521760
11949,541930,Services de traduction et d'interprétation,1,3,4,9,4,9,1,2,,,,90,2,2,2,9,3,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,2,2,,1.098721672518350
12017,531310,Gestionnaires de biens immobiliers,4,2,2,9,3,2,1,1,,,90,,2,2,2,4,3,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
12018,561310,Agences de placement,2,3,3,2,4,9,2,1,,,90,,2,3,2,4,3,2,2,2,1,90,,,,,90,4,1,,1,2,2,1,1,1,1,3,2,1,3,3,2,90,6,,,,,,1,2,3,1,2,,0.950170924751477
12041,541510,Conception de systèmes informatiques et services connexes,2,1,4,1,2,1,1,1,90,,,,2,1,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.950170924751477
12050,523920,Gestion de portefeuille,1,2,1,1,1,1,1,1,,,99,,2,1,2,2,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.950170924751477
12066,541820,Services de relations publiques,3,3,4,1,4,1,1,9,,,90,,2,4,4,4,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,1,,0.950170924751477
12123,541310,Services d'architecture,1,2,3,1,4,1,1,1,,90,,,2,1,2,2,2,2,1,1,1,12,,,,,12,1,3,,2,1,2,2,1,1,2,1,2,1,2,2,2,90,1,2,3,4,,,2,1,1,1,2,,0.950170924751477
12172,541510,Conception de systèmes informatiques et services connexes,2,2,4,2,4,1,1,1,,,90,,2,2,4,4,4,2,2,2,1,90,,,,,90,1,,,1,4,4,4,5,2,1,2,4,5,4,3,4,90,3,,,,,,1,1,1,1,1,,0.950170924751477
12183,541619,Autres services de conseils en gestion,3,2,3,9,3,3,1,1,,90,,,3,4,1,1,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
12189,541990,"Tous les autres services professionnels, scientifiques et techniques",2,2,2,2,4,2,2,2,,,90,,2,2,2,3,3,3,2,2,1,90,,,,,90,1,,,1,2,2,2,2,2,2,2,2,1,2,2,2,90,1,2,3,4,,,1,2,4,1,1,,0.950170924751477
12217,541710,"Recherche et développement en sciences physiques, en génie et en sciences de la",1,1,4,2,2,1,1,2,,,90,,2,2,2,9,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.950170924751477
12226,541690,Autres services de conseils scientifiques et techniques,2,4,4,9,4,2,9,9,,90,,,2,2,3,4,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
12266,541212,Cabinets de comptables,4,4,4,9,4,4,9,9,90,,,,4,4,4,4,4,4,4,4,1,1,2,6,,,1,1,,,99,4,4,4,4,2,4,4,4,1,4,4,4,90,4,,,,,,2,2,1,1,1,,0.950170924751477
12275,541120,Études de notaires,4,2,4,1,3,4,1,1,90,,,,2,3,2,4,3,4,3,2,1,8,,,,,8,1,,,1,2,2,2,3,2,3,3,2,2,2,2,2,90,6,,,,,,1,2,1,1,2,,0.950170924751477
12300,522390,Autres activités liées à l'intermédiation financière,1,2,3,1,3,1,2,1,90,,,,2,2,2,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,4,1,2,,0.950170924751477
12304,532490,Location et location à bail d'autres machines et matériel d'usage commercial et,1,2,3,9,4,2,3,1,,,,90,2,3,3,4,3,3,3,1,1,90,,,,,90,1,,,1,2,2,2,2,2,2,2,2,1,2,2,2,90,3,,,,,,1,2,3,1,2,,0.950170924751477
12311,541510,Conception de systèmes informatiques et services connexes,3,2,4,3,3,2,1,1,90,,,,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,1,2,1,1,2,,0.950170924751477
12313,541410,Services de design d'intérieur,1,3,4,9,4,3,4,4,90,,,,4,4,4,4,4,4,4,1,1,2,5,90,,,2,1,4,2,2,4,4,4,4,3,4,4,4,4,4,4,4,90,9,,,,,,1,2,1,1,1,,0.950170924751477
12326,561721,Services de nettoyage de vitres,4,2,3,2,4,2,1,2,90,,,,2,2,4,2,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
12355,541110,Études d'avocats,2,2,3,2,2,9,1,1,,,,90,2,2,2,2,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
12366,541110,Études d'avocats,9,9,2,9,2,9,2,2,,90,,,9,9,9,9,9,9,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,1,,0.950170924751477
12370,561310,Agences de placement,2,2,3,2,3,1,1,1,,,90,,2,2,2,3,2,2,2,3,1,90,,,,,90,1,,,2,2,2,3,1,1,3,2,3,1,2,2,2,90,6,,,,,,2,2,1,1,2,,0.950170924751477
12385,522299,Toutes les autres activités d'intermédiation financière non faite par le biais d,1,2,3,3,3,2,2,2,90,,,,3,3,3,3,3,3,3,1,1,12,4,,,,4,1,,,3,4,4,4,4,3,3,3,3,4,4,3,4,90,9,,,,,,1,2,90,1,1,,0.950170924751477
12399,522310,Courtiers en prêts hypothécaires et non-hypothécaires,1,4,4,1,2,2,1,2,,,90,,2,3,3,4,4,3,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,,,1,2,1,1,2,,0.950170924751477
12401,561710,Services d'extermination et de lutte antiparasitaire,3,2,2,4,3,4,1,1,,,,90,2,2,3,2,2,2,2,3,1,12,,,,,12,4,,,4,2,2,2,2,2,2,2,2,2,2,2,2,90,3,,,,,,1,2,4,1,2,,0.950170924751477
12411,541212,Cabinets de comptables,2,2,2,2,2,1,1,2,,,90,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,2,2,4,1,2,,0.950170924751477
12430,541430,Services de design graphique,2,2,2,2,3,2,2,2,,90,,,2,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,1,,0.950170924751477
12455,541510,Conception de systèmes informatiques et services connexes,1,2,1,9,4,9,1,2,,,,99,3,2,2,3,2,3,2,3,1,90,,,,,90,1,,,4,5,5,5,5,5,2,5,2,1,2,2,2,90,9,,,,,,1,2,1,2,2,,1.098721672518350
12472,532310,Centres de location d'articles divers,2,3,4,9,2,2,2,9,,,90,,2,3,2,4,4,4,2,3,1,1,,,,,1,3,,,1,2,2,2,2,2,3,3,2,2,3,9,2,90,9,,,,,,1,1,4,1,2,,0.950170924751477
12494,561730,Services d'aménagement paysager,1,1,1,2,3,1,1,1,,,,90,2,3,2,3,2,2,2,1,1,1,,,,,1,1,,,1,1,1,1,1,1,4,2,1,4,4,4,4,90,9,,,,,,1,1,4,1,2,,0.950170924751477
12526,541510,Conception de systèmes informatiques et services connexes,2,2,2,2,2,1,2,2,,90,,,2,2,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,1,3,1,2,,0.950170924751477
12531,541510,Conception de systèmes informatiques et services connexes,3,1,2,1,2,2,2,2,90,,,,2,2,3,3,2,3,2,3,1,12,,,,,12,2,,,2,3,3,3,3,2,3,3,3,1,2,2,2,90,3,,,,,,1,1,1,1,1,,0.950170924751477
12571,541490,Autres services spécialisés de design,9,9,2,2,2,2,2,2,,90,,,2,2,4,3,3,3,3,3,1,90,,,,,90,3,1,,3,3,2,2,2,2,2,2,2,1,2,2,2,90,6,,,,,,1,2,1,1,1,,0.950170924751477
12575,541110,Études d'avocats,2,2,2,9,3,1,1,2,,,,90,2,3,3,3,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,2,1,1,2,,0.950170924751477
12594,524210,Agences et courtiers d'assurance,2,4,4,9,2,2,2,1,,,90,,3,2,2,3,3,3,2,2,1,1,90,,,,1,1,,,4,2,2,4,2,1,2,2,2,2,4,3,2,90,6,,,,,,1,2,3,3,2,,1.345456683521760
12616,541310,Services d'architecture,2,4,2,2,3,2,2,2,,,,90,3,2,3,2,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,,,,1,2,90,1,1,,0.950170924751477
12643,561510,Agences de voyage,1,3,2,2,2,1,1,1,,99,,,1,2,2,3,3,3,2,3,1,99,,,,,,,,,,,,,,,,,,,,,,90,9,,,,,,1,1,1,1,2,,0.950170924751477
12698,561710,Services d'extermination et de lutte antiparasitaire,2,3,3,2,3,3,2,2,,,90,,2,2,3,3,3,4,3,3,1,12,,,,,12,1,2,4,3,3,3,2,3,1,2,2,2,5,2,2,2,90,6,,,,,,1,2,1,1,1,,0.950170924751477
12729,541710,"Recherche et développement en sciences physiques, en génie et en sciences de la",3,1,9,3,3,1,1,9,,,,90,2,2,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
12733,541690,Autres services de conseils scientifiques et techniques,2,4,4,2,4,2,2,2,,,90,,3,3,3,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
12744,541360,Services de prospection et de levé géophysiques,2,1,1,9,2,9,9,2,,90,,,2,2,2,2,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
12761,532230,Location de bandes et de disques vidéo,2,2,2,9,2,1,2,1,,,,90,2,2,2,3,2,2,2,1,1,12,,,,,12,2,,,4,4,2,2,2,1,2,2,1,4,4,4,4,90,2,,,,,,1,1,3,1,2,,0.950170924751477
12772,531210,Bureaux d'agents et de courtiers immobiliers,2,3,4,9,2,9,2,2,90,,,,2,2,2,3,2,2,1,4,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,4,1,2,,0.950170924751477
12784,541330,Services de génie,1,3,2,9,4,4,4,2,90,,,,3,2,3,3,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,90,1,2,,0.950170924751477
12790,561730,Services d'aménagement paysager,1,4,4,1,4,2,1,2,,,90,,3,1,4,4,3,1,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,1,,0.950170924751477
12797,541330,Services de génie,3,2,2,1,4,1,1,1,,90,,,2,2,2,3,2,2,2,3,1,90,,,,,90,4,,,4,1,1,1,1,1,1,1,2,2,2,2,2,90,9,,,,,,1,2,3,1,2,,0.950170924751477
12817,523930,Services de conseils en placement,2,2,3,2,2,3,2,3,,,90,,2,2,2,4,4,4,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,6,,,,,1,2,1,1,1,,0.950170924751477
12841,531111,"Bailleurs d'immeubles résidentiels et de logements, sauf les ensembles de logeme",3,3,2,9,3,3,2,9,99,,,,2,3,2,4,3,3,3,3,1,90,,,,,90,2,,,2,3,2,3,2,2,4,3,2,2,3,2,3,90,2,3,,,,,1,1,90,1,2,,0.950170924751477
12853,541430,Services de design graphique,3,2,3,1,3,2,1,2,,,90,,2,2,4,3,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,1,1,2,,0.950170924751477
12871,541430,Services de design graphique,1,2,3,4,4,1,2,1,,90,,,3,2,2,4,3,3,3,3,1,5,90,,,,5,3,,,1,3,2,2,2,2,3,2,3,4,4,3,3,90,9,,,,,,2,1,90,1,1,,0.950170924751477
12894,523930,Services de conseils en placement,2,1,1,1,1,1,1,1,,,90,,2,2,2,2,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,2,,0.950170924751477
12897,531210,Bureaux d'agents et de courtiers immobiliers,4,2,2,4,4,4,1,1,,,,90,2,2,2,4,2,3,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,1,1,2,,0.950170924751477
12904,561990,Tous les autres services de soutien,2,9,2,9,2,2,2,3,90,,,,2,3,2,2,9,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,4,1,2,,0.950170924751477
12923,541310,Services d'architecture,2,3,3,2,9,2,2,1,,,90,,2,1,1,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,2,3,2,2,,1.098721672518350
12949,531310,Gestionnaires de biens immobiliers,2,2,4,2,3,2,1,1,,,90,,2,2,2,4,4,4,3,2,1,5,90,,,,5,1,,,1,2,2,3,2,3,2,1,2,2,4,9,2,90,6,,,,,,1,1,3,1,2,,0.950170924751477
13012,541920,Services photographiques,2,2,3,3,3,2,1,2,,90,,,2,2,2,2,3,3,3,3,1,5,,,,,5,1,,,99,4,4,4,4,4,4,4,4,4,4,4,4,90,6,,,,,,1,2,1,1,9,,0.950170924751477
13016,561310,Agences de placement,3,2,2,3,2,3,2,3,,,,90,2,2,2,9,2,2,2,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,2,90,1,2,,0.950170924751477
13051,531210,Bureaux d'agents et de courtiers immobiliers,2,1,4,1,4,1,1,2,,,,90,2,1,1,1,2,2,2,2,1,5,90,6,,,5,1,,,1,2,2,1,1,1,2,2,1,1,1,2,2,90,9,,,,,,2,1,4,1,9,,0.950170924751477
13053,522130,Coopératives de crédit et caisses populaires locales,2,2,2,1,3,1,1,2,90,,,,2,2,2,2,2,2,2,1,1,90,,,,,90,1,,,4,3,1,1,1,1,2,1,3,1,1,2,2,90,1,2,,,,,1,90,90,1,2,,0.950170924751477
13067,524210,Agences et courtiers d'assurance,2,3,3,9,3,2,2,3,,90,,,3,3,3,9,3,4,3,2,1,90,,,,,90,1,,,1,3,2,2,2,2,3,4,3,4,3,3,3,90,3,,,,,,1,2,1,1,2,,0.950170924751477
13199,541110,Études d'avocats,2,2,3,9,4,1,1,1,90,,,,2,2,4,4,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,1,3,1,2,,0.950170924751477
13241,541690,Autres services de conseils scientifiques et techniques,2,1,2,3,4,1,2,4,,90,,,2,2,2,2,4,4,4,9,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,1,2,3,1,1,,0.950170924751477
