ï»¿id,municipalite,arrondissement,secteur,nom,type,sous_type,localisation,nb_aire_jeu,nb_amenagement_paysager,nb_infrastructure,nb_infrastructure_aquatique,nb_jeux_module,nb_mobilier_urbain,nb_terrain_sport,geom
11,94068,La Baie,La Baie,BELVEDERE DES DEFRICHEURS,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",5588 Boulevard Grande-Baie Sud,0,0,0,0,0,2,0,"POLYGON ((-70.81989473138874 48.33221595046772,-70.81988289705947 48.33224642890565,-70.81988202483639 48.33229287085515,-70.81988735572948 48.33234229324776,-70.8198898934698 48.33239262730259,-70.81988063636341 48.33244180515357,-70.81985281292216 48.332487420850065,-70.81980859287681 48.33252572235304,-70.81975235674639 48.33255273921586,-70.81968753128915 48.33256771179939,-70.81961652607664 48.33257330640511,-70.81954169776729 48.33257235677412,-70.81946540707031 48.33256769934002,-70.81938998356559 48.33256215623852,-70.81931679407182 48.33255817183861,-70.81924600468325 48.33255772166127,-70.81917770575292 48.33256274995886,-70.81915807093307 48.33256628331162,-70.81909216341549 48.332492822545674,-70.81981635114329 48.33214367063157,-70.81989473138874 48.33221595046772))"
12,94068,La Baie,La Baie,PARC HENRI-PERRON,Parcs,Espace spÃ©cialisÃ©,1561 rue Saint-Marc,0,0,3,0,1,10,2,"POLYGON ((-70.8898059793911 48.338395798998555,-70.88899578185257 48.338673028951874,-70.88899089362891 48.33867452858941,-70.88898582647131 48.33867573742691,-70.8889806221367 48.338676647228525,-70.88897531699986 48.33867725157549,-70.88896995418729 48.338677544925574,-70.88896457279905 48.338677524448336,-70.88895921467426 48.33867719270051,-70.8889539216315 48.33867654954069,-70.8889487314971 48.338675602036176,-70.88894368478171 48.33867435544637,-70.888938822037 48.338672820426986,-70.88893417708337 48.33867100945523,-70.8889297864324 48.33866893409988,-70.88892568529444 48.33866661222988,-70.88892190212133 48.33866405993819,-70.88891846810384 48.33866129870494,-70.88891540766733 48.33865834733498,-70.88891274662028 48.33865522912537,-70.88891050133516 48.338651968304575,-70.88890869223818 48.33864858998666,-70.88870282952409 48.338204605476825,-70.88870155666345 48.3382011354036,-70.88870073121679 48.33819760535761,-70.88870035742924 48.338194041407064,-70.88870044089484 48.33819046961562,-70.88870097775805 48.33818691517943,-70.88870196686806 48.33818340418493,-70.88870339897343 48.33817996184653,-70.88870526616486 48.338176612474655,-70.8887075524529 48.33817338220586,-70.88871024180713 48.33817029178044,-70.88871331553335 48.33816736644473,-70.8887167508358 48.33816462426364,-70.88872052360392 48.338162087803596,-70.88872460698823 48.338159774243834,-70.88872896873656 48.33815769988251,-70.8887335806368 48.338155880104665,-70.88943621296286 48.33791545979323,-70.88946820330295 48.33790610027616,-70.88950128439471 48.337898613201084,-70.88953521116181 48.337893056059094,-70.88956972894854 48.337889468385995,-70.88960458165472 48.33788787713122,-70.88963951172164 48.33788829485908,-70.88967425742733 48.337890718858525,-70.8897085596174 48.337895129321545,-70.88974216445085 48.337901495629666,-70.8897748219892 48.33790976826413,-70.8898062889561 48.33791988689107,-70.88983633005175 48.33793177586004,-70.8898647220204 48.33794534688844,-70.88989125365019 48.337960499061374,-70.88991572847793 48.33797711972195,-70.88993796478904 48.33799508447109,-70.8899577942892 48.33801425987037,-70.88997507290293 48.3380345043045,-70.88998966861236 48.3380556653246,-70.89000147500192 48.3380775867972,-70.89001040448608 48.33810010532966,-70.89001638967217 48.33812305206431,-70.89001938475072 48.33814625807014,-70.89001936950804 48.33816954983204,-70.8900163439719 48.33819275466552,-70.8900103297398 48.33821569801393,-70.89000137139004 48.338238211538204,-70.8899895364269 48.33826012592197,-70.88997491264456 48.33828127897507,-70.88995760945564 48.338301512930876,-70.88993775386496 48.33832067715824,-70.88991549452332 48.33833862904703,-70.88989099904353 48.33835523581625,-70.88986444589257 48.338370372742716,-70.8898360365601 48.33838392671741,-70.8898059793911 48.338395798998555))"
13,94068,La Baie,La Baie,PARC DES HA! HA!,Parcs,Parc urbain,3020 rue Monseigneur-Dufour,1,0,11,3,5,66,0,"POLYGON ((-70.8599199921457 48.31704300527079,-70.85974087348481 48.31696814366419,-70.85955330512643 48.3169031359467,-70.85935850355881 48.31684840459264,-70.85915773197053 48.31680430448204,-70.8589522921505 48.31677112112836,-70.85874351504025 48.316749068909985,-70.8587224011819 48.316750607980545,-70.85818146134085 48.31678817629055,-70.85813227996799 48.316791685100355,-70.85808321089199 48.31679582671784,-70.85803426892468 48.316800598398785,-70.85799912684455 48.31674677160679,-70.85796398483859 48.31669294480338,-70.85790511742972 48.316575534912474,-70.85784625164071 48.31645812498417,-70.8578059131959 48.31646755747912,-70.85776557608456 48.316476989955746,-70.85769432577162 48.316337640705264,-70.857623077197 48.31619829140208,-70.85757183796403 48.31609807664694,-70.85738846207899 48.31613978878247,-70.85713482228395 48.316174942728416,-70.85717055375348 48.31612871138936,-70.8571723187461 48.3161261866861,-70.85717406482334 48.31612365664513,-70.85717579063058 48.31612112037128,-70.85770699065874 48.31533502539643,-70.8577123603086 48.31532793310752,-70.85771864791589 48.31532118333349,-70.85772580397418 48.31531483109163,-70.85773377353956 48.31530892512035,-70.8577424922045 48.315303510589835,-70.85775189420058 48.31529863087576,-70.8577619042832 48.315294323986876,-70.85777244582175 48.3152906225398,-70.85782264029375 48.31527484649537,-70.8577876448437 48.315225222970405,-70.85785516653303 48.315205064192604,-70.85787091010532 48.315227383317314,-70.85818475480856 48.315133678122194,-70.85825977589636 48.31500988472796,-70.85832975024744 48.314974763686116,-70.85809300431139 48.314615500345795,-70.85917963956251 48.31433757526984,-70.85933170179806 48.31475358429002,-70.85928073087503 48.31486297580593,-70.8590996791994 48.31500833132475,-70.85899780379053 48.31511016476466,-70.85889592797679 48.31521199811356,-70.85883320799336 48.315343061177984,-70.85988543954498 48.31556708290174,-70.85994053305089 48.31557881228115,-70.86003525904223 48.315598978982315,-70.86010511014936 48.315610210587934,-70.85992450300724 48.31566179892558,-70.85976346557032 48.31569869970753,-70.85954029869917 48.315749837741706,-70.8596646922412 48.31584802949212,-70.8597913181531 48.31594798414501,-70.8598546326462 48.31599796186353,-70.86002867864819 48.316199980320384,-70.86013019209506 48.31633084017019,-70.86014842847624 48.316361911340906,-70.86022282094123 48.31648866481471,-70.86023599491915 48.316528859160286,-70.86030323259205 48.31674000239991,-70.86036721976733 48.316955172501764,-70.86029269576376 48.31705348564388,-70.86019120494004 48.31723835159336,-70.8599199921457 48.31704300527079))"
14,94068,La Baie,La Baie,PARC ROSAIRE-DUFOUR,Parcs,Espace spÃ©cialisÃ©,1991 6 iÃ¨me Avenue,0,0,0,0,0,3,4,"POLYGON ((-70.88920038751307 48.3280440159197,-70.88912992610122 48.32810828256877,-70.88905946451254 48.328172549174425,-70.88824409655997 48.3283987249194,-70.88790712848464 48.32777112664118,-70.88876267449515 48.327559498367044,-70.88890244346476 48.32780083307657,-70.88939175105907 48.3276371454282,-70.88944465722004 48.32772195238398,-70.8894975622153 48.32780676021767,-70.88955046738671 48.32789156802527,-70.88960337407612 48.32797637490289,-70.8895880823131 48.327980828358655,-70.88957274548545 48.32798520911365,-70.88955736090263 48.32798951807637,-70.88941917801583 48.32802785070394,-70.8892809949211 48.328066183165824,-70.88927594384047 48.32806741624843,-70.88927075021518 48.328068350313174,-70.88926545446533 48.32806897982683,-70.88926009700421 48.32806929835681,-70.88925471693747 48.32806930487141,-70.88924935876558 48.3280689983206,-70.88924405892418 48.328068381279316,-70.88923886060604 48.32806745809835,-70.88923380433398 48.328066236735246,-70.8892289252428 48.32806472606508,-70.88922426252708 48.32806293674806,-70.8892198513695 48.32806088395496,-70.88921572559717 48.32805858196174,-70.88921191772272 48.32805604954579,-70.88920845350836 48.32805330460797,-70.8892053627898 48.32805036863296,-70.88920266732418 48.328047264931534,-70.88920038751307 48.3280440159197))"
15,94068,La Baie,La Baie,PARC JOHN-KANE,Parcs,Parc de voisinage,2021 Avenue John-Kane,3,0,6,0,9,12,0,"POLYGON ((-70.88624978264693 48.32134545902378,-70.88611066728792 48.321464218860235,-70.88597154994197 48.32158297943159,-70.88597779021173 48.32157714026912,-70.88598324439062 48.32157096017322,-70.88598787102718 48.32156448605193,-70.88599163274273 48.32155776839721,-70.8859945029469 48.321550857664825,-70.88599645910855 48.32154380609567,-70.8859974868013 48.32153666770225,-70.88599757699299 48.321529496478895,-70.88599673010467 48.32152234818708,-70.88599495193122 48.32151527587195,-70.88599225636548 48.32150833345087,-70.88598866403605 48.321501573919186,-70.88598420230744 48.321495049350226,-70.88597890526637 48.32148880909652,-70.88597281238003 48.32148290069378,-70.88596597118637 48.32147736895236,-70.88595843189321 48.32147225507609,-70.8859502541412 48.32146759933772,-70.88576402078563 48.32137056717099,-70.88557778813579 48.32127353469921,-70.88545127762937 48.32138153602524,-70.88532476658936 48.32148953721152,-70.88532152409037 48.32148785270387,-70.8853182815916 48.32148616819612,-70.88509481109713 48.32136972920059,-70.88487134161886 48.321253289765835,-70.88499586320694 48.3211469866063,-70.88512038427807 48.32104068331135,-70.88518562594234 48.32098498082245,-70.88525086746469 48.32092927829637,-70.88547758563502 48.32104740597964,-70.88570430485122 48.32116553321081,-70.88581765809197 48.32122459443102,-70.88593101159417 48.32128365553821,-70.88600388423916 48.32132162204026,-70.88607675699222 48.321359588495596,-70.8860855095847 48.32136375571979,-70.8860947720173 48.3213673977808,-70.88610447665988 48.321370487923474,-70.88611454780458 48.321373001218674,-70.88612490845614 48.32137492083611,-70.88613548161915 48.32137622994561,-70.88614618496521 48.3213769198295,-70.88615693754157 48.32137698536308,-70.8861676584226 48.32137642501929,-70.88617826403315 48.321375243575694,-70.88618867622615 48.32137345028872,-70.88619881418467 48.32137105802139,-70.88620859984314 48.32136808682271,-70.88621796053025 48.32136455672359,-70.88622682499107 48.321360496744234,-70.88623512467466 48.32135593679513,-70.88624279645818 48.32135091126562,-70.88624978264693 48.32134545902378))"
16,94068,La Baie,La Baie,BELVEDERE GEORGES-COIFFIER,Espaces verts,"Ãlot, halte et belvÃ©dÃ¨re",6100 Boulevard Grande-Baie Sud,0,0,0,0,0,2,0,"POLYGON ((-70.80187880760862 48.33583402361983,-70.80182644963216 48.33585022245342,-70.80177409297666 48.33586642215906,-70.80172562957297 48.33588403357603,-70.80167716613585 48.33590164497258,-70.80163174963371 48.335919892327496,-70.80158633444803 48.33593813966095,-70.80150125690759 48.335973435588386,-70.80141618059847 48.33600873144938,-70.80137482690809 48.336024227592574,-70.8013334731926 48.33603972372091,-70.80129177979852 48.336052749180055,-70.80125008773204 48.33606577462054,-70.80120720833276 48.33607555363229,-70.80116433027122 48.33608533352392,-70.80114283642584 48.33608813205865,-70.80112134393232 48.336090931485224,-70.80109830267848 48.33609393192981,-70.80107526142721 48.3360969332692,-70.80103018770112 48.336098543335595,-70.80098511397739 48.3361001542837,-70.80094033913866 48.336096395029976,-70.80089556431172 48.33609263665819,-70.80085190440525 48.336083720906686,-70.80080824586815 48.336074806034404,-70.800766683811 48.336062026349815,-70.80072512177456 48.33604924665015,-70.80068607432123 48.33603281780303,-70.80064702554404 48.33601638894607,-70.80061071051088 48.33599710543956,-70.80057439415619 48.33597782192498,-70.80053986372043 48.33595714236505,-70.8005053346615 48.33593646279108,-70.80047142723426 48.33591596865757,-70.80043751983948 48.33589547541332,-70.80040306844187 48.33587674999617,-70.80036861706947 48.33585802456861,-70.80033245740472 48.33584264934921,-70.80029629776168 48.335827274118365,-70.80029183223549 48.33573759786676,-70.80187833992358 48.33575480142559,-70.80187880760862 48.33583402361983))"
17,94068,La Baie,La Baie,CLUB DE GOLF PORT-ALFRED,Parcs,Grand Ã©quipement,851 4 iÃ¨me Rue,0,0,0,0,0,0,1,"POLYGON ((-70.88801270504217 48.32627574245445,-70.88757198193933 48.326210154668914,-70.8873654769259 48.32626743784039,-70.88715897144131 48.326324719742416,-70.88674596043454 48.32643928333106,-70.8863329475704 48.32655384543935,-70.88619598144798 48.326591837340594,-70.88605901511451 48.326629828179655,-70.88592204993223 48.326667819750746,-70.88578508319023 48.32670581026421,-70.88569116715385 48.32673185704227,-70.88564420909965 48.3267448804026,-70.88559725102144 48.32675790374378,-70.88561793412535 48.326791098704845,-70.88562827569082 48.32680769663356,-70.88563861725623 48.32682429366192,-70.88554369363253 48.32685054426307,-70.8854487712529 48.326876793882136,-70.88535384743355 48.32690304432688,-70.88525892485829 48.32692929378956,-70.88517349350745 48.32695291752275,-70.8850880620706 48.32697654029326,-70.8850026305613 48.327000163899775,-70.88491719896601 48.327023786543585,-70.88484600703669 48.32704347247763,-70.88477481504559 48.32706315746832,-70.88470362300625 48.3270828433144,-70.88463243090513 48.32710252821712,-70.88453751029064 48.32712877797586,-70.88444258957159 48.32715502675701,-70.88434766876149 48.32718127635938,-70.88425274784683 48.32720752498416,-70.88420528397435 48.327220648379125,-70.88415782007742 48.32723377175452,-70.88411035615606 48.32724689511037,-70.88406289221022 48.32726001844668,-70.88400594624592 48.32727576818717,-70.88398226776678 48.327237805328124,-70.88395858931618 48.32719984156449,-70.88393491090761 48.327161878695016,-70.88391123252757 48.327123914920946,-70.88387572109274 48.32706696922979,-70.8838402110792 48.32701002262303,-70.88380470115179 48.32695307690389,-70.88376918994835 48.326896130278165,-70.88367426522298 48.32692237933914,-70.88357934174174 48.32694862741803,-70.88348441682074 48.3269748763226,-70.88338949314388 48.327001124245086,-70.88337962745437 48.326985305208915,-70.88336976042231 48.326969486176324,-70.88335989339639 48.326953667142845,-70.88335002772527 48.32693784810394,-70.88325138084555 48.32677966482878,-70.88315273592028 48.326621480559155,-70.8830540902656 48.32646329710282,-70.88295544656536 48.326305112652044,-70.8829357171004 48.32627347719273,-70.88291598900184 48.3262418408259,-70.88289626093453 48.326210205354855,-70.88287653153633 48.32617856898527,-70.88282906826059 48.32619169181311,-70.88278160496041 48.32620481462138,-70.88273414163578 48.32621793741011,-70.8826866782867 48.32623106017929,-70.88261243526392 48.326112006277604,-70.88253819393674 48.32599295232016,-70.88246395160786 48.3258738983159,-70.88238971097458 48.32575484425584,-70.88229306493788 48.325778325055744,-70.88219641881206 48.32580180577458,-70.88209977259706 48.32582528641237,-70.88198863001732 48.32585228949305,-70.88197413508162 48.32585581111134,-70.88195963880199 48.32585933363164,-70.88194514386227 48.32586285524627,-70.88189198765662 48.32587576994309,-70.8818388314173 48.325888683716,-70.88178567515772 48.32590159836377,-70.88173251886445 48.32591451208765,-70.88165954857867 48.325932241263715,-70.88158657958401 48.325949969489734,-70.88151360919659 48.32596769857338,-70.88144064010028 48.32598542670697,-70.88134930682351 48.326007616443405,-70.88125797481578 48.326029806102966,-70.88116664137979 48.326051995694584,-70.88107530921285 48.32607418520936,-70.88100282311343 48.3260917954419,-70.88093033830583 48.32610940472501,-70.88085785210615 48.32612701486638,-70.88072738409369 48.32615871172265,-70.88063073652373 48.32618219112817,-70.88053408886462 48.326205670452644,-70.88043744111638 48.326229149696026,-70.880340793279 48.32625262885836,-70.88033105108997 48.32623676687922,-70.88032130755164 48.32622090400428,-70.8803115640194 48.32620504112844,-70.88030182184853 48.32618917914667,-70.88028233070823 48.32615744530957,-70.8802628395922 48.32612571146894,-70.8802998077569 48.326116730160436,-70.88033677590855 48.326107748840045,-70.8804930893478 48.32606976737146,-70.88064921529246 48.32603108837626,-70.881113759666 48.32591897430807,-70.88157811606902 48.32580616104942,-70.8820424690656 48.32569334592378,-70.88250682135296 48.325580528922245,-70.88291077604981 48.32548238156564,-70.88274822264204 48.32518484436323,-70.88309301373587 48.325027664127326,-70.88323436583046 48.32491667318822,-70.88351099762174 48.32476319134631,-70.88395037083097 48.324589833109336,-70.88409289694917 48.32461046708353,-70.88419158628764 48.32462475454082,-70.88429623326685 48.3246037565327,-70.88443302117999 48.32457630934163,-70.8845422154736 48.324554398309886,-70.88462791801571 48.32453720213863,-70.88471361914448 48.32452000500878,-70.88485899529255 48.32449083411555,-70.88495249549757 48.324423638244156,-70.88524340037965 48.32430420520341,-70.88571328381386 48.32420763763211,-70.88595527284528 48.32430709642429,-70.8860818802539 48.3243145871486,-70.88617343447774 48.324393441405604,-70.88615809334941 48.32445682147077,-70.88608347338986 48.32452567820204,-70.88607198802356 48.324575852012124,-70.88617673940743 48.32476174273957,-70.88691120260101 48.32458326282443,-70.88782597895606 48.32436095780606,-70.8882209311507 48.32449799726829,-70.88853500577507 48.324341702122496,-70.88861812568712 48.32412323403644,-70.8886404447785 48.32387264688822,-70.88894229712734 48.32375041082104,-70.88925509010016 48.32347459851247,-70.88942298110234 48.323255841998495,-70.88968818691399 48.323093323360965,-70.89012234612764 48.32332598893332,-70.89042534513246 48.32260986918625,-70.89094705773567 48.32257115515298,-70.8912805878949 48.32222962763301,-70.89150296737395 48.32235025132376,-70.89174192807978 48.322053901901725,-70.89203445841139 48.32203971192152,-70.89298787357923 48.32221589060715,-70.8932409805755 48.32183175229623,-70.89351573096219 48.321562983724945,-70.89381993818945 48.32152500057586,-70.89341291862932 48.32079217127049,-70.89280880888539 48.320526406091815,-70.89284993029545 48.3201579897915,-70.89213582100946 48.319565634789946,-70.89247600530557 48.31931653754312,-70.89208444222758 48.31898768308232,-70.89188608131255 48.31883510744762,-70.89226437256083 48.318663879712574,-70.89248666171316 48.31849827737104,-70.89253711458733 48.318374086776984,-70.89265734763293 48.31807812686964,-70.89313421411151 48.31786013888963,-70.89350856264912 48.31768901134097,-70.89366599237968 48.31761704488032,-70.8938234203183 48.31754507820912,-70.89394420027342 48.31748986407876,-70.89401613848493 48.31736368349649,-70.89408807633635 48.31723750196802,-70.89425942165771 48.317120088826,-70.89449970375932 48.31700052327838,-70.89464756115657 48.316926948685726,-70.8948001929103 48.31699685340797,-70.89503759928164 48.317017148123035,-70.89522323618752 48.316990122860275,-70.89549944928893 48.31691529029385,-70.89577566022369 48.316840456170596,-70.89600028539647 48.316742051203605,-70.89626689378419 48.316625252306174,-70.8963519764578 48.31648933839877,-70.89637096996148 48.31638900137294,-70.89645304325526 48.316264700034935,-70.8965362130371 48.31613873815753,-70.89665376830987 48.31612634739212,-70.89672887460193 48.316123449512205,-70.89684823161713 48.316218031648624,-70.89701554810519 48.31637841562924,-70.8971141940877 48.31635168754611,-70.89714011138805 48.31612466916303,-70.8971801027791 48.315673310294805,-70.89717176447928 48.315617926055054,-70.89726616869936 48.31555427046155,-70.8973282228445 48.31539837238738,-70.8974067691494 48.31532949466564,-70.89734961164923 48.315097484611634,-70.89755638738382 48.314786349672154,-70.89749999196354 48.31465262995971,-70.89759596578625 48.31453685462068,-70.89780271930073 48.31442993116635,-70.89790618482336 48.31438801371357,-70.89803765080175 48.314387558830525,-70.89820407317691 48.31443315986843,-70.89834342945191 48.31455735689498,-70.89837171803863 48.314635760507024,-70.8990001507431 48.31447657900152,-70.89958378307743 48.313897332953005,-70.89973550031812 48.31383215766031,-70.89984570224755 48.31376712559768,-70.89989928827812 48.313540669552424,-70.89988223786986 48.31312974888172,-70.89989488617951 48.31297731831652,-70.90060411714292 48.31253616328196,-70.90107157063787 48.312146642718425,-70.90107001459036 48.31194808441601,-70.90124222878377 48.31185051111517,-70.90143603066481 48.31185907082567,-70.90162273471509 48.31175023173182,-70.9017724353512 48.31168110159423,-70.90189481195276 48.31165692622915,-70.9020171469752 48.31162747228685,-70.90222673221031 48.311632017226714,-70.90238918580533 48.31167630668305,-70.90250833530337 48.31174449708039,-70.90254489296521 48.31186838861933,-70.90252597545121 48.31197664212673,-70.90247120564636 48.31205071788849,-70.90254674316809 48.31211441722882,-70.90412164879972 48.3107806975122,-70.9055937794619 48.31118562873486,-70.90559936497287 48.31139142918384,-70.90640890316685 48.31176590861355,-70.90673422887524 48.31178207481602,-70.90705257253701 48.3117901845779,-70.90740591593114 48.311848964136736,-70.907635233588 48.311972831280514,-70.90809604035046 48.31162486522919,-70.90817174356575 48.311573801049335,-70.90849156037824 48.31176661186699,-70.90795523357663 48.312188730584246,-70.90828996057739 48.31251540375843,-70.90853433731733 48.31279160135897,-70.90859105439536 48.31296225752545,-70.9086473280345 48.31307750126878,-70.90869570862905 48.31317551350216,-70.90841293878357 48.31325084992085,-70.9083358977358 48.313271573164734,-70.90756122384924 48.313499055312526,-70.90681255801869 48.31376245409847,-70.9060936371031 48.31406045449694,-70.90514850891229 48.31453039640064,-70.90427718616372 48.31506001802124,-70.90348810514566 48.31564419271654,-70.90217488758637 48.31491927827546,-70.90086170720346 48.31419434864606,-70.90040904800459 48.31457574636893,-70.8999563807236 48.31495714320772,-70.89945459724663 48.31537991491234,-70.89895280548647 48.315802684419594,-70.89884927135111 48.31606181841771,-70.8985318757519 48.316215211575575,-70.89837399068786 48.316541452503046,-70.89781053314617 48.31672434427231,-70.89710972683469 48.31733792721712,-70.89619547339328 48.317485168672675,-70.89607388850725 48.31758903295965,-70.89579714647836 48.31782543715962,-70.89552040189488 48.31806184069098,-70.89542496665076 48.31814337126435,-70.8953295311028 48.31822490175822,-70.89525483954327 48.31828870564357,-70.89518014779767 48.3183525094802,-70.89510545583123 48.31841630877125,-70.89503076367873 48.31848010801359,-70.89497506765588 48.318527684234645,-70.89491937287801 48.31857526042398,-70.89489205594964 48.31859859473808,-70.89486474034484 48.318621929041065,-70.89480249973403 48.318675090440465,-70.89474025899402 48.31872825180604,-70.89461579061098 48.3188345743895,-70.89449132171117 48.31894089683768,-70.89443244472508 48.319138184509036,-70.89471830353838 48.31928648016258,-70.89453005610534 48.31948917645622,-70.89467551846253 48.31959875060486,-70.89508689046042 48.320308569266,-70.89579552058683 48.32092095530903,-70.89643689770944 48.32050710603644,-70.89709000170636 48.320833917844546,-70.89631852940761 48.32145759595571,-70.89604365994343 48.32127156990284,-70.89576202649273 48.32108707475705,-70.89489940844123 48.32050537332134,-70.89448380493768 48.320821938701116,-70.89436856256008 48.32091384161798,-70.8941728919886 48.32103495738907,-70.89458366575273 48.32134154872832,-70.89484219832575 48.3215550768596,-70.89520701946576 48.32188906832951,-70.89547743158141 48.32209089526866,-70.89574784583164 48.32229272155915,-70.89548663446436 48.322442263922646,-70.8950198321694 48.322896540773634,-70.89455302024871 48.323350815721405,-70.89408620005057 48.323805088761254,-70.89361937292338 48.32425935988844,-70.89363793074227 48.32432953953759,-70.8933465913643 48.324594625286494,-70.89305524896386 48.324859709394026,-70.89276390220608 48.32512479366355,-70.89247255377441 48.32538987628703,-70.89220907649182 48.32562959718151,-70.89194559674294 48.325869317469106,-70.89168211587636 48.326109037145244,-70.89141863119474 48.32634875621905,-70.89132362262927 48.32651889517495,-70.89113411276162 48.32657211416891,-70.89094460249808 48.326625332851215,-70.89075509183863 48.32667855122187,-70.8904042575262 48.326777071076634,-70.89058199484857 48.326908445604055,-70.89040314348449 48.32704107567312,-70.89026296931654 48.32714502729253,-70.89012555736076 48.32724693672695,-70.88998976743991 48.32734761731196,-70.88985570674892 48.32743635683981,-70.88970847472264 48.32751528341522,-70.88963041804269 48.32755078632748,-70.88954968316894 48.32758351911172,-70.88947170347606 48.327611624992244,-70.88939175105907 48.3276371454282,-70.88890244346476 48.32780083307657,-70.88876267449515 48.327559498367044,-70.88894275226036 48.327505412190426,-70.88801270504217 48.32627574245445))"
18,94068,La Baie,La Baie,PARC MARS,Parcs,Parc urbain,800 rue Mars,1,13,8,1,8,37,2,"POLYGON ((-70.87783935596639 48.33887352099001,-70.8780150658408 48.33881106873329,-70.87819077663382 48.338748616204136,-70.87817664307427 48.33886682105221,-70.87816250945096 48.33898502589625,-70.87816073068294 48.338999880800564,-70.8781589519139 48.339014735704794,-70.87810604533679 48.33902507281617,-70.87805313873815 48.33903540990326,-70.87798525549468 48.339641402504874,-70.87791737068397 48.340247395006614,-70.87789990092809 48.34040334227419,-70.8778824310684 48.340559289535136,-70.87792112188534 48.34064409702826,-70.87795981283138 48.34072890450681,-70.87796912803903 48.34072706161335,-70.87797844324602 48.340725218719136,-70.87820772302402 48.3412401795864,-70.87843700744868 48.34175513993837,-70.87858372215831 48.342079456514774,-70.87873043874038 48.34240377288086,-70.87873195022195 48.34240711456144,-70.8787334617037 48.34241045624201,-70.8787805316128 48.342514509015274,-70.87882760171462 48.34261856176689,-70.87886312611596 48.342709859499195,-70.87889865064507 48.34280115721872,-70.87882295755436 48.34282386895967,-70.87874726439618 48.342846580650885,-70.87881596192798 48.34303501647887,-70.8788846599701 48.34322345225833,-70.87890192920283 48.34327081608779,-70.8789191984678 48.34331817991418,-70.8789419343158 48.343364792720976,-70.87896467154792 48.34341140461897,-70.87881637475566 48.34343957381852,-70.87866807779228 48.343467741927796,-70.87838624267276 48.34293564166074,-70.87810441344854 48.34240354063849,-70.87792036286672 48.34212465777157,-70.87773631430012 48.34184577459139,-70.87754283755473 48.34152760939184,-70.87734936322714 48.34120944384295,-70.87733664570374 48.34115336766127,-70.87732392820857 48.34109729147756,-70.87733111509644 48.340954209751494,-70.87733830194641 48.340811128021535,-70.87757974070502 48.33991351952958,-70.87782117107574 48.33901591041253,-70.87783026353344 48.33894471570204,-70.87783935596639 48.33887352099001))"
19,94068,La Baie,La Baie,PATINOIRE POLYVALENTE DES GRANDES-MAREES,Parcs,Espace spÃ©cialisÃ©,1902 avenue John-Kane,0,0,0,0,0,0,1,"POLYGON ((-70.88576958849939 48.32280503378733,-70.88539957946853 48.32290108624069,-70.88515660451544 48.322484778903785,-70.88526789104752 48.32242525443599,-70.88537363431999 48.32236139263595,-70.8854734557566 48.32229342323521,-70.88576958849939 48.32280503378733))"
21,94068,La Baie,La Baie,PLACE DU QUAI,Parcs,Placette et place publique,900 rue Mars,0,0,0,2,0,2,0,"POLYGON ((-70.87993812759807 48.3437272285426,-70.87996776552747 48.343731192325166,-70.8799108842514 48.34382272835417,-70.87990268069989 48.343840607578294,-70.87989693303332 48.34385890770355,-70.87989368736406 48.34387747927812,-70.87989296954768 48.34389617021875,-70.87989478655217 48.343914828504374,-70.87989912374621 48.343933300386304,-70.87990594494572 48.34395143668388,-70.87991519507204 48.34396908737927,-70.87992679751369 48.343986109720795,-70.87994065948928 48.344002363708256,-70.87995666534202 48.344017717511576,-70.88013852018123 48.34413044071189,-70.88013395540968 48.344149779340135,-70.88034050204601 48.344251785251814,-70.8804428688779 48.34430149818301,-70.88033340167512 48.34449790171286,-70.88023245005675 48.344682027198616,-70.87995363142741 48.3451905680434,-70.87898813415617 48.34495531393983,-70.87893694815854 48.344942846040844,-70.87867370123148 48.34537708725328,-70.8776074793218 48.345087496756946,-70.8779177762187 48.34457980256061,-70.87820320077523 48.34465732788155,-70.87851356917574 48.34414950588361,-70.87896467154792 48.34341140461897,-70.87901774811692 48.34352021688522,-70.87905003009878 48.3435863987748,-70.8790616721018 48.343610262787266,-70.87919952895054 48.34358856017545,-70.8792122440497 48.34361994229261,-70.8794146329935 48.343674911624746,-70.8796939100638 48.34366806311148,-70.87993812759807 48.3437272285426))"
