quest,ville,codep,rta,arron,debut,mess1,q1,q2_m1,q2_m2,q2_m3,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_m1,q14_m2,q14_m3,q15,q16,q17,q18,q19,q20,q20a,q21,q22,q23,q24,q25,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,pond
02182,VERDUN,H3E1T6,H3E,7,1,1,2, , , , , , , , , , , , , , ,5,4, ,4,4,3,2,4,2,0,1,9,2,1,2,2,4,3,2,2,2,1,2,1,2, ,.71318334403313
02185,MONTREAL,H4E3T7,H4E,5,1,1,1,1, , ,3,4,2,2,2,1,1,2,2,1,1, , , ,3,4,4,4,3,1, ,2,9,2,1,2,2,3,3,3,3,1,2,2,1,1,2,.76672607558491
02187,MONTREAL,H2E3A6,H2E,6,1,1,1,1,5, ,2,2,2,2,1,1,2,2,1,1,1, , , ,1,3,2,1,4,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2.16279574167529
02189,MONTREAL,H2L2P8,H2L,16,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,3,1,4,2,0,1,6,1,1,2,2,2,1,2,1,2,1,1,1,2, ,.91357010076408
02192,PIERREFONDS,H9J2A6,H9J,21,1,1,1,3, , ,4,1,2,2,2,2,2,2,2,1,1, , , ,2,1,4,2,4,4,0,1,6,2,1,3,3,2,1,3,2,2,1,2,1,1,3,.98007152863766
02193,MONTREAL,H1E2C7,H1E,3,1,1,1,2, , ,2,4,1,2,2,2,3,1,1,1,1, , , ,2,2,3,1,4,2,2,2,4,2,1,1,1,2,1,2,1,2,2,2,1,1,1,.98007152863766
02196,SAINT-LAURENT,H4R3N3,H4R,27,1,1,2, , , , , , , , , , , , , , ,3, , ,4,1,4,4,4,3,1,1,5,1,2,3,3,4,1,3,3,2,1,1,2,2, ,.56147799073084
02203,MONTREAL,H1X2P3,H1X,4,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,1,4,3,2,2,5,1,1,2,2,2,1,1,1,2,2,1,1,2, ,.91357010076408
02204,MONTREAL,H2B1Y9,H2B,9,1,1,1,2, , ,4,1,2,2,2,1,1,2,2,1,1, , , ,4,6,1,2,4,1, ,1,9,2,1,2,2,4,4,1,2,2,1,2,1,1,3,.71318334403313
02206,MONTREAL,H1L4G1,H1L,13,1,1,1,2, , ,4,3,2,2,2,2,2,1,2,1,1, , , ,3,1,2,1,4,2,0,2,5,2,1,1,1,3,1,1,1,2,2,2,1,1,3,.76672607558491
02207,MONTREAL,H4J2A6,H4J,9,1,1,1,2, , ,4,3,2,2,2,2,1,1,2,1,1, , , ,3,4,2,4,4,2,1,1,9,2,1,2,2,3,3,1,3,2,1,2,1,1,3,.76672607558491
02209,MONTREAL,H2P2G6,H2P,6,1,1,1,2, , ,3,1,2,2,2,2,2,1,2,1,1, , , ,2,5,4,2,4,2,0,2,4,1,1,2,2,2,4,3,2,2,2,1,1,1,2,.91357010076408
02213,MONTREAL,H3H,H3H,16,1,1,1,1, , ,3,2,2,2,2,1,2,2,2,9,1, , , ,4,4,1,2,4,1, ,2,3,1,1,2,2,4,3,1,2,2,2,1,1,1,2,.56147799073084
02221,MONTREAL,H1G1Y5,H1G,14,1,1,2, , , , , , , , , , , , , , ,97, , ,4,4,1,4,4,1, ,1,9,2,1,1,1,4,3,1,3,2,1,2,1,2, ,.71318334403313
02227,MONTREAL,H4B1N7,H4B,11,1,1,1,1, , ,2,1,2,2,2,2,2,2,1,1,1, , , ,4,4,3,4,4,2,0,2,6,2,1,2,2,4,3,2,3,2,2,2,1,1,1,.71318334403313
02229,MONTREAL,H3W1R1,H3W,11,1,1,2, , , , , , , , , , , , , , ,5,13,97,3,1,4,4,4,2,0,2,2,2,1,2,2,3,1,3,3,2,2,2,1,2, ,.76672607558491
02237,MONTREAL-NORD,H1H1X9,H1H,14,1,1,1,2, , ,1,1,2,2,2,2,1,2,2,1,1, , , ,1,6,2,2,4,5,3,2,3,2,1,1,1,1,4,1,2,2,2,2,1,1,1,2.16279574167529
02245,VERDUN,H4G3A3,H4G,7,1,1,2, , , , , , , , , , , , , , ,14, , ,4,6,1,1,4,1, ,2,1,2,1,2,2,4,4,1,1,2,2,2,1,2, ,.71318334403313
02248,MONTREAL,H1Y2N9,H1Y,4,1,1,1,2, , ,4,1,1,2,2,2,2,2,2,1,1, , , ,4,4,4,1,4,1, ,1,3,1,1,2,2,4,3,3,1,2,1,1,1,1,3,.56147799073084
02254,SAINT-LAURENT,H4L4E3,H4L,27,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,4,2,4,2,0,2,5,2,1,3,3,3,1,3,2,2,2,2,1,2, ,.76672607558491
02256,L'ILE-BIZARD,H9C2B5,H9C,26,1,1,1,2, , ,4,1,1,2,2,2,2,2,2,2,2, , , ,4,4,4,1,4,3,0,1,4,1,1,3,3,4,3,3,1,2,1,1,1,1,3,.56147799073084
02258,MONTREAL,H4E,H4E,5,1,1,2, , , , , , , , , , , , , , ,10,1, ,3,1,4,2,2,3,0,1,9,2,1,2,2,3,1,3,2,1,1,2,1,2, ,.76672607558491
02263,MONTREAL,H2K2T4,H2K,16,1,1,2, , , , , , , , , , , , , , ,4, , ,1,1,4,2,2,1, ,2,3,1,1,2,2,1,1,3,2,1,2,1,1,2, ,2.30148156975812
02276,MONTREAL,H1X2X4,H1X,4,1,1,2, , , , , , , , , , , , , , ,3, , ,2,1,4,1,4,1, ,2,5,2,1,2,2,2,1,3,1,2,2,2,1,2, ,.98007152863766
02282,SAINT-LEONARD,H1S2B8,H1S,15,1,1,1,1, , ,2,3,2,2,2,2,1,2,2,1,1, , , ,2,1,4,4,3,2,2,2,5,2,1,1,1,2,1,3,3,1,2,2,1,1,1,.98007152863766
02286,ANJOU,H1J2J6,H1J,10,1,1,2, , , , , , , , , , , , , , ,1, , ,4,4,4,1,4,1, ,1,3,2,1,1,1,4,3,3,1,2,1,2,1,2, ,.71318334403313
02292,SAINT-LEONARD,H1R2T4,H1R,15,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,2,4,4,2,0,2,2,2,1,1,1,2,1,1,3,2,2,2,1,2, ,.98007152863766
02310,MONTREAL-NORD,H1G4E7,H1G,14,1,1,2, , , , , , , , , , , , , , ,5, , ,1,1,2,2,4,2,0,2,5,1,1,1,1,1,1,1,2,2,2,1,1,2, ,2.30148156975812
02321,MONTREAL,H2J1T9,H2J,2,1,1,2, , , , , , , , , , , , , , ,8, , ,3,1,4,1,4,1, ,1,4,2,1,2,2,3,1,3,1,2,1,2,1,2, ,.76672607558491
02323,MONTREAL,H2J1T2,H2J,2,1,1,2, , , , , , , , , , , , , , ,97, , ,3,1,1,4,4,1, ,2,2,2,1,2,2,3,1,1,3,2,2,2,1,2, ,.76672607558491
02325,BAIE-D'URFE,H9X2R6,H9X,29,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,9,2, , , ,4,4,2,1,4,2,0,1,6,1,2,3,3,4,3,1,1,2,1,1,2,1,3,.56147799073084
02328,VERDUN,H4G2V2,H4G,7,1,1,1,2, , ,4,2,1,2,2,1,2,1,1,1,1, , , ,4,4,4,4,4,2,0,1,6,1,1,2,2,4,3,3,3,2,1,1,1,1,3,.56147799073084
02338,MONTREAL,H2B1L8,H2B,9,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,3,2,4,2,3,2,6,1,1,2,2,2,1,2,2,2,2,1,1,2, ,.91357010076408
02345,COTE SAINT-LUC,H4W2A2,H4W,18,1,1,1,2, , ,1,1,2,2,2,2,1,2,2,1,2, , , ,3,1,4,4,3,3,0,1,5,2,1,3,3,3,1,3,3,1,1,2,1,1,1,.76672607558491
02348,HAMPSTEAD,H3X2E9,H3X,31,1,1,2, , , , , , , , , , , , , , ,5,4,1,4,4,2,4,4,1, ,2,1,1,1,3,3,4,3,1,3,2,2,1,1,2, ,.56147799073084
02351,LACHINE,H8S2S3,H8S,28,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,2,1,4,2,0,2,3,2,1,3,3,3,1,1,1,2,2,2,1,2, ,.76672607558491
02356,COTE SAINT-LUC,H4X1P7,H4X,32,1,1,1,2, , ,4,4,1,2,2,2,2,1,2,1,1, , , ,3,1,3,1,4,1, ,1,9,1,2,3,3,3,1,2,1,2,1,1,2,1,3,.81856585972332
02357,SAINT-LAURENT,H4K2P9,H4K,9,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,1,4,2,2,1,6,2,2,2,2,2,1,3,1,2,1,2,2,2, ,.98007152863766
02369,SAINT-LEONARD,H1R2X2,H1R,15,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,3,4,4,4,2,2,3,1,1,1,1,4,3,2,3,2,2,1,1,2, ,.56147799073084
02379,DORVAL,H9S3T3,H9S,20,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,2,2, , , ,2,1,3,2,4,2,2,1,6,1,2,3,3,2,1,2,2,2,1,1,2,1,3,.91357010076408
02386,MONTREAL,H2B2P1,H2B,9,1,1,1,2, , ,3,1,1,1,1,2,3,1,1,1,2, , , ,2,1,4,1,4,2,3,2,6,2,1,2,2,2,1,3,1,2,2,2,1,1,2,.98007152863766
02388,MONTREAL,H1T1V8,H1T,4,1,1,2, , , , , , , , , , , , , , ,3, , ,3,5,1,4,4,1, ,2,9,2,1,2,2,3,4,1,3,2,2,2,1,2, ,.76672607558491
02394,PIERREFONDS,H9J2B8,H9J,21,1,1,1,2, , ,4,1,2,2,2,2,1,1,2,2,2, , , ,4,4,2,1,4,2,0,1,9,2,2,3,3,4,3,1,1,2,1,2,2,1,3,.71318334403313
02399,MONTREAL,H3M3E3,H3M,9,1,1,2, , , , , , , , , , , , , , ,8, , ,4,4,4,2,4,1, ,1,9,2,1,2,2,4,3,3,2,2,1,2,1,2, ,.71318334403313
02404,MONTREAL,H1J1G2,H1J,10,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,1,1,4,1, ,2,9,2,1,1,1,4,3,1,1,2,2,2,1,2, ,.71318334403313
02405,MONTREAL,H2M2G8,H2M,9,1,1,1,1, , ,4,1,2,2,2,2,2,2,2,1,2, , , ,2,1,4,2,4,1, ,2,5,2,1,2,2,2,1,3,2,2,2,2,1,1,3,.98007152863766
02406,BEACONSFIELD,H9W1R3,H9W,30,1,1,1,2, , ,4,2,1,2,2,2,1,2,2,1,1, , , ,4,4,2,4,4,2,0,1,9,2,2,3,3,4,3,1,3,2,1,2,2,1,3,.71318334403313
02409,MONTREAL,H3J1G5,H3J,5,1,1,2, , , , , , , , , , , , , , ,5, , ,1,6,4,4,2,2,1,2,2,2,1,2,2,1,4,3,3,1,2,2,1,2, ,2.16279574167529
02422,MONTREAL,H3G1Y2,H3G,16,1,1,1,1, , ,4,4,2,2,2,1,2,2,2,1,1, , , ,3,1,4,1,4,2,0,2,6,2,1,2,2,3,1,3,1,2,2,2,1,1,3,.76672607558491
02424,MONTREAL,H2K3T4,H2K,16,1,1,2, , , , , , , , , , , , , , ,1,3, ,3,1,4,2,4,1, ,2,9,2,1,2,2,3,1,3,2,2,2,2,1,2, ,.76672607558491
02426,MONTREAL,H2G2L3,H2G,4,1,1,1,2, , ,3,2,2,2,2,2,2,1,2,2,1, , , ,3,1,4,2,4,2,2,1,9,1,1,2,2,3,1,3,2,2,1,1,1,1,2,.81856585972332
02429,MONTREAL,H1C2H2,H1C,3,1,1,2, , , , , , , , , , , , , , ,3, , ,2,2,2,4,3,2,0,2,9,2,1,1,1,2,1,1,3,1,2,2,1,2, ,.98007152863766
02439,KIRKLAND,H9H4Z9,H9H,26,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,3,1,4,4,0,1,6,2,2,3,3,2,1,2,1,2,1,2,2,2, ,.98007152863766
02444,MONTREAL-NORD,H1G1W6,H1G,14,1,1,2, , , , , , , , , , , , , , ,99, , ,4,4,2,2,4,3,0,1,6,2,1,1,1,4,3,1,2,2,1,2,1,2, ,.71318334403313
02462,MONTREAL,H3S2C4,H3S,11,1,1,1,1, , ,2,4,2,2,2,2,1,1,2,1,1, , , ,4,4,4,2,4,1, ,2,2,2,1,2,2,4,3,3,2,2,2,2,1,1,1,.71318334403313
02484,MONTREAL,H2G2P9,H2G,4,1,1,1,2, , ,4,1,2,2,2,2,2,2,2,1,2, , , ,1,1,4,1,4,2,0,2,6,1,1,2,2,1,1,3,1,2,2,1,1,1,3,2.30148156975812
02488,VERDUN,H4G1P8,H4G,7,1,1,2, , , , , , , , , , , , , , ,1, , ,4,4,2,2,4,2,0,1,9,1,1,2,2,4,3,1,2,2,1,1,1,2, ,.56147799073084
02491,ANJOU,H1M3V5,H1M,13,1,1,2, , , , , , , , , , , , , , ,3, , ,3,4,4,1,4,2,0,1,6,1,1,1,1,3,3,3,1,2,1,1,1,2, ,.81856585972332
02496,COTE SAINT-LUC,H4A,H4A,11,1,1,2, , , , , , , , , , , , , , ,4,5, ,4,4,2,1,4,1, ,1,5,2,2,2,2,4,3,1,1,2,1,2,2,2, ,.71318334403313
02498,MONTREAL,H4A2V2,H4A,11,1,1,2, , , , , , , , , , , , , , ,9, , ,4,4,4,2,4,1, ,1,4,2,1,2,2,4,3,3,2,2,1,2,1,2, ,.71318334403313
02500,LACHINE,H8T1H1,H8T,28,1,1,2, , , , , , , , , , , , , , ,16,11, ,3,4,2,1,4,2,0,1,9,2,2,3,3,3,3,1,1,2,1,2,2,2, ,.76672607558491
02516,MONTREAL,H3S2C6,H3S,11,1,1,2, , , , , , , , , , , , , , ,16, , ,3,4,4,2,4,1, ,1,9,2,1,2,2,3,3,3,2,2,1,2,1,2, ,.76672607558491
02518,VERDUN,H3E1C4,H3E,7,1,1,2, , , , , , , , , , , , , , ,5, , ,3,1,4,2,4,3,0,2,6,2,1,2,2,3,1,3,2,2,2,2,1,2, ,.76672607558491
02519,MONTREAL,H3J2S7,H3J,5,1,1,1,2, , ,4,1,2,2,2,1,2,2,2,1,1, , , ,3,1,4,4,4,3,0,1,3,2,1,2,2,3,1,3,3,2,1,2,1,1,3,.76672607558491
02532,MONTREAL,H4E2M9,H4E,5,1,1,2, , , , , , , , , , , , , , ,1, , ,2,3,3,4,2,2,2,2,1,1,1,2,2,2,2,2,3,1,2,1,1,2, ,.91357010076408
02537,SAINT-LAURENT,H4L3H3,H4L,27,1,1,2, , , , , , , , , , , , , , ,4,5, ,2,5,3,2,3,1, ,2,9,1,1,3,3,2,4,2,2,1,2,1,1,2, ,.91357010076408
02563,MONTREAL,H3G2B7,H3G,16,1,1,2, , , , , , , , , , , , , , ,97, , ,3,5,4,4,4,2,0,2,1,2,1,2,2,3,4,3,3,2,2,2,1,2, ,.76672607558491
02568,LASALLE,H8N1N4,H8N,12,1,1,1,1, , ,2,4,2,2,2,2,1,1,2,1,1, , , ,4,4,2,4,4,1, ,2,2,2,2,3,3,4,3,1,3,2,2,2,2,1,1,.71318334403313
02572,MONTREAL,H1M1C2,H1M,13,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,4,3,4,0,1,6,1,1,1,1,2,1,3,3,1,1,1,1,2, ,.91357010076408
02585,MONTREAL,H1V2Y8,H1V,13,1,1,2, , , , , , , , , , , , , , ,16, , ,2,1,4,2,4,2,2,1,6,2,1,1,1,2,1,3,2,2,1,2,1,2, ,.98007152863766
02632,MONTREAL,H1G4T5,H1G,14,1,1,2, , , , , , , , , , , , , , ,7,5, ,3,1,3,4,4,1, ,2,3,1,1,1,1,3,1,2,3,2,2,1,1,2, ,.81856585972332
02649,MONTREAL,H1L1P6,H1L,13,1,1,2, , , , , , , , , , , , , , ,1,6,4,3,4,2,1,4,2,0,1,4,2,1,1,1,3,3,1,1,2,1,2,1,2, ,.76672607558491
02655,MONTREAL,H4K1E9,H4K,9,1,1,1,2, , ,1,1,2,2,2,2,1,2,2,1,1, , , ,3,4,2,2,4,2,0,1,9,2,1,2,2,3,3,1,2,2,1,2,1,1,1,.76672607558491
02669,MONTREAL,H3K3B2,H3K,5,1,1,1,1, , ,4,2,2,2,2,2,1,2,2,1,1, , , ,3,4,4,2,4,2,0,1,4,1,1,2,2,3,3,3,2,2,1,1,1,1,3,.81856585972332
02679,MONTREAL,H2G2R2,H2G,4,1,1,1,1, , ,3,1,2,2,2,2,1,2,2,2,2, , , ,2,2,4,1,4,2,2,1,6,2,1,2,2,2,1,3,1,2,1,2,1,1,2,.98007152863766
02684,DOLLARD-DES-ORMEAUX,H9B1M4,H9B,19,1,1,2, , , , , , , , , , , , , , ,1, , ,1,3,4,4,2,3,1,2,9,1,2,3,3,1,2,3,3,1,2,1,2,2, ,2.30148156975812
02687,SAINT-LAURENT,H2Y,H2Y,16,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,9,2, , , ,1,1,2,4,2,4,0,1,3,1,1,2,2,1,1,1,3,1,1,1,1,1,1,2.30148156975812
02692,MONTREAL,H3W2L7,H3W,11,1,1,2, , , , , , , , , , , , , , ,3, , ,9,9,9,9,9,99,99,9,9,1,2,2,2, , , , , , ,1,2,2, ,.56147799073084
02694,MONTREAL,H1X3P2,H1X,4,1,1,1,5,1, ,3,3,1,1,1,2,4,1,2,1,1, , , ,2,1,4,1,4,2,0,1,6,1,1,2,2,2,1,3,1,2,1,1,1,1,2,.91357010076408
02718,MONTREAL-NORD,H1G6E2,H1G,14,1,1,2, , , , , , , , , , , , , , ,5,4, ,4,4,1,1,4,1, ,2,9,2,1,1,1,4,3,1,1,2,2,2,1,2, ,.71318334403313
02727,MONTREAL,H4C1S9,H4C,5,1,1,2, , , , , , , , , , , , , , ,8,11, ,3,1,4,2,4,1, ,1,1,2,1,2,2,3,1,3,2,2,1,2,1,2, ,.76672607558491
02737,MONTREAL,H2B2J4,H2B,9,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,2,0,1,5,2,1,2,2,3,1,1,1,2,1,2,1,2, ,.76672607558491
02749,MONTREAL,H1N3G9,H1N,13,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,2,0,1,3,1,1,1,1,4,3,1,1,2,1,1,1,2, ,.56147799073084
02764,KIRKLAND,H9H3T1,H9H,26,1,1,2, , , , , , , , , , , , , , ,9, , ,3,1,3,2,4,3,0,1,6,2,1,3,3,3,1,2,2,2,1,2,1,2, ,.76672607558491
02771,VERDUN,H4H1Z9,H4H,7,1,1,1,1, , ,3,1,1,2,2,2,2,2,2,1,1, , , ,1,1,4,2,3,1, ,2,2,2,1,2,2,1,1,3,2,1,2,2,1,1,2,2.16279574167529
02778,CARIGNAN,H4G,H4G,7,1,1,1,2, , ,4,1,2,2,2,2,2,2,2,1,1, , , ,2,1,4,1,4,2,1,2,6,1,2,2,2,2,1,3,1,2,2,1,2,1,3,.91357010076408
02780,PIERREFONDS,H9A3J1,H9A,19,1,1,2, , , , , , , , , , , , , , ,2, , ,2,2,3,4,4,2,4,1,2,2,1,3,3,2,1,2,3,2,1,2,1,2, ,.98007152863766
02783,MONTREAL,H1W2P1,H1W,13,1,1,1,1, , ,4,4,2,2,2,2,2,1,1,1,2, , , ,2,1,1,4,4,4,1,2,2,1,2,1,1,2,1,1,3,2,2,1,2,1,3,.91357010076408
02792,MONTREAL,H1W2Z3,H1W,13,1,1,1,1, , ,2,1,2,1,1,2,2,2,1,1,2, , , ,1,1,4,2,4,2,1,2,5,2,1,1,1,1,1,3,2,2,2,2,1,1,1,2.16279574167529
02804,SAINTE-ANNE-DE-BELLEVUE,H9X,H9X,23,1,1,1,1, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,2,1,4,1,2,2,3,1,6,2,1,3,3,2,1,3,1,1,1,2,1,1,1,.98007152863766
02818,MONTREAL,H2E2J2,H2E,6,1,1,1,1, , ,1,4,2,2,2,2,2,1,2,1,1, , , ,1,1,4,2,3,2,0,2,6,1,1,2,2,1,1,3,2,1,2,1,1,1,1,2.30148156975812
02835,COTE SAINT-LUC,H4W2K2,H4W,18,1,1,2, , , , , , , , , , , , , , ,3, , ,3,2,3,3,4,3,0,2,3,1,2,3,3,3,1,2,2,2,2,1,2,2, ,.81856585972332
02836,MONTREAL,H3X1V7,H3X,31,1,1,2, , , , , , , , , , , , , , ,99, , ,1,5,4,4,3,5,0,2,3,1,1,3,3,1,4,3,3,1,2,1,1,2, ,2.30148156975812
02843,MONTREAL,H1E3N5,H1E,3,1,1,1,2, , ,4,2,1,2,2,2,2,2,2,2,2, , , ,3,6,1,2,4,3,0,1,9,2,1,1,1,3,4,1,2,2,1,2,1,1,3,.76672607558491
02845,SAINT-LEONARD,H1T1G6,H1T,4,1,1,2, , , , , , , , , , , , , , ,14, , ,4,4,3,2,3,1, ,2,9,1,1,2,2,4,3,2,2,1,2,1,1,2, ,.56147799073084
02846,MONTREAL,H1Z4N5,H1Z,6,1,1,2, , , , , , , , , , , , , , ,4, , ,1,1,4,4,3,2,2,1,6,1,1,2,2,1,1,3,3,1,1,1,1,2, ,2.30148156975812
02849,MONTREAL-NORD,H1G3S3,H1G,14,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,1,4,4,1, ,2,9,2,1,1,1,4,3,1,3,2,2,2,1,2, ,.71318334403313
02850,MONTREAL,H1Z3M9,H1Z,6,1,1,1,97, , ,4,1,2,2,2,2,2,2,2,2,1, , , ,3,6,2,1,4,2,2,2,9,2,1,2,2,3,4,1,1,2,2,2,1,1,3,.76672607558491
02851,SAINT-LEONARD,H1T1J4,H1T,4,1,1,2, , , , , , , , , , , , , , ,13,5,97,4,4,1,2,4,1, ,2,9,1,1,2,2,4,3,1,2,2,2,1,1,2, ,.56147799073084
02863,VERDUN,H3E1N5,H3E,7,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,4,2,4,1, ,1,5,2,1,2,2,4,3,3,2,2,1,2,1,2, ,.71318334403313
02877,MONTREAL,H4J2A5,H4J,9,1,1,1,2, , ,4,1,1,2,2,2,1,2,2,1,1, , , ,4,2,2,1,4,2,0,1,5,2,2,2,2,4,1,1,1,2,1,2,2,1,3,.71318334403313
02889,VERDUN,H4G2P2,H4G,7,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,4,1,4,2,0,2,9,2,1,2,2,4,3,3,1,2,2,2,1,2, ,.71318334403313
02891,MONTREAL,H1Y2G1,H1Y,4,1,1,2, , , , , , , , , , , , , , ,97, , ,4,4,3,2,4,2,0,1,3,2,1,2,2,4,3,2,2,2,1,2,1,2, ,.71318334403313
02892,MONTREAL-NORD,H1H3M4,H1H,14,1,1,2, , , , , , , , , , , , , , ,4, , ,2,2,2,4,4,3,1,1,1,2,1,1,1,2,1,1,3,2,1,2,1,2, ,.98007152863766
02906,MONTREAL,H4A,H4A,11,1,1,2, , , , , , , , , , , , , , ,5, , ,3,4,2,1,4,1, ,1,2,1,2,2,2,3,3,1,1,2,1,1,2,2, ,.81856585972332
02911,MONTREAL,H2L5G2,H2L,16,1,1,1,3, , ,3,1,2,2,2,2,1,1,1,1,1, , , ,3,1,3,2,4,2,2,2,6,1,1,2,2,3,1,2,2,2,2,1,1,1,2,.81856585972332
02917,MONTREAL,H2R2A2,H2R,6,1,1,1,2, , ,1,1,2,2,2,2,1,2,2,1,1, , , ,2,1,3,4,2,2,0,2,4,2,1,2,2,2,1,2,3,1,2,2,1,1,1,.98007152863766
02920,MONTREAL-NORD,H1G5W2,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,3,4,2,1,4,2,0,1,9,2,1,1,1,3,3,1,1,2,1,2,1,2, ,.76672607558491
02933,MONTREAL,H2R1Z5,H2R,6,1,1,1,2, , ,3,1,2,2,2,2,1,2,2,2,2, , , ,3,1,4,1,4,2,1,2,6,1,1,2,2,3,1,3,1,2,2,1,1,1,2,.81856585972332
02941,SAINT-LEONARD,H1R1X2,H1R,15,1,1,2, , , , , , , , , , , , , , ,5,4, ,2,3,4,4,2,2,1,2,1,1,1,1,1,2,2,3,3,1,2,1,1,2, ,.91357010076408
02975,MONTREAL,H2E2G4,H2E,6,1,1,2, , , , , , , , , , , , , , ,3, , ,3,1,4,2,4,1, ,2,1,1,1,2,2,3,1,3,2,2,2,1,1,2, ,.81856585972332
02979,MONTREAL,H1X3K9,H1X,4,1,1,2, , , , , , , , , , , , , , ,97, , ,3,1,4,2,4,1, ,1,9,1,1,2,2,3,1,3,2,2,1,1,1,2, ,.81856585972332
02984,MONTREAL,H1M,H1M,13,1,1,1,2,3, ,2,2,1,2,2,1,4,2,2,1,1, , , ,2,1,4,2,4,3,1,1,3,2,1,1,1,2,1,3,2,2,1,2,1,1,1,.98007152863766
02990,MONTREAL,H2B,H2B,9,1,1,1,2, , ,4,4,2,1,2,2,3,1,2,2,2, , , ,2,6,2,1,4,3,0,1,9,1,2,2,2,2,4,1,1,2,1,1,2,1,3,.91357010076408
02992,MONTREAL,H4N,H4N,27,1,1,1,1, , ,3,4,2,2,2,2,1,2,2,1,2, , , ,2,5,4,4,4,2,1,2,3,1,1,3,3,2,4,3,3,2,2,1,1,1,2,.91357010076408
02999,MONTREAL-NORD,H1G2P5,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,1,2,2,4,3,4,2,2,2,2,1,1,1,1,1,1,3,1,2,2,1,2, ,2.16279574167529
03002,MONTREAL,H2M2J1,H2M,9,1,1,1,2, , ,4,1,2,2,2,2,2,2,2,1,1, , , ,3,1,4,4,4,3,0,1,6,1,1,2,2,3,1,3,3,2,1,1,1,1,3,.81856585972332
03015,MONTREAL,H2K,H2K,16,1,1,1,1,2, ,4,1,1,2,1,1,1,1,2,1,1, , , ,4,4,1,4,4,2,0,1,9,1,1,2,2,4,3,1,3,2,1,1,1,1,3,.56147799073084
03027,MONTREAL,H4B2N4,H4B,11,1,1,1,1,97, ,4,2,2,2,2,2,2,1,1,1,1, , , ,4,4,3,2,4,1, ,2,1,2,1,2,2,4,3,2,2,2,2,2,1,1,3,.71318334403313
03035,MONTREAL-NORD,H1G5G4,H1G,14,1,1,2, , , , , , , , , , , , , , ,2, , ,1,6,9,4,1,2,2,1,1,2,1,1,1,1,4, ,3,1,1,2,1,2, ,2.16279574167529
03036,MONTREAL,H2C1M4,H2C,9,1,1,2, , , , , , , , , , , , , , ,5,1, ,2,1,4,4,4,2,0,2,5,1,1,2,2,2,1,3,3,2,2,1,1,2, ,.91357010076408
03048,MONTREAL,H4J1N8,H4J,9,1,1,2, , , , , , , , , , , , , , ,5, , ,1,6,2,4,4,1, ,2,1,2,2,2,2,1,4,1,3,2,2,2,2,2, ,2.16279574167529
03050,MONTREAL,H2M2E7,H2M,9,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,2,2,4,1, ,1,9,2,1,2,2,4,3,1,2,2,1,2,1,2, ,.71318334403313
03055,SAINT-LEONARD,H1P1A8,H1P,15,1,1,2, , , , , , , , , , , , , , ,97, , ,4,4,1,4,4,1, ,1,1,2,1,1,1,4,3,1,3,2,1,2,1,2, ,.71318334403313
03077,MONTREAL-NORD,H1G3T7,H1G,14,1,1,2, , , , , , , , , , , , , , ,1,2, ,2,2,3,4,3,2,3,2,1,2,1,1,1,2,1,2,3,1,2,2,1,2, ,.98007152863766
03078,MONTREAL,H2L1M5,H2L,16,1,1,1,97, , ,3,9,2,2,2,2,1,2,2,1,1, , , ,4,4,2,2,4,1, ,1,2,2,1,2,2,4,3,1,2,2,1,2,1,1,2,.71318334403313
03079,MONTREAL,H2G2T2,H2G,4,1,1,1,2, , ,4,1,2,2,2,2,1,2,2,1,1, , , ,4,4,1,4,4,2,0,1,3,1,1,2,2,4,3,1,3,2,1,1,1,1,3,.56147799073084
03086,MONT-ROYAL,H3P2S2,H3P,33,1,1,1,2, , ,1,1,2,2,2,2,1,2,2,1,2, , , ,2,1,4,1,4,2,3,1,5,2,1,2,2,2,1,3,1,2,1,2,1,1,1,.98007152863766
