NODENUM,TYPE_NOEUD,X,Y,GEOMETRY
32063,,302197.808,5047773.116,POINT(-73.53333855185392 45.56986267618214)
32064,,302692.813,5049251.531,POINT(-73.52700306321165 45.58316759186713)
32065,,302653.216,5049013.552,POINT(-73.52750944276646 45.58102606337584)
32066,,302748.765,5049482.648,POINT(-73.5262870232741 45.58524741940806)
32067,,302725.020,5049317.408,POINT(-73.52659061861944 45.58376046982337)
32068,Même id_voie,301704.663,5050024.283,POINT(-73.53967084813226 45.590117347959286)
32069,Feux,301141.035,5047697.948,POINT(-73.5468770648319 45.56918153274907)
32070,Feux,301136.480,5047688.397,POINT(-73.54693535401248 45.56909557322973)
32071,Boucle,302996.992,5049178.498,POINT(-73.52310482157546 45.58251127254076)
32074,,302486.678,5049295.835,POINT(-73.52964484006496 45.58356559769582)
32075,Limite arrondissement,300822.518,5047849.576,POINT(-73.5509589967911 45.570544186813315)
32076,Limite arrondissement,300817.598,5047839.866,POINT(-73.55102195207398 45.57045678499069)
32078,Limite arrondissement,300722.887,5047641.822,POINT(-73.55223372496451 45.56867416923074)
32079,Limite arrondissement,300631.973,5047448.245,POINT(-73.55339680966466 45.56693176466096)
32080,,302007.116,5050606.904,POINT(-73.53579784508118 45.59536121632777)
32081,,302019.294,5050601.676,POINT(-73.53564171768528 45.59531422841356)
32082,Limite arrondissement,300547.921,5046800.398,POINT(-73.55446797274276 45.56110171670625)
32083,Privée,302345.335,5045240.117,POINT(-73.53143576552212 45.54707042285289)
32084,Privée,302349.607,5045249.019,POINT(-73.53138110056302 45.547150541288495)
32085,Limite arrondissement,300558.196,5046276.700,POINT(-73.55433181101752 45.556389367734596)
32086,Limite ville,295932.847,5042916.435,POINT(-73.61351536798753 45.52610898006472)
32087,Limite ville,295687.321,5043071.589,POINT(-73.6166614179587 45.52750194711661)
32091,,302700.726,5046274.629,POINT(-73.526888869575 45.556380491168426)
32092,Cul de sac,301380.243,5049965.304,POINT(-73.54382830640093 45.589585118259095)
32093,,301668.161,5056735.942,POINT(-73.54018178533745 45.6505103198403)
32094,,301676.122,5056724.339,POINT(-73.54007957052667 45.65040594966452)
32095,,296280.752,5053363.596,POINT(-73.60924368455473 45.62012004093298)
32096,,302811.159,5057512.761,POINT(-73.52552019135331 45.657504501834815)
32097,,302803.601,5057524.130,POINT(-73.52561721990472 45.65760678049396)
32098,,298059.952,5054889.358,POINT(-73.58644984966281 45.63386873033551)
32099,,298069.534,5054880.233,POINT(-73.58632681204507 45.63378671345944)
32100,Rond point,284290.884,5038411.385,POINT(-73.76236374395802 45.485325722397796)
32101,Rond point,284284.074,5038402.658,POINT(-73.76245049560336 45.485246993552714)
32102,Rond point,284286.419,5038385.032,POINT(-73.7624197610488 45.48508845730819)
32103,Rond point,284298.089,5038376.744,POINT(-73.76227013401616 45.48501421878861)
32104,Rond point,284314.149,5038380.815,POINT(-73.76206485275156 45.485051328736915)
32105,Rond point,284321.196,5038391.253,POINT(-73.7619751448414 45.48514545796233)
32106,Rond point,284318.126,5038406.700,POINT(-73.76201505774388 45.4852843649534)
32107,Rond point,284307.392,5038414.258,POINT(-73.76215268679796 45.485352059539274)
32108,Même id_voie,284344.408,5038404.030,POINT(-73.76167873667706 45.485261110015145)
32109,Même id_voie,284260.428,5038387.440,POINT(-73.76275234784656 45.48510936105849)
32110,,298987.069,5057018.166,POINT(-73.57458379545693 45.65303254322679)
32111,,304308.503,5058859.403,POINT(-73.50630809820122 45.66962450015584)
32112,,304238.119,5058876.875,POINT(-73.5072114589613 45.669781662672236)
32113,,304235.774,5058866.503,POINT(-73.50724154381696 45.66968833178595)
32114,,304306.152,5058849.411,POINT(-73.50633826186669 45.66953458880391)
32115,,304078.695,5056953.908,POINT(-73.50925473426915 45.652478311938246)
32116,,304081.772,5056967.498,POINT(-73.50921527474632 45.65260060058089)
32117,,303995.860,5057102.828,POINT(-73.51031779827963 45.65381823174423)
32118,,303986.131,5057118.331,POINT(-73.5104426513566 45.65395772093935)
32119,Boucle,286238.770,5036767.173,POINT(-73.73738342017721 45.470584968011345)
32120,,286264.654,5036827.746,POINT(-73.73705467296203 45.47113072097089)
32121,,286530.401,5037127.779,POINT(-73.7336671323978 45.473837539674015)
32122,,286571.392,5037184.539,POINT(-73.73314496954403 45.47434936491563)
32123,,286580.408,5037176.719,POINT(-73.73302936844883 45.47427923159092)
32124,,286777.836,5037417.963,POINT(-73.73051312578225 45.47645516276149)
32125,,286789.338,5037407.849,POINT(-73.7303656429347 45.476364450401306)
32126,,286969.621,5037631.498,POINT(-73.72806786387939 45.47838155982784)
32127,,286979.994,5037622.482,POINT(-73.72793486074998 45.47830069891882)
32128,,283965.184,5038666.890,POINT(-73.76654107281195 45.487615202420905)
32129,Même id_voie,288576.780,5042727.406,POINT(-73.70767940668155 45.52427564207021)
32130,Même id_voie,288660.396,5042651.018,POINT(-73.70660649209029 45.52359021484757)
32131,,301968.821,5056944.273,POINT(-73.53632550225254 45.652386214141444)
32132,,301977.159,5056949.346,POINT(-73.53621855081148 45.65243189593586)
32133,Même id_voie,301917.721,5057054.572,POINT(-73.5369817949699 45.65337849529626)
32134,,301964.255,5056976.896,POINT(-73.5363842764797 45.65267974351426)
32135,,301974.180,5056932.150,POINT(-73.53625667465583 45.65227715112305)
32136,,301982.661,5056937.145,POINT(-73.53614788917885 45.65232213112518)
32137,,301985.991,5056907.383,POINT(-73.53610499146164 45.652054344254815)
32138,Même id_voie,302008.318,5056874.708,POINT(-73.5358183362409 45.65176041487367)
32139,,304190.342,5057966.953,POINT(-73.50782351189848 45.66159399070704)
32140,,304203.416,5057963.940,POINT(-73.50765573396156 45.66156688448478)
32141,Limite ville,288624.304,5042678.220,POINT(-73.70706940831563 45.52383415379165)
32142,Limite ville,288633.146,5042682.711,POINT(-73.7069563655292 45.52387476550652)
32143,Feux,295809.875,5043117.673,POINT(-73.61509331841961 45.52791821966438)
32144,Même id_voie,290935.152,5039564.984,POINT(-73.67739975434084 45.49586987477805)
32145,,290837.875,5039526.068,POINT(-73.67864329340517 45.49551775339743)
32146,Cul de sac,289061.739,5036687.501,POINT(-73.7012775835073 45.469937369775636)
32147,Cul de sac,284191.214,5037451.782,POINT(-73.76359849443165 45.47668792420122)
32148,,287213.531,5037886.234,POINT(-73.72495716286915 45.48067996170237)
32149,,288734.423,5037260.320,POINT(-73.70548234690054 45.47508438598612)
32150,,287752.328,5038521.971,POINT(-73.7180872679513 45.4864139363222)
32151,,287744.773,5038513.825,POINT(-73.71818364091487 45.48634045714853)
32152,,287762.683,5038513.195,POINT(-73.7179544973701 45.48633522444177)
32153,,287754.784,5038504.638,POINT(-73.71805524842954 45.48625802965709)
32154,Même id_voie,287778.389,5038484.115,POINT(-73.71775256061818 45.48607393666199)
32155,Même id_voie,287784.420,5038493.921,POINT(-73.71767574741216 45.48616232261792)
32156,Même id_voie,287815.697,5038459.803,POINT(-73.71727445798429 45.48585607294167)
32157,,286633.384,5039039.507,POINT(-73.73242072041631 45.491042699229794)
32158,Même id_voie,285121.213,5039159.622,POINT(-73.75177182680346 45.492082538467194)
32159,Même id_voie,285108.252,5039231.838,POINT(-73.75194054635864 45.49273199167326)
32160,Même id_voie,285120.752,5039232.538,POINT(-73.75178064588879 45.49273864697016)
32161,Même id_voie,285146.351,5038860.613,POINT(-73.75143823784103 45.489392652459614)
32162,Même id_voie,285144.323,5038803.208,POINT(-73.75146188421952 45.488876044178355)
32163,Même id_voie,285159.739,5038803.005,POINT(-73.75126465578006 45.488874651496864)
32164,Feux,304761.577,5060286.586,POINT(-73.50049325123912 45.68246668930041)
32165,Feux,304916.932,5060923.396,POINT(-73.49849874892514 45.6881967885693)
32166,Feux,304856.620,5060676.494,POINT(-73.49927310124282 45.68597513623423)
32167,,288050.045,5039582.221,POINT(-73.71431484198412 45.495961684999976)
32168,,288039.782,5039590.897,POINT(-73.71444646067583 45.49603951274545)
32169,,288109.413,5039648.047,POINT(-73.71355748305832 45.496555440489026)
32170,,288099.553,5039657.410,POINT(-73.71368395485311 45.496639452332865)
32171,,288147.742,5039690.561,POINT(-73.7130685065044 45.49693890590874)
32172,,288137.364,5039699.581,POINT(-73.71320159556507 45.49701982464681)
32173,,288320.395,5040649.724,POINT(-73.71089161726289 45.505573918497326)
32174,,288320.395,5040599.080,POINT(-73.71088991564403 45.50511819717341)
32175,,288294.751,5040622.668,POINT(-73.7112188764438 45.505329847894416)
32176,,288286.922,5040631.254,POINT(-73.71131934690115 45.50540692279882)
32177,,288278.564,5040622.328,POINT(-73.71142600358067 45.505326405476765)
32178,,288287.387,5040613.389,POINT(-73.71131279389726 45.50524618071129)
32179,Même id_voie,288219.364,5040522.807,POINT(-73.71218021789856 45.50442947174912)
32180,,288178.958,5040728.305,POINT(-73.71270425127027 45.50627765874331)
32181,,288169.545,5040717.871,POINT(-73.71282435750231 45.50618354545646)
32182,,286280.486,5040286.698,POINT(-73.73698267273086 45.502256100695774)
32183,,286347.122,5040313.453,POINT(-73.73613098476302 45.502498619072576)
32184,Même id_voie,284756.338,5039333.978,POINT(-73.75644713819712 45.493641068645026)
32185,,302467.001,5056554.331,POINT(-73.52993172513962 45.64887929335161)
32186,Même id_voie,284965.300,5039561.466,POINT(-73.7537828074302 45.49569405704417)
32187,Feux,305237.631,5058505.687,POINT(-73.49438356109297 45.66644173982563)
32188,,284659.186,5039213.681,POINT(-73.75768518998775 45.49255579603576)
32189,,300189.283,5058097.806,POINT(-73.5591688189857 45.6627563678488)
32190,Limite ville,297477.144,5053003.832,POINT(-73.59389677752156 45.61689644289648)
32191,Limite ville,297614.636,5053137.497,POINT(-73.59213576395429 45.618100623460926)
32194,,287117.305,5041987.072,POINT(-73.72633582540844 45.51757836894202)
32195,,287125.872,5041996.555,POINT(-73.72622650942165 45.517663921891234)
32196,Limite ville,299060.432,5054541.877,POINT(-73.57361331085733 45.6307510062357)
32197,Limite ville,299131.188,5054607.887,POINT(-73.57270659193127 45.63134556013714)
32198,Limite ville,299524.811,5054974.845,POINT(-73.56766207136782 45.63465062954786)
32199,Même id_voie,287687.410,5042518.094,POINT(-73.71905716102721 45.52237091431354)
32200,Même id_voie,287646.232,5042510.799,POINT(-73.71958401875915 45.52230425921125)
32201,,287664.343,5042534.070,POINT(-73.7193529966231 45.52251410754507)
32202,,287669.620,5042529.479,POINT(-73.7192852856578 45.522472923189646)
32203,,287674.191,5042534.591,POINT(-73.71922695559456 45.522519035196524)
32204,,287669.042,5042539.264,POINT(-73.7192930287257 45.522560954300324)
32205,Même id_voie,287692.377,5042559.953,POINT(-73.71899503937362 45.522747697919414)
32206,,284244.997,5038644.925,POINT(-73.7629605233073 45.48742584554189)
32207,,284259.183,5038647.962,POINT(-73.76277916800657 45.48745359637267)
32208,,287827.863,5038603.613,POINT(-73.717123794937 45.48715042757888)
32209,,287838.398,5038594.113,POINT(-73.71698869391157 45.487065198959)
32210,Limite ville,298444.757,5053944.558,POINT(-73.58150189866922 45.62537083681904)
32211,,289301.568,5038399.842,POINT(-73.69826443664782 45.48535109606771)
32212,,289310.067,5038392.046,POINT(-73.69815547265658 45.48528113000478)
32214,,289366.682,5038473.001,POINT(-73.69743377129745 45.4860108489902)
32215,,289403.325,5038513.434,POINT(-73.6969662729036 45.486375491599155)
32216,,289410.969,5038506.369,POINT(-73.69686827207455 45.48631208306403)
32217,,289374.550,5038466.128,POINT(-73.69733289989567 45.48594917981396)
32219,Limite ville,298434.574,5053934.602,POINT(-73.58163236751976 45.62528115159514)
32220,,288938.935,5040570.813,POINT(-73.70297357216805 45.50487818532995)
32221,,288928.617,5040580.232,POINT(-73.70310592598108 45.504962699973504)
32222,Limite ville,299783.657,5055216.218,POINT(-73.56434447782378 45.636824473727025)
32223,Limite ville,299843.768,5055272.248,POINT(-73.56357400646642 45.63732907524795)
32224,Limite ville,299989.126,5055407.784,POINT(-73.56171082694622 45.63854967920511)
32225,Limite ville,300592.098,5055963.741,POINT(-73.55398109032224 45.643556208863366)
32226,,289187.979,5040869.059,POINT(-73.69979608525715 45.50756752564563)
32227,,289198.588,5040859.790,POINT(-73.69966001288385 45.50748436166922)
32228,,289540.999,5041292.142,POINT(-73.69529146965884 45.511382402431956)
32229,,289551.484,5041282.629,POINT(-73.69515697995593 45.51129702650375)
32230,Limite ville,301049.114,5056296.046,POINT(-73.54812082376775 45.64654897944974)
32231,Même id_voie,288716.025,5039512.646,POINT(-73.70579144102948 45.49535129349836)
32232,,285100.845,5040006.156,POINT(-73.75206639394109 45.49969937380587)
32233,,289087.051,5039932.985,POINT(-73.70105772300582 45.499142118859666)
32234,,289083.043,5039972.889,POINT(-73.70111028602008 45.49950109996182)
32235,Change id_voie même ville,299417.911,5055584.371,POINT(-73.56903995151387 45.64013445694393)
32236,Même id_voie sens circula,299431.161,5055715.838,POINT(-73.56887143606443 45.641317526218)
32237,Même id_voie,290240.762,5040422.386,POINT(-73.68630981922 45.50357096965113)
32238,Même id_voie,290300.464,5040368.991,POINT(-73.68554426144352 45.50309174203363)
32239,,304526.128,5060517.213,POINT(-73.50351593310879 45.684541851394194)
32240,,304535.943,5060515.040,POINT(-73.50338992823485 45.684522302237426)
32241,Même id_voie,304541.315,5060559.979,POINT(-73.50332098714806 45.684926671802444)
32242,,304636.338,5059672.320,POINT(-73.50210078693036 45.6769394129732)
32243,,304589.827,5059683.595,POINT(-73.5026978131106 45.67704085463338)
32244,,304690.774,5059903.358,POINT(-73.50140209120401 45.67901833907081)
32245,,304645.352,5059911.322,POINT(-73.5019851580876 45.67908999170821)
32246,,304699.791,5060133.945,POINT(-73.50128639106744 45.681093196893755)
32251,,287801.264,5041251.502,POINT(-73.71755581102983 45.510976469479125)
32252,Même id_voie,289990.091,5040645.755,POINT(-73.68952430663916 45.50557564801061)
32253,Même id_voie,290044.252,5040596.872,POINT(-73.68882973102785 45.50513692479311)
32254,,284284.525,5038763.882,POINT(-73.76245982063287 45.48849743086471)
32255,Même id_voie sens circula,289017.985,5037353.082,POINT(-73.70185852804256 45.47592556380543)
32256,,290286.965,5042910.815,POINT(-73.68579224908315 45.52596372072654)
32257,,292048.371,5041840.041,POINT(-73.66321540643301 45.516362954433234)
32258,,292084.761,5041929.352,POINT(-73.66275195343275 45.51716727259725)
32263,Cul de sac quai,275952.508,5042238.238,POINT(-73.86925590879878 45.51946588122601)
32264,,275965.470,5042163.600,POINT(-73.86908560404784 45.518794808448405)
32265,Limite ville,302211.167,5055910.651,POINT(-73.53321058063902 45.643086423208274)
32266,Limite ville,302258.911,5055879.833,POINT(-73.53259794087235 45.64280929285591)
32268,Cul de sac,284748.854,5037100.242,POINT(-73.75645167537158 45.47354086880587)
32269,,300858.165,5034419.901,POINT(-73.55039433846956 45.449698593537434)
32270,,289231.991,5042037.520,POINT(-73.69926994355477 45.51808274672433)
32271,,289240.554,5042029.959,POINT(-73.69916010043474 45.51801490425165)
32272,Voie ferrée,285232.719,5038496.957,POINT(-73.75031880883628 45.48612276522847)
32273,,290215.109,5041116.503,POINT(-73.68665873549533 45.50981635862547)
32274,,290222.640,5041109.440,POINT(-73.68656213980289 45.5097529630577)
32275,Boucle,286701.291,5040813.320,POINT(-73.73161736961276 45.50700587934953)
32276,,286734.400,5040831.565,POINT(-73.73119433270693 45.507170912591945)
32277,Boucle,286951.186,5040652.457,POINT(-73.72841352077138 45.50556481431019)
32278,,286909.710,5040592.688,POINT(-73.72894211002844 45.50502592909601)
32279,,286844.208,5040652.138,POINT(-73.7297825144183 45.50555919819396)
32280,,286793.391,5040722.733,POINT(-73.73043540149804 45.50619312312824)
32281,Boucle,286883.095,5040559.230,POINT(-73.72928147737139 45.504724179007404)
32282,Boucle,286759.384,5040696.039,POINT(-73.73086962058136 45.505952045734915)
32283,Boucle,286815.967,5040620.602,POINT(-73.73014274948063 45.50527469542499)
32284,Boucle,286885.072,5040711.570,POINT(-73.72926174592742 45.50609504313028)
32285,Boucle,290095.961,5039657.989,POINT(-73.6881398764704 45.496689588021496)
32286,,290140.223,5039604.623,POINT(-73.68757194898923 45.49621031004958)
32288,,288136.163,5042152.317,POINT(-73.71330030631552 45.51909039969116)
32289,Feux,288359.834,5042320.931,POINT(-73.71044295025979 45.5206129563766)
32290,Boucle,304456.636,5060720.970,POINT(-73.50440820982898 45.6863752525512)
32291,,285550.091,5041002.262,POINT(-73.7463570792602 45.508675219499075)
32293,Boucle,304447.720,5060623.980,POINT(-73.50452260222268 45.68550252064383)
32294,,296803.794,5054801.988,POINT(-73.60256023955279 45.63306922447262)
32295,Même id_voie,296776.877,5054782.049,POINT(-73.60290515111402 45.632889498703896)
