NO_REF_BIO,SUPERFICIE,NO_REG_ADM,NM_REG_ADM,MODE_GEST,STATUT,DTMAJ,DATE_PUBLI 
06252R041,66.2,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02651R016,129,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R023,114.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20210225000000,2023-04-01
02551R010,237.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R077,118.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
08764R015,555.9,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
11153R069_P,70.5,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04352R010,260.9,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02665R024,243.5,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
06451R021,58.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R126,74.2,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R027,79.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08762R012,279,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08652R028,189.1,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06252R018,88.9,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02664R001,483.9,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
07352R064,101.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
01152R010,123,01,Bas-Saint-Laurent,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R022,50.1,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R035,101,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08152R052,198,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R013,112.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R034,57.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
088-016,70.8,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20230119000000,2023-04-01
02666R002,203.6,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08751R031,129.8,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R018,52.9,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R513,51.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R043,245.1,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R067,579.6,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
08151R025,222.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R018,153.7,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02451R043,142.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R168,264,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02251R035,176.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R021,80.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R053,214.3,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R080,311.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R301,203.8,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08651R027,107.3,10,Nord-du-Québec,59,Refuge biologique désigné,20210225000000,2023-04-01
08152R050,172.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08251R024,220.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R022,256.3,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08152R007,116.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R038,61.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R099,90.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R025,114.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R041,119.4,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R074,193.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R898,78.4,04,Mauricie,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02664R004,169.8,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08351R080,149.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R001,156.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03551R015,206,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
09751R314,300.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R145,52.9,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
011-001,93.9,01,Bas-Saint-Laurent,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R024,72.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R118,189,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R018_P,74.5,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
08152R083,101.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R031,95.7,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08151R020,55,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R021,133.4,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R042,141.8,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R020,225.3,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R147,117.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R067,281.8,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20220728000000,2023-04-01
02751R021,140.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R538,149.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02351R023,223.1,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
941-008,11.2,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09551R002,111.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06152R008,70,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R072,167.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
01152R012,208.8,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11153R067,178.9,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R150,64.6,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02351R313,116.7,03,Capitale-Nationale,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R035,634.3,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
08462R007,136.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R041,123.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R078,103.2,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R067,58.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R010,268.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R046,84.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R058,254.9,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
03153R009,18.6,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
04151R012,54.7,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R500,120.6,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R036,271.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R017,186.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R176,128.1,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02452R078,104.6,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
941-006,10.8,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08451R004,258,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
01152R009,419.8,01,Bas-Saint-Laurent,59,Refuge biologique désigné,20200619000000,2023-04-01
07251R029,125.2,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
01254R016,169.7,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R153,71.6,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02251R043,111.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R084,821,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R060,52.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R037,137.6,09,Côte-Nord,59,Refuge biologique désigné,20221118000000,2023-04-01
03152R012,63.5,03,Capitale-Nationale,55,Projet de refuge biologique exclu de la production forestière,20230228000000,2023-04-01
004-002,102.7,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R313,273.6,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08763R017,222.1,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
08351R121,188.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08251R016,334.6,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07451R086,92.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R013,74.5,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R023,164.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R098,61.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R196,132.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R031,49.6,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R070,102.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R030,206.3,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02551R055,225.4,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04351R054,279.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
03153R019,171.7,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08351R038,107.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R109,360.5,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
079-001,27.1,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R122,64.8,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R022,94.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
01151R001,143,01,Bas-Saint-Laurent,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R060,51,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R024,123.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R048,295.8,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09751R091,80.3,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R070,226.7,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
06452R020,93.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R076,222.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R049,413.3,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
09351R062,119.5,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
04151R905,59,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R080,70.4,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
01254R017,86.3,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04352R759,87.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R072,203.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R065,432.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R001,136.2,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R004,155.2,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
02661R042,129.1,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
03153R005,136.6,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08764R023,218.7,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20230323000000,2023-04-01
02551R003,318.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
04251R992,242,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08665R007,235.5,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08251R013,418.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03151R047,120.8,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
09452R035,107,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R012,183.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R138,119.3,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08251R023,339.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R048,177.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R005,236.4,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
08151R044,193.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
11153R068,312.2,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R061,51.2,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R361,463.6,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R169,104.7,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
01253R023,112.5,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04351R037,110.6,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R081,139.1,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
11152R030,122.7,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R124,121.3,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R003,126,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R062,135.2,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
04151R001,201.5,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R076,113.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R097,107.5,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R111,132.1,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R190,67.9,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
04352R752,98.9,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R009,141.6,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07352R023,117.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R047,211.9,10,Nord-du-Québec,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R052,206.6,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
07152R033,74.1,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R041,69.1,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R065,102.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R178,196.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
04351R064,121.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R161,103.6,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
03152R022,285,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08351R049,274.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R397,282.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07351R034,115.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R123,99.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08451R009,656.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03452R001,251.8,05,Estrie,59,Refuge biologique désigné,20200619000000,2023-04-01
087-019,23.8,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07351R011,113.2,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R070,112.5,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R025,130.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
03351R037,143.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20230228000000,2023-04-01
11153R042,304.1,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
09352R017,394.4,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
07151R018,98.7,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02651R003,158.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
06252R010,173.6,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R028,631,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
06451R161,136.6,15,Laurentides,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11257R191,153.9,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02551R130,219.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R049,277.8,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R552,102.7,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09351R291,450.7,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
04251R204,159.3,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
11256R172,159.7,11,Gaspésie--Îles-de-la-Madeleine,59,Refuge biologique désigné,20200619000000,2023-04-01
088-018,84.9,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
04251R037,356.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R024,377.9,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09352R047,144.5,09,Côte-Nord,55,Projet de refuge biologique exclu de la production forestière,20200715000000,2023-04-01
04351R061,260.4,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
02352R076,324.2,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08251R026,486.2,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
09451R086,162.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R114,611.3,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20211101000000,2023-04-01
04351R009,313.8,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
01152R006,133.7,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02551R004,91,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
06451R039,189.9,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R104,72.2,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R084,198.5,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
09451R079,129.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R053,175.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09351R087,541.3,09,Côte-Nord,59,Refuge biologique désigné,20200715000000,2023-04-01
02451R057,587,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07151R029,51.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R034,147.1,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
04151R034,132.2,04,Mauricie,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R065,138.2,07,Outaouais,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06252R016,124.4,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R026,185.6,10,Nord-du-Québec,59,Refuge biologique désigné,20200619000000,2023-04-01
08551R006,173.1,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02251R036,160,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R118,108.7,02,Saguenay--Lac-Saint-Jean,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
06451R013,143.5,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R541,186.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
06251R053,149.3,14,Lanaudière,59,Refuge biologique désigné,20200619000000,2023-04-01
09452R012,289.7,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R048,191.3,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20230306000000,2023-04-01
09751R060,81.9,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
09751R101,108.4,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R033,982.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02551R033,723.8,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R083,253.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
09451R109,146.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
08462R013,213,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08751R008,221.6,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
08152R037,131.4,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
03551R022,86.1,12,Chaudière-Appalaches,59,Refuge biologique désigné,20230228000000,2023-04-01
03351R045,115.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20230228000000,2023-04-01
02352R031,202.5,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
07152R092,93.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02662R028,211.4,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
06452R014,74.7,15,Laurentides,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R147,386.8,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
07451R118,186.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
03152R002,103.6,03,Capitale-Nationale,59,Refuge biologique désigné,20230228000000,2023-04-01
08152R021,74.9,08,Abitibi-Témiscamingue,59,Refuge biologique désigné,20200619000000,2023-04-01
02451R038,124.6,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
02751R017,119.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
08351R003,275,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02751R022,302.7,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
085-001,40,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07352R070,54.5,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
02452R007,137.3,02,Saguenay--Lac-Saint-Jean,59,Refuge biologique désigné,20200619000000,2023-04-01
11255R100,224.3,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
07351R029,100.3,07,Outaouais,59,Refuge biologique désigné,20200619000000,2023-04-01
01152R013,29.5,01,Bas-Saint-Laurent,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
08351R133,125,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
11153R056,218.3,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
02662R008,157.7,10,Nord-du-Québec,59,Refuge biologique désigné,20230323000000,2023-04-01
08451R028,274.2,08,Abitibi-Témiscamingue,55,Projet de refuge biologique exclu de la production forestière,20210225000000,2023-04-01
09451R107,159.5,09,Côte-Nord,59,Refuge biologique désigné,20200619000000,2023-04-01
005-003,106.3,11,Gaspésie--Îles-de-la-Madeleine,55,Projet de refuge biologique exclu de la production forestière,20200619000000,2023-04-01
