titre,url_fiche,description,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,titre_adresse,adresse_principale,adresse_secondaire,code_postal,lat,long,X,Y
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70205","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-16","2024-09-16","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Villeray–Saint-Michel–Parc-Extension","nan","nan","nan","nan",45.547995844941,-73.622998427511,295195.8,5045349.8
"Conseils gratuits d’experts en comportement canin","https://montreal.ca/evenements/conseils-gratuits-dexperts-en-comportement-canin-70206","Activités gratuites dans les parcs à chiens en compagnie d'experts en comportement canin","2024-09-14","2024-09-14","Clinique","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","nan","nan","nan","nan",45.611230457077,-73.555626495897,300461.3,5052371.4
"Ateliers créatifs","https://montreal.ca/evenements/ateliers-creatifs-74753","Atelier de photographie gratuit pour petits et grands, inspiré de l'exposition Gosse Village de Marisa Portolese.","2024-08-03","2024-08-03","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Ville de Montréal","nan","nan","nan","nan",45.457710041642,-73.595584157413,297324.5,5035313.4
"Zumba - L'été en cavale","https://montreal.ca/evenements/zumba-lete-en-cavale-71607","Dansez au rythme de la musique, brûlez des calories et tonifiez votre corps en vous amusant sur la piste de danse! ","2024-07-23","2024-07-23","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba - L'été en cavale","https://montreal.ca/evenements/zumba-lete-en-cavale-71609","Dansez au rythme de la musique, brûlez des calories et tonifiez votre corps en vous amusant sur la piste de danse! ","2024-07-30","2024-07-30","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba - L'été en cavale","https://montreal.ca/evenements/zumba-lete-en-cavale-71610","Dansez au rythme de la musique, brûlez des calories et tonifiez votre corps en vous amusant sur la piste de danse! ","2024-08-13","2024-08-13","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba - L'été en cavale","https://montreal.ca/evenements/zumba-lete-en-cavale-71611","Dansez au rythme de la musique, brûlez des calories et tonifiez votre corps en vous amusant sur la piste de danse! ","2024-08-20","2024-08-20","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Cardio boxe - L'été en cavale","https://montreal.ca/evenements/cardio-boxe-lete-en-cavale-71622","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux, mais avec une intensité moindre.","2024-07-23","2024-07-23","Mise en forme","Pour tous","En salle","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Cardio boxe - L'été en cavale","https://montreal.ca/evenements/cardio-boxe-lete-en-cavale-71623","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux, mais avec une intensité moindre.","2024-07-30","2024-07-30","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Cardio boxe - L'été en cavale","https://montreal.ca/evenements/cardio-boxe-lete-en-cavale-71625","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux, mais avec une intensité moindre.","2024-08-06","2024-08-06","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Cardio boxe - L'été en cavale","https://montreal.ca/evenements/cardio-boxe-lete-en-cavale-71627","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux, mais avec une intensité moindre.","2024-08-13","2024-08-13","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Cardio boxe - L'été en cavale","https://montreal.ca/evenements/cardio-boxe-lete-en-cavale-71630","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux, mais avec une intensité moindre.","2024-08-20","2024-08-20","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Cardio boxe - L'été en cavale","https://montreal.ca/evenements/cardio-boxe-lete-en-cavale-71632","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux, mais avec une intensité moindre.","2024-08-27","2024-08-27","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/zumba-pour-les-50-ans-et-plus-lete-en-cavale-71650","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux.","2024-07-23","2024-07-23","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/zumba-pour-les-50-ans-et-plus-lete-en-cavale-71651","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux.","2024-07-30","2024-07-30","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/zumba-pour-les-50-ans-et-plus-lete-en-cavale-71652","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux.","2024-08-06","2024-08-06","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/zumba-pour-les-50-ans-et-plus-lete-en-cavale-71653","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux.","2024-08-13","2024-08-13","Mise en forme","Personnes aînées","En salle","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/zumba-pour-les-50-ans-et-plus-lete-en-cavale-71655","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux.","2024-08-20","2024-08-20","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Zumba pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/zumba-pour-les-50-ans-et-plus-lete-en-cavale-71656","Idéal pour les aîné(e)s recherchant un cours de Zumba alternatif recréant les mouvements originaux.","2024-08-27","2024-08-27","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"En équilibre avec KSF - L'été en cavale","https://montreal.ca/evenements/en-equilibre-avec-ksf-lete-en-cavale-71661","Améliorez votre équilibre, votre force et votre coordination lors de ces ateliers avec des planches d'équilibre.","2024-07-18","2024-07-18","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"En équilibre avec KSF - L'été en cavale","https://montreal.ca/evenements/en-equilibre-avec-ksf-lete-en-cavale-71662","Améliorez votre équilibre, votre force et votre coordination lors de ces ateliers avec des planches d'équilibre.","2024-07-25","2024-07-25","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"En équilibre avec KSF - L'été en cavale","https://montreal.ca/evenements/en-equilibre-avec-ksf-lete-en-cavale-71663","Améliorez votre équilibre, votre force et votre coordination lors de ces ateliers avec des planches d'équilibre.","2024-08-01","2024-08-01","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"En équilibre avec KSF - L'été en cavale","https://montreal.ca/evenements/en-equilibre-avec-ksf-lete-en-cavale-71664","Améliorez votre équilibre, votre force et votre coordination lors de ces ateliers avec des planches d'équilibre.","2024-08-08","2024-08-08","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"En équilibre avec KSF - L'été en cavale","https://montreal.ca/evenements/en-equilibre-avec-ksf-lete-en-cavale-71665","Améliorez votre équilibre, votre force et votre coordination lors de ces ateliers avec des planches d'équilibre.","2024-08-15","2024-08-15","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"En équilibre avec KSF - L'été en cavale","https://montreal.ca/evenements/en-equilibre-avec-ksf-lete-en-cavale-71666","Améliorez votre équilibre, votre force et votre coordination lors de ces ateliers avec des planches d'équilibre.","2024-08-22","2024-08-22","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"En équilibre avec KSF - L'été en cavale","https://montreal.ca/evenements/en-equilibre-avec-ksf-lete-en-cavale-71667","Améliorez votre équilibre, votre force et votre coordination lors de ces ateliers avec des planches d'équilibre.","2024-08-29","2024-08-29","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Tonus et étirements pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/tonus-et-etirements-pour-les-50-ans-et-plus-lete-en-cavale-71717","Ce cours comprend non seulement des exercices favorisant la flexibilité.","2024-07-18","2024-07-18","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Tonus et étirements pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/tonus-et-etirements-pour-les-50-ans-et-plus-lete-en-cavale-71718","Ce cours comprend non seulement des exercices favorisant la flexibilité.","2024-07-25","2024-07-25","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Tonus et étirements pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/tonus-et-etirements-pour-les-50-ans-et-plus-lete-en-cavale-71719","Ce cours comprend non seulement des exercices favorisant la flexibilité.","2024-08-01","2024-08-01","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Tonus et étirements pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/tonus-et-etirements-pour-les-50-ans-et-plus-lete-en-cavale-71720","Ce cours comprend non seulement des exercices favorisant la flexibilité.","2024-08-08","2024-08-08","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Tonus et étirements pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/tonus-et-etirements-pour-les-50-ans-et-plus-lete-en-cavale-71721","Ce cours comprend non seulement des exercices favorisant la flexibilité.","2024-08-15","2024-08-15","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Tonus et étirements pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/tonus-et-etirements-pour-les-50-ans-et-plus-lete-en-cavale-71722","Ce cours comprend non seulement des exercices favorisant la flexibilité.","2024-08-22","2024-08-22","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Tonus et étirements pour les 50 ans et plus - L'été en cavale","https://montreal.ca/evenements/tonus-et-etirements-pour-les-50-ans-et-plus-lete-en-cavale-71723","Ce cours comprend non seulement des exercices favorisant la flexibilité.","2024-08-29","2024-08-29","Mise en forme","Personnes aînées","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Salsa et danse sociale - L'été en cavale","https://montreal.ca/evenements/salsa-et-danse-sociale-lete-en-cavale-71725","Découvrez la passion de la salsa dans nos cours de danse sociale.","2024-07-19","2024-07-19","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Salsa et danse sociale - L'été en cavale","https://montreal.ca/evenements/salsa-et-danse-sociale-lete-en-cavale-71727","Découvrez la passion de la salsa dans nos cours de danse sociale.","2024-07-26","2024-07-26","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Salsa et danse sociale - L'été en cavale","https://montreal.ca/evenements/salsa-et-danse-sociale-lete-en-cavale-71728","Découvrez la passion de la salsa dans nos cours de danse sociale.","2024-08-02","2024-08-02","Mise en forme","Pour tous","En salle","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Salsa et danse sociale - L'été en cavale","https://montreal.ca/evenements/salsa-et-danse-sociale-lete-en-cavale-71729","Découvrez la passion de la salsa dans nos cours de danse sociale.","2024-08-16","2024-08-16","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Salsa et danse sociale - L'été en cavale","https://montreal.ca/evenements/salsa-et-danse-sociale-lete-en-cavale-71730","Découvrez la passion de la salsa dans nos cours de danse sociale.","2024-08-23","2024-08-23","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Danses pop - L'été en cavale","https://montreal.ca/evenements/danses-pop-lete-en-cavale-71733","En famille ou entre amis, dansez, bougez et faites de l’exercice au son de la musique populaire.","2024-07-19","2024-07-19","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
"Danses pop - L'été en cavale","https://montreal.ca/evenements/danses-pop-lete-en-cavale-71734","En famille ou entre amis, dansez, bougez et faites de l’exercice au son de la musique populaire.","2024-07-26","2024-07-26","Mise en forme","Pour tous","À l'extérieur","Entrée libre","Gratuit","LaSalle","nan","nan","nan","nan",45.426043,-73.596136,297277.1,5031794.3
