ï»¿Annee,No_MRC,Nombre_d_exploitants_declarants,Nom_MRC,Region_Administrative,Superficie_agricole_en_2015_,Charge_P2O5_produite_par_les_animaux,Charge_P2O5_importee_par_ententes_d_epandage_,Charge_P2O5_des_engrais,Charge_P2O5_des_MRF,Charge_P2O5_detruite,Charge_P2O5_traitee_en_produits_utiles,Charge_P2O5_exportee_par_ententes_d_epandage,Nombre_hectares_totaux_declares,Saturation_des_sols_en_P,Charge_P2O5_disponible_epandage,Nombre_de_lieux_d_elevage,Nombre_de_lieux_d_epandage,Superficie_classe_saturation_1,Superficie_classe_saturation_2,Superficie_classe_saturation_3,Superficie_classe_saturation_4,Longitude,Latitude,Charge_P2O5_de_dejections_animales_disponibles
2015,170,162,L'Islet,12,286,684675.1,324153.3,169673.1,60.9,0.0,0.0,323596.7,15948.4,4.79,49.2,178,15,14178.7,1213.7,339.0,217.0,-70.15381891890,47.12412896190,685232.0
2016,170,163,L'Islet,12,286,681599.5,304914.5,153900.4,12062.4,0.0,0.0,306568.5,15868.8,4.75,48.5,180,14,14183.7,1138.2,364.2,182.8,-70.15381891890,47.12412896190,679945.0
2017,170,163,L'Islet,12,286,686811.6,307836.7,161635.1,13144.1,0.0,0.0,299215.0,15993.9,4.79,49.4,179,15,14190.2,1265.9,347.0,190.8,-70.15381891900,47.12412896200,695433.0
2018,170,160,L'Islet,12,286,721912.3,346505.1,151582.2,44.7,0.0,0.0,328362.6,16431.6,5.73,54.3,179,14,13740.3,1128.6,339.0,1223.7,-70.15381891900,47.12412896200,740055.0
2012,180,162,Montmagny,12,239,588448.9,246925.5,98903.7,6858.5,0.0,0.0,231498.5,14232.4,5.12,49.8,180,13,11984.5,1695.6,360.4,191.9,-70.52569752790,46.90505105760,603876.0
2013,180,161,Montmagny,12,239,561692.8,244347.0,131195.6,5811.2,0.0,0.0,212924.9,14238.6,5.14,50.6,178,14,11945.1,1730.0,312.5,226.3,-70.52569752790,46.90505105760,593115.0
2014,180,158,Montmagny,12,239,551954.4,244491.0,142629.9,13037.6,0.0,0.0,202325.9,14289.4,5.06,49.9,174,15,12124.5,1662.1,315.2,187.7,-70.52569752790,46.90505105760,594119.0
2015,180,160,Montmagny,12,239,580098.2,272009.8,121127.1,10389.9,0.0,0.0,208473.8,14192.9,5.04,51.4,171,17,12060.2,1631.4,334.6,166.7,-70.52569752790,46.90505105760,643634.0
2016,180,157,Montmagny,12,239,597048.7,261586.5,128432.5,12477.5,0.0,0.0,219743.4,13907.6,4.88,51.7,166,16,12059.5,1447.6,275.1,125.4,-70.52569752790,46.90505105760,638892.0
2017,180,153,Montmagny,12,239,588759.7,314865.1,131497.6,10395.7,0.0,0.0,247758.2,14274.3,4.88,51.6,163,16,12421.2,1400.0,310.4,142.9,-70.52569752800,46.90505105800,655867.0
2018,180,147,Montmagny,12,239,575794.2,270454.0,110706.4,24832.5,0.0,0.0,255845.6,13732.0,5.42,52.9,160,12,11632.5,1114.6,303.3,681.5,-70.52569752800,46.90505105800,590403.0
2012,190,607,Bellechasse,12,624,2688435.3,1413163.2,169696.4,44153.8,0.0,3731.4,1607068.3,44605.6,6.49,60.4,743,24,30173.7,10755.5,2776.0,866.4,-70.85627024020,46.69680885500,2490799.0
2013,190,601,Bellechasse,12,624,2672844.6,1432293.5,185100.4,28316.2,0.0,5856.0,1693850.1,45016.2,6.44,57.8,733,26,30717.8,10676.0,2770.8,833.1,-70.85627024020,46.69680885500,2405432.0
2014,190,601,Bellechasse,12,624,2640975.3,1452325.3,179480.8,10917.3,0.0,10018.9,1732012.0,45178.3,6.32,55.5,724,26,31367.1,10404.1,2693.4,695.1,-70.85627024020,46.69680885500,2351270.0
2015,190,578,Bellechasse,12,624,2607145.2,1514705.6,187200.3,13383.0,0.0,7760.0,1773220.1,44793.6,6.25,55.5,693,24,31514.9,9986.0,2524.8,749.3,-70.85627024020,46.69680885500,2340871.0
2016,190,580,Bellechasse,12,624,2611204.8,1537821.2,159213.6,13777.9,0.0,12851.5,1778476.2,44924.2,6.10,55.0,695,22,32369.3,9531.0,2318.0,687.3,-70.85627024020,46.69680885500,2357698.0
2017,190,570,Bellechasse,12,624,2649343.3,1475542.6,185974.6,10602.4,0.0,12601.2,1736059.8,45382.4,6.09,54.8,689,21,32967.7,9183.0,2458.8,754.3,-70.85627024000,46.69680885500,2376225.0
2018,190,557,Bellechasse,12,624,2675569.7,1561062.5,170942.5,8251.1,0.0,67708.6,1724963.8,45519.4,6.27,57.6,686,21,32928.0,8758.4,2096.3,1736.8,-70.85627024000,46.69680885500,2443960.0
2012,251,75,LÃ©vis,12,130,204853.3,217751.3,73747.2,138.5,0.0,1137.8,145750.7,9215.7,5.45,37.8,68,12,7602.3,990.5,337.6,267.3,-71.22851397520,46.71685903130,275716.0
2013,251,76,LÃ©vis,12,130,206785.6,215475.5,62473.8,76.2,0.0,0.0,148141.8,5959.8,6.18,55.3,69,12,4414.2,1003.2,282.5,242.1,-71.22851397520,46.71685903130,274119.0
2014,251,76,LÃ©vis,12,130,192072.4,215891.6,62804.6,479.6,0.0,1352.4,149242.6,5907.1,5.96,52.7,68,12,4502.3,964.1,213.0,227.8,-71.22851397520,46.71685903130,257369.0
2015,251,77,LÃ©vis,12,130,195353.3,225757.9,64747.8,1857.0,0.0,38647.2,141571.1,5807.4,6.15,51.8,70,11,4383.6,890.0,240.8,293.0,-71.22851397520,46.71685903130,240893.0
2016,251,79,LÃ©vis,12,130,200690.8,269931.7,74150.2,748.0,0.0,6630.2,205988.2,5780.3,6.07,55.8,71,13,4366.7,901.7,319.0,193.0,-71.22851397520,46.71685903130,258004.0
2017,251,80,LÃ©vis,12,130,217251.0,295037.8,64982.2,2109.3,0.0,546.2,221910.4,5950.6,5.93,58.3,73,12,4557.5,941.5,240.7,211.0,-71.22851397500,46.71685903100,289832.0
2018,251,70,LÃ©vis,12,130,204013.5,292212.2,55295.9,4209.4,0.0,2176.1,205129.1,5923.0,6.20,58.8,68,13,4478.0,851.2,299.8,294.1,-71.22851397500,46.71685903100,288920.0
2012,260,517,La Nouvelle-Beauce,12,452,2926591.6,1017058.6,62076.0,8335.8,0.0,23829.7,1769048.1,35312.7,7.38,63.3,660,9,21379.1,8960.7,3641.2,1310.5,-71.04570979910,46.49948550660,2150772.0
2013,260,504,La Nouvelle-Beauce,12,452,2856016.9,979414.7,67159.4,15867.2,0.0,16058.2,1764627.9,35109.2,7.26,60.9,637,9,21530.4,8983.7,3374.9,1198.6,-71.04570979910,46.49948550660,2054745.0
2014,260,502,La Nouvelle-Beauce,12,452,2903825.0,1142513.8,63839.1,3143.9,0.0,48911.2,1892521.5,35130.0,7.12,61.5,634,9,21882.3,8981.4,3255.8,1003.1,-71.04570979910,46.49948550660,2104906.0
2015,260,491,La Nouvelle-Beauce,12,452,2894437.1,1239943.3,48197.5,2086.2,0.0,17002.8,2057009.5,34977.5,7.08,59.9,623,7,22066.1,8638.7,3248.7,1024.0,-71.04570979910,46.49948550660,2060368.0
2016,260,479,La Nouvelle-Beauce,12,452,2924162.4,1351999.3,61473.5,1461.4,3984.5,1590.8,2188366.4,34977.6,7.04,60.7,614,5,22165.5,8621.4,3191.7,999.0,-71.04570979910,46.49948550660,2082220.0
2017,260,479,La Nouvelle-Beauce,12,452,2968066.4,1332086.2,48367.1,2057.9,3985.0,7297.5,2232993.8,35060.6,7.07,59.3,614,6,22192.6,8583.8,3184.2,1091.8,-71.04570979900,46.49948550700,2055876.0
2018,260,461,La Nouvelle-Beauce,12,452,3010312.1,1405464.9,55223.5,3522.8,27600.7,14073.7,2327727.4,34965.7,7.22,60.2,632,6,21689.1,8742.8,3253.7,1280.0,-71.04570979900,46.49948550700,2046375.0
2012,270,259,Robert-Cliche,12,252,1085806.1,568098.8,28922.1,2673.7,0.0,2947.0,478350.7,16821.5,5.20,71.4,328,3,13956.8,2189.8,514.6,160.3,-70.86399134010,46.26233786080,1172607.0
2013,270,248,Robert-Cliche,12,252,1071345.7,523303.7,30546.7,1418.8,0.0,2261.3,447878.6,16846.8,5.37,69.6,313,4,13829.1,2159.9,462.5,395.4,-70.86399134010,46.26233786080,1144510.0
2014,270,246,Robert-Cliche,12,252,1055798.3,518213.6,27524.6,1902.1,0.0,3351.3,448459.5,16311.6,5.28,68.9,310,2,13441.4,2129.4,551.9,188.9,-70.86399134010,46.26233786080,1122201.0
2015,270,240,Robert-Cliche,12,252,1040380.1,482189.2,37104.4,1454.4,0.0,2341.3,422897.9,16270.1,5.21,67.3,301,2,13574.3,1983.5,488.9,223.4,-70.86399134010,46.26233786080,1097330.0
2016,270,237,Robert-Cliche,12,252,1055046.6,517195.3,36757.0,1209.2,0.0,2192.3,444656.7,16740.0,5.14,66.9,297,3,14065.8,1997.7,481.0,195.5,-70.86399134010,46.26233786080,1125393.0
2017,270,233,Robert-Cliche,12,252,1087886.1,520784.6,42667.4,9020.2,0.0,3430.8,454272.0,16327.8,5.15,70.0,294,2,13769.6,1851.2,520.1,187.0,-70.86399134000,46.26233786100,1150968.0
2018,270,218,Robert-Cliche,12,252,1172005.6,556517.0,34827.3,5005.4,0.0,3245.4,571297.9,15995.9,5.41,74.6,297,1,13160.4,1913.6,492.3,429.6,-70.86399134000,46.26233786100,1153979.0
2012,280,56,Les Etchemins,12,160,286312.0,195426.6,16054.8,62.0,0.0,0.0,145660.9,5435.7,4.54,64.8,80,0,4945.2,402.2,19.5,68.8,-70.40116917560,46.32656384740,336078.0
2013,280,57,Les Etchemins,12,160,288987.2,181339.3,13876.9,1329.4,0.0,0.0,135785.1,5497.0,4.55,63.3,81,0,4975.2,436.8,38.0,47.0,-70.40116917560,46.32656384740,334541.0
2014,280,55,Les Etchemins,12,160,280057.8,189436.1,14441.9,730.1,0.0,0.0,141666.2,5404.4,4.62,62.0,79,0,4869.2,415.2,71.3,48.8,-70.40116917560,46.32656384740,327828.0
2015,280,53,Les Etchemins,12,160,284483.4,181059.3,13698.6,664.7,0.0,0.0,139576.9,5433.2,4.79,60.0,75,0,4855.7,386.4,81.6,109.6,-70.40116917560,46.32656384740,325966.0
2016,280,52,Les Etchemins,12,160,282561.9,182377.5,14182.1,6120.7,0.0,0.0,138887.6,5503.3,4.59,60.1,75,0,4979.9,393.8,93.7,35.9,-70.40116917560,46.32656384740,326052.0
2017,280,53,Les Etchemins,12,160,291539.5,200689.9,22663.3,7467.8,0.0,0.0,158418.0,5337.4,4.49,64.2,74,1,4853.2,406.1,72.9,5.3,-70.40116917600,46.32656384700,333811.0
2018,280,50,Les Etchemins,12,160,304751.5,215475.0,14597.8,4763.6,0.0,0.0,174744.0,5356.4,4.91,68.1,76,0,4740.0,398.6,68.0,149.9,-70.40116917600,46.32656384700,345483.0
2012,290,176,Beauce-Sartigan,12,390,788836.3,344586.8,123597.8,4727.6,0.0,0.0,298485.4,16406.0,5.04,57.8,198,7,13746.4,1929.9,336.7,193.4,-70.73946376960,46.01229255810,834938.0
2013,290,176,Beauce-Sartigan,12,390,808582.8,358230.5,111212.0,15973.9,0.0,0.0,311619.0,16800.1,5.27,56.2,200,6,13873.6,2077.3,445.8,322.9,-70.73946376960,46.01229255810,855194.0
2014,290,174,Beauce-Sartigan,12,390,812890.5,352459.1,110918.7,25397.6,0.0,0.0,316608.3,16704.6,5.31,54.9,198,5,13934.1,1839.2,478.5,429.3,-70.73946376960,46.01229255810,848741.0
2015,290,172,Beauce-Sartigan,12,390,843981.0,370416.5,115775.2,10616.0,0.0,0.0,326765.1,16596.5,5.18,56.2,197,7,13930.8,1907.1,459.1,276.2,-70.73946376960,46.01229255810,887632.0
2016,290,167,Beauce-Sartigan,12,390,862280.5,360076.5,130143.5,10911.1,0.0,0.0,328921.3,16600.6,5.01,56.6,188,8,14323.9,1564.2,408.7,280.4,-70.73946376960,46.01229255810,893436.0
2017,290,170,Beauce-Sartigan,12,390,905309.0,370204.9,124629.3,8239.8,0.0,0.0,340851.7,16854.3,4.99,56.5,191,8,14636.7,1460.1,396.3,337.8,-70.73946377000,46.01229255800,934662.0
2018,290,162,Beauce-Sartigan,12,390,962493.7,398434.3,126146.8,11044.0,0.0,0.0,387549.0,17160.9,5.15,64.7,188,8,14910.6,1270.6,295.6,683.8,-70.73946377000,46.01229255800,973379.0
2012,310,257,Les Appalaches,12,427,950545.4,486646.7,73140.2,14284.0,0.0,2621.1,375977.1,20344.2,4.81,55.7,313,6,17917.5,1746.4,554.0,126.3,-71.31124320350,46.10013373760,1058594.0
2013,310,248,Les Appalaches,12,427,936334.3,441027.3,68622.6,26252.7,0.0,470.8,370299.2,19276.4,4.89,56.1,312,5,16843.1,1710.9,534.4,187.9,-71.31124320350,46.10013373760,1006592.0
2014,310,246,Les Appalaches,12,427,932466.2,448862.9,81153.3,15390.2,0.0,470.8,377527.9,19279.6,4.97,54.5,304,5,16830.0,1498.8,793.4,157.5,-71.31124320350,46.10013373760,1003330.0
2015,310,242,Les Appalaches,12,427,927851.6,447095.7,78304.8,1496.3,0.0,0.0,364207.2,18523.2,4.88,55.7,290,5,16261.1,1447.2,483.0,258.1,-71.31124320350,46.10013373760,1010740.0
2016,310,235,Les Appalaches,12,427,932637.8,450486.4,71338.0,11274.8,0.0,0.0,385179.7,18137.1,4.72,56.0,287,4,16315.8,1233.0,279.8,308.5,-71.31124320350,46.10013373760,997944.0
2017,310,228,Les Appalaches,12,427,1000518.6,472512.7,64947.3,18554.0,0.0,9852.9,398999.6,18404.1,4.69,56.6,281,5,16568.9,1254.4,355.7,225.1,-71.31124320300,46.10013373800,1064179.0
2018,310,208,Les Appalaches,12,427,995593.1,476037.8,67779.3,26830.0,0.0,5887.0,409386.6,18180.5,4.69,63.3,253,4,16407.6,1186.1,305.6,281.2,-71.31124320300,46.10013373800,1056357.0
2012,330,540,LotbiniÃ¨re,12,673,2447702.4,1180722.5,331011.7,92937.7,0.0,2866.4,1172880.6,45861.2,5.83,62.4,626,27,35342.9,7143.3,2441.3,933.7,-71.55426192390,46.51399976520,2452678.0
2013,330,545,LotbiniÃ¨re,12,673,2388878.9,1159391.9,350475.3,133854.6,0.0,16537.9,1084011.9,46976.5,5.76,61.8,633,28,36463.8,7261.9,2343.6,897.4,-71.55426192390,46.51399976520,2447721.0
2014,330,532,LotbiniÃ¨re,12,673,2357458.9,1116567.5,333077.4,100290.2,0.0,755.2,1070727.9,45740.9,5.79,60.9,618,28,35334.4,7207.1,2257.2,929.3,-71.55426192390,46.51399976520,2402543.0
2015,330,524,LotbiniÃ¨re,12,673,2386571.5,1361737.7,355437.0,104865.3,8700.0,711.8,1249204.0,46957.3,5.81,61.5,604,30,36407.8,7168.8,2193.5,1181.8,-71.55426192390,46.51399976520,2489693.0
2016,330,514,LotbiniÃ¨re,12,673,2417893.9,1435871.1,313475.4,80856.3,9146.2,666.7,1303384.0,47045.4,5.63,60.9,601,31,37115.2,6972.2,2170.9,787.2,-71.55426192390,46.51399976520,2540568.0
2017,330,506,LotbiniÃ¨re,12,673,2490542.8,1418051.9,330142.0,55467.4,830.0,1535.1,1390527.3,46437.5,5.67,59.9,597,33,36602.0,6731.1,2202.5,901.8,-71.55426192400,46.51399976500,2515702.0
2018,330,478,LotbiniÃ¨re,12,673,2626567.3,1482298.0,278999.7,63647.1,0.0,212.0,1512498.4,47736.0,5.93,61.6,610,30,36926.2,6835.7,2165.1,1809.0,-71.55426192400,46.51399976500,2596155.0
2012,650,26,Laval,13,58,8144.0,618.0,208601.4,0.0,0.0,3034.0,253.0,3481.8,9.57,61.5,3,23,1759.7,522.9,769.2,414.3,-73.67260908230,45.64853206740,5475.0
2013,650,25,Laval,13,58,9382.5,292.0,162616.3,0.0,0.0,4824.0,0.0,3400.1,9.72,48.9,3,22,1520.8,805.3,744.9,329.0,-73.67260908230,45.64853206740,4850.0
2014,650,16,Laval,13,58,4824.0,3330.2,161235.4,0.0,0.0,4824.0,0.0,3080.1,9.60,53.1,2,14,1445.9,645.7,697.8,290.8,-73.67260908230,45.64853206740,3330.0
2015,650,26,Laval,13,58,12138.2,4973.5,158466.8,155.0,0.0,4824.0,5664.2,4513.6,10.65,36.3,5,21,1753.3,1053.3,1077.2,629.8,-73.67260908230,45.64853206740,6624.0
2016,650,27,Laval,13,58,13299.0,5523.0,165663.3,97.6,0.0,4824.0,6825.0,3959.6,9.94,43.3,5,22,1679.2,1044.1,759.3,477.0,-73.67260908230,45.64853206740,7173.0
2017,650,22,Laval,13,58,14766.2,5778.0,72191.6,55.2,0.0,0.0,13031.2,2302.9,8.60,33.5,5,17,1154.7,654.7,362.2,131.4,-73.67260908200,45.64853206700,7513.0
2018,650,20,Laval,13,58,14303.3,7050.1,62732.8,0.0,0.0,0.0,14303.3,1968.6,8.74,35.4,4,16,1101.7,389.0,170.3,307.6,-73.67260908200,45.64853206700,7050.0
2012,520,318,D'Autray,14,495,1056653.6,1051945.3,826254.6,28464.3,2752.0,0.0,835900.4,34492.2,6.50,61.8,307,68,24436.1,4377.7,2527.2,1748.4,-73.25644577010,46.13409400450,1269947.0
2013,520,323,D'Autray,14,495,1048491.1,1087039.4,799499.4,91115.3,3440.5,1008.5,935736.6,34774.7,6.74,59.7,309,67,24827.3,4582.0,2121.5,2659.4,-73.25644577010,46.13409400450,1195345.0
2014,520,335,D'Autray,14,495,1033391.0,1049085.7,693472.3,38739.6,2752.0,6260.0,885609.9,34748.1,6.87,54.6,318,66,24791.6,4210.8,3857.7,1815.6,-73.25644577010,46.13409400450,1187855.0
2015,520,330,D'Autray,14,495,1011336.6,983725.7,763474.7,106773.4,10168.0,0.0,866607.8,36055.3,7.11,54.3,315,65,25253.6,4326.0,4113.8,2359.8,-73.25644577010,46.13409400450,1118286.0
2016,520,332,D'Autray,14,495,997415.0,942698.2,770022.1,52348.1,2752.0,0.0,803826.7,36592.5,7.00,52.5,317,67,25603.3,4550.9,3991.1,2189.4,-73.25644577010,46.13409400450,1133534.0
2017,520,324,D'Autray,14,495,1019013.8,1013612.2,800159.5,37447.1,2752.0,0.0,866795.5,37965.9,7.43,51.4,317,62,25508.0,4843.8,5018.2,2532.3,-73.25644577000,46.13409400500,1163078.0
2018,520,327,D'Autray,14,495,993020.1,1018825.7,864277.8,35510.7,2752.0,1398.0,853485.9,40524.1,8.01,50.7,325,65,26390.6,5021.9,2995.1,6116.4,-73.25644577000,46.13409400500,1154210.0
2012,600,98,L'Assomption,14,160,193529.1,119381.3,405494.3,7042.7,0.0,0.0,102990.1,11071.2,7.01,56.3,62,42,7819.7,1383.2,891.8,911.0,-73.44439527230,45.83349527110,209920.0
2013,600,107,L'Assomption,14,160,194240.8,196750.9,383629.0,17798.1,0.0,0.0,136603.0,11986.1,7.35,54.6,69,46,8169.4,1724.8,804.1,1287.9,-73.44439527230,45.83349527110,254389.0
2014,600,112,L'Assomption,14,160,181231.5,124043.5,359975.5,3910.1,0.0,0.0,85177.6,12195.2,7.48,47.1,70,45,8204.5,1653.6,1128.3,1208.9,-73.44439527230,45.83349527110,220097.0
2015,600,106,L'Assomption,14,160,197762.7,101199.7,375169.1,21997.1,0.0,0.0,94022.1,11766.8,7.03,50.0,69,41,8351.9,1418.8,1001.5,975.9,-73.44439527230,45.83349527110,204940.0
2016,600,103,L'Assomption,14,160,199367.9,113979.6,379987.5,23297.4,0.0,0.0,81879.1,11644.8,6.88,53.0,68,39,8335.3,1495.9,971.6,842.0,-73.44439527230,45.83349527110,231468.0
2017,600,103,L'Assomption,14,160,202683.2,81871.5,378491.4,36159.9,0.0,0.0,101119.9,11768.1,6.76,48.6,67,40,8535.5,1517.9,862.3,852.3,-73.44439527200,45.83349527100,183435.0
2018,600,99,L'Assomption,14,160,209017.6,97389.6,332934.1,10211.3,0.0,0.0,101625.4,11412.2,6.98,48.0,66,39,8325.4,1206.8,633.6,1246.4,-73.44439527200,45.83349527100,204782.0
2012,610,173,Joliette,14,256,460808.3,371628.5,616548.8,8413.9,0.0,0.0,298536.1,18842.8,9.28,61.4,133,50,9640.2,3493.2,3597.0,2112.4,-73.44838350040,46.04227093390,533901.0
2013,610,171,Joliette,14,256,451012.1,434924.5,543801.9,5983.4,0.0,0.0,338976.8,18483.3,9.19,59.1,131,48,9697.9,3253.3,3255.3,2247.8,-73.44838350040,46.04227093390,546960.0
2014,610,173,Joliette,14,256,487324.5,388686.2,457111.0,9618.5,0.0,54872.5,285874.1,18202.9,9.34,54.5,130,51,9630.2,2788.8,3281.0,2503.0,-73.44838350040,46.04227093390,535264.0
2015,610,171,Joliette,14,256,414990.6,413909.2,434868.6,9484.6,0.0,36270.4,275232.2,18897.6,9.40,50.1,128,51,9705.2,3301.3,3317.2,2573.9,-73.44838350040,46.04227093390,517397.0
2016,610,170,Joliette,14,256,422128.7,397945.7,464098.0,15961.7,0.0,36270.4,319907.1,18524.5,9.34,50.0,126,52,9801.7,2872.5,3241.2,2609.2,-73.44838350040,46.04227093390,463897.0
2017,610,164,Joliette,14,256,416600.1,385443.4,478186.9,14513.5,0.0,12632.1,267859.6,18583.5,8.99,53.2,123,51,10110.6,3113.7,3180.9,2178.3,-73.44838350000,46.04227093400,521552.0
2018,610,157,Joliette,14,256,424989.3,479140.8,375351.7,10894.2,0.0,0.0,329754.7,16308.0,8.74,58.9,124,51,9201.3,2811.5,2237.9,2057.3,-73.44838350000,46.04227093400,574375.0
2012,620,125,Matawinie,14,142,1037556.8,344562.0,60105.2,6158.7,0.0,0.0,990169.5,7210.6,7.13,63.5,142,7,4640.6,1612.8,577.7,369.7,-73.55929402190,46.23255466830,391949.0
2013,620,128,Matawinie,14,142,1050645.6,344849.6,83412.5,2334.6,0.0,3639.3,1000801.5,7338.9,7.36,63.9,145,7,4737.2,1422.7,635.3,530.6,-73.55929402190,46.23255466830,391054.0
2014,620,127,Matawinie,14,142,1000599.4,337398.8,64533.8,3212.1,0.0,3138.0,968217.3,7076.4,7.22,59.8,144,6,4549.8,1496.9,661.3,365.3,-73.55929402190,46.23255466830,366643.0
2015,620,126,Matawinie,14,142,995423.5,336085.9,79993.2,746.8,0.0,6544.2,955705.5,7054.5,7.51,61.8,143,6,4309.3,1549.6,760.9,376.5,-73.55929402190,46.23255466830,369260.0
2016,620,125,Matawinie,14,142,959777.2,318540.3,90505.0,10588.0,0.0,2904.6,951062.1,7027.4,7.09,58.8,143,7,4582.8,1471.9,587.0,363.8,-73.55929402190,46.23255466830,324351.0
2017,620,125,Matawinie,14,142,970912.4,349495.0,85180.4,3599.0,0.0,4968.4,977365.7,6999.2,7.28,56.9,143,8,4562.3,1365.2,572.4,477.3,-73.55929402200,46.23255466800,338073.0
2018,620,115,Matawinie,14,142,983215.5,326165.3,76399.4,5512.0,0.0,8065.7,952271.9,7488.9,8.07,57.5,143,9,4695.4,1261.8,361.8,1169.9,-73.55929402200,46.23255466800,349043.0
2012,630,304,Montcalm,14,354,972271.1,696118.2,689003.6,42506.3,0.0,0.0,707153.7,29140.1,8.77,58.3,261,81,14290.0,8037.2,4085.2,2336.4,-73.64107314410,45.91038458990,961236.0
2013,630,306,Montcalm,14,354,923508.2,645275.7,647543.3,42582.6,0.0,0.0,648038.3,28639.0,8.78,56.0,262,83,14027.9,8035.5,3726.5,2491.1,-73.64107314410,45.91038458990,920746.0
2014,630,295,Montcalm,14,354,926437.9,641522.3,616654.3,40608.7,0.0,0.0,620226.5,30622.8,8.96,51.7,253,76,14614.0,8859.8,4428.6,2654.2,-73.64107314410,45.91038458990,947734.0
2015,630,296,Montcalm,14,354,939939.3,672181.2,677066.2,71921.5,0.0,0.0,639302.7,30757.6,8.90,55.2,253,75,15339.2,8192.6,3910.6,3265.0,-73.64107314410,45.91038458990,972818.0
2016,630,293,Montcalm,14,354,976148.6,755544.7,649291.7,69432.0,0.0,0.0,706385.9,31344.8,8.64,54.4,256,70,16229.8,8029.0,4232.3,2735.3,-73.64107314410,45.91038458990,1025307.0
2017,630,289,Montcalm,14,354,977426.1,783368.2,587485.6,56048.0,0.0,0.0,705600.6,30739.4,8.60,53.6,255,71,16143.6,7801.3,3997.7,2666.5,-73.64107314400,45.91038459000,1055194.0
2018,630,276,Montcalm,14,354,1031199.3,776102.4,581411.4,36682.3,0.0,0.0,763363.7,30771.5,8.86,54.0,251,68,16094.4,7347.9,3384.9,3944.4,-73.64107314400,45.91038459000,1043938.0
2012,640,48,Les Moulins,14,104,40254.1,93531.1,104718.2,306.0,0.0,0.0,28341.9,4380.6,8.43,48.3,23,26,2728.7,588.2,218.7,834.2,-73.63868971120,45.75691809610,105443.0
2013,640,48,Les Moulins,14,104,44475.1,109700.0,96180.7,5893.0,0.0,0.0,36174.9,4316.5,7.76,50.7,24,25,2918.8,484.8,209.0,684.3,-73.63868971120,45.75691809610,118000.0
2014,640,47,Les Moulins,14,104,40509.2,88333.0,82106.5,5946.0,0.0,86.5,16472.0,4267.8,7.49,46.5,22,25,2893.6,504.4,339.3,488.3,-73.63868971120,45.75691809610,112284.0
2015,640,48,Les Moulins,14,104,44526.5,69937.9,92423.9,6670.0,0.0,86.5,10441.4,4214.5,6.79,47.6,22,26,3039.7,425.7,378.8,291.4,-73.63868971120,45.75691809610,103937.0
2016,640,48,Les Moulins,14,104,46185.7,71195.2,88540.6,13637.0,0.0,172.9,8020.4,4010.9,6.09,51.4,22,26,3144.6,292.8,270.0,224.6,-73.63868971120,45.75691809610,109188.0
2017,640,47,Les Moulins,14,104,38621.4,80591.1,93867.0,6090.0,0.0,172.9,15363.9,4082.0,6.40,48.6,21,26,3153.2,364.0,276.0,266.2,-73.63868971100,45.75691809600,103676.0
2018,640,48,Les Moulins,14,104,41813.2,83766.8,81463.6,19710.1,0.0,172.9,18200.7,4002.2,6.74,52.1,20,28,3033.8,354.4,162.9,451.1,-73.63868971100,45.75691809600,107206.0
2012,720,168,Deux-Montagnes,15,127,146658.0,31838.2,304560.1,3453.7,0.0,0.0,57584.4,10391.7,6.90,51.0,45,124,7320.9,1408.0,1046.3,588.7,-74.05155114440,45.54191989940,120912.0
2013,720,158,Deux-Montagnes,15,127,151421.1,28543.6,267138.4,5570.1,0.0,0.0,70600.1,8310.4,7.66,45.1,46,112,5213.3,1502.1,1060.4,532.2,-74.05155114440,45.54191989940,109365.0
2014,720,152,Deux-Montagnes,15,127,154923.4,38498.0,232867.7,5786.5,0.0,0.0,60293.9,8094.9,7.70,44.6,46,107,5066.4,1381.3,1108.8,509.4,-74.05155114440,45.54191989940,133127.0
2015,720,148,Deux-Montagnes,15,127,169028.8,55836.7,249685.6,21392.4,0.0,0.0,68062.9,8546.9,8.02,48.1,48,101,5197.6,1327.1,1443.8,537.4,-74.05155114440,45.54191989940,156803.0
2016,720,144,Deux-Montagnes,15,127,161682.8,59185.7,255850.1,14250.7,0.0,0.0,78913.9,8483.9,7.71,46.0,49,96,5322.7,1458.4,1158.0,542.4,-74.05155114440,45.54191989940,141955.0
2017,720,146,Deux-Montagnes,15,127,170369.4,65153.0,269982.9,33839.8,0.0,0.0,77770.3,9101.6,7.48,47.7,49,99,5927.5,1394.6,1303.6,473.4,-74.05155114400,45.54191989900,157752.0
2018,720,139,Deux-Montagnes,15,127,159716.7,60680.2,238240.4,40562.3,0.0,6992.0,76279.6,8063.6,8.05,51.6,46,94,5015.7,1320.2,718.3,1009.4,-74.05155114400,45.54191989900,137125.0
2012,730,54,ThÃ©rÃ¨se-De Blainville,15,73,57277.2,151554.2,67489.9,8177.0,0.0,0.0,106493.1,3662.3,6.66,48.6,24,31,2602.8,618.2,217.9,223.4,-73.82983835490,45.73326750360,102338.0
2013,730,49,ThÃ©rÃ¨se-De Blainville,15,73,57763.9,117720.7,74366.0,3583.0,0.0,0.0,79164.2,3894.0,7.20,44.8,24,26,2629.4,653.8,280.5,330.3,-73.82983835490,45.73326750360,96320.0
