NUMÉRO_DE_LOT,ÉTAT,SERVICE_RESPONSABLE,ARRONDISSEMENT,NUMÉRO_UEV,PUBLICATION_ASSUJ,LOC_X,LOC_Y,LONGITUDE,LATITUDE
"2648675","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3039999","27439768",292653.51,5039864.9,-73.655421,45.498601
"2648676","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3039997","27439768",292641.26,5039875.9,-73.655578,45.498699
"2648677","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3039995","27439740",292627.65,5039888.11,-73.655752,45.498809
"3361579","Assujetti","Habitation","Plateau-Mont-Royal","1026298","27439760",299912.92,5044177.36,-73.562576,45.537495
"3795391","Assujetti","Habitation","Rosemont - La Petite-Patrie","2010332","27439757",297974.08,5044812.29,-73.58741,45.543192
"3795392","Assujetti","Habitation","Rosemont - La Petite-Patrie","2010330","27439766",297985.56,5044825.77,-73.587264,45.543313
"3795431","Assujetti","Habitation","Rosemont - La Petite-Patrie","3069187","27439761",297940.56,5044750.72,-73.587839,45.542637
"3795435","Assujetti","Habitation","Rosemont - La Petite-Patrie","3069191","27439767",297955.22,5044786.35,-73.587652,45.542958
"3795480","Assujetti","Habitation","Rosemont - La Petite-Patrie","3068890","27966974",298110.84,5044637.69,-73.585657,45.541622
"3795818","Assujetti","Habitation","Plateau-Mont-Royal","1032484","27439758",298557.76,5044432.52,-73.579931,45.53978
"2174000","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3042550","27581083",294567.24,5040992.88,-73.630957,45.508781
"2174484","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3042573","27580795",294235.29,5040489.65,-73.635195,45.504248
"1878893","Assujetti","Habitation","Mercier - Hochelaga-Maisonneuve","5010532","27580811",300820.71,5045756.08,-73.550965,45.551706
"3364459","Assujetti","Habitation","Mercier - Hochelaga-Maisonneuve","2064994","27600994",301655.14,5044580.76,-73.540271,45.541135
"3364460","Assujetti","Habitation","Mercier - Hochelaga-Maisonneuve","2064994","27600994",301652.15,5044573.75,-73.540309,45.541071
"1881432","Assujetti","Habitation","Mercier - Hochelaga-Maisonneuve","2067826","27580810",302376.79,5046397.51,-73.531039,45.557485
"1846085","Assujetti","Habitation","Montréal-Nord","2072592","27580796",294272.57,5050792.28,-73.634939,45.596955
"1412418","Assujetti","Habitation","Montréal-Nord","2071492","27580787",293659.14,5050977.99,-73.642807,45.598617
"1866469","Assujetti","Habitation","Plateau-Mont-Royal","1001307","27580832",297476.27,5042339.51,-73.593748,45.520936
"1444090","Assujetti","Habitation","Plateau-Mont-Royal","1002557","27637528",297840.6,5042836.15,-73.589092,45.525408
"3795161","Assujetti","Habitation","Rosemont - La Petite-Patrie","3069263","27580794",297755.51,5044717.63,-73.590208,45.542338
"3363997","Assujetti","Habitation","Rosemont - La Petite-Patrie","2063316","27580836",300439.3,5045256.27,-73.555846,45.547206
"3856643","Assujetti","Habitation","Sud-Ouest","1020384","27580786",300228.06,5037650.92,-73.55848,45.478769
"1380864","Assujetti","Habitation","Sud-Ouest","1019197","27581083",299336.08,5037463.01,-73.569887,45.477072
"1243749","Assujetti","Habitation","Sud-Ouest","1013059","27581082",297235,5035525.37,-73.596732,45.459616
"2216567","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","2009674","27453320",297178.46,5047333.66,-73.597638,45.565871
"1243882","Assujetti","Habitation","Sud-Ouest","1006023","27482271",297457.32,5035984.36,-73.593896,45.463749
"1243894","Assujetti","Habitation","Sud-Ouest","1006032","27482280",297400.32,5036019.18,-73.594625,45.464062
"1243895","Assujetti","Habitation","Sud-Ouest","5027945","27482280",297413.19,5036014.27,-73.59446,45.464018
"1243899","Assujetti","Habitation","Sud-Ouest","5027945","27482280",297430.21,5036003.29,-73.594243,45.463919
"1243907","Assujetti","Habitation","Sud-Ouest","5027945","27482280",297412.99,5035989.28,-73.594463,45.463793
"1852807","Assujetti","Habitation","Sud-Ouest","1004429","27482272",299739.06,5039190.23,-73.564751,45.492617
"1852811","Assujetti","Habitation","Sud-Ouest","1004428","27482272",299744.41,5039198.12,-73.564682,45.492688
"1852812","Assujetti","Habitation","Sud-Ouest","1004430","27482273",299750.38,5039171.22,-73.564606,45.492446
"1852813","Assujetti","Habitation","Sud-Ouest","1004336","27482272",299766.94,5039180.2,-73.564394,45.492527
"1867990","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3043394","27439735",295307.51,5043703.5,-73.621536,45.533183
"1179743","Assujetti","Habitation","Ville-Marie","5022809","27453319",300177.58,5039897,-73.559147,45.49898
"1243828","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297429.99,5035852.6,-73.594243,45.462563
"1243830","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297462.16,5035851.91,-73.593832,45.462557
"1243831","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297492.13,5035850.48,-73.593449,45.462545
"1243832","Assujetti","Habitation","Sud-Ouest","1006260","27482270",297518.9,5035849.29,-73.593106,45.462534
"1724846","Assujetti","Arrondissement","LaSalle","4038257","27558322",294448.65,5032124.9,-73.632288,45.428981
"1449281","Assujetti","Arrondissement","LaSalle","4043014","27558303",295305.04,5033178.27,-73.621364,45.438472
"1931079","Assujetti","Arrondissement","LaSalle","4026525","27558264",293373.35,5031549.32,-73.646017,45.423785
"1449704","Assujetti","Arrondissement","LaSalle","4037618","27558324",293768.45,5031492.24,-73.640967,45.423278
"1451157","Assujetti","Arrondissement","LaSalle","4037668","27558269",294191.47,5031283.19,-73.635557,45.421404
"1499442","Assujetti","Arrondissement","LaSalle","4037565","27558349",294459.42,5031260.83,-73.632132,45.421206
"1500132","Assujetti","Arrondissement","LaSalle","4037666","27558308",294271.01,5031254.19,-73.63454,45.421144
"1929326","Assujetti","Arrondissement","LaSalle","5005765","27558323",292017.67,5031901.6,-73.66335,45.426932
"1929327","Assujetti","Arrondissement","LaSalle","5005766","27558323",292040.37,5031894.3,-73.663059,45.426867
"1930299","Assujetti","Arrondissement","LaSalle","4025859","27558325",292646.77,5031414.72,-73.655298,45.422562
"1930390","Assujetti","Arrondissement","LaSalle","4025855","27558326",292675.89,5031391.11,-73.654926,45.42235
"1930395","Assujetti","Arrondissement","LaSalle","4025853","27558305",292694.93,5031373.2,-73.654682,45.422189
"1929312","Assujetti","Arrondissement","LaSalle","4025853","27558305",292685.87,5031362.13,-73.654797,45.422089
"1930396","Assujetti","Arrondissement","LaSalle","5035997","27558265",292715.13,5031355.55,-73.654423,45.422031
"2331550","Assujetti","Arrondissement","LaSalle","5035997","27558265",292702,5031349.35,-73.654591,45.421975
"1930615","Assujetti","Arrondissement","LaSalle","4131278","27558306",292931.25,5031216.4,-73.651658,45.420782
"1930616","Assujetti","Arrondissement","LaSalle","4025829","27558268",293020.98,5031171.5,-73.650511,45.42038
"1931010","Assujetti","Arrondissement","LaSalle","4025827","27558307",293044.62,5031161.06,-73.650208,45.420286
"1669299","Assujetti","Habitation","Montréal-Nord","2088080","27887299",296135.35,5052831.28,-73.611099,45.615328
"1667668","Assujetti","Habitation","Montréal-Nord","2080610","27618273",295154.76,5053306.13,-73.623681,45.619588
"1867464","Assujetti","Habitation","Rosemont - La Petite-Patrie","5032322","27913676",295989.99,5043183.88,-73.612789,45.528516
"1870109","Assujetti","Habitation","Rosemont - La Petite-Patrie","5032322","27913676",295974,5043194.15,-73.612994,45.528609
"1870110","Assujetti","Habitation","Rosemont - La Petite-Patrie","5032322","27913676",295967.6,5043198.27,-73.613076,45.528646
"1870111","Assujetti","Habitation","Rosemont - La Petite-Patrie","5032322","27913676",295961.2,5043202.4,-73.613158,45.528683
"1868775","Assujetti","Habitation","Rosemont - La Petite-Patrie","5032322","27913676",295948.65,5043167.78,-73.613318,45.528371
"1868885","Assujetti","Habitation","Rosemont - La Petite-Patrie","3119229","27711238",296026.16,5043119.08,-73.612324,45.527934
"1868773","Assujetti","Habitation","Rosemont - La Petite-Patrie","3081054","27695878",295989.91,5043083.37,-73.612788,45.527612
"1868728","Assujetti","Habitation","Rosemont - La Petite-Patrie","3078471","27678025",295808.19,5043153.05,-73.615115,45.528236
"1868724","Assujetti","Habitation","Rosemont - La Petite-Patrie","3078473","27660677",295778.06,5043174.72,-73.615502,45.528431
"2334745","Assujetti","Habitation","Rosemont - La Petite-Patrie","3080933","27713928",296685.64,5043433.29,-73.603887,45.530769
"2648744","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040392","25743642",293075.11,5040034.2,-73.650031,45.500131
"2648736","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","3040499","25697195",293186.47,5039898.75,-73.648602,45.498914
"2648749","Assujetti","Habitation","Côte-des-Neiges - Notre-Dame-de-Grâce","5035011","27711237",293238.26,5040068.23,-73.647944,45.50044
"1414300","Assujetti","Habitation","Montréal-Nord","2082456","27475834",293256.81,5050386.46,-73.64795,45.593287
"3361550","Assujetti","Habitation","Plateau-Mont-Royal","1113064","27439755",299822,5044175.29,-73.56374,45.537475
"2334500","Assujetti","Habitation","Plateau-Mont-Royal","1031472","27702676",297263.76,5042839.52,-73.596476,45.525433
"2334560","Assujetti","Habitation","Plateau-Mont-Royal","5091453","27702681",297056.53,5042974.54,-73.599131,45.526645
"2334561","Assujetti","Habitation","Plateau-Mont-Royal","5091452","27702681",297062.91,5042970.39,-73.599049,45.526608
"2334562","Assujetti","Habitation","Plateau-Mont-Royal","5091454","27702681",297050.15,5042978.74,-73.599213,45.526683
"2334563","Assujetti","Habitation","Plateau-Mont-Royal","5091455","27702681",297043.74,5042982.85,-73.599295,45.52672
"2334564","Assujetti","Habitation","Plateau-Mont-Royal","5091460","27702681",297037.38,5042987.09,-73.599376,45.526758
"2334566","Assujetti","Habitation","Plateau-Mont-Royal","5091461","27702681",297031.03,5042991.34,-73.599458,45.526796
"2334567","Assujetti","Habitation","Plateau-Mont-Royal","5091456","27702681",297024.61,5042995.45,-73.59954,45.526833
"2334568","Assujetti","Habitation","Plateau-Mont-Royal","5091458","27702681",297011.81,5043003.8,-73.599704,45.526908
"2334569","Assujetti","Habitation","Plateau-Mont-Royal","5091457","27702681",297018.23,5042999.67,-73.599622,45.526871
"4296061","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","5108830","25807982",274427.91,5040225.93,-73.888646,45.501294
"4297704","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4155490","25807907",274132.26,5040294.75,-73.892434,45.5019
"4299343","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4155490","25807907",274250.6,5040562.5,-73.890936,45.504315
"4299344","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4155490","25807907",274308.94,5040525.52,-73.890187,45.503985
"4430310","Assujetti","Grands parcs","Pierrefonds - Roxboro","5188353","25807910",271190.92,5035257,-73.929726,45.456434
"4589204","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4056150","25807898",274056.8,5039434,-73.893345,45.494152
"4589412","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4053284","25807912",272277.11,5038218.51,-73.916034,45.483134
"4589770","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4053286","25807911",273305.35,5037259.9,-73.90282,45.474555
"4590308","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4051527","25807906",273940.89,5041700.53,-73.894971,45.514541
"4590356","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4053267","25807935",274249.67,5037250.86,-73.890742,45.474516
"4590543","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4155490","25807907",274041.09,5040965.58,-73.893642,45.507933
"4590544","Assujetti","Grands parcs","L'Île-Bizard - Sainte-Geneviève","4155490","25807907",273651.88,5040534.24,-73.898596,45.504034
"2245662","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3082284","27695873",294068.01,5043115.6,-73.637393,45.527875
"3610860","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3043220","27688262",295369.25,5043750.95,-73.620746,45.533611
"1867972","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3016225","27667067",295437.92,5043792.36,-73.619868,45.533984
"1867973","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3016226","25535702",295427.56,5043798.95,-73.620001,45.534044
"1867974","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3016227","27660673",295416.04,5043806.39,-73.620148,45.53411
"1867958","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3016169","27864045",295523.84,5043863.03,-73.618769,45.534621
"1867962","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3016167","27667091",295491.83,5043883.66,-73.61918,45.534807
"2249748","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3078387","27695859",295417.21,5043263.96,-73.620123,45.529229
"2589541","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3078387","27695859",295424.35,5043261.08,-73.620032,45.529204
"2589540","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3078387","27695859",295430.93,5043257.08,-73.619947,45.529168
"2589539","Assujetti","Habitation","Villeray - Saint-Michel - Parc-Extension","3078387","27695859",295437.5,5043253.21,-73.619863,45.529133
"1573598","Assujetti","Habitation","Sud-Ouest","1005839","27482277",297504.35,5036035.14,-73.593295,45.464206
"1573764","Assujetti","Habitation","Sud-Ouest","1005860","27887297",297749.07,5036017.09,-73.590165,45.464046
"1573181","Assujetti","Habitation","Sud-Ouest","1005864","27691498",297807.82,5036013.8,-73.589414,45.464017
"2091665","Assujetti","Habitation","Sud-Ouest","1005879","27482278",297906.9,5036007.14,-73.588147,45.463959
"1851527","Assujetti","Habitation","Sud-Ouest","5094888","27688243",299695.85,5038200.37,-73.565293,45.48371
"2975631","Assujetti","Habitation","Sud-Ouest","1125612","27871791",298276.03,5037394.08,-73.583445,45.476442
"1154389","Assujetti","Habitation","Verdun","5004994","25592839",298872.62,5036207.75,-73.5758,45.465773
"1154390","Assujetti","Habitation","Verdun","5004994","25592839",298849.8,5036209.09,-73.576092,45.465784
"1573606","Assujetti","Habitation","Sud-Ouest","1111030","27691498",297839.45,5036011.23,-73.58901,45.463995
"2091662","Assujetti","Habitation","Sud-Ouest","1005873","27482282",297867.07,5036009.68,-73.588656,45.463981
"2091663","Assujetti","Habitation","Sud-Ouest","1005875","27558222",297877.63,5036008.98,-73.588521,45.463975
"2091664","Assujetti","Habitation","Sud-Ouest","1005877","27475835",297892.84,5036008.09,-73.588327,45.463967
"1154401","Assujetti","Habitation","Verdun","1045788","27688250",298767.75,5036232.93,-73.577141,45.465998
"1154393","Assujetti","Habitation","Verdun","5019306","27688250",298748.77,5036200.27,-73.577384,45.465704
"1154395","Assujetti","Habitation","Verdun","5004981","27688250",298717.06,5036231.33,-73.57779,45.465983
"1154394","Assujetti","Habitation","Verdun","1097815","27688250",298698.95,5036185.65,-73.578021,45.465572
"1154396","Assujetti","Habitation","Verdun","1045802","25587359",298680.34,5036227.34,-73.578259,45.465947
"1154398","Assujetti","Habitation","Verdun","1045804","25587359",298627.85,5036234.2,-73.578931,45.466008
"1154397","Assujetti","Habitation","Verdun","1045806","27688254",298593.26,5036231.54,-73.579373,45.465984
"1154140","Assujetti","Habitation","Verdun","5036804","27666499",298621.45,5036150.12,-73.579011,45.465252
"1154078","Assujetti","Habitation","Verdun","1046684","27666504",298752.16,5036145.69,-73.57734,45.465213
"1154079","Assujetti","Habitation","Verdun","1046685","27665504",298751.36,5036133.46,-73.57735,45.465103
"1154080","Assujetti","Habitation","Verdun","1046686","27665504",298750.83,5036125.88,-73.577356,45.465035
"1154387","Assujetti","Habitation","Verdun","1045767","27439743",298918.59,5036166.84,-73.575212,45.465405
"1154386","Assujetti","Habitation","Verdun","1045769","27439732",298922.57,5036182.78,-73.575161,45.465548
"1154385","Assujetti","Habitation","Verdun","5085866","27433748",298934.91,5036169.63,-73.575003,45.46543
"3361267","Assujetti","Habitation","Ville-Marie","1111699","27678062",300593.84,5044333.03,-73.553859,45.5389
"1425255","Assujetti","Habitation","Ville-Marie","1122634","27439730",300606.16,5042997.23,-73.553689,45.52688
"1867555","Assujetti","Habitation","Rosemont - La Petite-Patrie","3079549","27670356",296479.59,5043245.3,-73.606522,45.529075
