Identifiant_unique;Nom_ministere_organisme;Nombre_sites;Nom_site;Adresse;Description_localisation;Longitude;Latitude;Probabilite_contamination;Activite_site;Eaux_souterraines_contaminants;Eaux_surface_contaminants;Sols_contaminants;Sediments_contaminants;Cote_classification_risques_exp;Cote_planif_intervention_exp;Etat_caract;Etat_rehab;Etat_post_rehab;Etat_avancement_global;Niveau_avancement;Annee_rehabilitation;Couts_encourus_caract;Couts_encourus_rehab;Couts_encourus_post_rehab;Couts_encourus_total_cumul;URL 
0600-2009-118;Ministère des Ressources naturelles et des Forêts;1;Site minier Copper Cliff;-;Le site est situé à environ 400 m au sud du km 10 du chemin Campbell. ;-74,30253;49,90040;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 4 495,00  $ ; -    $ ; -    $ ; 10 657,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-200;Ministère des Ressources naturelles et des Forêts;1;Site minier Marcoux;-;Le site est situé environ à 1,0 km au nord-ouest de l'intersection de la route de Mansonville (route 243) et du chemin du Muguet au nord de Potton. ;-72,40464;45,09584;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 096,00  $ ; -    $ ; -    $ ; 8 029,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-201;Ministère des Ressources naturelles et des Forêts;1;Site minier High Water;-;Le site est situé à environ 400 m après l'embranchement du Chemin de la Mine et du Chemin de la Traversée en direction au sud-est. ;-72,45887;45,03700;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 1 389,00  $ ; -    $ ; -    $ ; 6 953,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-202;Ministère des Ressources naturelles et des Forêts;1;Site minier Jaculet;-;Le site est situé à environ 1,7 km à l'est de l'intersection du Chemin Campbell et du Chemin des Mines près de Chibougamau. ;-74,27404;49,90830;Probable;Terrain/bâtiment vacant;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;En cours;Na pas commencé;Na pas commencé;Caractérisation;En cours;À venir; 3 998,00  $ ; -    $ ; -    $ ; 22 048,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-238;Ministère des Ressources naturelles et des Forêts;1;WS/7-183;-;Waswanipi, W24A;-76,16961;49,49603;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 13,00  $ ; -    $ ; -    $ ; 371 139,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-417;Ministère des Ressources naturelles et des Forêts;1;CH/6-050;-;Chisasibi, FG21/CH21;-73,79671;53,92908;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-418;Ministère des Ressources naturelles et des Forêts;1;CH/6-052;-;Chisasibi, FG21/CH21;-73,69991;53,92957;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-419;Ministère des Ressources naturelles et des Forêts;1;CH/6-062;-;Chisasibi, FG31/CH31;-71,24131;54,61933;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-420;Ministère des Ressources naturelles et des Forêts;1;CH/6-073;-;Chisasibi, VC04/CH36;-77,75399;53,49933;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-421;Ministère des Ressources naturelles et des Forêts;1;CH/6-080;-;Chisasibi, VC06/CH38;-77,26259;53,40802;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-422;Ministère des Ressources naturelles et des Forêts;1;CH/6-082;-;Chisasibi, VC06/CH38;-77,57081;53,37232;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-423;Ministère des Ressources naturelles et des Forêts;1;CH/6-083;-;Chisasibi, VC06/CH38;-77,47843;53,37054;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-424;Ministère des Ressources naturelles et des Forêts;1;CH/6-085;-;Chisasibi, VC06/CH38;-77,41366;53,39054;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-425;Ministère des Ressources naturelles et des Forêts;1;CH/6-086;-;Chisasibi, VC06/CH38;-77,64799;53,35279;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-426;Ministère des Ressources naturelles et des Forêts;1;CH/6-087;-;Chisasibi, VC06/CH38;-77,60335;53,33718;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-427;Ministère des Ressources naturelles et des Forêts;1;CH/6-090;-;Chisasibi, VC06/CH38;-78,05345;53,27069;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-428;Ministère des Ressources naturelles et des Forêts;1;ET/6-002;-;Eastmain, VC33;-77,50349;52,44632;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-429;Ministère des Ressources naturelles et des Forêts;1;ET/6-003;-;Eastmain, VC33;-77,66453;52,35969;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-430;Ministère des Ressources naturelles et des Forêts;1;ET/6-004;-;Eastmain, VC33;-77,70570;52,36146;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-431;Ministère des Ressources naturelles et des Forêts;1;ET/6-007;-;Eastmain, VC35;-76,49234;52,48332;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-432;Ministère des Ressources naturelles et des Forêts;1;ET/6-009;-;Eastmain, VC35;-76,59383;52,21347;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-433;Ministère des Ressources naturelles et des Forêts;1;ET/6-014;-;Eastmain, VC37;-75,89531;52,21192;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-434;Ministère des Ressources naturelles et des Forêts;1;ET/6-015;-;Eastmain, VC37;-75,72384;52,19274;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-435;Ministère des Ressources naturelles et des Forêts;1;ET/6-016;-;Eastmain, VC37;-75,66303;52,18564;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-436;Ministère des Ressources naturelles et des Forêts;1;ET/6-019;-;Eastmain, VC35;-76,36632;52,24729;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-437;Ministère des Ressources naturelles et des Forêts;1;ET/6-020;-;Eastmain, RE01;-76,38983;52,21307;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
0600-2009-438;Ministère des Ressources naturelles et des Forêts;1;ET/6-021;-;Eastmain, RE01;-76,24988;52,20961;Probable;Autre;Investigation à venir;Investigation à venir;Investigation à venir;Investigation à venir;Classification selon les risques à venir;Priorisation de l'intervention en réhabilitation à venir;N'a pas commencé;Na pas commencé;Na pas commencé;Caractérisation;Na pas commencé;À venir; 14,00  $ ; -    $ ; -    $ ; 1 833,00  $ ;https://www.quebec.ca/gouvernement/ministere/ressources-naturelles-forets/coordonnees
