VELO_EXP,WKT 
Vélo-Express Dagenais projeté,"LINESTRING  ( 284560.42290000 5050276.13280000, 284573.25440000 5050286.58120000, 284632.83110000 5050336.69220000, 284672.84880000 5050370.32660000, 284740.17630000 5050427.40540000, 284770.48150000 5050453.08230000, 284805.13170000 5050482.30650000, 284837.30150000 5050509.25380000, 284865.40040000 5050533.54260000, 284877.65640000 5050544.58410000, 284884.63910000 5050551.09840000, 284889.95470000 5050556.63730000, 284895.48710000 5050562.07860000, 284901.17570000 5050568.16400000, 284906.07050000 5050573.32340000, 284910.96520000 5050578.74730000, 284915.99240000 5050584.70050000, 284921.15170000 5050590.78590000, 284925.91420000 5050596.73910000, 284931.20590000 5050603.08910000, 284939.80490000 5050614.33390000, 284945.62580000 5050622.27140000, 284951.04970000 5050629.81200000, 284954.88620000 5050635.63290000, 284959.51640000 5050642.37970000, 284963.14920000 5050647.98060000, 284968.24760000 5050656.13810000, 284972.08420000 5050662.09120000, 284978.43420000 5050672.01310000, 284984.25500000 5050681.14130000, 284995.89670000 5050699.52990000, 285001.32070000 5050707.59960000, 285006.74460000 5050715.66950000, 285011.90400000 5050723.34240000, 285017.19570000 5050730.61850000, 285024.78570000 5050740.87050000, 285036.69200000 5050755.63430000, 285041.92820000 5050762.02440000, 285047.88740000 5050768.98310000, 285051.59160000 5050773.08420000, 285057.28010000 5050779.43420000, 285062.83640000 5050785.12280000, 285068.75950000 5050791.35320000, 285073.68430000 5050796.36760000, 285079.10830000 5050801.79150000, 285086.64890000 5050808.80310000, 285109.64880000 5050829.72660000, 285157.54880000 5050872.22660000, 285209.82990000 5050918.72010000, 285217.97360000 5050925.22170000, 285219.22160000 5050926.23960000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 276303.53150000 5045524.94430000, 276278.10000000 5045511.10000000, 276276.80000000 5045510.20000000, 276275.00000000 5045509.10000000, 276273.20000000 5045508.00000000, 276271.20000000 5045506.70000000, 276269.80000000 5045505.70000000, 276268.20000000 5045504.60000000, 276266.30000000 5045503.30000000, 276264.60000000 5045502.00000000, 276261.43870000 5045499.75390000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 276253.88460000 5045473.38010000, 276270.70280000 5045484.40140000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 276261.43870000 5045499.75390000, 276244.20210000 5045487.50720000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 290387.56570000 5052625.78610000, 290396.50440000 5052615.19200000, 290473.43430000 5052513.15580000, 290480.18670000 5052503.82100000, 290486.56430000 5052494.22640000, 290492.55720000 5052484.38690000, 290492.68690000 5052484.16400000, 290527.47700000 5052439.14500000, 290560.21870000 5052397.23740000, 290600.05620000 5052338.51210000, 290644.93300000 5052280.29910000, 290670.53210000 5052244.69720000, 290715.99920000 5052183.92350000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 278764.27810000 5046824.54570000, 278756.43440000 5046820.41280000, 278734.80000000 5046809.10000000, 278717.10000000 5046799.80000000, 278699.30000000 5046790.50000000, 278681.60000000 5046781.30000000, 278643.50000000 5046761.20000000, 278500.00000000 5046686.50000000, 278483.70000000 5046678.00000000, 278452.00000000 5046661.50000000, 278318.10000000 5046590.80000000, 278256.20000000 5046558.40000000, 278161.30000000 5046508.90000000, 278144.30000000 5046500.00000000, 278085.50000000 5046469.00000000, 278063.00000000 5046457.10000000, 278044.43510000 5046447.34220000, 278030.00000000 5046439.70000000, 278010.80000000 5046429.70000000, 278000.00000000 5046424.00000000, 277976.90000000 5046411.60000000, 277965.90000000 5046405.80000000, 277887.03950000 5046364.64560000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 289140.02980000 5052621.78190000, 289121.06190000 5052616.64640000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 282905.92130000 5049084.03390000, 282921.18300000 5049092.31760000, 282930.94520000 5049097.87700000, 282945.47210000 5049106.27200000, 282960.82260000 5049115.84760000, 282979.62890000 5049128.39180000, 282997.29360000 5049140.85000000, 283016.54810000 5049155.19350000, 283019.17710000 5049157.41540000, 283023.74120000 5049160.81330000, 283069.32670000 5049193.57460000, 283099.29990000 5049215.66340000, 283105.41510000 5049220.08670000, 283112.36080000 5049224.86050000, 283118.81900000 5049229.10030000, 283126.51440000 5049234.20610000, 283136.23090000 5049240.30590000, 283148.73420000 5049247.72420000, 283165.43340000 5049257.07770000, 283175.72540000 5049262.36710000, 283188.42600000 5049268.67620000, 283204.12240000 5049275.88900000, 283217.03620000 5049281.27770000, 283232.62790000 5049287.75120000, 283253.11270000 5049295.69740000, 283255.30900000 5049296.65370000, 283256.75490000 5049297.38210000, 283257.93050000 5049298.06230000, 283259.78780000 5049299.40170000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285667.50000000 5046560.70000000, 285663.91760000 5046556.43710000, 285660.92400000 5046552.44670000, 285657.40000000 5046548.50000000, 285652.82890000 5046544.74740000, 285650.73070000 5046543.10620000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 287875.31950000 5052497.08350000, 287868.70000000 5052488.30000000, 287849.70000000 5052464.30000000, 287841.80000000 5052454.50000000, 287837.30000000 5052449.10000000, 287832.70000000 5052443.60000000, 287829.40000000 5052439.70000000, 287825.30000000 5052435.20000000, 287824.20000000 5052433.90000000, 287818.90000000 5052428.30000000, 287818.70000000 5052428.00000000, 287811.90000000 5052421.20000000, 287804.80000000 5052414.20000000, 287797.40000000 5052407.20000000, 287795.50000000 5052405.50000000, 287790.00000000 5052400.40000000, 287789.90000000 5052400.30000000, 287783.40000000 5052394.40000000, 287776.80000000 5052388.80000000, 287770.60000000 5052383.80000000, 287764.40000000 5052378.80000000, 287763.20000000 5052377.80000000, 287757.40000000 5052373.40000000, 287755.60000000 5052372.00000000, 287746.70000000 5052365.20000000, 287740.20000000 5052360.50000000, 287733.50000000 5052355.90000000, 287724.80000000 5052350.20000000, 287723.00000000 5052349.00000000, 287716.80000000 5052344.90000000, 287716.00000000 5052344.40000000, 287688.30000000 5052328.00000000, 287675.94280000 5052321.43860000, 287661.90000000 5052314.40000000, 287614.60000000 5052294.30000000, 287603.91260000 5052290.21560000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 284075.96630000 5045560.84070000, 284064.07900000 5045555.90200000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 286647.45160000 5047313.33890000, 286625.37010000 5047299.49200000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 289569.00890000 5050195.82020000, 289560.42570000 5050187.26860000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 285646.26210000 5046507.15690000, 285666.08930000 5046523.03130000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 284258.41270000 5045636.97510000, 284249.69030000 5045633.05890000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287039.16780000 5047575.15650000, 287061.77720000 5047592.84370000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 288552.31220000 5053043.48020000, 288559.28420000 5053034.34450000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 288627.47120000 5052937.40600000, 288641.64480000 5052918.54990000, 288657.38760000 5052897.91240000, 288676.30530000 5052871.71860000, 288699.05950000 5052839.30710000, 288731.33870000 5052791.68200000, 288743.77420000 5052772.63200000, 288759.91380000 5052748.02570000, 288765.60240000 5052739.42670000, 288774.86280000 5052725.40370000, 288789.54720000 5052703.97250000, 288802.90870000 5052685.31930000, 288815.07960000 5052668.25370000, 288826.45670000 5052652.37870000, 288838.36300000 5052636.23900000, 288852.65050000 5052617.71810000, 288860.58800000 5052607.39940000, 288871.03900000 5052594.56700000, 288876.72760000 5052587.82020000, 288882.94530000 5052582.39610000, 288889.42760000 5052577.50140000, 288896.30680000 5052573.53270000, 288903.31820000 5052570.48990000, 288910.59430000 5052567.97640000, 288915.88600000 5052566.91800000, 288922.36830000 5052565.85970000, 288929.77660000 5052565.46280000, 288939.30170000 5052565.99190000, 288944.21490000 5052566.79980000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 288935.59380000 5052571.42490000, 288943.18110000 5052569.43090000, 288975.10420000 5052568.91770000, 288993.40910000 5052575.51700000, 289000.55280000 5052576.17850000, 289021.71960000 5052578.03050000, 289032.30290000 5052579.35350000, 289060.74570000 5052584.64520000, 289096.62770000 5052591.72390000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 288942.36770000 5052580.07640000, 288936.25900000 5052579.22110000, 288929.51210000 5052579.08890000, 288922.89750000 5052579.61800000, 288916.41520000 5052580.41180000, 288909.40370000 5052582.39610000, 288901.73070000 5052585.17440000, 288894.45480000 5052589.27530000, 288886.64950000 5052594.56700000, 288882.41620000 5052598.40350000, 288877.12450000 5052603.95980000, 288860.19110000 5052624.46500000, 288843.91920000 5052644.83790000, 288826.19210000 5052668.25370000, 288807.93580000 5052693.65370000, 288792.58990000 5052715.61420000, 288768.24820000 5052751.72980000, 288733.45540000 5052805.44040000, 288700.77940000 5052853.85920000, 288660.56260000 5052909.42180000, 288648.92090000 5052924.90000000, 288642.57090000 5052932.83750000, 288639.66040000 5052936.93850000, 288635.56320000 5052943.52910000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 293218.09980000 5053380.26220000, 293270.01420000 5053452.77000000, 293297.13410000 5053495.10350000, 293328.22260000 5053546.69730000, 293343.56850000 5053573.81710000, 293363.14770000 5053606.36100000, 293381.40400000 5053641.02140000, 293405.61340000 5053685.07460000, 293419.23950000 5053709.41630000, 293440.14170000 5053745.53210000, 293473.34690000 5053807.04780000, 293492.52930000 5053841.97290000, 293501.78960000 5053861.02290000, 293505.22930000 5053869.62190000, 293509.06570000 5053876.76570000, 293513.16680000 5053883.24800000, 293518.59070000 5053890.39170000, 293522.03030000 5053896.21250000, 293556.69080000 5053958.38980000, 293578.51900000 5053999.53260000, 293617.41280000 5054070.30870000, 293645.19410000 5054121.37340000, 293676.01810000 5054178.39120000, 293708.16510000 5054236.33510000, 293746.52980000 5054307.64050000, 293769.68080000 5054349.18010000, 293810.16220000 5054425.77720000, 293822.55300000 5054448.02440000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285223.80000000 5046186.00000000, 285234.60000000 5046172.30000000, 285246.10000000 5046157.50000000, 285257.20000000 5046143.20000000, 285267.20000000 5046130.40000000, 285275.80000000 5046119.20000000, 285281.30000000 5046112.10000000, 285285.30000000 5046107.00000000, 285294.20000000 5046095.40000000, 285303.80000000 5046083.00000000, 285312.10000000 5046072.70000000, 285313.00000000 5046071.40000000, 285320.00000000 5046062.30000000, 285326.30000000 5046054.30000000, 285333.80000000 5046044.50000000, 285339.70000000 5046036.80000000, 285347.40000000 5046026.80000000, 285355.90000000 5046015.70000000, 285364.60000000 5046004.50000000, 285368.10000000 5046000.00000000, 285374.60000000 5045991.80000000, 285384.10000000 5045979.60000000, 285394.40000000 5045966.30000000, 285401.50000000 5045957.30000000, 285404.50000000 5045953.40000000, 285407.50000000 5045949.40000000, 285410.40000000 5045945.90000000, 285413.40000000 5045942.50000000, 285416.90000000 5045938.50000000, 285420.40000000 5045934.40000000, 285424.30000000 5045929.90000000, 285428.20000000 5045925.50000000, 285431.70000000 5045921.90000000, 285435.10000000 5045918.20000000, 285438.40000000 5045914.70000000, 285441.60000000 5045911.20000000, 285446.20000000 5045906.20000000, 285450.80000000 5045901.20000000, 285453.10000000 5045898.60000000, 285455.40000000 5045896.10000000, 285458.00000000 5045893.60000000, 285460.50000000 5045891.00000000, 285467.00000000 5045884.20000000, 285471.80000000 5045879.40000000, 285483.10000000 5045868.90000000, 285490.70000000 5045861.30000000, 285494.30000000 5045857.70000000, 285498.00000000 5045854.10000000, 285499.00000000 5045853.10000000, 285500.00000000 5045852.10000000, 285502.80000000 5045849.30000000, 285505.70000000 5045846.40000000, 285509.70000000 5045842.20000000, 285513.70000000 5045837.90000000, 285518.30000000 5045832.80000000, 285522.90000000 5045827.70000000, 285526.40000000 5045823.60000000, 285530.00000000 5045819.60000000, 285532.20000000 5045817.00000000, 285534.40000000 5045814.40000000, 285542.50000000 5045804.30000000, 285554.10000000 5045789.60000000, 285571.40000000 5045767.70000000, 285577.06620000 5045760.52280000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285590.13330000 5045743.97110000, 285596.90000000 5045735.40000000, 285606.30000000 5045723.00000000, 285620.50000000 5045704.70000000, 285679.50000000 5045628.70000000, 285702.60000000 5045598.70000000, 285704.80000000 5045595.80000000, 285706.00000000 5045594.30000000, 285726.10000000 5045568.70000000, 285752.90000000 5045534.20000000, 285778.10000000 5045501.80000000, 285782.57080000 5045495.78960000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285810.16540000 5045502.79890000, 285803.32310000 5045512.31440000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 285782.57080000 5045495.78960000, 285789.55990000 5045486.39260000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 289124.36750000 5052600.62760000, 289140.63750000 5052605.05200000)"
Vélo-Express Chomedey projeté,"LINESTRING  ( 282760.22840000 5049031.04950000, 282761.72820000 5049026.44870000, 282762.51450000 5049022.09530000, 282768.26890000 5048990.23700000, 282778.40260000 5048931.64800000, 282788.18990000 5048878.69600000, 282791.65600000 5048861.26650000, 282795.78770000 5048844.55880000, 282802.38480000 5048824.41630000, 282808.30000000 5048808.44500000, 282814.71790000 5048792.76970000, 282822.99470000 5048774.50900000, 282831.35160000 5048757.81730000, 282841.20100000 5048739.92570000, 282852.67430000 5048721.02950000, 282861.26270000 5048708.01560000, 282874.49950000 5048689.53630000, 282888.54580000 5048671.69520000, 282902.97240000 5048654.96780000, 282910.64240000 5048646.08220000, 282919.46720000 5048636.89780000, 282934.40000000 5048623.10000000, 282952.97460000 5048610.28350000, 282963.29900000 5048603.37890000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 291760.76140000 5052385.00390000, 291761.31120000 5052384.70400000, 291762.50180000 5052384.57180000, 291764.08930000 5052385.23320000, 291782.74250000 5052397.40400000, 291793.98730000 5052404.54790000, 291797.82370000 5052406.92910000, 291819.82770000 5052419.31070000, 291848.89310000 5052435.58580000, 291884.73650000 5052455.78320000, 291925.00070000 5052478.59520000, 291951.18480000 5052493.42850000, 291972.63540000 5052505.40300000, 292001.91940000 5052522.07040000, 292045.10410000 5052546.40870000, 292085.38620000 5052568.98290000, 292175.15670000 5052619.64510000, 292218.94410000 5052644.28640000, 292244.97050000 5052658.94530000, 292266.77590000 5052671.16420000, 292282.80590000 5052680.11200000, 292286.47720000 5052681.93980000, 292290.70250000 5052683.73000000, 292295.84490000 5052685.31340000, 292301.63730000 5052686.81700000, 292306.65920000 5052687.80260000, 292310.91050000 5052688.27020000, 292315.70760000 5052688.57650000, 292321.13180000 5052688.61730000, 292325.48910000 5052688.41220000, 292330.73910000 5052687.99550000, 292332.45900000 5052687.73100000, 292333.72200000 5052687.89000000, 292335.10900000 5052688.41740000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 282782.99720000 5049039.21680000, 282797.40610000 5049044.56700000, 282817.56740000 5049052.18700000, 282831.54880000 5049057.82660000, 282858.99680000 5049068.69900000, 282865.98800000 5049071.13920000, 282872.65670000 5049072.48810000, 282901.97200000 5049082.35880000, 282905.92130000 5049084.03390000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 288785.27780000 5049107.81250000, 288782.00200000 5049105.35370000, 288781.34920000 5049104.64220000, 288780.98850000 5049104.00790000, 288780.68760000 5049103.16840000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 288785.27780000 5049107.81250000, 288797.27160000 5049116.93540000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 281599.20950000 5044141.97850000, 281593.86700000 5044137.08700000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 289546.99600000 5052859.78820000, 289538.77200000 5052849.01220000, 289530.11230000 5052838.58320000, 289529.68370000 5052838.08890000, 289528.92880000 5052837.22310000, 289528.18200000 5052836.37270000, 289527.41290000 5052835.50290000, 289526.65940000 5052834.65690000, 289525.88420000 5052833.79240000, 289525.39470000 5052833.24960000, 289524.62180000 5052832.39700000, 289523.85770000 5052831.56020000, 289523.06350000 5052830.69640000, 289522.29260000 5052829.86360000, 289521.49650000 5052829.00980000, 289520.71190000 5052828.17440000, 289519.91140000 5052827.32770000, 289518.89290000 5052826.25990000, 289518.33350000 5052825.67690000, 289517.60430000 5052824.92330000, 289516.89330000 5052824.19400000, 289516.08290000 5052823.36960000, 289515.35880000 5052822.63890000, 289514.62910000 5052821.90850000, 289513.89900000 5052821.18350000, 289513.16580000 5052820.46080000, 289512.55320000 5052819.86160000, 289511.86160000 5052819.18930000, 289511.12790000 5052818.48180000, 289510.66520000 5052818.03770000, 289509.61800000 5052817.01620000, 289508.78330000 5052816.20800000, 289507.95750000 5052815.41430000, 289507.16440000 5052814.65760000, 289506.36740000 5052813.90200000, 289505.51940000 5052813.10410000, 289504.69990000 5052812.33850000, 289503.86330000 5052811.56250000, 289502.83840000 5052810.62000000, 289502.00620000 5052809.86070000, 289501.38080000 5052809.29290000, 289500.55250000 5052808.54610000, 289499.69930000 5052807.78260000, 289498.86140000 5052807.03800000, 289498.00840000 5052806.28560000, 289497.17740000 5052805.55790000, 289496.30370000 5052804.79810000, 289495.47250000 5052804.08050000, 289494.58000000 5052803.31560000, 289493.75100000 5052802.61030000, 289492.88900000 5052801.88190000, 289492.01930000 5052801.15250000, 289491.15070000 5052800.42920000, 289490.26850000 5052799.70000000, 289489.49040000 5052799.06130000, 289481.19250000 5052792.71260000, 289479.53710000 5052791.48190000, 289355.31020000 5052697.37980000, 289354.65720000 5052696.90660000, 289354.66150000 5052696.87970000, 289352.92940000 5052695.61670000, 289352.30280000 5052695.16580000, 289351.71000000 5052694.74400000, 289351.08350000 5052694.30320000, 289350.38680000 5052693.81950000, 289349.77060000 5052693.39650000, 289349.20700000 5052693.01390000, 289348.58570000 5052692.59700000, 289347.89770000 5052692.14120000, 289347.27230000 5052691.73170000, 289346.64330000 5052691.32480000, 289346.12060000 5052690.98990000, 289345.15890000 5052690.38310000, 289344.82670000 5052690.17620000, 289344.21050000 5052689.79560000, 289343.57200000 5052689.40580000, 289342.93120000 5052689.01950000, 289342.28840000 5052688.63660000, 289341.62060000 5052688.24390000, 289340.97150000 5052687.86700000, 289338.74770000 5052686.28730000, 289331.68190000 5052682.37600000, 289327.39200000 5052679.85250000, 289320.70480000 5052676.69810000, 289309.34910000 5052671.52490000, 289295.84580000 5052666.53390000, 289267.05290000 5052658.18570000, 289227.95620000 5052646.87910000, 289161.47240000 5052627.49010000, 289140.02980000 5052621.78190000)"
